intent_id,signal_id,source_universe,ticker,strategy_id,signal_date,side,entry_type,entry_price_ref,stop_price,target_price,risk_budget_usd,risk_per_trade_usd,per_share_risk,shares,notional_usd,decision_source,tp1_price,tp2_price,status,status_reason,snoozed_until,confirmed_by,confirmed_at,created_at,metadata
intent_bff0958c5fea2362,sig_8bfdee9470970f12,local_db,CRWD,A_BOTH_PRO,2024-06-11,long,next_open,384.6300048828125,357.7059,472.1333,1000.0,1000.0,26.924104882812514,37,14231.310180664062,system,418.2851,472.1333,pending,,,,,2026-05-02T03:02:11.186793,"{'ticker': 'CRWD', 'mode': 'A', 'passed': True, 'entry_score': 0.62, 'screener_score': 62.0, 'tier2_score': 1.0, 'reject_reason': nan, 'screener_reason': 'qullamaggie_momentum=PASS', 'signal_type': 'breakout', 'cost_model': ""{'fee_rate': 0.001, 'slippage_rate': 0.0005}"", 'tier2_metrics': ""{'rvol': 1.408297096719122, 'adr_pct': 4.127501196986025, 'atr': 0.0, 'dist_sma20': 12.692935611373171, 'consol_days': 17, 'volume': 7011700.0, 'dollar_vol_M': 1915.015099810791, 'rs_ret': 0.16533905034026386, 'rs_percentile': 76.89207154943195, 'close': 384.6300048828125, 'spy_above_sma50': True, 'spy_above_sma200': True}"", 'stop_price': 357.7059, 'tp1_price': 418.2851, 'tp2_price': 472.1333, 'tp1_pct': 0.5, 'tp2_pct': 0.3, 'runner_pct': 0.2, 'shares': 37, 'risk_budget_usd': 1000.0, 'risk_per_share': 26.9241, 'signal_date': '2024-06-11', 'agent_name': 'A_BOTH', 'combo_name': 'A_BOTH_PRO', 'entry_price': 384.6300048828125, 'tier1_metrics': ""{'stop_price': 357.7059, 'shares': 37, 'risk_budget_usd': 1000.0, 'risk_per_share': 26.9241, 'tp1_price': 418.2851, 'tp2_price': 472.1333, 'tp1_pct': 0.5, 'tp2_pct': 0.3, 'runner_pct': 0.2}"", 'rvol': 1.41, 'adr_pct': 4.13, 'dist_sma20': 12.69, 'consol_days': 17, 'volume': 7011700, 'dollar_vol_M': 1915.0, 'rs_ret': 0.1653, 'rs_percentile': 76.9, 'close': 384.63, 'spy_above_sma50': True, 'spy_above_sma200': True, 'source_universe': 'local_db', 'decision_source': 'system'}"
