ticker,fold,mode,cutoff_date
TSLA,4,A_BOTH,2024-12-29
SPY,4,A_BOTH,2024-12-29
NVDA,4,A_BOTH,2024-12-29
HTN,4,A_BOTH,2024-12-29
QQQ,4,A_BOTH,2024-12-29
AVGO,4,A_BOTH,2024-12-29
AAPL,4,A_BOTH,2024-12-29
MSFT,4,A_BOTH,2024-12-29
META,4,A_BOTH,2024-12-29
AMZN,4,A_BOTH,2024-12-29
IWM,4,A_BOTH,2024-12-29
GOOGL,4,A_BOTH,2024-12-29
AMD,4,A_BOTH,2024-12-29
GOOG,4,A_BOTH,2024-12-29
MU,4,A_BOTH,2024-12-29
UNH,4,A_BOTH,2024-12-29
COIN,4,A_BOTH,2024-12-29
ACL,4,A_BOTH,2024-12-29
CRM,4,A_BOTH,2024-12-29
NFLX,4,A_BOTH,2024-12-29
LLY,4,A_BOTH,2024-12-29
ADBE,4,A_BOTH,2024-12-29
TSM,4,A_BOTH,2024-12-29
DHA,4,A_BOTH,2024-12-29
DHAI,4,A_BOTH,2024-12-29
COST,4,A_BOTH,2024-12-29
MRVL,4,A_BOTH,2024-12-29
APP,4,A_BOTH,2024-12-29
JPM,4,A_BOTH,2024-12-29
V,4,A_BOTH,2024-12-29
XLF,4,A_BOTH,2024-12-29
BA,4,A_BOTH,2024-12-29
XOM,4,A_BOTH,2024-12-29
WMT,4,A_BOTH,2024-12-29
ORCL,4,A_BOTH,2024-12-29
BAX,4,A_BOTH,2024-12-29
BBT,4,A_BOTH,2024-12-29
WDAY,4,A_BOTH,2024-12-29
BAC,4,A_BOTH,2024-12-29
MARA,4,A_BOTH,2024-12-29
CVX,4,A_BOTH,2024-12-29
MA,4,A_BOTH,2024-12-29
CSCO,4,A_BOTH,2024-12-29
NOW,4,A_BOTH,2024-12-29
QCOM,4,A_BOTH,2024-12-29
SMH,4,A_BOTH,2024-12-29
DIA,4,A_BOTH,2024-12-29
HD,4,A_BOTH,2024-12-29
CRWD,4,A_BOTH,2024-12-29
INTC,4,A_BOTH,2024-12-29
JNJ,4,A_BOTH,2024-12-29
KO,4,A_BOTH,2024-12-29
BABA,4,A_BOTH,2024-12-29
MRK,4,A_BOTH,2024-12-29
AMAT,4,A_BOTH,2024-12-29
BKNG,4,A_BOTH,2024-12-29
WFC,4,A_BOTH,2024-12-29
XLE,4,A_BOTH,2024-12-29
VRTX,4,A_BOTH,2024-12-29
GS,4,A_BOTH,2024-12-29
PG,4,A_BOTH,2024-12-29
AMGN,4,A_BOTH,2024-12-29
XLK,4,A_BOTH,2024-12-29
ASML,4,A_BOTH,2024-12-29
PFE,4,A_BOTH,2024-12-29
LIN,4,A_BOTH,2024-12-29
XLV,4,A_BOTH,2024-12-29
PEP,4,A_BOTH,2024-12-29
NKE,4,A_BOTH,2024-12-29
PDD,4,A_BOTH,2024-12-29
ABBV,4,A_BOTH,2024-12-29
HOOD,4,A_BOTH,2024-12-29
TXN,4,A_BOTH,2024-12-29
LRCX,4,A_BOTH,2024-12-29
XLI,4,A_BOTH,2024-12-29
DIS,4,A_BOTH,2024-12-29
GE,4,A_BOTH,2024-12-29
ACN,4,A_BOTH,2024-12-29
DELL,4,A_BOTH,2024-12-29
HON,4,A_BOTH,2024-12-29
SPOT,4,A_BOTH,2024-12-29
IBM,4,A_BOTH,2024-12-29
C,4,A_BOTH,2024-12-29
TMUS,4,A_BOTH,2024-12-29
MCDT,4,A_BOTH,2024-12-29
MELI,4,A_BOTH,2024-12-29
AJG,4,A_BOTH,2024-12-29
MDB,4,A_BOTH,2024-12-29
T,4,A_BOTH,2024-12-29
SBUX,4,A_BOTH,2024-12-29
XLY,4,A_BOTH,2024-12-29
CMCSA,4,A_BOTH,2024-12-29
BLK,4,A_BOTH,2024-12-29
DHR,4,A_BOTH,2024-12-29
AXON,4,A_BOTH,2024-12-29
XBI,4,A_BOTH,2024-12-29
PYPL,4,A_BOTH,2024-12-29
NVO,4,A_BOTH,2024-12-29
TGT,4,A_BOTH,2024-12-29
DDOG,4,A_BOTH,2024-12-29
MS,4,A_BOTH,2024-12-29
COP,4,A_BOTH,2024-12-29
SOFI,4,A_BOTH,2024-12-29
XLP,4,A_BOTH,2024-12-29
KLAC,4,A_BOTH,2024-12-29
SHOP,4,A_BOTH,2024-12-29
VRT,4,A_BOTH,2024-12-29
CI,4,A_BOTH,2024-12-29
XYZ,4,A_BOTH,2024-12-29
ISRG,4,A_BOTH,2024-12-29
CAT,4,A_BOTH,2024-12-29
CVS,4,A_BOTH,2024-12-29
AXP,4,A_BOTH,2024-12-29
ANET,4,A_BOTH,2024-12-29
VST,4,A_BOTH,2024-12-29
VZ,4,A_BOTH,2024-12-29
XLU,4,A_BOTH,2024-12-29
ARM,4,A_BOTH,2024-12-29
REGN,4,A_BOTH,2024-12-29
NEE,4,A_BOTH,2024-12-29
TJX,4,A_BOTH,2024-12-29
MDLZ,4,A_BOTH,2024-12-29
ETN,4,A_BOTH,2024-12-29
LMT,4,A_BOTH,2024-12-29
GILD,4,A_BOTH,2024-12-29
ADI,4,A_BOTH,2024-12-29
BX,4,A_BOTH,2024-12-29
UNP,4,A_BOTH,2024-12-29
ABNB,4,A_BOTH,2024-12-29
LOW,4,A_BOTH,2024-12-29
BMY,4,A_BOTH,2024-12-29
PGR,4,A_BOTH,2024-12-29
SPGI,4,A_BOTH,2024-12-29
PM,4,A_BOTH,2024-12-29
ADP,4,A_BOTH,2024-12-29
OXY,4,A_BOTH,2024-12-29
UPS,4,A_BOTH,2024-12-29
FDX,4,A_BOTH,2024-12-29
CVNA,4,A_BOTH,2024-12-29
SNPS,4,A_BOTH,2024-12-29
F,4,A_BOTH,2024-12-29
HSY,4,A_BOTH,2024-12-29
MCHP,4,A_BOTH,2024-12-29
SHW,4,A_BOTH,2024-12-29
CME,4,A_BOTH,2024-12-29
CEG,4,A_BOTH,2024-12-29
KKR,4,A_BOTH,2024-12-29
GM,4,A_BOTH,2024-12-29
ABC,4,A_BOTH,2024-12-29
ABMD,4,A_BOTH,2024-12-29
ABT,4,A_BOTH,2024-12-29
ADS,4,A_BOTH,2024-12-29
AEE,4,A_BOTH,2024-12-29
NU,4,A_BOTH,2024-12-29
CCL,4,A_BOTH,2024-12-29
NXPI,4,A_BOTH,2024-12-29
RTX,4,A_BOTH,2024-12-29
CMG,4,A_BOTH,2024-12-29
TEAM,4,A_BOTH,2024-12-29
DE,4,A_BOTH,2024-12-29
ZS,4,A_BOTH,2024-12-29
RKLB,4,A_BOTH,2024-12-29
BDX,4,A_BOTH,2024-12-29
AMT,4,A_BOTH,2024-12-29
CLSK,4,A_BOTH,2024-12-29
CLST,4,A_BOTH,2024-12-29
AFRM,4,A_BOTH,2024-12-29
MSI,4,A_BOTH,2024-12-29
CTAS,4,A_BOTH,2024-12-29
ICE,4,A_BOTH,2024-12-29
MCK,4,A_BOTH,2024-12-29
HUM,4,A_BOTH,2024-12-29
PLD,4,A_BOTH,2024-12-29
AZO,4,A_BOTH,2024-12-29
RCL,4,A_BOTH,2024-12-29
CDNS,4,A_BOTH,2024-12-29
MDT,4,A_BOTH,2024-12-29
GD,4,A_BOTH,2024-12-29
SLB,4,A_BOTH,2024-12-29
UAL,4,A_BOTH,2024-12-29
ZBH,4,A_BOTH,2024-12-29
ZBRA,4,A_BOTH,2024-12-29
ZION,4,A_BOTH,2024-12-29
TT,4,A_BOTH,2024-12-29
CB,4,A_BOTH,2024-12-29
ILMN,4,A_BOTH,2024-12-29
DASH,4,A_BOTH,2024-12-29
ADSK,4,A_BOTH,2024-12-29
DHI,4,A_BOTH,2024-12-29
AAL,4,A_BOTH,2024-12-29
KR,4,A_BOTH,2024-12-29
COF,4,A_BOTH,2024-12-29
SYK,4,A_BOTH,2024-12-29
SWKS,4,A_BOTH,2024-12-29
SYF,4,A_BOTH,2024-12-29
SYMC,4,A_BOTH,2024-12-29
XLB,4,A_BOTH,2024-12-29
APH,4,A_BOTH,2024-12-29
FTNT,4,A_BOTH,2024-12-29
MPC,4,A_BOTH,2024-12-29
