ticker,fold,mode,cutoff_date
TSLA,0,B,2020-12-30
SPY,0,B,2020-12-30
AAPL,0,B,2020-12-30
AMZN,0,B,2020-12-30
QQQ,0,B,2020-12-30
HTN,0,B,2020-12-30
BABA,0,B,2020-12-30
MSFT,0,B,2020-12-30
META,0,B,2020-12-30
BA,0,B,2020-12-30
MRNA,0,B,2020-12-30
AMD,0,B,2020-12-30
NVDA,0,B,2020-12-30
GOOG,0,B,2020-12-30
DIS,0,B,2020-12-30
XYZ,0,B,2020-12-30
INTC,0,B,2020-12-30
NFLX,0,B,2020-12-30
V,0,B,2020-12-30
SHOP,0,B,2020-12-30
PYPL,0,B,2020-12-30
PFE,0,B,2020-12-30
ACL,0,B,2020-12-30
AAL,0,B,2020-12-30
PDD,0,B,2020-12-30
JPM,0,B,2020-12-30
ADBE,0,B,2020-12-30
BAC,0,B,2020-12-30
CRWD,0,B,2020-12-30
MA,0,B,2020-12-30
QCOM,0,B,2020-12-30
WMT,0,B,2020-12-30
MU,0,B,2020-12-30
CCL,0,B,2020-12-30
HD,0,B,2020-12-30
DHA,0,B,2020-12-30
DHAI,0,B,2020-12-30
PLUG,0,B,2020-12-30
C,0,B,2020-12-30
JNJ,0,B,2020-12-30
XOM,0,B,2020-12-30
T,0,B,2020-12-30
UNH,0,B,2020-12-30
FDX,0,B,2020-12-30
COST,0,B,2020-12-30
WFC,0,B,2020-12-30
GE,0,B,2020-12-30
DL1,0,B,2020-12-30
UAL,0,B,2020-12-30
JD,0,B,2020-12-30
NKE,0,B,2020-12-30
PG,0,B,2020-12-30
FSLY,0,B,2020-12-30
ORCL,0,B,2020-12-30
SE,0,B,2020-12-30
CHTH,0,B,2020-12-30
CHTP,0,B,2020-12-30
FTV,0,B,2020-12-30
GDDY,0,B,2020-12-30
GEN,0,B,2020-12-30
GIS,0,B,2020-12-30
LOW,0,B,2020-12-30
CVX,0,B,2020-12-30
AVGO,0,B,2020-12-30
TSM,0,B,2020-12-30
BKNG,0,B,2020-12-30
MELI,0,B,2020-12-30
VZ,0,B,2020-12-30
CSCO,0,B,2020-12-30
CMCSA,0,B,2020-12-30
NOW,0,B,2020-12-30
KO,0,B,2020-12-30
FCELB,0,B,2020-12-30
LRCX,0,B,2020-12-30
MCDT,0,B,2020-12-30
MRK,0,B,2020-12-30
ZS,0,B,2020-12-30
JMP,0,B,2020-12-30
LLY,0,B,2020-12-30
GS,0,B,2020-12-30
SPOT,0,B,2020-12-30
ABBV,0,B,2020-12-30
BLNK,0,B,2020-12-30
TXN,0,B,2020-12-30
SPGI,0,B,2020-12-30
SBUX,0,B,2020-12-30
GM,0,B,2020-12-30
DAL,0,B,2020-12-30
LMT,0,B,2020-12-30
OXY,0,B,2020-12-30
MS,0,B,2020-12-30
ACN,0,B,2020-12-30
HON,0,B,2020-12-30
BNTX,0,B,2020-12-30
BMY,0,B,2020-12-30
TGT,0,B,2020-12-30
IBM,0,B,2020-12-30
UPS,0,B,2020-12-30
AMAT,0,B,2020-12-30
BSX,0,B,2020-12-30
AMT,0,B,2020-12-30
DHR,0,B,2020-12-30
FIS,0,B,2020-12-30
WDAY,0,B,2020-12-30
PEP,0,B,2020-12-30
AMGN,0,B,2020-12-30
ABC,0,B,2020-12-30
ABMD,0,B,2020-12-30
ABT,0,B,2020-12-30
ADS,0,B,2020-12-30
AEE,0,B,2020-12-30
GILD,0,B,2020-12-30
NET,0,B,2020-12-30
CAT,0,B,2020-12-30
MDB,0,B,2020-12-30
CVS,0,B,2020-12-30
NEE,0,B,2020-12-30
UNP,0,B,2020-12-30
MRVL,0,B,2020-12-30
RTX,0,B,2020-12-30
MDT,0,B,2020-12-30
AXP,0,B,2020-12-30
TMUS,0,B,2020-12-30
CVNA,0,B,2020-12-30
BIKR1,0,B,2020-12-30
BILI,0,B,2020-12-30
PM,0,B,2020-12-30
ISRG,0,B,2020-12-30
TJX,0,B,2020-12-30
F,0,B,2020-12-30
BLK,0,B,2020-12-30
BYND,0,B,2020-12-30
COP,0,B,2020-12-30
LIN,0,B,2020-12-30
RCL,0,B,2020-12-30
DG,0,B,2020-12-30
CMG,0,B,2020-12-30
AZO,0,B,2020-12-30
GBTC,0,B,2020-12-30
TEAM,0,B,2020-12-30
DE,0,B,2020-12-30
EA,0,B,2020-12-30
ADSK,0,B,2020-12-30
KR,0,B,2020-12-30
PSKY,0,B,2020-12-30
MARA,0,B,2020-12-30
DD,0,B,2020-12-30
EXPE,0,B,2020-12-30
DDOG,0,B,2020-12-30
VRTX,0,B,2020-12-30
CI,0,B,2020-12-30
TRIP,0,B,2020-12-30
TRMB,0,B,2020-12-30
HUM,0,B,2020-12-30
CCI,0,B,2020-12-30
D,0,B,2020-12-30
MO,0,B,2020-12-30
TTWO,0,B,2020-12-30
EBAY,0,B,2020-12-30
AON,0,B,2020-12-30
MMM,0,B,2020-12-30
TYL,0,B,2020-12-30
CTLT,0,B,2020-12-30
CTRA,0,B,2020-12-30
CSX,0,B,2020-12-30
BDX,0,B,2020-12-30
ILMN,0,B,2020-12-30
VEEV,0,B,2020-12-30
MDLZ,0,B,2020-12-30
SHW,0,B,2020-12-30
ADI,0,B,2020-12-30
BBY,0,B,2020-12-30
RH,0,B,2020-12-30
VALE,0,B,2020-12-30
APD,0,B,2020-12-30
EL,0,B,2020-12-30
NEM,0,B,2020-12-30
NXPI,0,B,2020-12-30
SPG,0,B,2020-12-30
NOC,0,B,2020-12-30
ASML,0,B,2020-12-30
PLD,0,B,2020-12-30
CHPT,0,B,2020-12-30
USB,0,B,2020-12-30
ZTS,0,B,2020-12-30
MAR,0,B,2020-12-30
BP,0,B,2020-12-30
ICE,0,B,2020-12-30
CNC,0,B,2020-12-30
CNCE,0,B,2020-12-30
HOLX,0,B,2020-12-30
HP,0,B,2020-12-30
COF,0,B,2020-12-30
MCHP,0,B,2020-12-30
NSC,0,B,2020-12-30
HLT,0,B,2020-12-30
DUK,0,B,2020-12-30
SLB,0,B,2020-12-30
HUBB,0,B,2020-12-30
AKAM,0,B,2020-12-30
