ticker,rs,breakout_lvl,dist_sma20_pct,dist_sma20,rvol,waiting_desc,sector_etf,excluded_by_xlv,allowed_shadow_candidate,shadow_status,source_snapshot
APP,65.48672566371681,512.69,3.4,3.4,1.29,Breakout > 512.69,OTHER,False,True,shadow_allowed,paper_finviz
PFGC,76.10619469026548,96.41,5.97,5.97,0.79,SMA50>SMA100 (-2.90%),OTHER,False,True,shadow_allowed,paper_finviz
REYN,51.32743362831859,22.52,1.68,1.68,0.72,Breakout > 22.52,OTHER,False,True,shadow_allowed,paper_finviz
CVS,89.60176991150442,98.22,15.62,15.62,1.06,Breakout > 98.22,XLV,True,False,blocked_by_sector,paper_finviz
EQX,44.690265486725664,15.99,0.02,0.02,1.79,Breakout > 15.99,OTHER,False,True,shadow_allowed,paper_finviz
CNC,96.90265486725663,59.74,17.69,17.69,0.78,Breakout > 59.74,OTHER,False,True,shadow_allowed,paper_finviz
WRBY,89.15929203539822,29.88,17.06,17.06,0.97,Breakout > 29.88,OTHER,False,True,shadow_allowed,paper_finviz
ASTS,27.654867256637168,91.77,10.18,10.18,1.33,Breakout > 91.77,OTHER,False,True,shadow_allowed,paper_finviz
PM,88.27433628318585,190.91,13.29,13.29,1.04,SMA50>SMA100 (-1.79%),XLP,False,True,shadow_allowed,paper_finviz
TXRH,77.43362831858407,185.1,7.44,7.44,0.88,Breakout > 185.10,OTHER,False,True,shadow_allowed,paper_finviz
INVH,75.22123893805309,29.41,1.49,1.49,1.1,Breakout > 29.41,OTHER,False,True,shadow_allowed,paper_finviz
PANW,94.02654867256636,228.85,25.27,25.27,1.47,SMA100>SMA200 (-6.35%),XLK,False,True,shadow_allowed,paper_finviz
DNOW,78.53982300884957,13.82,3.1,3.1,1.04,Breakout > 13.82,OTHER,False,True,shadow_allowed,paper_finviz
MXL,100.0,104.27,33.18,33.18,0.56,Breakout > 104.27,OTHER,False,True,shadow_allowed,paper_finviz
HON,38.716814159292035,236.45,0.49,0.49,0.84,Breakout > 236.45,XLI,False,True,shadow_allowed,paper_finviz
LSCC,78.31858407079646,130.0,2.91,2.91,0.69,Breakout > 130.00,OTHER,False,True,shadow_allowed,paper_finviz
MOD,88.93805309734513,287.3,12.03,12.03,1.18,SMA100/SMA200 N/A,OTHER,False,True,shadow_allowed,paper_finviz
LWLG,86.72566371681415,18.71,2.28,2.28,1.6,Breakout > 18.71,XLV,True,False,blocked_by_sector,paper_finviz
MARA,82.30088495575221,13.8,10.33,10.33,1.12,Breakout > 13.80,OTHER,False,True,shadow_allowed,paper_finviz
RPRX,76.99115044247787,53.29,5.94,5.94,0.99,SMA100/SMA200 N/A,OTHER,False,True,shadow_allowed,paper_finviz
RGTI,52.43362831858407,21.02,5.74,5.74,1.16,Breakout > 21.02,OTHER,False,True,shadow_allowed,paper_finviz
SWKS,80.53097345132744,72.81,3.13,3.13,1.0,Breakout > 72.81,OTHER,False,True,shadow_allowed,paper_finviz
AMSC,94.46902654867256,60.18,8.16,8.16,0.79,Breakout > 60.18,OTHER,False,True,shadow_allowed,paper_finviz
HMC,68.80530973451327,25.41,4.95,4.95,1.6,SMA20>SMA50 (-1.43%),OTHER,False,True,shadow_allowed,paper_finviz
RKLB,97.56637168141593,127.24,44.56,44.56,0.95,SMA100/SMA200 N/A,OTHER,False,True,shadow_allowed,paper_finviz
IONQ,90.2654867256637,59.15,19.3,19.3,0.76,Breakout > 59.15,OTHER,False,True,shadow_allowed,paper_finviz
KC,50.22123893805309,18.52,3.65,3.65,1.75,Breakout > 18.52,OTHER,False,True,shadow_allowed,paper_finviz
EXPD,66.3716814159292,157.0,2.25,2.25,0.96,Breakout > 157.00,OTHER,False,True,shadow_allowed,paper_finviz
HPE,90.929203539823,32.53,16.23,16.23,2.19,Dist SMA20 <= 6.77%,OTHER,False,True,shadow_allowed,paper_finviz
HPQ,68.58407079646017,22.78,0.32,0.32,1.06,Breakout > 22.78,OTHER,False,True,shadow_allowed,paper_finviz
HUT,97.12389380530973,112.26,26.24,26.24,0.86,Breakout > 112.26,OTHER,False,True,shadow_allowed,paper_finviz
