source_system,strategy_id,ticker,timeframe,signal_time,side,entry_type,entry_price_ref,stop_price,target_price,raw_score,normalized_score,confidence,risk_unit,reason_codes,metadata
A,unknown,ANF,1D,2024-01-02,long,next_open,90.96,83.6832,100.056,0.975,0.975,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,ARM,1D,2024-01-02,long,next_open,68.92,63.4064,75.812,0.846,0.8460000000000001,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,AURA,1D,2024-01-02,long,next_open,3.73,3.4316,4.103,0.98,0.98,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BBBB,1D,2024-01-02,long,next_open,26.77,24.6284,29.447,0.978,0.9780000000000001,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BBBY,1D,2024-01-02,long,next_open,26.77,24.6284,29.447,0.978,0.9780000000000001,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BEPC,1D,2024-01-02,long,next_open,26.1054,24.017,28.7159,0.815,0.815,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BEPH,1D,2024-01-02,long,next_open,26.1054,24.017,28.7159,0.815,0.815,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BEPI,1D,2024-01-02,long,next_open,26.1054,24.017,28.7159,0.815,0.815,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BLMN,1D,2024-01-02,long,next_open,24.5742,22.6083,27.0316,0.599,0.599,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BLMT,1D,2024-01-02,long,next_open,24.5742,22.6083,27.0316,0.599,0.599,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BN,1D,2024-01-02,long,next_open,25.5693,23.5238,28.1263,0.827,0.827,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BTC1,1D,2024-01-02,long,next_open,3.81,3.5052,4.191,0.984,0.984,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BTCM,1D,2024-01-02,long,next_open,3.81,3.5052,4.191,0.984,0.984,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,C,1D,2024-01-02,long,next_open,49.4978,45.538,54.4476,0.881,0.881,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,CAKE,1D,2024-01-02,long,next_open,32.5844,29.9776,35.8428,0.61,0.61,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,CAKR,1D,2024-01-02,long,next_open,32.5844,29.9776,35.8428,0.61,0.61,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,CAN,1D,2024-01-02,long,next_open,2.16,1.9872,2.376,0.591,0.591,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,COIN,1D,2024-01-02,long,next_open,156.88,144.3296,172.568,0.986,0.9860000000000001,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,CYBR,1D,2024-01-02,long,next_open,216.13,198.8396,237.743,0.896,0.8960000000000001,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,CYBR2,1D,2024-01-02,long,next_open,216.13,198.8396,237.743,0.896,0.8960000000000001,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,EAXR,1D,2024-01-02,long,next_open,42.07,38.7044,46.277,0.903,0.903,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,EB,1D,2024-01-02,long,next_open,42.07,38.7044,46.277,0.903,0.903,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,EBBGF,1D,2024-01-02,long,next_open,42.07,38.7044,46.277,0.903,0.903,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,EBBNF,1D,2024-01-02,long,next_open,42.07,38.7044,46.277,0.903,0.903,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,ELPW,1D,2024-01-02,long,next_open,139.66,128.4872,153.626,0.945,0.9450000000000001,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,ELRA,1D,2024-01-02,long,next_open,139.66,128.4872,153.626,0.945,0.9450000000000001,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,ELRC,1D,2024-01-02,long,next_open,139.66,128.4872,153.626,0.945,0.9450000000000001,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,ELRE,1D,2024-01-02,long,next_open,139.66,128.4872,153.626,0.945,0.9450000000000001,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,EXPE,1D,2024-01-02,long,next_open,147.5688,135.7633,162.3257,0.953,0.9530000000000001,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,GBTC,1D,2024-01-02,long,next_open,33.2882,30.6251,36.617,0.983,0.983,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,HRB,1D,2024-01-02,long,next_open,234.25,215.51,257.675,0.729,0.729,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,HUT,1D,2024-01-02,long,next_open,12.6,11.592,13.86,0.882,0.882,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,INSM,1D,2024-01-02,long,next_open,29.94,27.5448,32.934,0.671,0.671,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,JLL,1D,2024-01-02,long,next_open,186.9,171.948,205.59,0.914,0.914,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,JLMI,1D,2024-01-02,long,next_open,186.9,171.948,205.59,0.914,0.914,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,KIM,1D,2024-01-02,long,next_open,34.6008,31.8328,38.0609,0.714,0.714,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,KMX,1D,2024-01-02,long,next_open,34.6008,31.8328,38.0609,0.714,0.714,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,KSS,1D,2024-01-02,long,next_open,34.6008,31.8328,38.0609,0.714,0.714,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,KSU,1D,2024-01-02,long,next_open,34.6008,31.8328,38.0609,0.714,0.714,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,NXT,1D,2024-01-02,long,next_open,47.42,43.6264,52.162,0.935,0.935,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,OLED,1D,2024-01-02,long,next_open,182.5256,167.9236,200.7782,0.691,0.691,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,PDD,1D,2024-01-02,long,next_open,145.64,133.9888,160.204,0.952,0.9519999999999998,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,TEAM,1D,2024-01-02,long,next_open,226.67,208.5364,249.337,0.707,0.707,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,ACIW,1D,2024-01-03,long,next_open,29.53,27.1676,32.483,0.945,0.9450000000000001,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,AVNT1,1D,2024-01-03,long,next_open,37.3742,34.3843,41.1116,0.723,0.723,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BBIG,1D,2024-01-03,long,next_open,37.85,34.822,41.635,0.966,0.966,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BBIO,1D,2024-01-03,long,next_open,37.85,34.822,41.635,0.966,0.966,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BLACW,1D,2024-01-03,long,next_open,25.08,23.0736,27.588,0.762,0.762,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BLMN,1D,2024-01-03,long,next_open,23.8723,21.9626,26.2596,0.642,0.642,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,BLMT,1D,2024-01-03,long,next_open,23.8723,21.9626,26.2596,0.642,0.642,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,CALM,1D,2024-01-03,long,next_open,47.7863,43.9634,52.5649,0.74,0.74,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,CBRE,1D,2024-01-03,long,next_open,89.05,81.926,97.955,0.783,0.783,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,CYBR,1D,2024-01-03,long,next_open,214.38,197.2296,235.818,0.857,0.857,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,CYBR2,1D,2024-01-03,long,next_open,214.38,197.2296,235.818,0.857,0.857,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,FRPT,1D,2024-01-03,long,next_open,83.5,76.82,91.85,0.951,0.951,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,HE,1D,2024-01-03,long,next_open,14.77,13.5884,16.247,0.811,0.811,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,HEAL1,1D,2024-01-03,long,next_open,14.77,13.5884,16.247,0.811,0.811,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,HIMX,1D,2024-01-03,long,next_open,9.05,8.326,9.955,0.954,0.954,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,HRB,1D,2024-01-03,long,next_open,224.02,206.0984,246.422,0.665,0.665,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,KEX,1D,2024-01-03,long,next_open,12.7206,11.7029,13.9926,0.95,0.95,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,MSTR,1D,2024-01-03,long,next_open,63.106,58.0575,69.4166,0.985,0.985,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,NXT,1D,2024-01-03,long,next_open,46.41,42.6972,51.051,0.929,0.9289999999999999,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,RKT,1D,2024-01-03,long,next_open,12.6238,11.6139,13.8861,0.981,0.9809999999999999,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,SCCO,1D,2024-01-03,long,next_open,75.7134,69.6563,83.2847,0.647,0.647,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,SEDG,1D,2024-01-03,long,next_open,12.8465,11.8188,14.1312,0.948,0.9479999999999998,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,SEE,1D,2024-01-03,long,next_open,12.8465,11.8188,14.1312,0.948,0.9479999999999998,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,TFC,1D,2024-01-03,long,next_open,33.0414,30.3981,36.3455,0.922,0.922,0.5,,,{'origin': 'combo_pipeline'}
A,unknown,TKO,1D,2024-01-03,long,next_open,23.3653,21.4961,25.7019,0.622,0.622,0.5,,,{'origin': 'combo_pipeline'}
