date,ticker,index_member
2022-05-03,ITW,SP500
2022-05-03,J,SP500
2022-05-03,JBHT,SP500
2022-05-03,JCI,SP500
2022-05-03,LDOS,SP500
2022-05-03,LHX,SP500
2022-05-03,LMT,SP500
2022-05-03,LUV,SP500
2022-05-03,MAS,SP500
2022-05-03,MMM,SP500
2022-05-03,NDSN,SP500
2022-05-03,NLSN,SP500
2022-05-03,NOC,SP500
2022-05-03,NSC,SP500
2022-05-03,ODFL,SP500
2022-05-03,OTIS,SP500
2022-05-03,PCAR,SP500
2022-05-03,PH,SP500
2022-05-03,PNR,SP500
2022-05-03,PWR,SP500
2022-05-03,RHI,SP500
2022-05-03,ROK,SP500
2022-05-03,ROL,SP500
2022-05-03,RSG,SP500
2022-05-03,RTX,SP500
2022-05-03,SNA,SP500
2022-05-03,SPGI,SP500
2022-05-03,SWK,SP500
2022-05-03,TDG,SP500
2022-05-03,TT,SP500
2022-05-03,TXT,SP500
2022-05-03,UAL,SP500
2022-05-03,UNP,SP500
2022-05-03,UPS,SP500
2022-05-03,URI,SP500
2022-05-03,VRSK,SP500
2022-05-03,WAB,SP500
2022-05-03,WM,SP500
2022-05-03,XYL,SP500
2022-06-02,AAL,SP500
2022-06-02,ALK,SP500
2022-06-02,ALLE,SP500
2022-06-02,AME,SP500
2022-06-02,AOS,SP500
2022-06-02,BA,SP500
2022-06-02,CARR,SP500
2022-06-02,CAT,SP500
2022-06-02,CHRW,SP500
2022-06-02,CMI,SP500
2022-06-02,CPRT,SP500
2022-06-02,CSX,SP500
2022-06-02,CTAS,SP500
2022-06-02,DAL,SP500
2022-06-02,DE,SP500
2022-06-02,DOV,SP500
2022-06-02,EFX,SP500
2022-06-02,EMR,SP500
2022-06-02,ETN,SP500
2022-06-02,EXPD,SP500
2022-06-02,FAST,SP500
2022-06-02,FBHS,SP500
2022-06-02,FDX,SP500
2022-06-02,FTV,SP500
2022-06-02,GD,SP500
2022-06-02,GE,SP500
2022-06-02,GNRC,SP500
2022-06-02,GWW,SP500
2022-06-02,HII,SP500
2022-06-02,HON,SP500
2022-06-02,HWM,SP500
2022-06-02,IEX,SP500
2022-06-02,IR,SP500
2022-06-02,ITW,SP500
2022-06-02,J,SP500
2022-06-02,JBHT,SP500
2022-06-02,JCI,SP500
2022-06-02,LDOS,SP500
2022-06-02,LHX,SP500
2022-06-02,LMT,SP500
2022-06-02,LUV,SP500
2022-06-02,MAS,SP500
2022-06-02,MMM,SP500
2022-06-02,NDSN,SP500
2022-06-02,NLSN,SP500
2022-06-02,NOC,SP500
2022-06-02,NSC,SP500
2022-06-02,ODFL,SP500
2022-06-02,OTIS,SP500
2022-06-02,PCAR,SP500
2022-06-02,PH,SP500
2022-06-02,PNR,SP500
2022-06-02,PWR,SP500
2022-06-02,RHI,SP500
2022-06-02,ROK,SP500
2022-06-02,ROL,SP500
2022-06-02,RSG,SP500
2022-06-02,RTX,SP500
2022-06-02,SNA,SP500
2022-06-02,SPGI,SP500
2022-06-02,SWK,SP500
2022-06-02,TDG,SP500
2022-06-02,TT,SP500
2022-06-02,TXT,SP500
2022-06-02,UAL,SP500
2022-06-02,UNP,SP500
2022-06-02,UPS,SP500
2022-06-02,URI,SP500
2022-06-02,VRSK,SP500
2022-06-02,WAB,SP500
2022-06-02,WM,SP500
2022-06-02,XYL,SP500
2022-07-01,AAL,SP500
2022-07-01,ALK,SP500
2022-07-01,ALLE,SP500
2022-07-01,AME,SP500
2022-07-01,AOS,SP500
2022-07-01,BA,SP500
2022-07-01,CARR,SP500
2022-07-01,CAT,SP500
2022-07-01,CHRW,SP500
2022-07-01,CMI,SP500
2022-07-01,CPRT,SP500
2022-07-01,CSX,SP500
2022-07-01,CTAS,SP500
2022-07-01,DAL,SP500
2022-07-01,DE,SP500
2022-07-01,DOV,SP500
2022-07-01,EFX,SP500
2022-07-01,EMR,SP500
2022-07-01,ETN,SP500
2022-07-01,EXPD,SP500
2022-07-01,FAST,SP500
2022-07-01,FBHS,SP500
2022-07-01,FDX,SP500
2022-07-01,FTV,SP500
2022-07-01,GD,SP500
2022-07-01,GE,SP500
2022-07-01,GNRC,SP500
2022-07-01,GWW,SP500
2022-07-01,HII,SP500
2022-07-01,HON,SP500
2022-07-01,HWM,SP500
2022-07-01,IEX,SP500
2022-07-01,IR,SP500
2022-07-01,ITW,SP500
2022-07-01,J,SP500
2022-07-01,JBHT,SP500
2022-07-01,JCI,SP500
