date,ticker,index_member
2019-04-02,AMAT,SP500
2019-04-02,AMD,SP500
2019-04-02,ANET,SP500
2019-04-02,ANSS,SP500
2019-04-02,APH,SP500
2019-04-02,AVGO,SP500
2019-04-02,BR,SP500
2019-04-02,CDNS,SP500
2019-04-02,CRM,SP500
2019-04-02,CSCO,SP500
2019-04-02,CTSH,SP500
2019-04-02,CTXS,SP500
2019-04-02,DXC,SP500
2019-04-02,FFIV,SP500
2019-04-02,FIS,SP500
2019-04-02,FISV,SP500
2019-04-02,FLIR,SP500
2019-04-02,FLT,SP500
2019-04-02,FTNT,SP500
2019-04-02,GLW,SP500
2019-04-02,GPN,SP500
2019-04-02,HPE,SP500
2019-04-02,HPQ,SP500
2019-04-02,IBM,SP500
2019-04-02,INTC,SP500
2019-04-02,INTU,SP500
2019-04-02,IPGP,SP500
2019-04-02,IT,SP500
2019-04-02,JKHY,SP500
2019-04-02,JNPR,SP500
2019-04-02,KEYS,SP500
2019-04-02,KLAC,SP500
2019-04-02,LRCX,SP500
2019-04-02,MA,SP500
2019-04-02,MCHP,SP500
2019-04-02,MSFT,SP500
2019-04-02,MSI,SP500
2019-04-02,MU,SP500
2019-04-02,MXIM,SP500
2019-04-02,NTAP,SP500
2019-04-02,NVDA,SP500
2019-04-02,ORCL,SP500
2019-04-02,PAYX,SP500
2019-04-02,PYPL,SP500
2019-04-02,QCOM,SP500
2019-04-02,QRVO,SP500
2019-04-02,RHT,SP500
2019-04-02,SNPS,SP500
2019-04-02,STX,SP500
2019-04-02,SWKS,SP500
2019-04-02,SYMC,SP500
2019-04-02,TEL,SP500
2019-04-02,TSS,SP500
2019-04-02,TXN,SP500
2019-04-02,V,SP500
2019-04-02,VRSN,SP500
2019-04-02,WDC,SP500
2019-04-02,WU,SP500
2019-04-02,XLNX,SP500
2019-04-02,XRX,SP500
2019-05-01,AAPL,SP500
2019-05-01,ACN,SP500
2019-05-01,ADBE,SP500
2019-05-01,ADI,SP500
2019-05-01,ADP,SP500
2019-05-01,ADS,SP500
2019-05-01,ADSK,SP500
2019-05-01,AKAM,SP500
2019-05-01,AMAT,SP500
2019-05-01,AMD,SP500
2019-05-01,ANET,SP500
2019-05-01,ANSS,SP500
2019-05-01,APH,SP500
2019-05-01,AVGO,SP500
2019-05-01,BR,SP500
2019-05-01,CDNS,SP500
2019-05-01,CRM,SP500
2019-05-01,CSCO,SP500
2019-05-01,CTSH,SP500
2019-05-01,CTXS,SP500
2019-05-01,DXC,SP500
2019-05-01,FFIV,SP500
2019-05-01,FIS,SP500
2019-05-01,FISV,SP500
2019-05-01,FLIR,SP500
2019-05-01,FLT,SP500
2019-05-01,FTNT,SP500
2019-05-01,GLW,SP500
2019-05-01,GPN,SP500
2019-05-01,HPE,SP500
2019-05-01,HPQ,SP500
2019-05-01,IBM,SP500
2019-05-01,INTC,SP500
2019-05-01,INTU,SP500
2019-05-01,IPGP,SP500
2019-05-01,IT,SP500
2019-05-01,JKHY,SP500
2019-05-01,JNPR,SP500
2019-05-01,KEYS,SP500
2019-05-01,KLAC,SP500
2019-05-01,LRCX,SP500
2019-05-01,MA,SP500
2019-05-01,MCHP,SP500
2019-05-01,MSFT,SP500
2019-05-01,MSI,SP500
2019-05-01,MU,SP500
2019-05-01,MXIM,SP500
2019-05-01,NTAP,SP500
2019-05-01,NVDA,SP500
2019-05-01,ORCL,SP500
2019-05-01,PAYX,SP500
2019-05-01,PYPL,SP500
2019-05-01,QCOM,SP500
2019-05-01,QRVO,SP500
2019-05-01,RHT,SP500
2019-05-01,SNPS,SP500
2019-05-01,STX,SP500
2019-05-01,SWKS,SP500
2019-05-01,SYMC,SP500
2019-05-01,TEL,SP500
2019-05-01,TSS,SP500
2019-05-01,TXN,SP500
2019-05-01,V,SP500
2019-05-01,VRSN,SP500
2019-05-01,WDC,SP500
2019-05-01,WU,SP500
2019-05-01,XLNX,SP500
2019-05-01,XRX,SP500
2019-06-07,AAPL,SP500
2019-06-07,ACN,SP500
2019-06-07,ADBE,SP500
2019-06-07,ADI,SP500
2019-06-07,ADP,SP500
2019-06-07,ADS,SP500
2019-06-07,ADSK,SP500
2019-06-07,AKAM,SP500
2019-06-07,AMAT,SP500
2019-06-07,AMD,SP500
2019-06-07,ANET,SP500
2019-06-07,ANSS,SP500
2019-06-07,APH,SP500
2019-06-07,AVGO,SP500
2019-06-07,BR,SP500
2019-06-07,CDNS,SP500
2019-06-07,CRM,SP500
2019-06-07,CSCO,SP500
2019-06-07,CTSH,SP500
2019-06-07,CTXS,SP500
2019-06-07,DXC,SP500
2019-06-07,FFIV,SP500
2019-06-07,FIS,SP500
2019-06-07,FISV,SP500
2019-06-07,FLIR,SP500
2019-06-07,FLT,SP500
2019-06-07,FTNT,SP500
2019-06-07,GLW,SP500
2019-06-07,GPN,SP500
2019-06-07,HPE,SP500
2019-06-07,HPQ,SP500
2019-06-07,IBM,SP500
2019-06-07,INTC,SP500
2019-06-07,INTU,SP500
2019-06-07,IPGP,SP500
2019-06-07,IT,SP500
2019-06-07,JKHY,SP500
2019-06-07,JNPR,SP500
2019-06-07,KEYS,SP500
2019-06-07,KLAC,SP500
2019-06-07,LRCX,SP500
2019-06-07,MA,SP500
2019-06-07,MCHP,SP500
2019-06-07,MSFT,SP500
2019-06-07,MSI,SP500
2019-06-07,MU,SP500
2019-06-07,MXIM,SP500
2019-06-07,NTAP,SP500
2019-06-07,NVDA,SP500
2019-06-07,ORCL,SP500
2019-06-07,PAYX,SP500
2019-06-07,PYPL,SP500
2019-06-07,QCOM,SP500
2019-06-07,QRVO,SP500
2019-06-07,RHT,SP500
2019-06-07,SNPS,SP500
2019-06-07,STX,SP500
2019-06-07,SWKS,SP500
2019-06-07,SYMC,SP500
2019-06-07,TEL,SP500
2019-06-07,TSS,SP500
2019-06-07,TXN,SP500
2019-06-07,V,SP500
2019-06-07,VRSN,SP500
