ticker
PLTR
RBLX
COIN
HOOD
SOFI
OPEN
RIVN
LCID
UPST
AFRM
DOCS
ZS
DDOG
NET
CRWD
PATH
U
SNOW
MDB
FROG
BILL
IOT
SRRK
WOLF
RXRX
BMRN
VRTX
IONS
TECH
ALGN
HOLX
PODD
LMAT
INCY
EXAS
IRTC
ARVN
KRYS
BPMC
RARE
CELH
CAVA
ONON
ELF
SHAK
DNUT
BROS
WH
WING
TXRH
CHDN
CARG
HIMS
FIGS
LFVN
RH
FTAI
CVNA
ASTS
SMCI
EYE
RELY
VST
CEG
NRG
CWEN
AES
JKS
ENPH
SEDG
RUN
NOVA
LPLA
VIRT
IBKR
SF
ALLY
NAVI
EWBC
WAL
FHN
SNV
ZION
CMA
KEY
CFG
