ticker,rs,breakout_lvl,dist_sma20_pct,dist_sma20,rvol,waiting_desc,sector_etf,excluded_by_xlv,allowed_shadow_candidate,shadow_status,source_snapshot
CMBT,91.29464285714286,17.72,12.79,12.79,0.87,Breakout > 17.72,OTHER,False,True,shadow_allowed,paper_finviz
MDT,29.24107142857143,84.05,0.48,0.48,0.7,Breakout > 84.05,OTHER,False,True,shadow_allowed,paper_finviz
WTTR,82.8125,20.48,7.74,7.74,0.89,Breakout > 20.48,OTHER,False,True,shadow_allowed,paper_finviz
SNPS,65.40178571428571,519.71,4.61,4.61,1.2,SMA50>SMA100 (-0.94%),XLK,False,True,shadow_allowed,paper_finviz
HR,77.00892857142857,20.59,3.37,3.37,0.57,Breakout > 20.59,OTHER,False,True,shadow_allowed,paper_finviz
CHRW,32.589285714285715,190.15,0.68,0.68,0.67,Breakout > 190.15,OTHER,False,True,shadow_allowed,paper_finviz
RLAY,17.1875,15.45,4.53,4.53,1.18,Breakout > 15.45,OTHER,False,True,shadow_allowed,paper_finviz
A,47.32142857142857,120.28,0.76,0.76,0.94,Breakout > 120.28,OTHER,False,True,shadow_allowed,paper_finviz
HPQ,89.0625,22.78,19.05,19.05,2.88,SMA100>SMA200 (-13.01%),OTHER,False,True,shadow_allowed,paper_finviz
EXTR,95.08928571428571,25.13,11.73,11.73,0.92,SMA100>SMA200 (-3.36%),OTHER,False,True,shadow_allowed,paper_finviz
AEE,49.55357142857143,115.59,0.95,0.95,0.99,Breakout > 115.59,OTHER,False,True,shadow_allowed,paper_finviz
EVRG,63.61607142857143,83.39,2.7,2.7,0.76,RVOL >= 1.10,OTHER,False,True,shadow_allowed,paper_finviz
CNP,54.24107142857143,43.82,1.11,1.11,0.95,Breakout > 43.82,OTHER,False,True,shadow_allowed,paper_finviz
LOGI,84.15178571428571,110.47,9.32,9.32,1.4,SMA100>SMA200 (-6.71%),OTHER,False,True,shadow_allowed,paper_finviz
WRB,55.13392857142857,69.1,1.11,1.11,0.89,Breakout > 69.10,OTHER,False,True,shadow_allowed,paper_finviz
SOLV,79.01785714285714,76.95,6.48,6.48,0.98,Breakout > 76.95,OTHER,False,True,shadow_allowed,paper_finviz
WES,82.14285714285714,48.01,4.83,4.83,0.72,Breakout > 48.01,OTHER,False,True,shadow_allowed,paper_finviz
TIGO,58.03571428571429,86.93,4.09,4.09,1.05,Breakout > 86.93,OTHER,False,True,shadow_allowed,paper_finviz
LINE,76.78571428571429,41.0,6.72,6.72,1.47,Breakout > 41.00,OTHER,False,True,shadow_allowed,paper_finviz
BAX,67.63392857142857,19.12,8.1,8.1,0.86,SMA50>SMA100 (-6.84%),OTHER,False,True,shadow_allowed,paper_finviz
CB,51.33928571428571,334.03,0.98,0.98,0.92,Breakout > 334.03,OTHER,False,True,shadow_allowed,paper_finviz
PAGP,81.02678571428571,25.79,7.5,7.5,1.03,RVOL >= 1.10,OTHER,False,True,shadow_allowed,paper_finviz
ED,50.66964285714286,111.5,1.18,1.18,0.96,Breakout > 111.50,OTHER,False,True,shadow_allowed,paper_finviz
SWKS,89.73214285714286,74.45,19.91,19.91,1.0,SMA100>SMA200 (-7.99%),OTHER,False,True,shadow_allowed,paper_finviz
SBLK,75.22321428571429,28.28,0.88,0.88,1.17,Breakout > 28.28,OTHER,False,True,shadow_allowed,paper_finviz
CHKP,45.089285714285715,141.46,8.56,8.56,0.61,Breakout > 141.46,OTHER,False,True,shadow_allowed,paper_finviz
MU,96.42857142857143,818.67,12.3,12.3,0.7,Breakout > 818.67,XLK,False,True,shadow_allowed,paper_finviz
TENB,88.61607142857143,26.16,15.63,15.63,0.94,Breakout > 26.16,OTHER,False,True,shadow_allowed,paper_finviz
QCOM,97.54464285714286,247.9,22.2,22.2,0.95,Breakout > 247.90,XLK,False,True,shadow_allowed,paper_finviz
EPD,68.08035714285714,40.17,2.83,2.83,0.72,Breakout > 40.17,OTHER,False,True,shadow_allowed,paper_finviz
ENB,77.45535714285714,58.2,6.19,6.19,0.92,Breakout > 58.20,OTHER,False,True,shadow_allowed,paper_finviz
TWST,46.875,62.5,7.72,7.72,1.08,Breakout > 62.50,OTHER,False,True,shadow_allowed,paper_finviz
