agent_name,combo_name,ticker,signal_date,entry_score,screener_score,screener_reason,pattern_signal,tier2_filter,rvol,adr_pct,consol_days,dollar_vol_M,entry_price
combo_pure_momentum,combo_pure_momentum,BBVA,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.64,2.24,18,49.6,20.45
combo_pure_momentum,combo_pure_momentum,BBWI,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.11,5.42,14,117.3,19.5
combo_pure_momentum,combo_pure_momentum,BBY,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.42,3.62,19,346.2,62.59
combo_pure_momentum,combo_pure_momentum,BCS,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.08,2.92,15,198.7,20.47
combo_pure_momentum,combo_pure_momentum,BDX,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.7,2.4,20,444.4,159.36
combo_pure_momentum,combo_pure_momentum,BE,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.65,9.11,19,1557.7,154.51
combo_pure_momentum,combo_pure_momentum,BEAM,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.86,6.65,19,48.7,25.16
combo_pure_momentum,combo_pure_momentum,BEKE,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,2.64,5.31,17,19.7,16.73
combo_pure_momentum,combo_pure_momentum,BEN,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.19,2.99,15,124.5,24.13
combo_pure_momentum,combo_pure_momentum,BEPC,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.69,3.46,18,48.7,39.22
combo_pure_momentum,combo_pure_momentum,BF-B,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.15,4.0,15,156.8,23.49
combo_pure_momentum,combo_pure_momentum,BG,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.39,1.01,16,160.7,124.73
combo_pure_momentum,combo_pure_momentum,BGC,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,2.03,3.55,17,23.5,9.57
combo_pure_momentum,combo_pure_momentum,BHP,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.0,2.64,18,303.2,68.74
combo_pure_momentum,combo_pure_momentum,BIDU,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.2,2.85,18,307.1,124.07
combo_pure_momentum,combo_pure_momentum,BIIB,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.16,2.69,20,168.9,181.55
combo_pure_momentum,combo_pure_momentum,BILI,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.57,2.93,16,63.3,25.2
combo_pure_momentum,combo_pure_momentum,BILL,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.71,5.41,19,78.4,39.79
combo_pure_momentum,combo_pure_momentum,BIRK,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.85,4.35,16,89.8,37.43
combo_pure_momentum,combo_pure_momentum,BJ,2026-03-11,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.22,3.35,19,176.7,93.51
combo_pure_momentum,combo_pure_momentum,BK,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.69,2.71,20,391.0,116.17
