agent_name,combo_name,ticker,signal_date,entry_score,screener_score,screener_reason,pattern_signal,tier2_filter,rvol,adr_pct,dist_sma20,consol_days,volume,dollar_vol_M,rs_ret,rs_percentile,entry_price,reject_contract,screener_metrics
combo_ideal_setup,combo_ideal_setup,AMAT,2026-03-13,1.0,100.0,minervini_trend=PASS,vcp,passed,0.7,4.01,-4.98,17,5329313,2598.4,0.2829,81.0,341.53,screener_fail:<reason> | tier2_fail:<metric:value op threshold>,"{""individual"": [{""passed"": true, ""ticker"": ""AMAT"", ""screener_name"": ""minervini_trend"", ""score"": 100.0, ""metrics"": {""criteria"": {""price_above_sma150_sma200"": true, ""sma150_above_sma200"": true, ""sma200_uptrend"": true, ""sma50_stack"": true, ""price_above_sma50"": true, ""near_52wk_high"": true, ""above_52wk_low"": true}, ""price"": 341.5299987792969, ""sma50"": 331.33, ""sma150"": 273.52, ""sma200"": 257.11, ""high_52w"": 394.95, ""low_52w"": 155.94, ""dist_from_high_pct"": 13.5, ""above_low_pct"": 119.0, ""passing_criteria"": 7}, ""reason"": ""Stage 2 OK""}]}"
