ticker,rs,breakout_lvl,dist_sma20_pct,dist_sma20,rvol,waiting_desc,sector_etf,excluded_by_xlv,allowed_shadow_candidate,shadow_status,source_snapshot
A,45.11784511784512,124.89,1.23,1.23,1.1,Breakout > 124.89,UNKNOWN,False,True,shadow_allowed,paper_finviz
AAPL,63.63636363636363,288.03,5.87,5.87,1.0,Breakout > 288.03,XLK,False,True,shadow_allowed,paper_finviz
ABNB,60.26936026936027,147.25,0.82,0.82,2.08,Breakout > 147.25,XLY,False,True,shadow_allowed,paper_finviz
ADBE,66.32996632996633,258.75,4.4,4.4,0.82,Breakout > 258.75,XLK,False,True,shadow_allowed,paper_finviz
ADI,73.73737373737373,416.0,6.74,6.74,1.22,Breakout > 416.00,XLK,False,True,shadow_allowed,paper_finviz
ADM,63.2996632996633,81.75,7.98,7.98,1.24,Breakout > 81.75,UNKNOWN,False,True,shadow_allowed,paper_finviz
ADSK,65.993265993266,250.91,4.94,4.94,1.07,SMA20>SMA50 (-1.49%),XLK,False,True,shadow_allowed,paper_finviz
AES,38.72053872053872,14.45,0.35,0.35,1.0,Breakout > 14.45,UNKNOWN,False,True,shadow_allowed,paper_finviz
AKAM,53.87205387205387,122.24,16.52,16.52,1.98,Breakout > 122.24,UNKNOWN,False,True,shadow_allowed,paper_finviz
ALAB,97.97979797979798,220.79,13.58,13.58,1.0,Breakout > 220.79,UNKNOWN,False,True,shadow_allowed,paper_finviz
ALB,72.05387205387206,215.71,2.75,2.75,1.94,Breakout > 215.71,UNKNOWN,False,True,shadow_allowed,paper_finviz
ALGM,88.88888888888889,50.31,14.75,14.75,1.0,Breakout > 50.31,UNKNOWN,False,True,shadow_allowed,paper_finviz
AMAT,46.801346801346796,432.81,2.97,2.97,1.31,Breakout > 432.81,XLK,False,True,shadow_allowed,paper_finviz
AMD,94.94949494949495,362.79,14.28,14.28,1.0,Breakout > 362.79,XLK,False,True,shadow_allowed,paper_finviz
AMKR,90.9090909090909,79.23,10.2,10.2,1.0,Breakout > 79.23,UNKNOWN,False,True,shadow_allowed,paper_finviz
AMRX,53.535353535353536,13.92,4.62,4.62,1.0,Breakout > 13.92,UNKNOWN,False,True,shadow_allowed,paper_finviz
AMSC,95.95959595959596,55.7,19.19,19.19,1.0,Breakout > 55.70,UNKNOWN,False,True,shadow_allowed,paper_finviz
AMZN,74.41077441077442,278.56,5.87,5.87,0.26,Breakout > 278.56,XLY,False,True,shadow_allowed,paper_finviz
ANET,76.76767676767676,179.8,4.07,4.07,1.0,Breakout > 179.80,UNKNOWN,False,True,shadow_allowed,paper_finviz
APLD,97.64309764309765,39.94,19.66,19.66,1.0,Breakout > 39.94,UNKNOWN,False,True,shadow_allowed,paper_finviz
