ticker,rs,breakout_lvl,dist_sma20_pct,dist_sma20,rvol,waiting_desc,sector_etf,excluded_by_xlv,allowed_shadow_candidate,shadow_status,source_snapshot
AAOI,91.06753812636165,191.87,0.0,0.0,1.0,Breakout > 191.87,UNKNOWN,False,True,shadow_allowed,paper_finviz
AAPL,74.7276688453159,287.22,0.0,0.0,1.24,SMA50>SMA100 (-100.00%),XLK,False,True,shadow_allowed,paper_finviz
ABNB,60.56644880174292,147.25,0.0,0.0,1.0,Breakout > 147.25,XLY,False,True,shadow_allowed,paper_finviz
ABT,4.357298474945534,103.19,0.0,0.0,1.0,Breakout > 103.19,XLV,True,False,blocked_by_sector,paper_finviz
ACAD,32.24400871459695,22.86,0.0,0.0,1.0,Breakout > 22.86,UNKNOWN,False,True,shadow_allowed,paper_finviz
ACMR,74.50980392156863,57.27,0.0,0.0,1.0,Breakout > 57.27,UNKNOWN,False,True,shadow_allowed,paper_finviz
ACN,18.954248366013072,200.46,0.0,0.0,1.0,Breakout > 200.46,XLK,False,True,shadow_allowed,paper_finviz
ADBE,62.309368191721134,258.75,0.0,0.0,1.0,Breakout > 258.75,XLK,False,True,shadow_allowed,paper_finviz
ADEA,62.745098039215684,34.34,0.0,0.0,1.0,Breakout > 34.34,UNKNOWN,False,True,shadow_allowed,paper_finviz
ADM,63.834422657952075,77.37,0.0,0.0,1.0,Breakout > 77.37,UNKNOWN,False,True,shadow_allowed,paper_finviz
AEHR,92.81045751633987,102.48,0.0,0.0,1.0,Breakout > 102.48,UNKNOWN,False,True,shadow_allowed,paper_finviz
AEM,3.2679738562091507,224.35,0.0,0.0,1.0,Breakout > 224.35,UNKNOWN,False,True,shadow_allowed,paper_finviz
AESI,98.69281045751634,19.61,0.0,0.0,1.0,Breakout > 19.61,UNKNOWN,False,True,shadow_allowed,paper_finviz
AFRM,92.37472766884531,68.88,0.0,0.0,1.0,Breakout > 68.88,UNKNOWN,False,True,shadow_allowed,paper_finviz
