ticker,agent_name,entry_score,proximity_score,entry_price,breakout_level,rvol,live_volume,signal_date,source_universe,decision_source,data_quality_status,sector_etf,dollar_vol_M,dist_sma20,waiting_for,primary_reason,live_trigger_status,entry_gate_status,entry_gate_reason,entry_gate_source,gate_rs_percentile,gate_adr_pct,gate_dollar_vol_M,gate_dist_sma20,gate_sector_etf_dist
APTV,Ambos,82.00934579439252,50.0,73.25499725341797,68.84,1.5,14655,2026-06-03,finviz,finviz_live_promoter:none,ok,OTHER,0.0,26.11,SMA20>SMA50 (-3.53%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,82.00934579439252,4.61,499.29,26.11,
TECK,Ambos,82.2429906542056,90.84,68.58000183105469,68.21,1.51,221618,2026-06-03,finviz,finviz_live_promoter:none,ok,OTHER,0.0,10.43,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,82.2429906542056,3.19,357.27,10.43,
HPE,Ambos,98.13084112149532,80.0,54.65999984741211,47.97,4.67,4383054,2026-06-03,finviz,finviz_live_promoter:none,ok,OTHER,0.0,57.62,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,98.13084112149532,5.53,8580.39,57.62,
MRVL,Ambos,96.72897196261682,80.0,318.510009765625,225.14,3.22,16916588,2026-06-03,finviz,finviz_live_promoter:none,ok,OTHER,0.0,53.46,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,96.72897196261682,7.84,31280.72,53.46,
VSH,Ambos,98.5981308411215,80.0,63.790000915527344,57.54,1.61,472867,2026-06-03,finviz,finviz_live_promoter:none,ok,OTHER,0.0,48.73,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,98.5981308411215,7.58,712.86,48.73,
STM,Ambos,91.35514018691588,80.0,80.13999938964844,71.07,1.76,1223816,2026-06-03,finviz,finviz_live_promoter:none,ok,OTHER,0.0,23.96,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,91.35514018691588,4.43,1650.29,23.96,
CLS,Ambos,70.32710280373831,80.0,459.0820007324219,435.0,1.79,120743,2026-06-03,finviz,finviz_live_promoter:none,ok,OTHER,0.0,24.74,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,70.32710280373831,6.39,1925.36,24.74,
AVGO,Ambos,75.70093457943925,85.69,486.489990234375,466.05,1.74,3965004,2026-06-03,finviz,finviz_live_promoter:none,ok,XLK,0.0,12.49,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,75.70093457943925,3.84,18119.94,12.49,
RLAY,Ambos,79.43925233644859,80.0,15.595000267028809,15.45,2.45,76645,2026-06-03,finviz,finviz_live_promoter:none,ok,OTHER,0.0,18.02,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,79.43925233644859,7.54,180.27,18.02,
COHU,Ambos,81.77570093457945,80.0,57.880001068115234,55.2,2.96,39186,2026-06-03,finviz,finviz_live_promoter:none,ok,OTHER,0.0,16.48,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,81.77570093457945,5.53,268.2,16.48,
ARE,Ambos,85.2803738317757,58.89,52.02000045776367,51.0,2.14,39714,2026-06-03,finviz,finviz_live_promoter:none,ok,OTHER,0.0,11.21,SMA50>SMA100 (-6.96%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,85.2803738317757,3.85,228.69,11.21,
