day_idx,col_idx,exit_type_code,exit_price,shares,pnl,entry_day_idx,initial_risk,context_rvol,context_adr,context_volume,exit_date,entry_date,symbol,exit_phase,monetary_risk,adjusted_risk_dollars,base_risk_dollars,context_vol,return_pct,entry_price,context_dollar_vol,signal_type
41.0,10.0,0.0,16.858549118041992,817.0,-499.5548095703125,36.0,500.0,2.1791136264801025,3.3223419189453125,1510300.0,2019-03-04,2019-02-25,HALO,STOP,500.0,500.0,500.0,1510300.0,-3.500001255552956,17.469999313354492,26384939.96295929,MOMENTUM
88.0,11.0,0.0,22.870500564575195,599.0,-496.87061882019043,86.0,497.5022277832031,1.6445178985595703,2.8119020462036133,1816000.0,2019-05-09,2019-05-07,HAIN,STOP,497.5022277832031,497.5022277832031,497.5022277832031,1816000.0,-3.5000007243095843,23.700000762939453,43039201.38549805,MOMENTUM
124.0,10.0,1.0,17.56999969482422,437.0,616.1699333190918,114.0,495.01788330078125,1.5266103744506836,2.7756123542785645,1228700.0,2019-07-01,2019-06-17,HALO,TP1,495.01788330078125,495.01788330078125,495.01788330078125,1228700.0,8.725246662907049,16.15999984741211,19855791.81251526,MOMENTUM
130.0,8.0,1.0,201.32369995117188,37.0,504.11878967285156,114.0,495.01788330078125,1.647915005683899,2.4469411373138428,29459900.0,2019-07-10,2019-06-17,META,TP1,495.01788330078125,495.01788330078125,495.01788330078125,29459900.0,7.258878177141709,187.69886779785156,5529589875.437927,MOMENTUM
148.0,8.0,0.0,180.46937561035156,38.0,-274.720703125,114.0,495.01788330078125,1.647915005683899,2.4469411373138428,29459900.0,2019-08-05,2019-06-17,META,STOP,495.01788330078125,495.01788330078125,495.01788330078125,29459900.0,-3.8516440042068014,187.69886779785156,5529589875.437927,MOMENTUM
169.0,10.0,0.0,15.594399452209473,438.0,-247.73297309875488,114.0,495.01788330078125,1.5266103744506836,2.7756123542785645,1228700.0,2019-09-04,2019-06-17,HALO,STOP,495.01788330078125,495.01788330078125,495.01788330078125,1228700.0,-3.500002478609014,16.15999984741211,19855791.81251526,MOMENTUM
232.0,4.0,0.0,5.09472131729126,2695.0,-497.98885107040405,222.0,498.0070495605469,1.6667847633361816,2.538736343383789,574588032.0,2019-12-03,2019-11-18,NVDA,STOP,498.0070495605469,498.0070495605469,498.0070495605469,574588032.0,-3.4999975613990055,5.27950382232666,3033539711.2071533,MOMENTUM
240.0,7.0,0.0,41.09934997558594,332.0,-494.89585876464844,239.0,495.51708984375,1.681848406791687,3.1135976314544678,86878000.0,2019-12-13,2019-12-12,AMD,STOP,495.51708984375,495.51708984375,495.51708984375,86878000.0,-3.500000403055591,42.59000015258789,3700134033.256531,MOMENTUM
245.0,12.0,1.0,10.17689037322998,748.0,534.7309455871582,239.0,495.51708984375,1.768702507019043,2.278493642807007,183164000.0,2019-12-20,2019-12-12,TQQQ,TP1,495.51708984375,495.51708984375,495.51708984375,183164000.0,7.555276166148406,9.46200942993164,1733099495.223999,MOMENTUM
248.0,12.0,2.0,10.532161712646484,448.0,479.42822265625,239.0,495.51708984375,1.768702507019043,2.278493642807007,183164000.0,2019-12-26,2019-12-12,TQQQ,TP2,495.51708984375,495.51708984375,495.51708984375,183164000.0,11.309989602521197,9.46200942993164,1733099495.223999,MOMENTUM
266.0,10.0,0.0,19.1841983795166,720.0,-500.9765625,260.0,501.08734130859375,2.0689706802368164,2.3492748737335205,2731300.0,2020-01-23,2020-01-14,HALO,STOP,501.08734130859375,501.08734130859375,501.08734130859375,2731300.0,-3.500004077581505,19.8799991607666,54298241.70780182,MOMENTUM
268.0,12.0,3.0,11.088248252868652,300.0,487.8716468811035,239.0,495.51708984375,1.768702507019043,2.278493642807007,183164000.0,2020-01-27,2019-12-12,TQQQ,RUNNER,495.51708984375,495.51708984375,495.51708984375,183164000.0,17.18703447697537,9.46200942993164,1733099495.223999,MOMENTUM
282.0,4.0,2.0,7.232239246368408,652.0,448.0715446472168,278.0,498.0478820800781,1.786362886428833,2.4047677516937256,529608000.0,2020-02-14,2020-02-10,NVDA,TP2,498.0478820800781,498.0478820800781,498.0478820800781,529608000.0,10.499999016457005,6.545012950897217,3466291218.898773,MOMENTUM
283.0,4.0,1.0,7.381279468536377,1087.0,909.0217046737671,278.0,498.0478820800781,1.786362886428833,2.4047677516937256,529608000.0,2020-02-18,2020-02-10,NVDA,TP1,498.0478820800781,498.0478820800781,498.0478820800781,529608000.0,12.777156040990285,6.545012950897217,3466291218.898773,MOMENTUM
287.0,4.0,3.0,6.801616668701172,435.0,111.62261724472046,278.0,498.0478820800781,1.786362886428833,2.4047677516937256,529608000.0,2020-02-24,2020-02-10,NVDA,RUNNER,498.0478820800781,498.0478820800781,498.0478820800781,529608000.0,3.9205990840519087,6.545012950897217,3466291218.898773,MOMENTUM
403.0,8.0,1.0,269.5440368652344,28.0,493.74395751953125,398.0,505.3914794921875,2.38995099067688,3.0338165760040283,53005100.0,2020-08-07,2020-07-31,META,TP1,505.3914794921875,505.3914794921875,505.3914794921875,53005100.0,6.999996062800156,251.9103240966797,13352531919.776917,MOMENTUM
404.0,6.0,0.0,198.82176208496094,69.0,-546.1113739013672,399.0,504.9075012207031,2.089776039123535,2.658975124359131,78983000.0,2020-08-10,2020-08-03,MSFT,STOP,504.9075012207031,504.9075012207031,504.9075012207031,78983000.0,-3.8283808944311764,206.73641967773438,16328662635.406494,MOMENTUM
415.0,8.0,2.0,278.8719787597656,17.0,458.34812927246094,398.0,505.3914794921875,2.38995099067688,3.0338165760040283,53005100.0,2020-08-25,2020-07-31,META,TP2,505.3914794921875,505.3914794921875,505.3914794921875,53005100.0,10.702878002228456,251.9103240966797,13352531919.776917,MOMENTUM
33.0,2.0,0.0,274.9092102050781,51.0,-530.0852966308594,28.0,512.0001220703125,1.5474406480789185,2.2207467555999756,79370704.0,2020-10-19,2020-10-12,QQQ,STOP,512.0001220703125,512.0001220703125,512.0001220703125,79370704.0,-3.6430839860902084,285.30303955078125,22644703102.48535,MOMENTUM
40.0,14.0,0.0,74.92534637451172,188.0,-510.8897705078125,28.0,512.0001220703125,1.5644549131393433,2.409043312072754,55344000.0,2020-10-28,2020-10-12,GOOGL,STOP,512.0001220703125,512.0001220703125,512.0001220703125,55344000.0,-3.4999989682417945,77.6428451538086,4297065622.192383,MOMENTUM
49.0,8.0,0.0,270.5401611328125,50.0,-742.3187255859375,45.0,506.79522705078125,1.5945582389831543,3.2419865131378174,35364400.0,2020-11-10,2020-11-04,META,STOP,506.79522705078125,506.79522705078125,506.79522705078125,35364400.0,-5.202198652500881,285.38653564453125,10092523601.14746,MOMENTUM
58.0,9.0,1.0,170.07275390625,45.0,500.6813049316406,48.0,504.65765380859375,2.0894463062286377,2.0439486503601074,55052700.0,2020-11-23,2020-11-09,IWM,TP1,504.65765380859375,504.65765380859375,504.65765380859375,55052700.0,6.999997504012301,158.94650268554688,8750434128.396606,MOMENTUM
66.0,9.0,2.0,176.43008422851562,27.0,472.05670166015625,48.0,504.65765380859375,2.0894463062286377,2.0439486503601074,55052700.0,2020-12-04,2020-11-09,IWM,TP2,504.65765380859375,504.65765380859375,504.65765380859375,55052700.0,10.999664193654853,158.94650268554688,8750434128.396606,MOMENTUM
69.0,5.0,1.0,4804.2998046875,1.0,314.2998046875,67.0,509.5360412597656,2.8498685359954834,3.4818809032440186,2676910.0,2020-12-09,2020-12-07,HAR,TP1,509.5360412597656,509.5360412597656,509.5360412597656,2676910.0,6.999995650055679,4490.0,12019325900.0,MOMENTUM
79.0,5.0,2.0,4961.4501953125,1.0,471.4501953125,67.0,509.5360412597656,2.8498685359954834,3.4818809032440186,2676910.0,2020-12-23,2020-12-07,HAR,TP2,509.5360412597656,509.5360412597656,509.5360412597656,2676910.0,10.500004349944321,4490.0,12019325900.0,MOMENTUM
85.0,9.0,3.0,181.96473693847656,18.0,414.3282165527344,48.0,504.65765380859375,2.0894463062286377,2.0439486503601074,55052700.0,2021-01-04,2020-11-09,IWM,RUNNER,504.65765380859375,504.65765380859375,504.65765380859375,55052700.0,14.48174943393879,158.94650268554688,8750434128.396606,MOMENTUM
98.0,5.0,3.0,5810.0,1.0,1320.0,67.0,509.5360412597656,2.8498685359954834,3.4818809032440186,2676910.0,2021-01-22,2020-12-07,HAR,RUNNER,509.5360412597656,509.5360412597656,509.5360412597656,2676910.0,29.398663697104677,4490.0,12019325900.0,MOMENTUM
100.0,11.0,1.0,43.220001220703125,183.0,530.7002792358398,81.0,517.3013916015625,1.6222574710845947,2.2984819412231445,1323900.0,2021-01-26,2020-12-28,HAIN,TP1,517.3013916015625,517.3013916015625,517.3013916015625,1323900.0,7.192464156320845,40.31999969482422,53379647.59597778,MOMENTUM
101.0,11.0,2.0,44.75,109.0,482.87003326416016,81.0,517.3013916015625,1.6222574710845947,2.2984819412231445,1323900.0,2021-01-27,2020-12-28,HAIN,TP2,517.3013916015625,517.3013916015625,517.3013916015625,1323900.0,10.987104014647226,40.31999969482422,53379647.59597778,MOMENTUM
101.0,14.0,0.0,90.03311920166016,159.0,-519.2064743041992,96.0,520.62451171875,2.0964088439941406,2.3490374088287354,64152000.0,2021-01-27,2021-01-20,GOOGL,STOP,520.62451171875,520.62451171875,520.62451171875,64152000.0,-3.4999995911301407,93.29856872558594,5985289780.883789,MOMENTUM
103.0,11.0,3.0,41.59000015258789,74.0,93.98003387451172,81.0,517.3013916015625,1.6222574710845947,2.2984819412231445,1323900.0,2021-01-29,2020-12-28,HAIN,RUNNER,517.3013916015625,517.3013916015625,517.3013916015625,1323900.0,3.149802746468519,40.31999969482422,53379647.59597778,MOMENTUM
119.0,4.0,0.0,13.894318580627441,1038.0,-523.0883445739746,109.0,523.4894409179688,1.6024458408355713,3.0862655639648438,434624000.0,2021-02-23,2021-02-08,NVDA,STOP,523.4894409179688,523.4894409179688,523.4894409179688,434624000.0,-3.499997714878729,14.3982572555542,6257828161.437988,MOMENTUM
121.0,10.0,0.0,47.310001373291016,289.0,-1196.4598236083984,120.0,520.8739624023438,7.60933780670166,4.783097743988037,11744100.0,2021-02-25,2021-02-24,HALO,STOP,520.8739624023438,520.8739624023438,520.8739624023438,11744100.0,-8.046645924698545,51.45000076293945,604233953.9600372,MOMENTUM
157.0,15.0,0.0,222.96939086914062,63.0,-552.2372589111328,152.0,514.8916625976562,3.0067105293273926,2.467421770095825,57500300.0,2021-04-19,2021-04-12,BABA,STOP,514.8916625976562,514.8916625976562,514.8916625976562,57500300.0,-3.7826260360101664,231.7350616455078,13324835565.135193,MOMENTUM
168.0,8.0,0.0,315.7713623046875,44.0,-503.9254150390625,165.0,512.1304931640625,2.8626577854156494,2.0225212574005127,56526800.0,2021-05-04,2021-04-29,META,STOP,512.1304931640625,512.1304931640625,512.1304931640625,56526800.0,-3.5000008859888148,327.2242126464844,18496937623.425293,MOMENTUM
195.0,5.0,0.0,5230.2998046875,2.0,-379.400390625,191.0,509.6108703613281,8.347665786743164,3.6899118423461914,769300.0,2021-06-11,2021-06-07,HAR,STOP,509.6108703613281,509.6108703613281,509.6108703613281,769300.0,-3.50000360355166,5420.0,4169606000.0,MOMENTUM
208.0,7.0,2.0,93.93000030517578,51.0,477.8701400756836,199.0,507.7138671875,2.1900622844696045,2.3724188804626465,77822800.0,2021-06-30,2021-06-17,AMD,TP2,507.7138671875,507.7138671875,507.7138671875,77822800.0,11.080892877378954,84.55999755859375,6580695778.00293,MOMENTUM
209.0,7.0,1.0,93.30999755859375,85.0,743.75,199.0,507.7138671875,2.1900622844696045,2.3724188804626465,77822800.0,2021-07-01,2021-06-17,AMD,TP1,507.7138671875,507.7138671875,507.7138671875,77822800.0,10.347682417962352,84.55999755859375,6580695778.00293,MOMENTUM
218.0,7.0,3.0,86.93000030517578,35.0,82.9500961303711,199.0,507.7138671875,2.1900622844696045,2.3724188804626465,77822800.0,2021-07-15,2021-06-17,AMD,RUNNER,507.7138671875,507.7138671875,507.7138671875,77822800.0,2.802746943009071,84.55999755859375,6580695778.00293,MOMENTUM
228.0,7.0,1.0,104.78510284423828,75.0,514.1326904296875,227.0,514.9298706054688,3.058382987976074,3.5239882469177246,140560992.0,2021-07-29,2021-07-28,AMD,TP1,514.9298706054688,514.9298706054688,514.9298706054688,140560992.0,7.000002570918194,97.93000030517578,13765137989.45581,MOMENTUM
228.0,8.0,0.0,354.3719177246094,40.0,-514.114990234375,224.0,514.2366943359375,2.2022511959075928,2.2427873611450195,33694300.0,2021-07-29,2021-07-23,META,STOP,514.2366943359375,514.2366943359375,514.2366943359375,33694300.0,-3.5000019113750254,367.22479248046875,12373382325.274658,MOMENTUM
230.0,7.0,2.0,108.62999725341797,45.0,481.49986267089844,227.0,514.9298706054688,3.058382987976074,3.5239882469177246,140560992.0,2021-08-02,2021-07-28,AMD,TP2,514.9298706054688,514.9298706054688,514.9298706054688,140560992.0,10.926168605022125,97.93000030517578,13765137989.45581,MOMENTUM
240.0,1.0,0.0,228.27719116210938,62.0,-513.3277587890625,230.0,518.2493286132812,1.5406783819198608,3.774390935897827,100847400.0,2021-08-16,2021-08-02,TSLA,STOP,518.2493286132812,518.2493286132812,518.2493286132812,100847400.0,-3.499998516414072,236.55667114257812,23856125237.384033,MOMENTUM
242.0,7.0,3.0,103.44000244140625,30.0,165.30006408691406,227.0,514.9298706054688,3.058382987976074,3.5239882469177246,140560992.0,2021-08-18,2021-07-28,AMD,RUNNER,514.9298706054688,514.9298706054688,514.9298706054688,140560992.0,5.626470049075713,97.93000030517578,13765137989.45581,MOMENTUM
246.0,5.0,0.0,4593.39990234375,3.0,-499.80029296875,244.0,514.9041748046875,5.10330867767334,3.2133238315582275,1840100.0,2021-08-24,2021-08-20,HAR,STOP,514.9041748046875,514.9041748046875,514.9041748046875,1840100.0,-3.5000020516018906,4760.0,8758876000.0,MOMENTUM
247.0,4.0,1.0,22.223419189453125,354.0,514.6695785522461,244.0,514.9041748046875,2.619271993637085,3.3043131828308105,675740992.0,2021-08-25,2021-08-20,NVDA,TP1,514.9041748046875,514.9041748046875,514.9041748046875,675740992.0,7.000001653010049,20.769550323486328,14034836538.986572,MOMENTUM
250.0,4.0,2.0,22.950353622436523,212.0,462.3302993774414,244.0,514.9041748046875,2.619271993637085,3.3043131828308105,675740992.0,2021-08-30,2021-08-20,NVDA,TP2,514.9041748046875,514.9041748046875,514.9041748046875,675740992.0,10.500002479515073,20.769550323486328,14034836538.986572,MOMENTUM
263.0,4.0,3.0,21.854982376098633,142.0,154.13135147094727,244.0,514.9041748046875,2.619271993637085,3.3043131828308105,675740992.0,2021-09-17,2021-08-20,NVDA,RUNNER,514.9041748046875,514.9041748046875,514.9041748046875,675740992.0,5.226073919303356,20.769550323486328,14034836538.986572,MOMENTUM
273.0,1.0,0.0,254.5541534423828,56.0,-517.0216064453125,269.0,518.0608520507812,1.536644458770752,2.473184108734131,84212096.0,2021-10-01,2021-09-27,TSLA,STOP,518.0608520507812,518.0608520507812,518.0608520507812,84212096.0,-3.499998033263757,263.78668212890625,22214029398.960938,MOMENTUM
300.0,10.0,0.0,38.61000061035156,367.0,-528.4794960021973,296.0,515.4757080078125,1.8743746280670166,3.187525510787964,1451900.0,2021-11-09,2021-11-03,HALO,STOP,515.4757080078125,515.4757080078125,515.4757080078125,1451900.0,-3.5955022575293123,40.04999923706055,58148593.89228821,MOMENTUM
347.0,15.0,0.0,118.9651107788086,118.0,-509.14598083496094,341.0,512.8333129882812,1.621999979019165,4.63782262802124,38113000.0,2022-01-18,2022-01-07,BABA,STOP,512.8333129882812,512.8333129882812,512.8333129882812,38113000.0,-3.499999752452944,123.2799072265625,4698567104.125977,MOMENTUM
396.0,10.0,1.0,40.31999969482422,195.0,586.9496726989746,389.0,510.28759765625,2.275296926498413,4.36095666885376,1970100.0,2022-03-29,2022-03-18,HALO,TP1,510.28759765625,510.28759765625,510.28759765625,1970100.0,8.067537418232206,37.310001373291016,73504433.70552063,MOMENTUM
399.0,10.0,2.0,41.61000061035156,117.0,503.099910736084,389.0,510.28759765625,2.275296926498413,4.36095666885376,1970100.0,2022-04-01,2022-03-18,HALO,TP2,510.28759765625,510.28759765625,510.28759765625,1970100.0,11.525057836472696,37.310001373291016,73504433.70552063,MOMENTUM
416.0,10.0,3.0,41.9900016784668,78.0,365.04002380371094,389.0,510.28759765625,2.275296926498413,4.36095666885376,1970100.0,2022-04-27,2022-03-18,HALO,RUNNER,510.28759765625,510.28759765625,510.28759765625,1970100.0,12.543554363217035,37.310001373291016,73504433.70552063,MOMENTUM
126.0,3.0,0.0,147.81031799316406,96.0,-514.6552734375,124.0,517.5630493164062,1.8615154027938843,3.120789051055908,164762400.0,2022-11-01,2022-10-28,AAPU,STOP,517.5630493164062,517.5630493164062,517.5630493164062,164762400.0,-3.499997758570107,153.1713104248047,25236872716.73584,MOMENTUM
150.0,6.0,0.0,239.39630126953125,59.0,-577.3746337890625,146.0,514.98974609375,1.627976655960083,2.645608901977539,47594200.0,2022-12-06,2022-11-30,MSFT,STOP,514.98974609375,514.98974609375,514.98974609375,47594200.0,-3.9272493553745,249.18231201171875,11859632794.348145,MOMENTUM
157.0,6.0,0.0,242.13853454589844,58.0,-509.369140625,155.0,512.1029052734375,1.6833215951919556,2.3814053535461426,42196900.0,2022-12-15,2022-12-13,MSFT,STOP,512.1029052734375,512.1029052734375,512.1029052734375,42196900.0,-3.499999969594407,250.92076110839844,10588078264.414978,MOMENTUM
260.0,14.0,1.0,118.67581939697266,65.0,504.6495819091797,256.0,509.5560302734375,1.9270026683807373,2.400428295135498,63153400.0,2023-05-16,2023-05-10,GOOGL,TP1,509.5560302734375,509.5560302734375,509.5560302734375,63153400.0,7.000001031817467,110.91197967529297,7004468617.225647,MOMENTUM
263.0,14.0,2.0,122.5577392578125,39.0,454.1846237182617,256.0,509.5560302734375,1.9270026683807373,2.400428295135498,63153400.0,2023-05-19,2023-05-10,GOOGL,TP2,509.5560302734375,509.5560302734375,509.5560302734375,63153400.0,10.500001547726201,110.91197967529297,7004468617.225647,MOMENTUM
276.0,14.0,3.0,121.22406005859375,27.0,278.4261703491211,256.0,509.5560302734375,1.9270026683807373,2.400428295135498,63153400.0,2023-06-08,2023-05-10,GOOGL,RUNNER,509.5560302734375,509.5560302734375,509.5560302734375,63153400.0,9.29753522882788,110.91197967529297,7004468617.225647,MOMENTUM
286.0,10.0,0.0,34.13999938964844,407.0,-805.8598136901855,284.0,515.7423706054688,1.6074222326278687,3.197597026824951,1628600.0,2023-06-23,2023-06-21,HALO,STOP,515.7423706054688,515.7423706054688,515.7423706054688,1628600.0,-5.4817264695113055,36.119998931884766,58825030.26046753,MOMENTUM
287.0,8.0,0.0,276.53826904296875,50.0,-509.44366455078125,286.0,511.7130432128906,2.1449849605560303,2.884157419204712,51092000.0,2023-06-26,2023-06-23,META,STOP,511.7130432128906,511.7130432128906,511.7130432128906,51092000.0,-3.5535084708330342,286.7271423339844,14649463156.12793,MOMENTUM
304.0,6.0,0.0,340.361328125,41.0,-507.7115783691406,302.0,509.16583251953125,2.5302090644836426,2.0123441219329834,64738600.0,2023-07-20,2023-07-18,MSFT,STOP,509.16583251953125,509.16583251953125,509.16583251953125,64738600.0,-3.5105318203993465,352.7445373535156,22836187505.914307,MOMENTUM
343.0,14.0,1.0,137.2816619873047,56.0,502.938720703125,308.0,506.62725830078125,1.8156275749206543,2.168489456176758,61682100.0,2023-09-14,2023-07-26,GOOGL,TP1,506.62725830078125,506.62725830078125,506.62725830078125,61682100.0,7.000004400409167,128.3006134033203,7913851266.004944,MOMENTUM
373.0,14.0,0.0,121.3630142211914,56.0,-388.50555419921875,308.0,506.62725830078125,1.8156275749206543,2.168489456176758,61682100.0,2023-10-26,2023-07-26,GOOGL,STOP,506.62725830078125,506.62725830078125,506.62725830078125,61682100.0,-5.407300088519582,128.3006134033203,7913851266.004944,MOMENTUM
405.0,7.0,1.0,137.61000061035156,56.0,517.4403076171875,402.0,507.1994323730469,2.3852546215057373,2.975329637527466,118579104.0,2023-12-12,2023-12-07,AMD,TP1,507.1994323730469,507.1994323730469,507.1994323730469,118579104.0,7.197947997683546,128.3699951171875,15221999001.480469,MOMENTUM
410.0,7.0,2.0,141.84884643554688,33.0,444.8020935058594,402.0,507.1994323730469,2.3852546215057373,2.975329637527466,118579104.0,2023-12-19,2023-12-07,AMD,TP2,507.1994323730469,507.1994323730469,507.1994323730469,118579104.0,10.500001426388375,128.3699951171875,15221999001.480469,MOMENTUM
