day_idx,col_idx,exit_type_code,exit_price,shares,pnl,entry_day_idx,initial_risk,context_rvol,context_adr,context_volume,exit_date,entry_date,symbol,exit_phase,monetary_risk,adjusted_risk_dollars,base_risk_dollars,context_vol,return_pct,entry_price,context_dollar_vol,signal_type
107.0,39.0,1.0,20.329999923706055,1131.0,1572.0893096923828,102.0,1500.0,2.4289822578430176,4.4570417404174805,58883300.0,2020-06-05,2020-05-29,SNAP,TP1,1500.0,1500.0,1500.0,58883300.0,7.3389617236227735,18.940000534057617,1115249733.447075,MOMENTUM
109.0,39.0,2.0,21.09000015258789,678.0,1457.6997413635254,102.0,1500.0,2.4289822578430176,4.4570417404174805,58883300.0,2020-06-09,2020-05-29,SNAP,TP2,1500.0,1500.0,1500.0,58883300.0,11.351634413442477,18.940000534057617,1115249733.447075,MOMENTUM
135.0,39.0,3.0,23.899999618530273,453.0,2246.8795852661133,102.0,1500.0,2.4289822578430176,4.4570417404174805,58883300.0,2020-07-16,2020-05-29,SNAP,RUNNER,1500.0,1500.0,1500.0,58883300.0,26.18795641295607,18.940000534057617,1115249733.447075,MOMENTUM
139.0,44.0,1.0,27.636817932128906,895.0,2148.9197731018066,132.0,1581.6641845703125,1.608947515487671,2.07753849029541,56569128.0,2020-07-22,2020-07-13,PFE,TP1,1581.6641845703125,1581.6641845703125,1581.6641845703125,56569128.0,9.514374843830565,25.235790252685547,1427566648.985321,MOMENTUM
140.0,44.0,2.0,27.885547637939453,537.0,1422.9197158813477,132.0,1581.6641845703125,1.608947515487671,2.07753849029541,56569128.0,2020-07-23,2020-07-13,PFE,TP2,1581.6641845703125,1581.6641845703125,1581.6641845703125,56569128.0,10.499997656986089,25.235790252685547,1427566648.985321,MOMENTUM
145.0,21.0,1.0,197.06643676757812,127.0,1637.3089752197266,144.0,1648.315185546875,2.0940864086151123,3.240898370742798,15436600.0,2020-07-30,2020-07-29,PYPL,TP1,1648.315185546875,1648.315185546875,1648.315185546875,15436600.0,6.999999917150254,184.1742401123047,2843024074.9176025,MOMENTUM
149.0,21.0,2.0,203.51254272460938,76.0,1469.7109985351562,144.0,1648.315185546875,2.0940864086151123,3.240898370742798,15436600.0,2020-08-05,2020-07-29,PYPL,TP2,1648.315185546875,1648.315185546875,1648.315185546875,15436600.0,10.500004018212694,184.1742401123047,2843024074.9176025,MOMENTUM
157.0,25.0,0.0,86.37791442871094,538.0,-1915.5208587646484,153.0,1694.1318359375,2.054495334625244,2.054842472076416,31518600.0,2020-08-17,2020-08-11,JPM,STOP,1694.1318359375,1694.1318359375,1694.1318359375,31518600.0,-3.9587642123813063,89.93836212158203,2834731260.3652954,MOMENTUM
163.0,44.0,3.0,27.798370361328125,358.0,917.403678894043,132.0,1581.6641845703125,1.608947515487671,2.07753849029541,56569128.0,2020-08-25,2020-07-13,PFE,RUNNER,1581.6641845703125,1581.6641845703125,1581.6641845703125,56569128.0,10.154546709191612,25.235790252685547,1427566648.985321,MOMENTUM
168.0,15.0,1.0,283.0091247558594,91.0,1899.5639038085938,162.0,1677.14501953125,1.6925007104873657,2.1958322525024414,22475800.0,2020-09-01,2020-08-24,BABA,TP1,1677.14501953125,1677.14501953125,1677.14501953125,22475800.0,7.963204015817673,262.1347961425781,5891689251.141357,MOMENTUM
171.0,21.0,3.0,191.3975372314453,52.0,375.6114501953125,144.0,1648.315185546875,2.0940864086151123,3.240898370742798,15436600.0,2020-09-04,2020-07-29,PYPL,RUNNER,1648.315185546875,1648.315185546875,1648.315185546875,15436600.0,3.921990998706467,184.1742401123047,2843024074.9176025,MOMENTUM
185.0,15.0,0.0,252.9600830078125,91.0,-834.8988952636719,162.0,1677.14501953125,1.6925007104873657,2.1958322525024414,22475800.0,2020-09-25,2020-08-24,BABA,STOP,1677.14501953125,1677.14501953125,1677.14501953125,22475800.0,-3.4999981954991557,262.1347961425781,5891689251.141357,MOMENTUM
201.0,2.0,0.0,274.9092102050781,168.0,-1746.163330078125,196.0,1685.96533203125,1.5474406480789185,2.2207467555999756,79370704.0,2020-10-19,2020-10-12,QQQ,STOP,1685.96533203125,1685.96533203125,1685.96533203125,79370704.0,-3.6430839860902084,285.30303955078125,22644703102.48535,MOMENTUM
208.0,14.0,0.0,74.92534637451172,620.0,-1684.8492431640625,196.0,1685.96533203125,1.5644549131393433,2.409043312072754,55344000.0,2020-10-28,2020-10-12,GOOGL,STOP,1685.96533203125,1685.96533203125,1685.96533203125,55344000.0,-3.4999989682417945,77.6428451538086,4297065622.192383,MOMENTUM
217.0,11.0,0.0,270.5401611328125,163.0,-2419.9590454101562,213.0,1634.5001220703125,1.5945582389831543,3.2419865131378174,35364400.0,2020-11-10,2020-11-04,META,STOP,1634.5001220703125,1634.5001220703125,1634.5001220703125,35364400.0,-5.202198652500881,285.38653564453125,10092523601.14746,MOMENTUM
244.0,34.0,0.0,42.90503692626953,1019.0,-1934.5272483825684,231.0,1598.20068359375,1.6485028266906738,2.161358594894409,57768000.0,2020-12-18,2020-12-01,INTC,STOP,1598.20068359375,1598.20068359375,1598.20068359375,57768000.0,-4.237295856173968,44.80349349975586,2588208212.4938965,MOMENTUM
16.0,40.0,0.0,137.979736328125,312.0,-2011.4278564453125,8.0,1582.0718994140625,1.5613230466842651,2.4228079319000244,10102400.0,2021-01-27,2021-01-14,QCOM,STOP,1582.0718994140625,1582.0718994140625,1582.0718994140625,10102400.0,-4.463778307417014,144.42662048339844,1459055490.7714844,MOMENTUM
34.0,7.0,0.0,13.894318580627441,3079.0,-1551.6271800994873,24.0,1551.9005126953125,1.6024458408355713,3.0862655639648438,434624000.0,2021-02-23,2021-02-08,NVDA,STOP,1551.9005126953125,1551.9005126953125,1551.9005126953125,434624000.0,-3.499997714878729,14.3982572555542,6257828161.437988,MOMENTUM
36.0,3.0,0.0,47.310001373291016,848.0,-3510.719482421875,35.0,1528.6260986328125,7.60933780670166,4.783097743988037,11744100.0,2021-02-25,2021-02-24,HALO,STOP,1528.6260986328125,1528.6260986328125,1528.6260986328125,11744100.0,-8.046645924698545,51.45000076293945,604233953.9600372,MOMENTUM
44.0,26.0,0.0,190.0347900390625,213.0,-1539.9370880126953,43.0,1475.96533203125,1.7288521528244019,3.2547476291656494,25093200.0,2021-03-09,2021-03-08,DIS,STOP,1475.96533203125,1475.96533203125,1475.96533203125,25093200.0,-3.6650031107070586,197.26454162597656,4949998595.928955,MOMENTUM
52.0,35.0,0.0,346.4759216308594,116.0,-1670.71435546875,43.0,1475.96533203125,1.6663721799850464,3.0622129440307617,7213300.0,2021-03-19,2021-03-08,MA,STOP,1475.96533203125,1475.96533203125,1475.96533203125,7213300.0,-3.9910121298700045,360.8786315917969,2603125833.2611084,MOMENTUM
72.0,15.0,0.0,222.96939086914062,176.0,-1542.758056640625,67.0,1427.8055419921875,3.0067105293273926,2.467421770095825,57500300.0,2021-04-19,2021-04-12,BABA,STOP,1427.8055419921875,1427.8055419921875,1427.8055419921875,57500300.0,-3.7826260360101664,231.7350616455078,13324835565.135193,MOMENTUM
