ticker,rs,breakout_lvl,dist_sma20_pct,dist_sma20,rvol,waiting_desc,sector_etf,excluded_by_xlv,allowed_shadow_candidate,shadow_status,source_snapshot
RMD,33.482142857142854,223.26,0.43,0.43,0.74,Breakout > 223.26,OTHER,False,True,shadow_allowed,paper_finviz
ERIC,85.9375,13.02,9.32,9.32,1.41,Dist SMA20 <= 6.77%,OTHER,False,True,shadow_allowed,paper_finviz
PHG,59.15178571428571,26.91,4.92,4.92,0.8,SMA20>SMA50 (-1.97%),OTHER,False,True,shadow_allowed,paper_finviz
BE,91.74107142857143,310.0,12.22,12.22,1.31,Breakout > 310.00,XLI,False,True,shadow_allowed,paper_finviz
GTLS,53.79464285714286,208.1,0.33,0.33,2.41,OK,OTHER,False,True,shadow_allowed,paper_finviz
PATH,66.96428571428571,11.3,1.1,1.1,1.2,Breakout > 11.30,OTHER,False,True,shadow_allowed,paper_finviz
ZBH,25.0,93.78,1.55,1.55,0.64,Breakout > 93.78,OTHER,False,True,shadow_allowed,paper_finviz
CENX,56.47321428571429,65.34,0.61,0.61,1.04,Breakout > 65.34,OTHER,False,True,shadow_allowed,paper_finviz
HON,68.52678571428571,219.83,4.47,4.47,1.19,XLI > SMA20,XLI,False,True,shadow_allowed,paper_finviz
NOK,95.08928571428571,15.19,8.44,8.44,0.54,Breakout > 15.19,OTHER,False,True,shadow_allowed,paper_finviz
HMC,72.99107142857143,26.66,6.4,6.4,1.39,Breakout > 26.66,OTHER,False,True,shadow_allowed,paper_finviz
TXG,85.49107142857143,24.05,12.58,12.58,1.48,Dist SMA20 <= 6.77%,OTHER,False,True,shadow_allowed,paper_finviz
MT,74.77678571428571,65.0,6.35,6.35,1.97,Breakout > 65.00,OTHER,False,True,shadow_allowed,paper_finviz
ON,80.58035714285714,119.1,4.36,4.36,0.52,Breakout > 119.10,XLK,False,True,shadow_allowed,paper_finviz
FND,31.473214285714285,52.8,0.49,0.49,0.84,Breakout > 52.80,OTHER,False,True,shadow_allowed,paper_finviz
WES,81.47321428571429,48.01,3.86,3.86,0.68,Breakout > 48.01,OTHER,False,True,shadow_allowed,paper_finviz
TWST,53.125,62.99,4.61,4.61,1.38,Breakout > 62.99,OTHER,False,True,shadow_allowed,paper_finviz
PK,63.16964285714286,11.84,2.58,2.58,0.78,Breakout > 11.84,OTHER,False,True,shadow_allowed,paper_finviz
FUN,72.76785714285714,23.81,1.17,1.17,0.6,Breakout > 23.81,OTHER,False,True,shadow_allowed,paper_finviz
GMED,18.303571428571427,95.68,0.06,0.06,1.39,Breakout > 95.68,OTHER,False,True,shadow_allowed,paper_finviz
WSM,51.11607142857143,198.79,6.65,6.65,2.09,Breakout > 198.79,OTHER,False,True,shadow_allowed,paper_finviz
CLSK,91.07142857142857,16.34,17.07,17.07,0.91,Breakout > 16.34,OTHER,False,True,shadow_allowed,paper_finviz
AFRM,71.65178571428571,71.29,2.49,2.49,0.78,Breakout > 71.29,OTHER,False,True,shadow_allowed,paper_finviz
HIMX,99.55357142857143,21.8,25.88,25.88,0.73,Breakout > 21.80,OTHER,False,True,shadow_allowed,paper_finviz
NVTS,92.41071428571429,23.82,29.18,29.18,1.04,RVOL >= 1.10,OTHER,False,True,shadow_allowed,paper_finviz
RKLB,96.42857142857143,138.38,22.91,22.91,1.13,Breakout > 138.38,OTHER,False,True,shadow_allowed,paper_finviz
LION,83.25892857142857,13.01,3.94,3.94,1.35,Breakout > 13.01,OTHER,False,True,shadow_allowed,paper_finviz
EW,66.07142857142857,85.06,1.31,1.31,0.73,Breakout > 85.06,OTHER,False,True,shadow_allowed,paper_finviz
A,54.24107142857143,120.28,0.59,0.59,1.13,Breakout > 120.28,OTHER,False,True,shadow_allowed,paper_finviz
CB,48.4375,334.03,1.74,1.74,0.67,Breakout > 334.03,OTHER,False,True,shadow_allowed,paper_finviz
MPLX,58.70535714285714,56.41,1.39,1.39,0.67,Breakout > 56.41,OTHER,False,True,shadow_allowed,paper_finviz
CIFR,85.04464285714286,22.97,9.92,9.92,1.01,Breakout > 22.97,OTHER,False,True,shadow_allowed,paper_finviz
AXTI,98.4375,134.0,17.59,17.59,0.83,Breakout > 134.00,OTHER,False,True,shadow_allowed,paper_finviz
