symbol,entry_date,exit_date,entry_price,exit_price,shares,initial_shares,pnl,return_pct,reason,signal_type,tp1_executed,tp2_executed,final_shares_pct,R_inicial,adr_valor,entry_stage,initial_stop_loss,context_adr,context_vol,context_trend,context_price,context_sma20,context_rvol,is_profitable,signal_reason,returns_pct,position_value,monetary_risk
APP,2024-02-16,2024-02-20,59.48594938659667,56.09130780303068,48,48,-162.94279601116762,-5.70662756259358,STOP_LOSS | HIGH_VOLATILITY (ADR 5.1%) - Size reduced to 1/3 (67% reduction) (147->48) | Blue Sky Breakout: Base (59.14) and AVWAP (58.50) converge within 1.1%. Trend: Uptrend. RVOL: 4.06x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,3.394641583565992,2.3954500198364257,FULL,56.09130780303068,5.09298211326516,4626285,Weak,0,0,4.0637326529530675,False,STOP_LOSS | HIGH_VOLATILITY (ADR 5.1%) - Size reduced to 1/3 (67% reduction) (147->48) | Blue Sky Breakout: Base (59.14) and AVWAP (58.50) converge within 1.1%. Trend: Uptrend. RVOL: 4.06x. Clear path above with SMA20 support and volume confirmation.,-5.70662756259358,2855.3255705566403,500.0
PLTR,2024-06-18,2024-06-21,25.149999618530273,24.709999084472656,177,294,15.5444237709047,-1.7495051321330006,"STOP_LOSS | VWAP Reclaim: Weak open, price reclaimed VWAP at 25.02. Institutions defending position. RVOL: 1.58x",VWAP_RECLAIM,True,False,60.204081632653065,1.6999988555908203,0.7985001564025879,FULL,23.450000762939453,3.39065234960938,35537870,Weak,0,0,1.5757224312286129,True,"STOP_LOSS | VWAP Reclaim: Weak open, price reclaimed VWAP at 25.02. Institutions defending position. RVOL: 1.58x",-1.7495051321330006,4451.549932479858,500.0
APP,2024-09-12,2024-12-10,98.64074846649169,321.05999755859375,30,96,7063.3211335432015,225.48414580173022,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (98.10) and AVWAP (97.57) converge within 0.5%. Trend: Uptrend. RVOL: 2.46x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,31.25,5.147489493475348,4.284549713134766,FULL,93.49325897301634,4.604413378865255,3409165,Weak,0,0,2.4590978396806635,True,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (98.10) and AVWAP (97.57) converge within 0.5%. Trend: Uptrend. RVOL: 2.46x. Clear path above with SMA20 support and volume confirmation.,225.48414580173022,2959.2224539947506,500.0
PLTR,2024-11-06,2024-12-31,53.439998626708984,75.62999725341797,69,228,2018.9792497634885,41.523202090088674,END_OF_BACKTEST | Blue Sky Breakout: Base (51.58) and AVWAP (51.13) converge within 0.9%. Trend: Uptrend. RVOL: 4.51x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.263157894736842,3.6896072710962784,1.662299919128418,FULL,49.750391355612706,3.5602123984979412,53672785,Weak,0,0,4.505691971701068,True,END_OF_BACKTEST | Blue Sky Breakout: Base (51.58) and AVWAP (51.13) converge within 0.9%. Trend: Uptrend. RVOL: 4.51x. Clear path above with SMA20 support and volume confirmation.,41.523202090088674,3687.35990524292,500.0
