symbol,entry_date,exit_date,entry_price,exit_price,shares,initial_shares,pnl,return_pct,reason,signal_type,tp1_executed,tp2_executed,final_shares_pct,R_inicial,adr_valor,entry_stage,initial_stop_loss,context_adr,context_vol,context_trend,context_price,context_sma20,context_rvol,is_profitable,signal_reason,returns_pct,position_value,monetary_risk
SCHW,2006-03-17,2006-03-21,13.409501790475034,13.039023110440844,1349,1349,-499.77573936612134,-2.762807193160194,STOP_LOSS | Blue Sky Breakout: Base (13.29) and AVWAP (13.13) converge within 1.2%. Trend: Uptrend. RVOL: 2.74x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,0.37047868003418927,0.3757955578419079,FULL,13.039023110440844,2.9946925319149784,8008475,Weak,0,0,2.7405977377516835,False,STOP_LOSS | Blue Sky Breakout: Base (13.29) and AVWAP (13.13) converge within 1.2%. Trend: Uptrend. RVOL: 2.74x. Clear path above with SMA20 support and volume confirmation.,-2.762807193160194,18089.41791535082,500.0
ORCL,2006-03-17,2006-03-21,10.958906095013287,10.694051615834654,2236,2236,-592.2146154434222,-2.4167966846540567,STOP_LOSS | Blue Sky Breakout: Base (10.85) and AVWAP (10.82) converge within 0.3%. Trend: Uptrend. RVOL: 1.86x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,0.2235428767955696,0.16514050674136183,FULL,10.735363218217717,1.5436505220184455,46296315,Weak,0,0,1.8592841760912977,False,STOP_LOSS | Blue Sky Breakout: Base (10.85) and AVWAP (10.82) converge within 0.3%. Trend: Uptrend. RVOL: 1.86x. Clear path above with SMA20 support and volume confirmation.,-2.4167966846540567,24504.11402844971,500.0
GS,2006-03-20,2006-03-22,111.16950172616205,108.202475282024,111,111,-329.3399352993243,-2.668921240149637,STOP_LOSS | Blue Sky Breakout: Base (110.57) and AVWAP (109.71) converge within 0.8%. Trend: Uptrend. RVOL: 1.75x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,2.580027174066089,1.9564743735340913,FULL,108.58947455209596,1.8287898157185372,3994450,Weak,0,0,1.7537332563829187,False,STOP_LOSS | Blue Sky Breakout: Base (110.57) and AVWAP (109.71) converge within 0.8%. Trend: Uptrend. RVOL: 1.75x. Clear path above with SMA20 support and volume confirmation.,-2.668921240149637,12339.814691603988,500.0
TXN,2006-04-20,2006-04-21,22.029247248345648,22.029247248345648,401,667,183.1981636359901,0.0,STOP_LOSS | Blue Sky Breakout: Base (21.87) and AVWAP (21.55) converge within 1.5%. Trend: Uptrend. RVOL: 2.69x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,60.11994002998501,0.6887149008871809,0.5748912511376414,FULL,21.340532347458467,2.646344545439757,14528135,Weak,0,0,2.6858404591513496,True,STOP_LOSS | Blue Sky Breakout: Base (21.87) and AVWAP (21.55) converge within 1.5%. Trend: Uptrend. RVOL: 2.69x. Clear path above with SMA20 support and volume confirmation.,0.0,8833.728146586605,500.0
DE,2006-04-13,2006-04-25,29.122891907215354,29.122891907215354,243,810,492.837141909916,0.0,STOP_LOSS | Blue Sky Breakout: Base (28.93) and AVWAP (28.86) converge within 0.2%. Trend: Uptrend. RVOL: 1.99x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.0,0.6084409159381678,0.4372647578397945,FULL,28.514450991277187,1.5895266041912686,3647600,Weak,0,0,1.9947297428046191,True,STOP_LOSS | Blue Sky Breakout: Base (28.93) and AVWAP (28.86) converge within 0.2%. Trend: Uptrend. RVOL: 1.99x. Clear path above with SMA20 support and volume confirmation.,0.0,7076.862733453331,500.0
RTX,2006-04-20,2006-04-27,25.349382914724988,25.26503910771092,492,820,145.506037989726,-0.33272528683558117,STOP_LOSS | Blue Sky Breakout: Base (25.17) and AVWAP (25.06) converge within 0.4%. Trend: Uptrend. RVOL: 4.36x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,60.0,0.5602973177082298,0.4104421079595362,FULL,24.789085597016758,1.714110157631067,5273287,Weak,0,0,4.361357520084299,True,STOP_LOSS | Blue Sky Breakout: Base (25.17) and AVWAP (25.06) converge within 0.4%. Trend: Uptrend. RVOL: 4.36x. Clear path above with SMA20 support and volume confirmation.,-0.33272528683558117,12471.896394044694,500.0
ORCL,2006-04-25,2006-04-28,11.869299724542747,11.869299724542747,910,1516,159.59081358601202,0.0,STOP_LOSS | Blue Sky Breakout: Base (11.76) and AVWAP (11.61) converge within 1.3%. Trend: Uptrend. RVOL: 1.54x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,60.02638522427441,0.2633511775346733,0.1988100412284859,FULL,11.605948547008074,1.7374656297448923,41273120,Weak,0,0,1.5352263304052083,True,STOP_LOSS | Blue Sky Breakout: Base (11.76) and AVWAP (11.61) converge within 1.3%. Trend: Uptrend. RVOL: 1.54x. Clear path above with SMA20 support and volume confirmation.,0.0,10801.0627493339,500.0
JPM,2006-04-28,2006-05-11,26.78160708677112,27.256391525268555,226,749,427.7863320376847,1.7728004034976497,TIME_EXPIRATION (10-Day Rule) | Blue Sky Breakout: Base (26.60) and AVWAP (26.53) converge within 0.2%. Trend: Uptrend. RVOL: 1.84x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.173564753004005,0.5578781803504249,0.4313851705079971,FULL,26.223728906420696,1.5843275267173464,9981890,Weak,0,0,1.8384626599444092,True,TIME_EXPIRATION (10-Day Rule) | Blue Sky Breakout: Base (26.60) and AVWAP (26.53) converge within 0.2%. Trend: Uptrend. RVOL: 1.84x. Clear path above with SMA20 support and volume confirmation.,1.7728004034976497,6052.6432016102735,500.0
AAL,2006-04-25,2006-05-23,40.127604009021354,42.602481842041016,66,217,559.7990761783245,6.167519576955723,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (39.88) and AVWAP (39.50) converge within 0.9%. Trend: Uptrend. RVOL: 2.37x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.414746543778804,1.8354497185140133,1.5753212455852599,FULL,38.29215429050734,4.035597132959237,1434255,Uptrend,0,0,2.374541652777357,True,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (39.88) and AVWAP (39.50) converge within 0.9%. Trend: Uptrend. RVOL: 2.37x. Clear path above with SMA20 support and volume confirmation.,6.167519576955723,2648.4218645954093,500.0
ABT,2006-07-25,2006-07-27,14.846437043835396,14.608109474182129,1464,1464,-348.9115619723825,-1.6052846144134374,MOMENTUM_FAIL (3-Day Rule) | Blue Sky Breakout: Base (14.72) and AVWAP (14.71) converge within 0.1%. Trend: Uptrend. RVOL: 1.62x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,0.34331116855270594,0.2559035907749405,FULL,14.50312587528269,1.8018195729992148,11729970,Weak,0,0,1.6158473478822521,False,MOMENTUM_FAIL (3-Day Rule) | Blue Sky Breakout: Base (14.72) and AVWAP (14.71) converge within 0.1%. Trend: Uptrend. RVOL: 1.62x. Clear path above with SMA20 support and volume confirmation.,-1.6052846144134374,21735.18383217502,500.0
