ticker,status,eligible,reason,price,breakout_level,live_rvol
BRZE,ok,True,eligible,,,
AFRM,ok,True,eligible,,,
ECL,ok,True,eligible,,,
TEM,ok,True,eligible,,,
WAT,ok,True,eligible,,,
SAP,ok,True,eligible,,,
CRSP,ok,True,eligible,,,
AXTA,ok,True,eligible,,,
HD,ok,True,eligible,,,
LHX,ok,True,eligible,,,
COHU,ok,True,eligible,,,
TJX,ok,True,eligible,,,
NBIS,ok,True,eligible,,,
APTV,ok,True,eligible,,,
IREN,ok,True,eligible,,,
TIGO,ok,True,eligible,,,
STT,ok,True,eligible,,,
IQV,ok,True,eligible,,,
CTAS,ok,True,eligible,,,
CWAN,ok,True,eligible,,,
GFS,ok,True,eligible,,,
STLD,ok,True,eligible,,,
MGM,ok,True,eligible,,,
CMBT,ok,True,eligible,,,
APP,ok,True,eligible,,,
AXP,ok,True,eligible,,,
UPST,ok,True,eligible,,,
AXON,ok,True,eligible,,,
LINE,ok,True,eligible,,,
VSCO,ok,True,eligible,,,
NOK,ok,True,eligible,,,
RPRX,ok,True,eligible,,,
VRTX,ok,True,eligible,,,
MOD,ok,True,eligible,,,
TEL,ok,True,eligible,,,
ASX,warn,True,rvol_1.0_default,,,
BTDR,ok,True,eligible,,,
SOFI,ok,True,eligible,,,
TKO,ok,True,eligible,,,
DHR,ok,True,eligible,,,
ORCL,ok,True,eligible,,,
RVTY,ok,True,eligible,,,
MTSI,ok,True,eligible,,,
GEN,ok,True,eligible,,,
AAPL,ok,True,eligible,,,
AMRX,ok,True,eligible,,,
RGTI,ok,True,eligible,,,
EMR,ok,True,eligible,,,
FLNC,ok,True,eligible,,,
LUNR,ok,True,eligible,,,
FAST,ok,True,eligible,,,
ES,ok,True,eligible,,,
NTNX,ok,True,eligible,,,
BG,ok,True,eligible,,,
RCL,ok,True,eligible,,,
BCE,ok,True,eligible,,,
EVRG,ok,True,eligible,,,
HBM,ok,True,eligible,,,
STM,ok,True,eligible,,,
PLTR,ok,True,eligible,,,
QGEN,ok,True,eligible,,,
WDAY,ok,True,eligible,,,
SMTC,ok,True,eligible,,,
ESTC,ok,True,eligible,,,
TPR,ok,True,eligible,,,
JHX,ok,True,eligible,,,
DECK,ok,True,eligible,,,
AZN,ok,True,eligible,,,
VSAT,ok,True,eligible,,,
D,ok,True,eligible,,,
KBR,ok,True,eligible,,,
MRVL,ok,True,eligible,,,
FUN,ok,True,eligible,,,
CENX,ok,True,eligible,,,
MAR,ok,True,eligible,,,
SHOP,warn,True,rvol_1.0_default,,,
LDOS,ok,True,eligible,,,
EXEL,ok,True,eligible,,,
FTNT,ok,True,eligible,,,
GILD,ok,True,eligible,,,
ACMR,ok,True,eligible,,,
GPN,ok,True,eligible,,,
MPC,ok,True,eligible,,,
TECH,ok,True,eligible,,,
VSH,ok,True,eligible,,,
HMY,ok,True,eligible,,,
GEHC,ok,True,eligible,,,
LULU,ok,True,eligible,,,
HPQ,ok,True,eligible,,,
BANC,ok,True,eligible,,,
ALGN,ok,True,eligible,,,
NCLH,ok,True,eligible,,,
SAIL,ok,True,eligible,,,
RIO,ok,True,eligible,,,
RYAAY,ok,True,eligible,,,
DFTX,ok,True,eligible,,,
SHOO,ok,True,eligible,,,
DXCM,ok,True,eligible,,,
VIPS,ok,True,eligible,,,
MSFT,ok,True,eligible,,,
OUT,ok,True,eligible,,,
TTMI,ok,True,eligible,,,
FND,ok,True,eligible,,,
BBY,ok,True,eligible,,,
RYN,ok,True,eligible,,,
PSO,ok,True,eligible,,,
PEG,ok,True,eligible,,,
MXL,ok,True,eligible,,,
WMG,ok,True,eligible,,,
WPC,ok,True,eligible,,,
GTX,ok,True,eligible,,,
ALGM,ok,True,eligible,,,
HSBC,ok,True,eligible,,,
BLDR,ok,True,eligible,,,
REYN,ok,True,eligible,,,
RDDT,ok,True,eligible,,,
AVAV,ok,True,eligible,,,
RUN,ok,True,eligible,,,
FER,ok,True,eligible,,,
W,ok,True,eligible,,,
DNOW,ok,True,eligible,,,
