ticker,rs,breakout_lvl,dist_sma20_pct,dist_sma20,rvol,waiting_desc,sector_etf,excluded_by_xlv,allowed_shadow_candidate,shadow_status,source_snapshot
AAOI,92.56900212314225,191.87,11.28,11.28,1.0,Breakout > 191.87,UNKNOWN,False,True,shadow_allowed,paper_finviz
ABNB,66.02972399150742,147.25,0.14,0.14,1.0,Breakout > 147.25,XLY,False,True,shadow_allowed,paper_finviz
ACAD,36.730360934182585,22.86,0.56,0.56,1.0,Breakout > 22.86,UNKNOWN,False,True,shadow_allowed,paper_finviz
ACMR,78.76857749469215,57.27,0.63,0.63,1.0,Breakout > 57.27,UNKNOWN,False,True,shadow_allowed,paper_finviz
ADI,82.80254777070064,408.37,4.88,4.88,1.0,Breakout > 408.37,XLK,False,True,shadow_allowed,paper_finviz
ADM,68.78980891719745,77.37,7.11,7.11,1.0,Breakout > 77.37,UNKNOWN,False,True,shadow_allowed,paper_finviz
AES,47.5583864118896,14.37,0.38,0.38,1.4,Breakout > 14.37,UNKNOWN,False,True,shadow_allowed,paper_finviz
AESI,99.36305732484077,19.61,26.25,26.25,1.0,Breakout > 19.61,UNKNOWN,False,True,shadow_allowed,paper_finviz
AFRM,93.63057324840764,68.88,8.24,8.24,1.0,Breakout > 68.88,UNKNOWN,False,True,shadow_allowed,paper_finviz
AKAM,12.951167728237792,117.35,7.53,7.53,1.0,Breakout > 117.35,UNKNOWN,False,True,shadow_allowed,paper_finviz
ALAB,99.57537154989384,220.79,16.21,16.21,1.0,Breakout > 220.79,UNKNOWN,False,True,shadow_allowed,paper_finviz
ALGM,94.47983014861995,50.31,16.45,16.45,1.0,Breakout > 50.31,UNKNOWN,False,True,shadow_allowed,paper_finviz
ALL,60.08492569002123,221.19,1.9,1.9,1.0,Breakout > 221.19,UNKNOWN,False,True,shadow_allowed,paper_finviz
AMD,98.08917197452229,362.79,16.48,16.48,1.0,Breakout > 362.79,XLK,False,True,shadow_allowed,paper_finviz
AMPX,87.89808917197452,22.8,2.83,2.83,1.0,Breakout > 22.80,UNKNOWN,False,True,shadow_allowed,paper_finviz
AMRX,71.3375796178344,13.92,4.95,4.95,0.83,Breakout > 13.92,UNKNOWN,False,True,shadow_allowed,paper_finviz
ANET,87.68577494692144,179.8,4.95,4.95,1.0,Breakout > 179.80,UNKNOWN,False,True,shadow_allowed,paper_finviz
APA,75.58386411889597,42.06,8.52,8.52,1.0,Breakout > 42.06,UNKNOWN,False,True,shadow_allowed,paper_finviz
APLD,96.17834394904459,39.94,22.28,22.28,1.0,Breakout > 39.94,UNKNOWN,False,True,shadow_allowed,paper_finviz
APLS,46.496815286624205,41.0,0.16,0.16,1.0,Breakout > 41.00,UNKNOWN,False,True,shadow_allowed,paper_finviz
APP,88.1104033970276,491.99,4.81,4.81,1.0,Breakout > 491.99,UNKNOWN,False,True,shadow_allowed,paper_finviz
ARM,95.1167728237792,237.68,11.35,11.35,1.0,Breakout > 237.68,XLK,False,True,shadow_allowed,paper_finviz
AROC,74.73460721868365,39.7,4.82,4.82,1.0,Breakout > 39.70,UNKNOWN,False,True,shadow_allowed,paper_finviz
ARWR,84.71337579617835,77.9,5.41,5.41,1.0,Breakout > 77.90,UNKNOWN,False,True,shadow_allowed,paper_finviz
ASX,94.69214437367303,33.69,13.26,13.26,1.0,Breakout > 33.69,UNKNOWN,False,True,shadow_allowed,paper_finviz
ATO,40.12738853503185,192.51,0.29,0.29,1.0,Breakout > 192.51,UNKNOWN,False,True,shadow_allowed,paper_finviz
AVB,78.13163481953292,186.48,5.87,5.87,1.02,Breakout > 186.48,UNKNOWN,False,True,shadow_allowed,paper_finviz
AVPT,72.82377919320594,10.68,6.38,6.38,1.0,Breakout > 10.68,UNKNOWN,False,True,shadow_allowed,paper_finviz
AXON,45.22292993630573,414.21,0.55,0.55,1.0,Breakout > 414.21,UNKNOWN,False,True,shadow_allowed,paper_finviz
BAM,71.12526539278132,50.33,1.79,1.79,1.0,Breakout > 50.33,UNKNOWN,False,True,shadow_allowed,paper_finviz
BCE,43.73673036093418,24.35,1.17,1.17,1.0,Breakout > 24.35,UNKNOWN,False,True,shadow_allowed,paper_finviz
BILL,46.07218683651805,40.81,0.81,0.81,1.0,Breakout > 40.81,UNKNOWN,False,True,shadow_allowed,paper_finviz
BIP,49.25690021231423,37.29,2.37,2.37,1.41,Breakout > 37.29,UNKNOWN,False,True,shadow_allowed,paper_finviz
BKD,41.40127388535032,14.56,1.18,1.18,1.0,Breakout > 14.56,UNKNOWN,False,True,shadow_allowed,paper_finviz
BKR,75.79617834394905,70.18,6.43,6.43,1.0,Breakout > 70.18,UNKNOWN,False,True,shadow_allowed,paper_finviz
BMRN,32.696390658174096,57.76,1.61,1.61,1.0,Breakout > 57.76,UNKNOWN,False,True,shadow_allowed,paper_finviz
BOX,63.481953290870486,25.72,1.5,1.5,0.85,Breakout > 25.72,UNKNOWN,False,True,shadow_allowed,paper_finviz
BROS,53.92781316348195,58.64,3.17,3.17,1.0,Breakout > 58.64,UNKNOWN,False,True,shadow_allowed,paper_finviz
BRZE,80.46709129511677,24.74,6.78,6.78,1.0,Breakout > 24.74,UNKNOWN,False,True,shadow_allowed,paper_finviz
BVN,15.074309978768577,38.17,1.61,1.61,0.75,Breakout > 38.17,UNKNOWN,False,True,shadow_allowed,paper_finviz
BXSL,70.48832271762208,25.29,2.23,2.23,1.0,Breakout > 25.29,UNKNOWN,False,True,shadow_allowed,paper_finviz
CARG,70.70063694267516,38.66,1.02,1.02,1.0,Breakout > 38.66,UNKNOWN,False,True,shadow_allowed,paper_finviz
CARR,81.74097664543525,68.79,5.07,5.07,1.0,Breakout > 68.79,UNKNOWN,False,True,shadow_allowed,paper_finviz
CART,76.00849256900213,44.77,2.97,2.97,1.0,Breakout > 44.77,UNKNOWN,False,True,shadow_allowed,paper_finviz
CAT,85.35031847133759,908.89,9.65,9.65,1.0,Breakout > 908.89,XLI,False,True,shadow_allowed,paper_finviz
CC,91.29511677282377,28.0,9.47,9.47,1.0,Breakout > 28.00,UNKNOWN,False,True,shadow_allowed,paper_finviz
CDW,69.63906581740976,143.64,0.82,0.82,1.0,Breakout > 143.64,UNKNOWN,False,True,shadow_allowed,paper_finviz
CF,43.524416135881104,128.88,3.06,3.06,1.0,Breakout > 128.88,UNKNOWN,False,True,shadow_allowed,paper_finviz
CGNX,63.69426751592356,57.3,2.67,2.67,1.0,Breakout > 57.30,UNKNOWN,False,True,shadow_allowed,paper_finviz
CLS,92.78131634819533,426.55,7.21,7.21,1.0,Breakout > 426.55,UNKNOWN,False,True,shadow_allowed,paper_finviz
CNC,95.75371549893843,54.75,21.55,21.55,1.0,Breakout > 54.75,UNKNOWN,False,True,shadow_allowed,paper_finviz
COHR,85.13800424628451,364.8,1.83,1.83,1.0,Breakout > 364.80,UNKNOWN,False,True,shadow_allowed,paper_finviz
COHU,95.96602972399151,49.45,13.49,13.49,1.0,Breakout > 49.45,UNKNOWN,False,True,shadow_allowed,paper_finviz
COP,43.09978768577495,128.28,2.04,2.04,1.0,Breakout > 128.28,XLE,False,True,shadow_allowed,paper_finviz
CORZ,87.04883227176221,21.73,5.52,5.52,1.0,Breakout > 21.73,UNKNOWN,False,True,shadow_allowed,paper_finviz
CPRX,82.37791932059449,32.56,6.51,6.51,1.0,Breakout > 32.56,UNKNOWN,False,True,shadow_allowed,paper_finviz
CPT,54.77707006369427,106.9,1.78,1.78,1.31,Breakout > 106.90,UNKNOWN,False,True,shadow_allowed,paper_finviz
CRBG,74.3099787685775,28.05,2.23,2.23,1.0,Breakout > 28.05,UNKNOWN,False,True,shadow_allowed,paper_finviz
CRGY,72.39915074309978,13.77,6.79,6.79,1.0,Breakout > 13.77,UNKNOWN,False,True,shadow_allowed,paper_finviz
CRK,28.662420382165603,18.88,3.39,3.39,1.0,Breakout > 18.88,UNKNOWN,False,True,shadow_allowed,paper_finviz
CRNX,58.3864118895966,41.33,4.55,4.55,1.0,Breakout > 41.33,UNKNOWN,False,True,shadow_allowed,paper_finviz
CRWD,77.07006369426752,471.81,7.36,7.36,1.0,Breakout > 471.81,XLK,False,True,shadow_allowed,paper_finviz
CRWV,96.60297239915074,129.97,11.07,11.07,1.0,Breakout > 129.97,UNKNOWN,False,True,shadow_allowed,paper_finviz
CSX,67.51592356687898,46.55,1.68,1.68,1.0,Breakout > 46.55,UNKNOWN,False,True,shadow_allowed,paper_finviz
