ticker,agent_name,entry_score,proximity_score,entry_price,breakout_level,rvol,live_volume,signal_date,source_universe,decision_source,data_quality_status,sector_etf,dollar_vol_M,dist_sma20,waiting_for,primary_reason,live_trigger_status,entry_gate_status,entry_gate_reason,entry_gate_source,gate_rs_percentile,gate_adr_pct,gate_dollar_vol_M,gate_dist_sma20,gate_sector_etf_dist
APTV,Ambos,92.82407407407408,50.0,74.75499725341797,74.3,1.61,61242,2026-06-04,finviz,finviz_live_promoter:none,ok,OTHER,0.0,28.76,SMA20>SMA50 (-1.90%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,92.82407407407408,4.35,535.27,28.76,
MDT,Ambos,53.93518518518518,30.0,81.02999877929688,79.25,1.76,601610,2026-06-04,finviz,finviz_live_promoter:none,ok,OTHER,0.0,1.77,Breakout > 79.25,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,53.93518518518518,2.11,1579.44,1.77,
AXTA,Ambos,78.24074074074075,28.6,32.13999938964844,31.59,2.32,125196,2026-06-04,finviz,finviz_live_promoter:none,ok,OTHER,0.0,7.33,Breakout > 31.59,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,78.24074074074075,3.32,208.61,7.33,
RIVN,Ambos,86.80555555555556,50.0,17.889999389648438,17.69,1.58,1573319,2026-06-04,finviz,finviz_live_promoter:none,ok,OTHER,0.0,23.89,SMA20>SMA50 (-4.17%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,86.80555555555556,5.02,944.2,23.89,
CLMT,Ambos,65.27777777777779,88.74,37.11000061035156,36.63,1.51,0,2026-06-04,finviz,finviz_live_promoter:none,ok,OTHER,0.0,11.27,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,65.27777777777779,4.22,53.93,11.27,
PCG,Ambos,63.888888888888886,30.0,17.014999389648438,16.92,1.75,3214169,2026-06-04,finviz,finviz_live_promoter:none,ok,OTHER,0.0,2.85,Breakout > 16.92,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,63.888888888888886,2.63,591.25,2.85,
KMX,Ambos,85.64814814814815,51.15,45.560001373291016,45.43,1.7,39789,2026-06-04,finviz,finviz_live_promoter:none,ok,OTHER,0.0,14.31,SMA20>SMA50 (-1.01%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,85.64814814814815,4.57,234.43,14.31,
PK,Ambos,82.17592592592592,80.0,13.585000038146973,13.39,1.72,28645,2026-06-04,finviz,finviz_live_promoter:none,ok,OTHER,0.0,16.13,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,82.17592592592592,3.3,113.23,16.13,
MRVL,Ambos,98.37962962962963,80.0,291.71990966796875,291.3,2.98,24842588,2026-06-04,finviz,finviz_live_promoter:none,ok,OTHER,0.0,53.8,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,98.37962962962963,8.1,34342.07,53.8,
VSH,Ambos,100.0,40.0,64.74500274658203,64.5,1.62,6764607,2026-06-04,finviz,finviz_live_promoter:none,ok,OTHER,0.0,46.69,Breakout > 64.50,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,100.0,7.72,770.37,46.69,
AMT,Ambos,62.03703703703704,30.0,189.38999938964844,188.59,1.76,937167,2026-06-04,finviz,finviz_live_promoter:none,ok,XLRE,0.0,0.73,Breakout > 188.59,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,62.03703703703704,2.45,1017.94,0.73,
