ticker,agent_name,entry_score,proximity_score,entry_price,breakout_level,rvol,live_volume,signal_date,source_universe,decision_source,data_quality_status,sector_etf,dollar_vol_M,dist_sma20,waiting_for,primary_reason,live_trigger_status,entry_gate_status,entry_gate_reason,entry_gate_source,gate_rs_percentile,gate_adr_pct,gate_dollar_vol_M,gate_dist_sma20,gate_sector_etf_dist
GTLB,Ambos,90.32258064516128,50.0,32.630001068115234,31.12,2.02,621075,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,30.39,SMA50>SMA100 (-12.63%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,90.32258064516128,6.12,382.95,30.39,
PANW,Ambos,96.31336405529954,50.0,298.07000732421875,283.71,1.54,710463,2026-06-02,finviz,finviz_live_promoter:none,ok,XLK,0.0,28.2,SMA100>SMA200 (-4.50%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,96.31336405529954,5.22,4111.05,28.2,
CLS,Ambos,51.84331797235024,43.41,464.5824890136719,435.0,1.59,356968,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,13.4,Breakout > 435.00,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,51.84331797235024,6.21,1466.22,13.4,
WDAY,Ambos,83.87096774193549,50.0,151.89990234375,146.52,1.66,252135,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,23.07,SMA50>SMA100 (-12.01%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,83.87096774193549,5.41,1462.88,23.07,
ARM,Ambos,98.84792626728112,80.0,399.0000915527344,356.45,1.58,1374285,2026-06-02,finviz,finviz_live_promoter:none,ok,XLK,0.0,57.96,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,98.84792626728112,8.33,8431.75,57.96,
FLNC,Ambos,99.7695852534562,10.0,27.98990058898925,27.39,2.73,2543851,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,35.74,Breakout > 27.39,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,99.7695852534562,12.95,1243.81,35.74,
MNDY,Ambos,87.09677419354838,50.0,90.0,88.48,1.61,168361,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,24.44,SMA50>SMA100 (-15.45%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,87.09677419354838,7.23,381.31,24.44,
PK,Ambos,74.88479262672811,84.51,12.9399995803833,12.43,1.94,84371,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,12.96,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,74.88479262672811,3.14,119.49,12.96,
SKM,Ambos,80.18433179723502,80.0,45.79520034790039,39.97,2.88,502863,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,16.47,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,80.18433179723502,4.67,341.53,16.47,
ADBE,Ambos,66.3594470046083,61.97,268.32501220703125,265.09,1.75,371795,2026-06-02,finviz,finviz_live_promoter:none,ok,XLK,0.0,9.98,SMA50>SMA100 (-6.54%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,66.3594470046083,3.46,2334.6,9.98,
ESTC,Ambos,89.86175115207374,50.0,65.26000213623047,65.26,1.76,18305,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,26.81,SMA50>SMA100 (-10.52%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,89.86175115207374,5.69,289.07,26.81,
EW,Ambos,58.29493087557604,30.0,88.33000183105469,88.28,1.57,922277,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,5.94,Breakout > 88.28,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,58.29493087557604,2.98,674.38,5.94,
SAIL,Ambos,95.6221198156682,80.0,18.88999938964844,18.86,2.25,1298309,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,36.01,SMA50/SMA100 N/A,MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,95.6221198156682,6.57,164.81,36.01,
ERIC,Ambos,74.19354838709677,60.0,13.73009967803955,13.73,1.5,3411835,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,5.31,Breakout > 13.73,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,74.19354838709677,2.3,188.21,5.31,
TEAM,Ambos,86.63594470046083,50.0,108.50499725341797,108.48,1.61,4694987,2026-06-02,finviz,finviz_live_promoter:none,ok,XLK,0.0,28.82,SMA50>SMA100 (-12.96%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,86.63594470046083,7.3,1469.25,28.82,
