ticker,agent_name,entry_score,proximity_score,entry_price,breakout_level,rvol,live_volume,signal_date,source_universe,decision_source,data_quality_status,sector_etf,dollar_vol_M,dist_sma20,waiting_for,primary_reason,live_trigger_status,entry_gate_status,entry_gate_reason,entry_gate_source,gate_rs_percentile,gate_adr_pct,gate_dollar_vol_M,gate_dist_sma20,gate_sector_etf_dist
SNOW,Ambos,99.30875576036864,50.0,268.7300109863281,256.21,1.83,736622,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,61.84,SMA50>SMA100 (-8.28%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,99.30875576036864,5.15,5643.1,61.84,
NOW,Ambos,93.08755760368663,50.0,131.12010192871094,124.74,2.07,3962209,2026-06-02,finviz,finviz_live_promoter:none,ok,XLK,0.0,36.39,SMA50>SMA100 (-9.14%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,93.08755760368663,5.31,9293.77,36.39,
IBM,Ambos,89.63133640552995,50.0,311.135009765625,301.0,3.07,1113857,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,33.54,SMA50>SMA100 (-6.18%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,89.63133640552995,3.72,10504.65,33.54,
CRM,Ambos,75.57603686635944,50.0,203.8500061035156,194.14,1.85,1113015,2026-06-02,finviz,finviz_live_promoter:none,ok,XLK,0.0,16.24,SMA20>SMA50 (-0.36%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,75.57603686635944,4.1,5774.54,16.24,
ZETA,Ambos,88.70967741935483,50.0,25.39999961853028,23.03,2.11,2031994,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,36.1,SMA50>SMA100 (-3.52%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,88.70967741935483,6.19,514.98,36.1,
VSH,Ambos,98.38709677419357,80.0,58.04999923706055,55.24,1.5,334064,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,38.53,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,98.38709677419357,7.24,570.46,38.53,
DELL,Ambos,99.53917050691244,80.0,464.0,429.15,1.96,1074119,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,70.81,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,99.53917050691244,6.28,9602.97,70.81,
TWLO,Ambos,84.10138248847926,80.0,218.6499938964844,203.71,2.37,155156,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,17.17,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,84.10138248847926,5.18,1657.79,17.17,
PATH,Ambos,82.94930875576037,50.0,12.5600004196167,12.09,1.64,2217826,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,21.33,SMA50>SMA100 (-8.60%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,82.94930875576037,6.44,888.21,21.33,
ORCL,Ambos,92.16589861751152,50.0,245.1999969482422,226.29,2.16,1624747,2026-06-02,finviz,finviz_live_promoter:none,ok,XLK,0.0,26.97,SMA100>SMA200 (-18.55%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,92.16589861751152,5.03,11934.48,26.97,
MDB,Ambos,93.77880184331798,50.0,398.6400146484375,352.59,2.29,0,2026-06-02,finviz,finviz_live_promoter:none,ok,XLK,0.0,29.96,SMA50>SMA100 (-11.01%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,93.77880184331798,6.25,2735.12,29.96,
EWTX,Ambos,87.32718894009217,80.0,39.98500061035156,39.96,3.03,0,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,17.9,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,87.32718894009217,5.11,179.86,17.9,
BOX,Ambos,76.49769585253456,52.93,27.81999969482422,27.12,1.53,45771,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,13.6,SMA50>SMA100 (-1.58%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,76.49769585253456,4.09,121.24,13.6,
MGM,Ambos,87.55760368663594,80.0,49.880001068115234,44.28,4.46,149418,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,29.97,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,87.55760368663594,3.73,1403.06,29.97,
BRZE,Ambos,79.95391705069125,50.0,26.645000457763672,25.98,1.75,5,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,23.96,SMA100>SMA200 (-12.92%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,79.95391705069125,7.0,180.93,23.96,
HPE,Ambos,96.08294930875576,80.0,63.34000015258789,44.58,4.32,12270559,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,37.22,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,96.08294930875576,4.68,5156.36,37.22,
CDNS,Ambos,81.33640552995391,50.91,409.489990234375,383.8,1.99,76711,2026-06-02,finviz,finviz_live_promoter:none,ok,XLK,0.0,14.4,SMA100>SMA200 (-3.36%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,81.33640552995391,3.27,1872.21,14.4,
NET,Ambos,84.7926267281106,50.0,264.7225952148437,258.88,1.59,164281,2026-06-02,finviz,finviz_live_promoter:none,ok,XLK,0.0,24.36,SMA100>SMA200 (-2.47%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,84.7926267281106,5.84,2288.08,24.36,
DDOG,Ambos,99.07834101382488,50.0,273.5799865722656,249.81,1.51,577093,2026-06-02,finviz,finviz_live_promoter:none,ok,XLK,0.0,34.85,SMA100>SMA200 (-3.49%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,99.07834101382488,5.48,3101.34,34.85,
GLBE,Ambos,62.67281105990783,56.73,33.345001220703125,33.24,2.07,25744,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,12.08,SMA20>SMA50 (-2.73%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,62.67281105990783,5.44,141.51,12.08,
HPQ,Ambos,90.78341013824884,50.0,29.170000076293945,28.17,1.74,1861606,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,29.24,SMA100>SMA200 (-12.15%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,90.78341013824884,5.37,1218.36,29.24,
TENB,Ambos,89.17050691244239,50.0,28.76000022888184,28.54,1.56,117022,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,24.9,SMA50>SMA100 (-1.48%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,89.17050691244239,5.77,173.23,24.9,
RBRK,Ambos,94.00921658986177,50.0,84.12999725341797,78.88,2.03,281725,2026-06-02,finviz,finviz_live_promoter:none,ok,OTHER,0.0,30.77,SMA50>SMA100 (-1.31%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,94.00921658986177,5.53,609.65,30.77,
