ticker,rs,breakout_lvl,dist_sma20_pct,dist_sma20,rvol,waiting_desc,sector_etf,excluded_by_xlv,allowed_shadow_candidate,shadow_status,source_snapshot
VNET,53.50553505535055,9.75,2.12,2.12,1.4,Breakout > 9.75,OTHER,False,True,shadow_allowed,paper_finviz
BIIB,77.12177121771218,200.31,6.34,6.34,1.02,Breakout > 200.31,XLV,True,False,blocked_by_sector,paper_finviz
LIN,56.08856088560885,521.28,0.56,0.56,0.73,Breakout > 521.28,XLB,False,True,shadow_allowed,paper_finviz
INTC,98.5239852398524,132.75,33.39,33.39,1.12,Breakout > 132.75,XLK,False,True,shadow_allowed,paper_finviz
HALO,65.31365313653137,70.32,7.08,7.08,3.01,SMA50>SMA100 (-4.84%),XLV,True,False,blocked_by_sector,paper_finviz
TXN,91.5129151291513,298.18,11.45,11.45,0.72,Breakout > 298.18,XLK,False,True,shadow_allowed,paper_finviz
XMTR,99.2619926199262,82.53,50.63,50.63,1.02,SMA50>SMA100 (-12.42%),OTHER,False,True,shadow_allowed,paper_finviz
AAPL,79.33579335793358,294.49,6.64,6.64,0.93,RVOL >= 1.10,XLK,False,True,shadow_allowed,paper_finviz
ENB,61.99261992619927,55.49,2.56,2.56,0.63,Breakout > 55.49,XLE,False,True,shadow_allowed,paper_finviz
CSX,64.20664206642066,46.55,0.09,0.09,1.73,Breakout > 46.55,XLI,False,True,shadow_allowed,paper_finviz
LSCC,78.59778597785979,129.38,4.69,4.69,1.11,Breakout > 129.38,XLK,False,True,shadow_allowed,paper_finviz
TVTX,58.671586715867164,48.61,2.51,2.51,0.65,Breakout > 48.61,XLV,True,False,blocked_by_sector,paper_finviz
ROIV,56.457564575645755,30.18,2.82,2.82,1.63,Breakout > 30.18,XLV,True,False,blocked_by_sector,paper_finviz
TSLA,84.50184501845018,449.16,9.78,9.78,0.93,Breakout > 449.16,XLK,False,True,shadow_allowed,paper_finviz
RKLB,97.04797047970479,123.94,35.62,35.62,1.26,Breakout > 123.94,XLI,False,True,shadow_allowed,paper_finviz
FA,89.2988929889299,16.3,16.98,16.98,1.13,Breakout > 16.30,XLI,False,True,shadow_allowed,paper_finviz
BA,66.42066420664207,241.21,3.66,3.66,1.08,Breakout > 241.21,XLI,False,True,shadow_allowed,paper_finviz
EXEL,71.21771217712177,50.48,8.21,8.21,0.95,Breakout > 50.48,XLV,True,False,blocked_by_sector,paper_finviz
CI,74.53874538745387,293.77,5.84,5.84,1.3,SMA50>SMA100 (-0.70%),XLV,True,False,blocked_by_sector,paper_finviz
TSM,63.46863468634686,420.0,1.3,1.3,1.2,Breakout > 420.00,XLK,False,True,shadow_allowed,paper_finviz
ELV,88.19188191881919,382.49,10.74,10.74,1.35,SMA50>SMA100 (-4.06%),XLV,True,False,blocked_by_sector,paper_finviz
PINS,75.27675276752768,24.71,0.21,0.21,0.83,Breakout > 24.71,XLC,False,True,shadow_allowed,paper_finviz
MNDY,81.54981549815497,88.48,2.82,2.82,1.27,Breakout > 88.48,XLK,False,True,shadow_allowed,paper_finviz
QUBT,93.72693726937268,10.53,23.75,23.75,5.94,SMA50>SMA100 (-11.34%),OTHER,False,True,shadow_allowed,paper_finviz
POWI,90.40590405904058,81.59,2.21,2.21,0.75,Breakout > 81.59,OTHER,False,True,shadow_allowed,paper_finviz
KEYS,74.16974169741697,370.17,4.46,4.46,1.33,Breakout > 370.17,XLK,False,True,shadow_allowed,paper_finviz
VERX,83.76383763837639,15.0,4.71,4.71,0.85,Breakout > 15.00,OTHER,False,True,shadow_allowed,paper_finviz
WELL,60.88560885608856,219.59,2.42,2.42,1.04,Breakout > 219.59,XLRE,False,True,shadow_allowed,paper_finviz
LI,53.13653136531366,19.15,3.2,3.2,0.79,Breakout > 19.15,XLY,False,True,shadow_allowed,paper_finviz
SOLV,73.43173431734317,74.2,7.78,7.78,1.69,SMA50>SMA100 (-7.44%),XLV,True,False,blocked_by_sector,paper_finviz
LNT,56.82656826568265,75.76,0.59,0.59,1.4,Breakout > 75.76,XLU,False,True,shadow_allowed,paper_finviz
PWR,88.92988929889299,788.75,12.72,12.72,1.12,Breakout > 788.75,XLI,False,True,shadow_allowed,paper_finviz
MUFG,58.30258302583026,18.65,3.31,3.31,1.18,Breakout > 18.65,XLF,False,True,shadow_allowed,paper_finviz
PAYX,65.68265682656826,95.4,1.39,1.39,1.12,Breakout > 95.40,XLK,False,True,shadow_allowed,paper_finviz
DD,72.69372693726937,51.22,6.96,6.96,1.05,Breakout > 51.22,XLB,False,True,shadow_allowed,paper_finviz
IREN,85.60885608856088,65.61,11.85,11.85,1.53,Breakout > 65.61,XLF,False,True,shadow_allowed,paper_finviz
SCCO,48.708487084870846,195.92,5.95,5.95,1.43,Breakout > 195.92,XLB,False,True,shadow_allowed,paper_finviz
LWLG,89.66789667896678,18.28,12.48,12.48,0.71,Breakout > 18.28,XLV,True,False,blocked_by_sector,paper_finviz
MNST,79.70479704797047,88.77,10.15,10.15,1.14,Breakout > 88.77,XLY,False,True,shadow_allowed,paper_finviz
RELY,90.7749077490775,24.92,8.93,8.93,1.49,Breakout > 24.92,XLK,False,True,shadow_allowed,paper_finviz
EWTX,59.40959409594095,39.96,2.72,2.72,0.86,Breakout > 39.96,OTHER,False,True,shadow_allowed,paper_finviz
KVUE,54.61254612546126,17.89,0.13,0.13,1.33,Breakout > 17.89,XLP,False,True,shadow_allowed,paper_finviz
DOC,83.39483394833948,19.87,14.25,14.25,0.71,Breakout > 19.87,XLRE,False,True,shadow_allowed,paper_finviz
GILD,36.53136531365313,141.4,1.2,1.2,0.99,Breakout > 141.40,XLV,True,False,blocked_by_sector,paper_finviz
PSX,76.01476014760148,181.41,4.47,4.47,1.25,Breakout > 181.41,XLE,False,True,shadow_allowed,paper_finviz
