ticker,entry_date,final_exit_date,entry_price,exit_price,total_shares,total_pnl,exit_phases,entry_signal,hold_days,r_multiple,return_pct,outcome_category,is_winner,was_stopped_out,hit_tp1,hit_tp2,had_runner
III,2024-10-10,2024-10-10,23.399999618530277,22.299999237060547,179.0,-196.90006828308103,STOP,MOMENTUM,0,0.0,-4.7008564077011545,SMALL_WIN,False,True,False,False,False
IIIV,2024-10-10,2024-10-10,23.399999618530277,22.299999237060547,179.0,-196.90006828308103,STOP,MOMENTUM,0,0.0,-4.7008564077011545,SMALL_WIN,False,True,False,False,False
IJT,2024-10-10,2024-10-10,23.399999618530277,22.299999237060547,179.0,-196.90006828308103,STOP,MOMENTUM,0,0.0,-4.7008564077011545,SMALL_WIN,False,True,False,False,False
ILLR,2024-10-10,2024-10-10,23.399999618530277,22.299999237060547,179.0,-196.90006828308103,STOP,MOMENTUM,0,0.0,-4.7008564077011545,SMALL_WIN,False,True,False,False,False
ILMN,2018-08-27,2018-08-27,315.5252990722656,335.7198486328125,9.0,181.75094604492188,TP1,MOMENTUM,0,0.0,6.400294879657705,SMALL_WIN,True,False,True,False,False
ILMN,2018-09-26,2018-09-26,315.5252990722656,353.7105712890625,6.0,229.11163330078125,TP2,MOMENTUM,0,0.0,12.102126938496681,SMALL_WIN,True,False,False,True,False
ILMN,2018-10-04,2018-10-04,315.5252990722656,335.3210144042969,4.0,79.182861328125,RUNNER,MOMENTUM,0,0.0,6.2738916309520345,SMALL_WIN,True,False,False,False,True
IMTX,2024-05-16,2024-05-16,11.600000381469728,10.8100004196167,253.0,-199.86999034881592,STOP,MOMENTUM,0,0.0,-6.810344274772634,SMALL_WIN,False,True,False,False,False
INDI,2022-11-11,2022-11-11,8.100000381469727,9.15999984741211,197.0,208.8198947906494,TP1,MOMENTUM,0,0.0,13.086412543477538,SMALL_WIN,True,False,True,False,False
INDI,2022-11-16,2022-11-16,8.100000381469727,6.65500020980835,198.0,-286.11003398895264,STOP,MOMENTUM,0,0.0,-17.839507451963662,SMALL_WIN,False,True,False,False,False
INTA,2024-09-24,2024-09-24,47.5099983215332,50.29999923706055,42.0,117.18003845214844,TP1,MOMENTUM,0,0.0,5.872450040190418,SMALL_WIN,True,False,True,False,False
INTA,2024-10-07,2024-10-07,47.5099983215332,43.84999847412109,43.0,-157.3799934387207,STOP,MOMENTUM,0,0.0,-7.703641289655168,SMALL_WIN,False,True,False,False,False
INTC,2021-12-10,2021-12-10,48.75690460205078,46.52303695678711,97.0,-216.68516159057617,STOP,MOMENTUM,0,0.0,-4.581643694357316,SMALL_WIN,False,True,False,False,False
IONS,2022-08-05,2022-08-05,41.02000045776367,45.70000076293945,45.0,210.60001373291016,TP1,MOMENTUM,0,0.0,11.409069363601185,SMALL_WIN,True,False,True,False,False
IONS,2022-09-09,2022-09-09,41.02000045776367,46.97178649902344,27.0,160.69822311401367,TP2,MOMENTUM,0,0.0,14.509473366261988,SMALL_WIN,True,False,False,True,False
IONS,2022-09-21,2022-09-21,41.02000045776367,45.06999969482422,19.0,76.94998550415039,RUNNER,MOMENTUM,0,0.0,9.873230599377093,SMALL_WIN,True,False,False,False,True
IOVA,2020-09-01,2020-09-01,31.68000030517578,34.03714370727539,72.0,169.71432495117188,TP1,MOMENTUM,0,0.0,7.440477838993285,SMALL_WIN,True,False,True,False,False
IOVA,2020-09-04,2020-09-04,31.68000030517578,29.79428672790528,73.0,-137.65709114074707,STOP,MOMENTUM,0,0.0,-5.95237865879195,SMALL_WIN,False,True,False,False,False
IPG,2024-08-01,2024-08-01,30.317880630493164,29.02793312072754,140.0,-180.5926513671875,STOP,MOMENTUM,0,0.0,-4.254741700078533,SMALL_WIN,False,True,False,False,False
