#,symbol,phase,exit_date,days_to_exit,exit_price,shares,exit_pct,pnl,return_pct,reason
1,ASND,"EARNINGS_EXIT(<10%,2d)",2022-08-08,3,98.93000030517578,9,100,36.179969787597656,4.235587912711563,UNKNOWN
2,AXGN,PHASE3_EMA10_BREAK,2019-03-22,39,20.40999984741211,22,30,62.920013427734375,16.296300482521186,UNKNOWN
3,AXL,PHASE3_EMA10_BREAK,2019-03-22,39,20.40999984741211,22,30,62.920013427734375,16.296300482521186,UNKNOWN
4,AAOI,PHASE3_EMA10_BREAK_DEF,2017-03-14,29,48.18999862670898,17,30,242.5900077819824,42.06957909221896,UNKNOWN
5,AAON,PHASE3_EMA10_BREAK_DEF,2017-03-14,29,48.18999862670898,17,30,242.5900077819824,42.06957909221896,UNKNOWN
6,AAP,PHASE3_EMA10_BREAK_DEF,2017-03-14,29,48.18999862670898,17,30,242.5900077819824,42.06957909221896,UNKNOWN
7,ADP,PHASE3_EMA10_BREAK_DEF,2019-12-02,19,7.140232086181641,26,30,11.080267906188965,6.347331517999355,UNKNOWN
8,ADPT,PHASE3_EMA10_BREAK_DEF,2019-12-02,19,7.140232086181641,26,30,11.080267906188965,6.347331517999355,UNKNOWN
9,ADT,PHASE3_EMA10_BREAK_DEF,2019-12-02,19,7.140232086181641,26,30,11.080267906188965,6.347331517999355,UNKNOWN
10,ALOT,PHASE3_EMA10_BREAK_DEF,2019-03-01,51,59.310001373291016,11,30,50.38002014160156,8.36835715213226,UNKNOWN
11,ALRM,PHASE3_EMA10_BREAK_DEF,2019-03-01,51,59.310001373291016,11,30,50.38002014160156,8.36835715213226,UNKNOWN
12,ALRS,PHASE3_EMA10_BREAK_DEF,2019-03-01,51,59.310001373291016,11,30,50.38002014160156,8.36835715213226,UNKNOWN
13,AMPY,PHASE3_EMA10_BREAK_DEF,2017-07-10,60,17.6200008392334,36,30,63.00003433227539,11.027101236886152,UNKNOWN
14,AMRC,PHASE3_EMA10_BREAK_DEF,2017-07-10,60,17.6200008392334,36,30,63.00003433227539,11.027101236886152,UNKNOWN
15,ANGO,PHASE3_EMA10_BREAK_DEF,2018-04-24,89,19.76000022888184,22,30,56.31998825073242,14.88371716505019,UNKNOWN
16,ANIK,PHASE3_EMA10_BREAK_DEF,2018-04-24,89,19.76000022888184,22,30,56.31998825073242,14.88371716505019,UNKNOWN
17,ANIP,PHASE3_EMA10_BREAK_DEF,2018-04-24,89,19.76000022888184,22,30,56.31998825073242,14.88371716505019,UNKNOWN
18,ARCB,PHASE3_EMA10_BREAK_DEF,2017-10-25,48,8.732041358947754,47,30,30.47575569152832,8.021409364072092,UNKNOWN
19,ARCO,PHASE3_EMA10_BREAK_DEF,2017-10-25,48,8.732041358947754,47,30,30.47575569152832,8.021409364072092,UNKNOWN
20,AROC,PHASE3_EMA10_BREAK_DEF,2020-01-09,24,7.038280487060547,87,30,36.23621320724487,6.289980681742162,UNKNOWN
21,ASML,PHASE3_EMA10_BREAK_DEF,2018-01-31,42,50.970001220703125,10,30,118.5000228881836,30.29141772077098,UNKNOWN
22,ASND,PHASE3_EMA10_BREAK_DEF,2018-01-31,42,50.970001220703125,10,30,118.5000228881836,30.29141772077098,UNKNOWN
23,ASPN,PHASE3_EMA10_BREAK_DEF,2018-01-31,42,50.970001220703125,10,30,118.5000228881836,30.29141772077098,UNKNOWN
24,ATHM,PHASE3_EMA10_BREAK_DEF,2017-07-27,51,39.95028305053711,16,30,46.2237548828125,7.795152375142261,UNKNOWN
25,ATHM,PHASE3_EMA10_BREAK_DEF,2017-09-14,37,54.79832077026367,10,30,127.2329330444336,30.239536539290768,UNKNOWN
26,ATKR,PHASE3_EMA10_BREAK_DEF,2017-07-27,51,39.95028305053711,16,30,46.2237548828125,7.795152375142261,UNKNOWN
27,ATKR,PHASE3_EMA10_BREAK_DEF,2017-09-14,37,54.79832077026367,10,30,127.2329330444336,30.239536539290768,UNKNOWN
28,ATLC,PHASE3_EMA10_BREAK_DEF,2017-07-27,51,39.95028305053711,16,30,46.2237548828125,7.795152375142261,UNKNOWN
29,ATLC,PHASE3_EMA10_BREAK_DEF,2017-09-14,37,54.79832077026367,10,30,127.2329330444336,30.239536539290768,UNKNOWN
30,AAVM,PHASE3_SMA20_BREAK,2018-07-11,65,27.434045791625977,15,30,36.65390968322754,9.778110444708728,UNKNOWN
31,AAVM,PHASE3_SMA20_BREAK,2018-12-17,49,29.674373626708984,21,30,46.37373161315918,8.039994313946934,UNKNOWN
32,AAVM,PHASE3_SMA20_BREAK,2019-04-09,71,33.45123672485352,20,30,59.17316436767578,9.702879727787009,UNKNOWN
33,AAXJ,PHASE3_SMA20_BREAK,2018-07-11,65,27.434045791625977,15,30,36.65390968322754,9.778110444708728,UNKNOWN
34,AAXJ,PHASE3_SMA20_BREAK,2018-12-17,49,29.674373626708984,21,30,46.37373161315918,8.039994313946934,UNKNOWN
35,AAXJ,PHASE3_SMA20_BREAK,2019-04-09,71,33.45123672485352,20,30,59.17316436767578,9.702879727787009,UNKNOWN
36,AB,PHASE3_SMA20_BREAK,2018-07-11,65,27.434045791625977,15,30,36.65390968322754,9.778110444708728,UNKNOWN
37,AB,PHASE3_SMA20_BREAK,2018-12-17,49,29.674373626708984,21,30,46.37373161315918,8.039994313946934,UNKNOWN
38,AB,PHASE3_SMA20_BREAK,2019-04-09,71,33.45123672485352,20,30,59.17316436767578,9.702879727787009,UNKNOWN
39,ABCB,PHASE3_SMA20_BREAK,2018-02-05,31,46.42104721069336,14,30,18.17440795898437,2.8769709175765943,UNKNOWN
40,ABCB,PHASE3_SMA20_BREAK,2019-11-18,68,39.29793930053711,18,30,90.50434112548828,14.67181394118696,UNKNOWN
41,ABEO,PHASE3_SMA20_BREAK,2018-02-05,31,46.42104721069336,14,30,18.17440795898437,2.8769709175765943,UNKNOWN
42,ABEO,PHASE3_SMA20_BREAK,2019-11-18,68,39.29793930053711,18,30,90.50434112548828,14.67181394118696,UNKNOWN
43,ABR,PHASE3_SMA20_BREAK,2018-06-05,90,4.288904666900635,98,30,47.5213680267334,12.747445926701063,UNKNOWN
44,ABR,PHASE3_SMA20_BREAK,2018-09-17,81,5.648476600646973,36,30,30.40989875793457,17.584556762719536,UNKNOWN
45,ABR,PHASE3_SMA20_BREAK,2019-03-20,48,6.254887580871582,100,30,49.53069686889648,8.599705465382247,UNKNOWN
46,ACA,PHASE3_SMA20_BREAK,2020-01-22,47,44.59547424316406,10,30,49.10045623779297,12.37241424521476,UNKNOWN
47,ACAD,PHASE3_SMA20_BREAK,2020-01-22,47,44.59547424316406,10,30,49.10045623779297,12.37241424521476,UNKNOWN
48,ACN,PHASE3_SMA20_BREAK,2021-01-21,73,240.9084014892578,3,30,51.94212341308594,7.743505297035244,UNKNOWN
49,ACNB,PHASE3_SMA20_BREAK,2021-01-21,73,240.9084014892578,3,30,51.94212341308594,7.743505297035244,UNKNOWN
50,ACNT,PHASE3_SMA20_BREAK,2021-01-21,73,240.9084014892578,3,30,51.94212341308594,7.743505297035244,UNKNOWN
51,ADM,PHASE3_SMA20_BREAK,2017-03-21,12,67.87793731689453,9,30,0.4391098022460937,0.071930696376875,UNKNOWN
52,ADMA,PHASE3_SMA20_BREAK,2017-03-21,12,67.87793731689453,9,30,0.4391098022460937,0.071930696376875,UNKNOWN
53,ADME,PHASE3_SMA20_BREAK,2017-03-21,12,67.87793731689453,9,30,0.4391098022460937,0.071930696376875,UNKNOWN
54,AESR,PHASE3_SMA20_BREAK,2020-12-31,31,72.69999694824219,11,30,191.9499664306641,31.583704883696267,UNKNOWN
55,AEVA,PHASE3_SMA20_BREAK,2020-12-31,31,72.69999694824219,11,30,191.9499664306641,31.583704883696267,UNKNOWN
56,AJG,PHASE3_SMA20_BREAK,2018-01-16,106,64.5,12,30,174,29,UNKNOWN
57,AJG,PHASE3_SMA20_BREAK,2018-06-25,47,77.6500015258789,8,30,2.79998779296875,0.4527793794351405,UNKNOWN
58,AJG,PHASE3_SMA20_BREAK,2020-01-31,24,93.3499984741211,4,30,12.600006103515623,3.492241277664803,UNKNOWN
59,AJG,PHASE3_SMA20_BREAK,2020-09-04,98,108.43000030517578,2,30,5.2599945068359375,2.4858196385224707,UNKNOWN
60,AKAM,PHASE3_SMA20_BREAK,2018-01-16,106,64.5,12,30,174,29,UNKNOWN
61,AKAM,PHASE3_SMA20_BREAK,2018-06-25,47,77.6500015258789,8,30,2.79998779296875,0.4527793794351405,UNKNOWN
62,AKAM,PHASE3_SMA20_BREAK,2020-01-31,24,93.3499984741211,4,30,12.600006103515623,3.492241277664803,UNKNOWN
63,AKAM,PHASE3_SMA20_BREAK,2020-09-04,98,108.43000030517578,2,30,5.2599945068359375,2.4858196385224707,UNKNOWN
64,AKBA,PHASE3_SMA20_BREAK,2018-01-16,106,64.5,12,30,174,29,UNKNOWN
65,AKBA,PHASE3_SMA20_BREAK,2018-06-25,47,77.6500015258789,8,30,2.79998779296875,0.4527793794351405,UNKNOWN
66,AKBA,PHASE3_SMA20_BREAK,2020-01-31,24,93.3499984741211,4,30,12.600006103515623,3.492241277664803,UNKNOWN
67,AKBA,PHASE3_SMA20_BREAK,2020-09-04,98,108.43000030517578,2,30,5.2599945068359375,2.4858196385224707,UNKNOWN
68,ALC,PHASE3_SMA20_BREAK,2020-06-10,28,60.351165771484375,8,30,37.145263671875,8.334812428784293,UNKNOWN
69,ALCO,PHASE3_SMA20_BREAK,2020-06-10,28,60.351165771484375,8,30,37.145263671875,8.334812428784293,UNKNOWN
70,ALDX,PHASE3_SMA20_BREAK,2020-06-10,28,60.351165771484375,8,30,37.145263671875,8.334812428784293,UNKNOWN
71,ALNY,PHASE3_SMA20_BREAK,2017-07-06,59,36.40999984741211,17,30,44.03000259399414,7.65819094015031,UNKNOWN
72,ALOT,PHASE3_SMA20_BREAK,2017-07-06,62,36.40999984741211,18,30,53.27998352050781,8.849025461763677,UNKNOWN
73,ALOT,PHASE3_SMA20_BREAK,2017-09-12,42,43.290000915527344,10,30,45.49999237060547,11.744963964701151,UNKNOWN
74,ALOT,PHASE3_SMA20_BREAK,2018-09-17,41,54.81999969482422,14,30,138.32001495361328,21.9848717624199,UNKNOWN
75,ALOT,PHASE3_SMA20_BREAK,2021-01-14,71,99.79000091552734,9,30,314.9099807739258,53.99690774060908,UNKNOWN
76,ALRM,PHASE3_SMA20_BREAK,2017-07-06,62,36.40999984741211,18,30,53.27998352050781,8.849025461763677,UNKNOWN
77,ALRM,PHASE3_SMA20_BREAK,2017-09-12,42,43.290000915527344,10,30,45.49999237060547,11.744963964701151,UNKNOWN
78,ALRM,PHASE3_SMA20_BREAK,2018-09-17,41,54.81999969482422,14,30,138.32001495361328,21.9848717624199,UNKNOWN
79,ALRM,PHASE3_SMA20_BREAK,2021-01-14,71,99.79000091552734,9,30,314.9099807739258,53.99690774060908,UNKNOWN
80,ALRS,PHASE3_SMA20_BREAK,2017-07-06,62,36.40999984741211,18,30,53.27998352050781,8.849025461763677,UNKNOWN
81,ALRS,PHASE3_SMA20_BREAK,2017-09-12,42,43.290000915527344,10,30,45.49999237060547,11.744963964701151,UNKNOWN
82,ALRS,PHASE3_SMA20_BREAK,2018-09-17,41,54.81999969482422,14,30,138.32001495361328,21.9848717624199,UNKNOWN
83,ALRS,PHASE3_SMA20_BREAK,2021-01-14,71,99.79000091552734,9,30,314.9099807739258,53.99690774060908,UNKNOWN
84,AMAT,PHASE3_SMA20_BREAK,2020-12-29,54,89.33000183105469,10,30,284.1000366210937,46.63493847015857,UNKNOWN
85,AMBA,PHASE3_SMA20_BREAK,2020-12-29,54,89.33000183105469,10,30,284.1000366210937,46.63493847015857,UNKNOWN
86,AMBR,PHASE3_SMA20_BREAK,2020-12-29,54,89.33000183105469,10,30,284.1000366210937,46.63493847015857,UNKNOWN
87,AME,PHASE3_SMA20_BREAK,2017-06-21,120,57.18008041381836,8,30,41.8253173828125,10.063468494442604,UNKNOWN
88,AME,PHASE3_SMA20_BREAK,2018-09-27,58,75.18907165527344,8,30,9.652587890625,1.630890435157802,UNKNOWN
89,AME,PHASE3_SMA20_BREAK,2019-03-08,31,75.05857849121094,6,30,21.417938232421875,4.993300033425128,UNKNOWN
90,AME,PHASE3_SMA20_BREAK,2020-01-16,73,96.23873901367188,7,30,31.659469604492188,4.931291662181607,UNKNOWN
91,AMGN,PHASE3_SMA20_BREAK,2018-09-27,58,75.18907165527344,8,30,9.652587890625,1.630890435157802,UNKNOWN
92,AMGN,PHASE3_SMA20_BREAK,2019-03-08,31,75.05857849121094,6,30,21.417938232421875,4.993300033425128,UNKNOWN
93,AMGN,PHASE3_SMA20_BREAK,2020-01-16,73,96.23873901367188,7,30,31.659469604492188,4.931291662181607,UNKNOWN
94,AMH,PHASE3_SMA20_BREAK,2019-11-21,49,11.481098175048828,65,30,169.00163650512695,29.27602529079257,UNKNOWN
95,AMKR,PHASE3_SMA20_BREAK,2017-03-17,42,129.44154357910156,5,30,8.550491333007812,1.3388232337133117,UNKNOWN
96,AMKR,PHASE3_SMA20_BREAK,2019-09-09,80,167.10523986816406,3,30,40.99488830566406,8.905720862120026,UNKNOWN
97,AMKR,PHASE3_SMA20_BREAK,2020-01-03,66,198.25233459472656,2,30,51.31024169921875,14.864157012114664,UNKNOWN
98,AMLP,PHASE3_SMA20_BREAK,2018-08-28,40,29.405630111694336,14,30,21.850833892822266,5.605250157479516,UNKNOWN
99,AMLP,PHASE3_SMA20_BREAK,2020-01-21,42,25.64551544189453,16,30,21.3712158203125,5.494492733974069,UNKNOWN
100,AMN,PHASE3_SMA20_BREAK,2018-08-28,40,29.405630111694336,14,30,21.850833892822266,5.605250157479516,UNKNOWN
101,AMN,PHASE3_SMA20_BREAK,2020-01-21,42,25.64551544189453,16,30,21.3712158203125,5.494492733974069,UNKNOWN
102,AMOM,PHASE3_SMA20_BREAK,2018-08-28,40,29.405630111694336,14,30,21.850833892822266,5.605250157479516,UNKNOWN
103,AMOM,PHASE3_SMA20_BREAK,2020-01-21,42,25.64551544189453,16,30,21.3712158203125,5.494492733974069,UNKNOWN
104,AMPH,PHASE3_SMA20_BREAK,2017-10-23,32,18.26000022888184,24,30,44.6400146484375,11.341467400096509,UNKNOWN
105,AMPY,PHASE3_SMA20_BREAK,2017-10-23,32,18.26000022888184,24,30,44.6400146484375,11.341467400096509,UNKNOWN
106,AMRC,PHASE3_SMA20_BREAK,2017-10-23,32,18.26000022888184,24,30,44.6400146484375,11.341467400096509,UNKNOWN
107,ANGO,PHASE3_SMA20_BREAK,2020-12-18,91,14.289999961853027,38,30,164.1599884033203,43.329985748452096,UNKNOWN
108,ANIK,PHASE3_SMA20_BREAK,2020-12-18,91,14.289999961853027,38,30,164.1599884033203,43.329985748452096,UNKNOWN
