ticker,entry_date,final_exit_date,entry_price,exit_price,total_shares,total_pnl,exit_phases,entry_signal,context_adr,context_rvol,context_trend,dist_sma20_pct,consolidation_days,sector,sector_strength,vix_regime,spy_above_ema20,base_risk_dollars,adjusted_risk_dollars,risk_reduction_factor,rvol_classification,volatility_regime,is_vcp_pattern,hold_days,r_multiple,return_pct,outcome_category,is_winner,was_stopped_out,hit_tp1,hit_tp2,had_runner
MERC,2021-02-25,2021-03-23,12.112275123596191,12.999816557036713,3722,1651.04886212389,"STOP_BE,TP1",UNKNOWN,4.486325177699021,2.235304154935586,,0,14.0,UNKNOWN,0.0,UNKNOWN,False,100.0,2465.629793863284,1.0,UNKNOWN,UNKNOWN,False,26,0.6696256129907224,3.6623330011306097,SMALL_WIN,True,True,True,False,False
META,2020-07-31,2020-09-04,251.9103240966797,275.1541130952814,156,2211.8022770369657,"RUNNER,TP1,TP2",UNKNOWN,3.033816683911001,2.3899510873682046,,0,20.0,XLK,0.0710004250422693,UNKNOWN,False,100.0,2037.8795494923052,1.0,UNKNOWN,UNKNOWN,False,35,1.0853449496502332,5.628280530159824,WIN,True,False,True,True,True
META,2020-11-04,2020-11-10,285.386474609375,273.971015625,71,-810.4975878906246,STOP,UNKNOWN,3.241986406486292,1.5945582550055957,,0,18.0,XLK,-1.2706331249547649,UNKNOWN,False,100.0,1657.1063730541584,1.0,UNKNOWN,UNKNOWN,False,6,-0.4891041402470881,-3.9999999999999982,SMALL_LOSS,False,True,False,False,False
META,2021-03-19,2021-05-10,288.0975341796875,314.08130078718904,85,1274.6615412487072,"RUNNER,TP1,TP2",UNKNOWN,3.413913457556449,1.8216951608012548,,0,18.0,XLK,-26.48352267473603,UNKNOWN,False,100.0,2446.1163401725225,1.0,UNKNOWN,UNKNOWN,False,52,0.5210960412286876,5.205187949642311,SMALL_WIN,True,False,True,True,True
MLCO,2019-02-21,2019-03-08,22.702348709106445,21.794254760742188,1602,-1454.7665052795403,STOP,UNKNOWN,3.2244959607285524,1.884269939976558,,0,19.0,UNKNOWN,0.0,UNKNOWN,False,100.0,1538.5289728515977,1.0,UNKNOWN,UNKNOWN,False,15,-0.945556782452522,-3.9999999999999982,BIG_LOSS,False,True,False,False,False
MLCO,2023-04-20,2023-04-24,13.880000114440918,13.880000114440918,3056,0.0,STOP_BE,UNKNOWN,3.8749198415282136,1.7911667731347076,,0,18.0,UNKNOWN,0.0,UNKNOWN,False,100.0,2456.9733953692103,1.0,UNKNOWN,UNKNOWN,False,4,0.0,0.0,SMALL_WIN,False,True,False,False,False
MLKN,2018-07-03,2018-10-01,31.398941040039062,31.398941040039062,367,0.0,STOP_BE,UNKNOWN,3.085112058731094,4.511061468617136,,0,18.0,UNKNOWN,0.0,UNKNOWN,False,100.0,1540.252636259706,1.0,UNKNOWN,UNKNOWN,False,90,0.0,0.0,SMALL_WIN,False,True,False,False,False
MLKN,2024-07-31,2024-08-02,29.375225067138672,28.200216064453123,2030,-2385.268275451664,STOP,UNKNOWN,3.0336876591851984,1.6780888975915411,,0,19.0,UNKNOWN,0.0,UNKNOWN,False,100.0,2970.057764024126,1.0,UNKNOWN,UNKNOWN,False,2,-0.8031050117422189,-4.000000000000006,BIG_LOSS,False,True,False,False,False
MRTN,2018-01-26,2018-02-05,12.57988452911377,12.57988452911377,904,0.0,STOP_BE,UNKNOWN,3.9477843184155192,4.706783295326912,,0,19.0,UNKNOWN,0.0,UNKNOWN,False,100.0,1516.7946219874718,1.0,UNKNOWN,UNKNOWN,False,10,0.0,0.0,SMALL_WIN,False,True,False,False,False
MRTN,2020-10-15,2020-10-16,15.82662868499756,15.193563537597656,980,-620.4038444519042,STOP,UNKNOWN,3.9524898644085695,1.573801267175971,,0,17.0,UNKNOWN,0.0,UNKNOWN,False,100.0,2018.340403114,1.0,UNKNOWN,UNKNOWN,False,1,-0.30738315672357003,-3.9999999999999987,SMALL_LOSS,False,True,False,False,False
MRVL,2024-01-18,2024-01-26,67.77879333496094,67.77879333496094,587,0.0,STOP_BE,UNKNOWN,3.2367631354401687,2.123362982588948,,0,18.0,UNKNOWN,0.0,UNKNOWN,False,100.0,2605.583075264532,1.0,UNKNOWN,UNKNOWN,False,8,0.0,0.0,SMALL_WIN,False,True,False,False,False
MS,2020-07-16,2020-07-24,44.23802185058594,42.468500976562495,174,-307.8966320800789,STOP,UNKNOWN,3.2860717261613983,1.8690134260566167,,0,20.0,XLF,-0.8360277203339318,UNKNOWN,False,100.0,1963.675390102264,1.0,UNKNOWN,UNKNOWN,False,8,-0.15679609452356805,-4.000000000000011,SMALL_LOSS,False,True,False,False,False
MTSI,2022-03-21,2022-04-01,61.77999877929688,59.308798828125,457,-1129.3383776855474,STOP,UNKNOWN,4.872145583615037,1.5005477830527256,,0,11.0,UNKNOWN,0.0,UNKNOWN,False,100.0,2417.469981418381,1.0,UNKNOWN,UNKNOWN,False,11,-0.46715714625872645,-4.000000000000002,SMALL_LOSS,False,True,False,False,False
MYGN,2021-06-23,2021-06-28,31.56999969482422,31.56999969482422,1241,0.0,STOP_BE,UNKNOWN,3.669212622470404,2.06167987189885,,0,16.0,UNKNOWN,0.0,UNKNOWN,False,100.0,2412.3748778348063,1.0,UNKNOWN,UNKNOWN,False,5,0.0,0.0,SMALL_WIN,False,True,False,False,False
NCNO,2023-08-30,2023-09-13,32.349998474121094,31.055998535156252,588,-760.8719641113288,STOP,UNKNOWN,3.194346448594493,3.712749833716784,,0,19.0,UNKNOWN,0.0,UNKNOWN,False,100.0,2537.603444046732,1.0,UNKNOWN,UNKNOWN,False,14,-0.2998387970730216,-4.0000000000000036,SMALL_LOSS,False,True,False,False,False
NCNO,2024-01-09,2024-01-18,35.29999923706055,33.887999267578124,546,-770.9519833374029,STOP,UNKNOWN,3.462724963945818,3.0117423272487835,,0,16.0,UNKNOWN,0.0,UNKNOWN,False,100.0,2572.0133927117035,1.0,UNKNOWN,UNKNOWN,False,9,-0.29974648869327203,-4.000000000000003,SMALL_LOSS,False,True,False,False,False
NEM,2020-07-27,2020-07-30,58.34231948852539,56.00862670898437,285,-665.10244216919,STOP,UNKNOWN,3.102723081468288,1.573226781499731,,0,19.0,XLB,0.8703610776377568,UNKNOWN,False,100.0,1983.339411901016,1.0,UNKNOWN,UNKNOWN,False,3,-0.33534474138831044,-4.0000000000000036,SMALL_LOSS,False,True,False,False,False
NEM,2022-11-30,2023-01-18,43.26064300537109,46.84478407943895,765,1670.1976085506024,"RUNNER,TP1,TP2",UNKNOWN,3.425967603252297,1.6711011319593485,,0,17.0,XLB,0.8956690179280284,UNKNOWN,False,100.0,1980.731270343703,1.0,UNKNOWN,UNKNOWN,False,49,0.8432227195871876,5.046769294454313,SMALL_WIN,True,False,True,True,True
NEOG,2021-03-31,2021-07-15,44.44499969482422,46.39678637186686,1407,1373.0819272994995,"STOP_BE,TP1",UNKNOWN,3.497829625196081,1.623337623337623,,0,17.0,UNKNOWN,0.0,UNKNOWN,False,100.0,2351.482284014266,1.0,UNKNOWN,UNKNOWN,False,106,0.5839218677656723,2.195732580092622,SMALL_WIN,True,True,True,False,False
NET,2020-06-15,2020-07-15,30.979999542236328,35.662348077615675,1108,3150.267233848572,"RUNNER,TP1,TP2",UNKNOWN,5.391764857405979,2.934950576049487,,0,13.0,UNKNOWN,0.0,UNKNOWN,False,100.0,1865.8787013572828,1.0,UNKNOWN,UNKNOWN,False,30,1.6883558569788033,9.177538788263435,WIN,True,False,True,True,True
NFLX,2018-08-27,2018-09-05,36.45800018310547,34.99968017578125,407,-593.5362429809568,STOP,UNKNOWN,3.196772082692186,1.825402478239465,,0,19.0,XLC,0.0530387552426439,UNKNOWN,False,100.0,1392.7164469289946,1.0,UNKNOWN,UNKNOWN,False,9,-0.42617163334986974,-3.9999999999999982,SMALL_LOSS,False,True,False,False,False
