#,symbol,phase,exit_date,days_to_exit,exit_price,shares,exit_pct,pnl,return_pct,reason
1,AMD,PHASE3_EMA10_BREAK_DEF,2019-07-19,46,32.5099983215332,7,30,34.50998878479004,17.87526617644994,UNKNOWN
2,AAPL,PHASE3_SMA20_BREAK,2019-04-30,35,47.90541076660156,22,30,72.89791107177734,7.430819699506164,UNKNOWN
3,ADBE,PHASE3_SMA20_BREAK,2019-07-30,42,303.6400146484375,4,30,107.4400634765625,9.704464190910947,UNKNOWN
4,BA,PHASE3_SMA20_BREAK,2019-10-08,47,369.7297058105469,4,30,77.8399658203125,5.555716254511599,UNKNOWN
5,HD,PHASE3_SMA20_BREAK,2019-09-20,31,193.08767700195312,2,30,15.29364013671875,4.1235896958229095,UNKNOWN
6,IDXX,PHASE3_SMA20_BREAK,2019-07-31,91,282.04998779296875,4,30,191.9599609375,20.50328579635286,UNKNOWN
7,AEP,PHASE3_SMA20_BREAK_DEF,2019-04-01,49,65.24968719482422,25,30,53.7710189819336,3.4086847553930286,UNKNOWN
8,AMT,PHASE3_SMA20_BREAK_DEF,2019-04-16,74,160.76434326171875,12,30,226.33868408203125,13.291886300919565,UNKNOWN
9,APD,PHASE3_SMA20_BREAK_DEF,2019-05-23,55,173.8399200439453,13,30,146.63304138183594,6.938627662747915,UNKNOWN
10,CSCO,PHASE3_SMA20_BREAK_DEF,2019-04-30,75,45.78712844848633,17,30,109.27252197265624,16.331057754196554,UNKNOWN
11,HON,PHASE3_SMA20_BREAK_DEF,2019-03-08,35,124.22537231445312,12,30,75.2054443359375,5.31299867330909,UNKNOWN
12,HON,PHASE3_SMA20_BREAK_DEF,2019-12-03,46,143.51364135742188,8,30,51.89306640625,4.733835608597668,UNKNOWN
13,JPM,PHASE3_SMA20_BREAK_DEF,2019-12-03,49,109.49427032470705,6,30,49.71025085449219,8.18605371327671,UNKNOWN
14,MMC,PHASE3_SMA20_BREAK_DEF,2019-07-19,67,91.39300537109376,6,30,34.46223449707031,6.706074392772281,UNKNOWN
15,PAYX,PHASE3_SMA20_BREAK_DEF,2019-05-01,35,67.35332489013672,12,30,26.7213134765625,3.4191526577132607,UNKNOWN
16,SPGI,PHASE3_SMA20_BREAK_DEF,2019-05-07,50,202.7295379638672,9,30,75.49873352050781,4.316514396075852,UNKNOWN
17,SPGI,PHASE3_SMA20_BREAK_DEF,2019-09-10,36,239.5583648681641,2,30,16.539794921875,3.575577093680508,UNKNOWN
18,AAPL,STOP,2019-05-06,5,49.345106973368175,61,100,-55.617793777373365,-1.814213732378116,STOP: Stop Loss
19,ABT,STOP,2019-06-26,5,74.04395294189453,104,100,-189.35693359375,-2.399983024490692,STOP: Stop Loss
20,ADP,STOP,2019-08-01,1,142.89469725233536,17,100,-36.26381004037697,-1.4708658453644152,STOP: Stop Loss
21,AMD,STOP,2019-05-06,4,27.235715457371303,106,100,-111.75425856454038,-3.726707048557862,STOP: Stop Loss
22,AMD,STOP,2019-05-29,1,27.7807137625558,29,100,-36.8092787606376,-4.3693132799998615,STOP: Stop Loss
23,AMD,STOP,2019-08-12,3,32.43000030517578,22,100,-38.71996307373047,-5.147699304551317,STOP: Stop Loss
24,AMD,STOP,2019-08-14,2,30.239999771118164,20,100,-43.80001068115234,-6.753008058739045,STOP: Stop Loss
25,AMGN,STOP,2019-08-05,5,148.8397979736328,14,100,-58.3216552734375,-2.722666156862358,STOP: Stop Loss
26,AMT,STOP,2019-02-01,1,141.9027862548828,30,100,-60.19775390625,-1.3943440129060374,STOP: Stop Loss
27,AMT,STOP,2019-06-26,14,172.8828887939453,38,100,-152.94338989257812,-2.275099225242681,STOP: Stop Loss
28,AMZN,STOP,2019-02-01,1,81.3115005493164,48,100,-222,-5.381880772938677,STOP: Stop Loss
29,AMZN,STOP,2019-05-09,14,93.95618220738002,97,100,-112.16312190464544,-1.2157401049035033,STOP: Stop Loss
30,AXP,STOP,2019-04-23,5,102.69614024312082,84,100,-111.962726657929,-1.2812669742679348,STOP: Stop Loss
31,AXP,STOP,2019-05-29,12,107.08576202392578,20,100,-37.70553588867188,-1.7300714161091062,STOP: Stop Loss
32,BA,STOP,2019-07-01,4,349.7904767840652,7,100,-54.22172842951261,-2.1664816173141968,STOP: Stop Loss
33,BA,STOP,2019-12-03,22,349.99761962890625,11,100,-162.7119140625,-4.054937889773191,STOP: Stop Loss
34,BKNG,STOP,2019-08-12,4,1861.257713501172,1,100,-48.50351696757798,-2.539768647187,STOP: Stop Loss
35,BKR,STOP,2019-09-12,1,17.9387086030984,78,100,-55.66666569538523,-3.8261876267930255,STOP: Stop Loss
36,BKR,STOP,2019-09-30,3,19.327206073045303,47,100,-37.11048082663636,-3.92500328411384,STOP: Stop Loss
37,BLK,STOP,2019-07-22,3,397.5588071653094,19,100,-108.80643094896482,-1.4200001756140022,STOP: Stop Loss
38,BMY,STOP,2019-10-02,2,38.51225280761719,177,100,-207.7804069519043,-2.957960153167875,STOP: Stop Loss
39,CAT,STOP,2019-04-24,1,119.70694732666016,55,100,-205.5521774291992,-3.0275302615820463,STOP: Stop Loss
40,CB,STOP,2019-10-07,3,144.3629608154297,17,100,-36.89100646972656,-1.4809352894059764,STOP: Stop Loss
41,CMCSA,STOP,2019-09-24,4,35.7635231559218,188,100,-112.05887349334172,-1.6393418775496913,STOP: Stop Loss
42,COP,STOP,2019-02-08,8,51.94712060999336,92,100,-112.1579947009238,-2.2930131688778834,STOP: Stop Loss
43,COST,STOP,2019-05-07,26,216.51001579331924,45,100,-112.07950170297792,-1.1372821725287892,STOP: Stop Loss
44,COST,STOP,2019-09-11,2,265.19000244140625,20,100,-151.6204833984375,-2.7792629826202506,STOP: Stop Loss
45,CSCO,STOP,2019-05-23,7,44.34682083129883,33,100,-46.99010467529297,-3.111030842025578,STOP: Stop Loss
46,CTAS,STOP,2019-03-22,8,45.53318405151367,171,100,-413.82033920288086,-5.046592695359982,STOP: Stop Loss
47,CTAS,STOP,2019-10-02,7,60.605587005615234,40,100,-71.80465698242188,-2.87675671247716,STOP: Stop Loss
48,CTSH,STOP,2019-08-02,1,57.6051139831543,34,100,-90.07774353027344,-4.396928335531766,STOP: Stop Loss
49,CVX,STOP,2019-02-08,7,85.4196899639785,69,100,-111.80303494153829,-1.861596273671235,STOP: Stop Loss
50,CVX,STOP,2019-09-12,2,90.80970341833708,74,100,-112.46482057821342,-1.6460555952424665,STOP: Stop Loss
