ticker,mode,passed,entry_score,screener_score,tier2_score,reject_reason,screener_reason,signal_type,cost_model,tier2_metrics,target_hold_days,stop_price,tp1_price,tp2_price,tp1_pct,tp2_pct,runner_pct,shares,risk_budget_usd,risk_per_share,signal_date,agent_name,combo_name,entry_price,tier1_metrics,rvol,adr_pct,dist_sma20,consol_days,volume,dollar_vol_M,rs_ret,rs_percentile,close,spy_above_sma50,spy_above_sma200
VLO,A,True,0.599,59.9,1.0,,qullamaggie_momentum=PASS,breakout,"{'fee_rate': 0.001, 'slippage_rate': 0.0005}","{'rvol': 1.1743775655042774, 'adr_pct': 3.259619839559595, 'atr': 0.0, 'dist_sma20': 5.416380408620856, 'consol_days': 19, 'volume': 3673500.0, 'dollar_vol_M': 786.0764615460205, 'rs_ret': 0.37688785358601806, 'rs_percentile': 71.85265438786566, 'sector_etf_dist': 0.005514546737399373, 'theme_dist': None, 'theme_vs_sector': None, 'theme_rank_pct': None, 'close': 251.3000030517578, 'spy_above_sma50': True, 'spy_above_sma200': True}",20,233.709,273.2888,304.073,0.5,0.3,0.2,56,1000.0,17.591,2026-04-29,A_BOTH,A_BOTH_PRO,251.3000030517578,"{'stop_price': 233.709, 'shares': 56, 'risk_budget_usd': 1000.0, 'risk_per_share': 17.591, 'tp1_price': 273.2888, 'tp2_price': 304.073, 'tp1_pct': 0.5, 'tp2_pct': 0.3, 'runner_pct': 0.2}",1.17,3.26,5.42,19,3673500,786.1,0.3769,71.9,251.3,True,True
