ticker,mode,sector_etf,best_theme,theme_vs_sector,passed_with_filter,reject_reason,passed_without_filter,blocked_by_theme,blocked_by_sector,target_hold_days
MDT,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
LNG,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
LNG,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CME,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
CME,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
RCL,A,,,0.0,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
RCL,B,,,0.0,False,screener_fail:minervini_trend=FAIL,False,False,False,20
EQIX,A,XLRE,,0.0029883954216338715,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
EQIX,B,XLRE,,0.0029883954216338715,False,screener_fail:minervini_trend=FAIL,False,False,False,20
FIX,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
FIX,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
AAL,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
AAL,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CCL,A,,,0.0,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
CCL,B,,,0.0,False,screener_fail:minervini_trend=FAIL,False,False,False,20
DASH,A,XLY,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
DASH,B,XLY,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
MCK,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
MCK,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SAP,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SAP,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
PDD,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
PDD,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
DE,A,XLI,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
DE,B,XLI,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
NOC,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
NOC,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
NVO,A,XLV,,0.07525642881805905,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
NVO,B,XLV,,0.07525642881805905,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TJX,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TJX,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SYK,A,XLV,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SYK,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
PYPL,A,XLF,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
PYPL,B,XLF,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
WDAY,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
WDAY,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
DVN,A,XLE,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
DVN,B,XLE,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
BP,A,,,,False,tier2_fail:rvol:1.07<1.10,False,False,False,20
BP,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
RVMD,A,,,0.0,False,tier2_fail:rvol:0.64<1.10,False,False,False,20
RVMD,B,,,0.0,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ADP,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ADP,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
LOW,A,XLY,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
LOW,B,XLY,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
SYMC,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
SYMC,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
ELV,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
ELV,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CNQ,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
CNQ,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
DOW,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
DOW,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
CVS,A,XLV,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
CVS,B,XLV,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TGT,A,XLY,,,False,tier2_fail:rvol:0.82<1.10,False,False,False,20
TGT,B,XLY,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
FANG,A,XLE,,,False,tier2_fail:rvol:0.71<1.10,False,False,False,20
FANG,B,XLE,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
VST,A,XLU,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
VST,B,XLU,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TT,A,,,,False,tier2_fail:sector_etf:data_missing,False,False,False,20
TT,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
RDDT,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
RDDT,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
HAL,A,XLE,,,False,tier2_fail:rvol:0.81<1.10,False,False,False,20
HAL,B,XLE,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
TEL,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
TEL,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
XLB,A,,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
XLB,B,,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
MO,A,XLP,,,False,screener_fail:qullamaggie_momentum=FAIL,False,False,False,20
MO,B,XLP,,,False,screener_fail:minervini_trend=FAIL,False,False,False,20
