day_idx,col_idx,exit_type_code,exit_price,shares,pnl,entry_day_idx,initial_risk,context_rvol,context_adr,context_volume,entry_score,stop_loss,tp1_target,tp2_target,exit_date,entry_date,symbol,exit_phase,monetary_risk,adjusted_risk_dollars,base_risk_dollars,context_vol,return_pct,entry_price,context_dollar_vol,signal_type,dist_sma20_pct,rs_percentile,pattern_confidence,pattern_type,pattern_bonus,stop_distance,stop_distance_pct,risk_per_share,r_multiple,outcome,is_big_win,is_big_loss
126.0,77.0,2.0,174.19610595703125,46.0,1764.5438842773438,15.0,1000.0,0.9169284105300903,2.2616922855377197,1989400.0,0.5,135.83645629882812,157.3198699951172,173.43243408203125,2019-07-03,2019-01-24,ACN,TP2,1000.0,1000.0,1000.0,1989400.0,28.239583616503737,135.83645629882812,270233046.1608887,MOMENTUM,3.8981869220733643,,0.0,NONE,0.0,21.73913043478261,16.003899856573447,21.73913043478261,1.7645438842773438,WIN,False,False
145.0,4121.0,0.0,48.0417366027832,258.0,0.0,94.0,1000.0,1.2977510690689087,2.129213809967041,2374800.0,0.9776610136032104,48.0417366027832,55.793373107910156,61.60710525512695,2019-07-31,2019-05-17,XRAY,STOP,1000.0,1000.0,1000.0,2374800.0,0.0,48.0417366027832,114089516.08428955,MOMENTUM,2.9253392219543457,94.41354292623943,0.0,NONE,0.0,3.875968992248062,8.067920242549091,3.875968992248062,0.0,BE,False,False
146.0,1287.0,0.0,13.84000015258789,822.0,0.0,146.0,1000.0,1.222784161567688,5.7262492179870605,2575.0,0.9727355241775513,13.84000015258789,16.27199935913086,18.09600067138672,2019-08-01,2019-08-01,BYFC,STOP,1000.0,1000.0,1000.0,2575.0,0.0,13.84000015258789,35638.00039291382,MOMENTUM,-6.889127254486084,81.136638452237,0.0,NONE,0.0,1.2165450121654502,8.790065019890719,1.2165450121654502,0.0,BE,False,False
148.0,77.0,3.0,169.25221252441406,10.0,334.1575622558594,15.0,1000.0,0.9169284105300903,2.2616922855377197,1989400.0,0.5,135.83645629882812,157.3198699951172,173.43243408203125,2019-08-05,2019-01-24,ACN,RUNNER,1000.0,1000.0,1000.0,1989400.0,24.599991148233613,135.83645629882812,270233046.1608887,MOMENTUM,3.8981869220733643,,0.0,NONE,0.0,100.0,73.61793934023785,100.0,0.33415756225585935,WIN,False,False
148.0,1976.0,0.0,108.4267807006836,106.0,-1003.5694274902344,109.0,1000.0,0.8629053235054016,1.7082934379577637,823600.0,0.9814770817756653,108.54280090332031,136.59764099121094,150.62506103515625,2019-08-05,2019-06-10,DFS,STOP,1000.0,1000.0,1000.0,823600.0,-8.030605998696535,117.89441680908203,97097841.68395996,MOMENTUM,6.452917575836182,5.852478839177751,0.0,NONE,0.0,9.433962264150944,8.002043285415528,9.433962264150944,-1.0035694274902345,LOSS,False,True
148.0,2013.0,0.0,108.4267807006836,106.0,-1003.5694274902344,109.0,1000.0,0.8629053235054016,1.7082934379577637,823600.0,0.9814770817756653,108.54280090332031,136.59764099121094,150.62506103515625,2019-08-05,2019-06-10,DISCA,STOP,1000.0,1000.0,1000.0,823600.0,-8.030605998696535,117.89441680908203,97097841.68395996,MOMENTUM,6.452917575836182,5.852478839177751,0.0,NONE,0.0,9.433962264150944,8.002043285415528,9.433962264150944,-1.0035694274902345,LOSS,False,True
148.0,2014.0,0.0,108.4267807006836,106.0,-1003.5694274902344,109.0,1000.0,0.8629053235054016,1.7082934379577637,823600.0,0.9814770817756653,108.54280090332031,136.59764099121094,150.62506103515625,2019-08-05,2019-06-10,DISCK,STOP,1000.0,1000.0,1000.0,823600.0,-8.030605998696535,117.89441680908203,97097841.68395996,MOMENTUM,6.452917575836182,5.852478839177751,0.0,NONE,0.0,9.433962264150944,8.002043285415528,9.433962264150944,-1.0035694274902345,LOSS,False,True
149.0,3040.0,0.0,2.990000009536743,3846.0,-999.9599633216858,146.0,1000.0,0.6025306582450867,5.397148132324219,30000.0,0.9794042110443115,2.990000009536743,3.7699999809265137,4.159999847412109,2019-08-06,2019-08-01,KRMD,STOP,1000.0,1000.0,1000.0,30000.0,-7.9999997065617485,3.25,97500.0,MOMENTUM,2.7830491065979004,1.7896009673518742,0.0,NONE,0.0,0.26001040041601664,8.000320012800511,0.26001040041601664,-0.9999599633216858,LOSS,False,False
152.0,563.0,0.0,5.8684000968933105,2166.0,-999.8252248764038,152.0,1000.0,1.3576558828353882,6.709553241729736,2317600.0,1.0,5.8684000968933105,7.253200054168701,7.9456000328063965,2019-08-09,2019-08-09,APPS,STOP,1000.0,1000.0,1000.0,2317600.0,-7.292256435644459,6.329999923706055,14670407.823181152,MOMENTUM,16.757354736328125,12.889963724304716,0.0,NONE,0.0,0.4616805170821791,7.293531163455004,0.4616805170821791,-0.9998252248764038,LOSS,False,False
155.0,708.0,0.0,37.5,277.0,-1592.75,152.0,1000.0,0.7857012748718262,4.167610168457031,151000.0,1.0,39.64680099487305,50.45640182495117,55.86119842529297,2019-08-14,2019-08-09,ATEX,STOP,1000.0,1000.0,1000.0,151000.0,-13.294797687861271,43.25,6530750.0,MOMENTUM,-2.8842813968658447,42.68440145102781,0.0,NONE,0.0,3.6101083032490973,8.347071221385196,3.6101083032490973,-1.59275,LOSS,False,True
160.0,658.0,1.0,34.5,171.0,849.8698825836182,146.0,1000.0,0.8267106413841248,3.483785629272461,840000.0,0.9644646644592285,29.530000686645508,34.17959976196289,37.66680145263672,2019-08-21,2019-08-01,ARWR,TP1,1000.0,1000.0,1000.0,840000.0,16.83033930846503,29.530000686645508,24805200.576782227,MOMENTUM,4.165934085845947,76.59008464328899,0.0,NONE,0.0,5.847953216374269,19.80343068200102,5.847953216374269,0.8498698825836182,WIN,False,False
172.0,563.0,0.0,6.809999942779541,1698.0,-1120.6797409057617,170.0,1000.0,0.6992016434669495,7.94809627532959,2097500.0,0.9826949238777161,6.881199836730957,8.647600173950195,9.530799865722656,2019-09-09,2019-09-05,APPS,STOP,1000.0,1000.0,1000.0,2097500.0,-8.835339570942297,7.46999979019165,15668324.559926987,MOMENTUM,7.319873332977295,64.03869407496977,0.0,NONE,0.0,0.5889281507656066,7.883911208925174,0.5889281507656066,-1.1206797409057616,LOSS,False,True
172.0,658.0,0.0,28.700000762939453,259.0,-214.96998023986816,146.0,1000.0,0.8267106413841248,3.483785629272461,840000.0,0.9644646644592285,29.530000686645508,34.17959976196289,37.66680145263672,2019-09-09,2019-08-01,ARWR,STOP,1000.0,1000.0,1000.0,840000.0,-2.8107006583356076,29.530000686645508,24805200.576782227,MOMENTUM,4.165934085845947,76.59008464328899,0.0,NONE,0.0,3.861003861003861,13.074851917460133,3.861003861003861,-0.21496998023986816,LOSS,False,False
175.0,2256.0,1.0,32.27000045776367,181.0,796.3999309539795,170.0,1000.0,0.7189542651176453,5.988767623901367,4400.0,0.9813546538352966,27.8700008392334,32.27000045776367,35.56999969482422,2019-09-12,2019-09-05,ENLV,TP1,1000.0,1000.0,1000.0,4400.0,15.787583372930037,27.8700008392334,122628.00369262695,MOMENTUM,2.9800314903259277,71.48730350665055,0.0,NONE,0.0,5.524861878453039,19.823687520940194,5.524861878453039,0.7963999309539795,WIN,False,False
176.0,184.0,0.0,9.192416191101074,1118.0,-1070.7659244537354,170.0,1000.0,0.889643669128418,5.092230319976807,4934800.0,0.9855777621269226,9.25600528717041,11.938491821289062,13.279735565185547,2019-09-13,2019-09-05,AG,STOP,1000.0,1000.0,1000.0,4934800.0,-9.43581746204298,10.150167465209961,50089046.407318115,MOMENTUM,-3.4514904022216797,3.555018137847642,0.0,NONE,0.0,0.8944543828264758,8.812213058476603,0.8944543828264758,-1.0707659244537353,LOSS,False,True
177.0,2256.0,2.0,35.56999969482422,227.0,1747.8997402191162,170.0,1000.0,0.7189542651176453,5.988767623901367,4400.0,0.9813546538352966,27.8700008392334,32.27000045776367,35.56999969482422,2019-09-16,2019-09-05,ENLV,TP2,1000.0,1000.0,1000.0,4400.0,27.628269191694145,27.8700008392334,122628.00369262695,MOMENTUM,2.9800314903259277,71.48730350665055,0.0,NONE,0.0,4.405286343612334,15.806552604802532,4.405286343612334,1.7478997402191163,WIN,False,False
184.0,3150.0,0.0,18.965599060058594,597.0,-999.6169967651367,177.0,1000.0,0.8810810446739197,4.909332752227783,1713500.0,0.9318556189537048,18.965599060058594,23.988800048828125,26.500398635864258,2019-09-25,2019-09-16,LSCC,STOP,1000.0,1000.0,1000.0,1713500.0,-8.112404937519544,20.639999389648438,35366638.9541626,MOMENTUM,4.691855430603027,23.579201934703747,0.0,NONE,0.0,1.6750418760469012,8.115513205329762,1.6750418760469012,-0.9996169967651367,LOSS,False,False
185.0,2256.0,0.0,27.700000762939453,46.0,-7.820003509521484,170.0,1000.0,0.7189542651176453,5.988767623901367,4400.0,0.9813546538352966,27.8700008392334,32.27000045776367,35.56999969482422,2019-09-26,2019-09-05,ENLV,STOP,1000.0,1000.0,1000.0,4400.0,-0.6099751387686768,27.8700008392334,122628.00369262695,MOMENTUM,2.9800314903259277,71.48730350665055,0.0,NONE,0.0,21.73913043478261,78.00190089761251,21.73913043478261,-0.007820003509521485,LOSS,False,False
189.0,3415.0,0.0,62.19742965698242,198.0,-61.11742401123047,177.0,1000.0,0.7640749216079712,3.078603982925415,37790.0,0.9460105299949646,62.506103515625,72.55646514892578,80.09424591064453,2019-10-02,2019-09-16,NCMI,STOP,1000.0,1000.0,1000.0,37790.0,-0.49382994824724147,62.506103515625,2362105.6518554688,MOMENTUM,2.7462360858917236,24.425634824667473,0.0,NONE,0.0,5.05050505050505,8.080019016451006,5.05050505050505,-0.06111742401123047,LOSS,False,False
239.0,101.0,0.0,53.44707107543945,232.0,-101.62744140625,152.0,1000.0,1.3875088691711426,2.057551860809326,391000.0,1.0,53.8851203918457,62.50063705444336,68.96227264404297,2019-12-12,2019-08-09,ADC,STOP,1000.0,1000.0,1000.0,391000.0,-0.8129318691705825,53.8851203918457,21069082.07321167,MOMENTUM,5.958076000213623,35.96130592503023,0.0,NONE,0.0,4.310344827586207,7.999137417234908,4.310344827586207,-0.10162744140625,LOSS,False,False
240.0,1518.0,0.0,4049.60009765625,2.0,-820.7998046875,240.0,1000.0,1.0,12.002434730529785,67.0,0.6241616010665894,4049.60009765625,5280.7998046875,5896.39990234375,2019-12-13,2019-12-13,CHR,STOP,1000.0,1000.0,1000.0,67.0,-9.201791532371075,4460.0,298820.0,MOMENTUM,-11.186339378356934,54.84885126964934,0.0,NONE,0.0,500.0,11.210762331838566,500.0,-0.8207998046875,LOSS,False,False
243.0,2852.0,1.0,44.406707763671875,128.0,795.04931640625,177.0,1000.0,1.0894049406051636,3.0438807010650635,133000.0,0.9621776342391968,38.19538497924805,44.406707763671875,49.06520462036133,2019-12-18,2019-09-16,IMKTA,TP1,1000.0,1000.0,1000.0,133000.0,16.261971931421833,38.19538497924805,5079986.20223999,MOMENTUM,4.383747577667236,79.75816203143894,0.0,NONE,0.0,7.8125,20.454041775582606,7.8125,0.79504931640625,WIN,False,False
252.0,2303.0,0.0,33.15999984741211,358.0,0.0,240.0,1000.0,0.7898935079574585,7.070077419281006,485200.0,0.9552856683731079,33.15999984741211,38.7327995300293,42.91239929199219,2020-01-02,2019-12-13,EVER,STOP,1000.0,1000.0,1000.0,485200.0,0.0,33.15999984741211,16089231.925964355,MOMENTUM,-2.67954158782959,9.528415961305924,0.0,NONE,0.0,2.793296089385475,8.42369150253018,2.793296089385475,0.0,BE,False,False
260.0,1902.0,0.0,84.12999725341797,128.0,-993.2802734375,240.0,1000.0,1.6837234497070312,3.985715389251709,2405300.0,0.9621461033821106,84.12999725341797,107.40999603271484,119.05000305175781,2020-01-14,2019-12-13,CVNA,STOP,1000.0,1000.0,1000.0,2405300.0,-8.444882128386046,91.88999938964844,221023015.5319214,MOMENTUM,1.3908265829086304,95.30834340991535,0.0,NONE,0.0,7.8125,8.502013333215988,7.8125,-0.9932802734375,LOSS,False,False
263.0,15.0,2.0,79.98677062988281,101.0,1749.0791664123535,15.0,1000.0,1.3899255990982056,2.547060489654541,10196300.0,0.5,62.66915512084961,72.5617904663086,79.98126983642578,2020-01-17,2019-01-24,ABC,TP2,1000.0,1000.0,1000.0,10196300.0,27.633395528690873,62.66915512084961,638993506.3587189,MOMENTUM,1.8325616121292114,,0.0,NONE,0.0,9.900990099009901,15.798824924186519,9.900990099009901,1.7490791664123535,WIN,False,False
263.0,29.0,2.0,79.98677062988281,101.0,1749.0791664123535,15.0,1000.0,1.3899255990982056,2.547060489654541,10196300.0,0.5,62.66915512084961,72.5617904663086,79.98126983642578,2020-01-17,2019-01-24,ABMD,TP2,1000.0,1000.0,1000.0,10196300.0,27.633395528690873,62.66915512084961,638993506.3587189,MOMENTUM,1.8325616121292114,,0.0,NONE,0.0,9.900990099009901,15.798824924186519,9.900990099009901,1.7490791664123535,WIN,False,False
263.0,41.0,2.0,79.98676300048828,101.0,1749.0772399902344,15.0,1000.0,1.3899255990982056,2.547060489654541,10196300.0,0.5,62.669166564941406,72.56180572509766,79.98128509521484,2020-01-17,2019-01-24,ABT,TP2,1000.0,1000.0,1000.0,10196300.0,27.633360047323087,62.669166564941406,638993623.0461121,MOMENTUM,1.8325790166854858,,0.0,NONE,0.0,9.900990099009901,15.79882203914412,9.900990099009901,1.7490772399902343,WIN,False,False
268.0,1758.0,0.0,23.42510986328125,522.0,-114.52302932739258,261.0,1000.0,2.1652162075042725,3.1222431659698486,592100.0,0.9670261144638062,23.644502639770508,27.472299575805664,30.34314727783203,2020-01-27,2020-01-15,COHU,STOP,1000.0,1000.0,1000.0,592100.0,-0.9278806995087093,23.644502639770508,13999910.013008118,MOMENTUM,4.267903804779053,17.69587503051013,0.0,NONE,0.0,1.9157088122605364,8.102131990030855,1.9157088122605364,-0.11452302932739258,LOSS,False,False
270.0,1294.0,0.0,2.0999999046325684,5434.0,0.0,269.0,1000.0,1.059154987335205,25.640697479248047,1880.0,0.948154866695404,2.0999999046325684,2.4679999351501465,2.74399995803833,2020-01-29,2020-01-28,BYRN,STOP,1000.0,1000.0,1000.0,1880.0,0.0,2.0999999046325684,3947.9998207092285,MOMENTUM,-8.89371395111084,81.95888754534462,0.0,NONE,0.0,0.1840264998159735,8.763167055865754,0.1840264998159735,0.0,BE,False,False
271.0,2722.0,0.0,2.734133720397949,4633.0,0.0,269.0,1000.0,0.8409839868545532,7.381283283233643,1674500.0,0.9566484689712524,2.734133720397949,3.1657466888427734,3.4894564151763916,2020-01-30,2020-01-28,HIMX,STOP,1000.0,1000.0,1000.0,1674500.0,0.0,2.734133720397949,4578306.914806366,MOMENTUM,4.556891441345215,60.60459492140266,0.0,NONE,0.0,0.2158428663932657,7.894378566160622,0.2158428663932657,0.0,BE,False,False
271.0,3515.0,0.0,4.604799747467041,2408.0,-999.8021621704102,261.0,1000.0,0.9018009901046753,9.527745246887207,34300.0,0.9735822081565857,4.604799747467041,5.850399971008301,6.473199844360352,2020-01-30,2020-01-15,NSYS,STOP,1000.0,1000.0,1000.0,34300.0,-8.270921016673817,5.019999980926514,172185.99934577942,MOMENTUM,1.629718542098999,73.05345374664388,0.0,NONE,0.0,0.4152823920265781,8.272557641522774,0.4152823920265781,-0.9998021621704102,LOSS,False,False
276.0,2852.0,0.0,38.19538497924805,193.0,0.0,177.0,1000.0,1.0894049406051636,3.0438807010650635,133000.0,0.9621776342391968,38.19538497924805,44.406707763671875,49.06520462036133,2020-02-06,2019-09-16,IMKTA,STOP,1000.0,1000.0,1000.0,133000.0,0.0,38.19538497924805,5079986.20223999,MOMENTUM,4.383747577667236,79.75816203143894,0.0,NONE,0.0,5.181347150259067,13.565374856344942,5.181347150259067,0.0,BE,False,False
278.0,1424.0,1.0,97.7699966430664,58.0,803.2999114990234,272.0,1000.0,0.9639022350311279,5.176423072814941,496000.0,0.9823821187019348,83.91999816894531,97.4655990600586,107.62480163574219,2020-02-10,2020-01-31,CDLX,TP1,1000.0,1000.0,1000.0,496000.0,16.5038116972294,83.91999816894531,41624319.091796875,MOMENTUM,5.360290050506592,58.96009673518743,0.0,NONE,0.0,17.24137931034483,20.545018692248995,17.24137931034483,0.8032999114990235,WIN,False,False
280.0,1518.0,0.0,5150.0,2.0,0.0,272.0,1000.0,1.0,1.9636774063110352,34.0,0.6179754137992859,5150.0,5972.39990234375,6589.2001953125,2020-02-12,2020-01-31,CHR,STOP,1000.0,1000.0,1000.0,34.0,0.0,5150.0,175100.0,MOMENTUM,1.3181191682815552,75.28415961305926,0.0,NONE,0.0,500.0,9.70873786407767,500.0,0.0,BE,False,False
285.0,457.0,1.0,23.56999969482422,248.0,868.0,269.0,1000.0,0.6002407073974609,2.2511019706726074,114700.0,0.9539998769760132,20.06999969482422,23.287599563598633,25.7007999420166,2020-02-20,2020-01-28,AMRC,TP1,1000.0,1000.0,1000.0,114700.0,17.438963892473815,20.06999969482422,2302028.964996338,MOMENTUM,4.5366926193237305,14.703748488512696,0.0,NONE,0.0,4.032258064516129,20.090972226352317,4.032258064516129,0.868,WIN,False,False
286.0,805.0,0.0,3.180000066757202,3541.0,-1133.1197636127472,240.0,1000.0,0.774768590927124,4.75544548034668,11300.0,0.9624328017234802,3.217600107192993,4.064799785614014,4.488399982452393,2020-02-21,2019-12-13,AWRE,STOP,1000.0,1000.0,1000.0,11300.0,-9.14285523550851,3.5,39550.0,MOMENTUM,3.1535515785217285,73.63966142684401,0.0,NONE,0.0,0.2824060999717594,8.06874571347884,0.2824060999717594,-1.1331197636127472,LOSS,False,True
287.0,15.0,3.0,76.05933380126953,21.0,281.19375228881836,15.0,1000.0,1.3899255990982056,2.547060489654541,10196300.0,0.5,62.66915512084961,72.5617904663086,79.98126983642578,2020-02-24,2019-01-24,ABC,RUNNER,1000.0,1000.0,1000.0,10196300.0,21.36645795622845,62.66915512084961,638993506.3587189,MOMENTUM,1.8325616121292114,,0.0,NONE,0.0,47.61904761904762,75.98482463537326,47.61904761904762,0.2811937522888184,WIN,False,False
287.0,29.0,3.0,76.05933380126953,21.0,281.19375228881836,15.0,1000.0,1.3899255990982056,2.547060489654541,10196300.0,0.5,62.66915512084961,72.5617904663086,79.98126983642578,2020-02-24,2019-01-24,ABMD,RUNNER,1000.0,1000.0,1000.0,10196300.0,21.36645795622845,62.66915512084961,638993506.3587189,MOMENTUM,1.8325616121292114,,0.0,NONE,0.0,47.61904761904762,75.98482463537326,47.61904761904762,0.2811937522888184,WIN,False,False
287.0,41.0,3.0,76.059326171875,21.0,281.19335174560547,15.0,1000.0,1.3899255990982056,2.547060489654541,10196300.0,0.5,62.669166564941406,72.56180572509766,79.98128509521484,2020-02-24,2019-01-24,ABT,RUNNER,1000.0,1000.0,1000.0,10196300.0,21.366423619273665,62.669166564941406,638993623.0461121,MOMENTUM,1.8325790166854858,,0.0,NONE,0.0,47.61904761904762,75.98481075969316,47.61904761904762,0.28119335174560545,WIN,False,False
287.0,655.0,0.0,48.459999084472656,250.0,0.0,272.0,1000.0,1.11786687374115,4.84358024597168,276700.0,0.9782876968383789,48.459999084472656,56.44879913330078,62.440399169921875,2020-02-24,2020-01-31,ARVN,STOP,1000.0,1000.0,1000.0,276700.0,0.0,48.459999084472656,13408881.746673584,MOMENTUM,0.2337244749069214,74.51027811366384,0.0,NONE,0.0,4.0,8.254230448967679,4.0,0.0,BE,False,False
288.0,1424.0,0.0,83.91999816894531,89.0,0.0,272.0,1000.0,0.9639022350311279,5.176423072814941,496000.0,0.9823821187019348,83.91999816894531,97.4655990600586,107.62480163574219,2020-02-25,2020-01-31,CDLX,STOP,1000.0,1000.0,1000.0,496000.0,0.0,83.91999816894531,41624319.091796875,MOMENTUM,5.360290050506592,58.96009673518743,0.0,NONE,0.0,11.235955056179776,13.388888585960018,11.235955056179776,0.0,BE,False,False
288.0,3093.0,0.0,79.80000305175781,132.0,-1752.9598388671875,287.0,1000.0,1.0492730140686035,2.6454031467437744,230200.0,0.9488428235054016,85.55039978027344,108.13920593261719,119.43360137939453,2020-02-25,2020-02-24,LGIH,STOP,1000.0,1000.0,1000.0,230200.0,-14.2672953567414,93.08000183105469,21427016.42150879,MOMENTUM,5.893664360046387,14.631197097944376,0.0,NONE,0.0,7.575757575757576,8.13897445931296,7.575757575757576,-1.7529598388671874,LOSS,False,True
290.0,1050.0,0.0,26.6299991607666,465.0,-134.85042572021484,287.0,1000.0,0.972067654132843,5.874176025390625,5892300.0,0.9594281315803528,26.920000076293945,31.220800399780273,34.4463996887207,2020-02-27,2020-02-24,BILI,STOP,1000.0,1000.0,1000.0,5892300.0,-1.0772693711198085,26.920000076293945,158620716.4495468,MOMENTUM,6.891144275665283,49.4558645707376,0.0,NONE,0.0,2.150537634408602,7.988624176499871,2.150537634408602,-0.13485042572021486,LOSS,False,False
290.0,3943.0,0.0,43.83700180053711,240.0,-1262.1597290039062,287.0,1000.0,0.774296760559082,4.246191501617432,19258000.0,0.9550462961196899,44.930721282958984,57.42655944824219,63.67448043823242,2020-02-27,2020-02-24,SHOP,STOP,1000.0,1000.0,1000.0,19258000.0,-10.711664491879006,49.09600067138672,945490780.9295654,MOMENTUM,-1.0336865186691284,96.13059250302297,0.0,NONE,0.0,4.166666666666667,8.48677409501302,4.166666666666667,-1.2621597290039062,LOSS,False,True
291.0,1915.0,0.0,4.2620134353637695,2698.0,-999.9051332473755,261.0,1000.0,0.6863905191421509,1.8026748895645142,2900.0,0.9554028511047363,4.2620134353637695,5.373842716217041,5.929757595062256,2020-02-28,2020-01-15,CXDO,STOP,1000.0,1000.0,1000.0,2900.0,-7.999997941394592,4.632623195648193,13434.60726737976,MOMENTUM,3.408267021179199,78.22797168659996,0.0,NONE,0.0,0.37064492216456635,8.000756947224714,0.37064492216456635,-0.9999051332473755,LOSS,False,False
293.0,457.0,2.0,25.7007999420166,310.0,1745.5480766296387,269.0,1000.0,0.6002407073974609,2.2511019706726074,114700.0,0.9539998769760132,20.06999969482422,23.287599563598633,25.7007999420166,2020-03-03,2020-01-28,AMRC,TP2,1000.0,1000.0,1000.0,114700.0,28.055806341863025,20.06999969482422,2302028.964996338,MOMENTUM,4.5366926193237305,14.703748488512696,0.0,NONE,0.0,3.225806451612903,16.072777781081854,3.225806451612903,1.7455480766296387,WIN,False,False
297.0,457.0,0.0,20.06999969482422,63.0,0.0,269.0,1000.0,0.6002407073974609,2.2511019706726074,114700.0,0.9539998769760132,20.06999969482422,23.287599563598633,25.7007999420166,2020-03-09,2020-01-28,AMRC,STOP,1000.0,1000.0,1000.0,114700.0,0.0,20.06999969482422,2302028.964996338,MOMENTUM,4.5366926193237305,14.703748488512696,0.0,NONE,0.0,15.873015873015873,79.08827162119644,15.873015873015873,0.0,BE,False,False
