day_idx,col_idx,exit_type_code,exit_price,shares,pnl,entry_day_idx,initial_risk,context_rvol,context_adr,context_volume,entry_score,stop_loss,tp1_target,tp2_target,exit_date,entry_date,symbol,exit_phase,monetary_risk,adjusted_risk_dollars,base_risk_dollars,context_vol,return_pct,entry_price,context_dollar_vol,signal_type,dist_sma20_pct,pattern_confidence,pattern_type,pattern_bonus,stop_distance,stop_distance_pct,risk_per_share,r_multiple,outcome,is_big_win,is_big_loss
16.0,68.0,0.0,12.180000305175781,987.0,-1065.959924697876,15.0,1000.0,1.0742863416671753,5.6022515296936035,163433.0,0.800000011920929,12.247200012207031,14.526000022888184,16.29840087890625,16,15,68,STOP,1000.0,1000.0,1000.0,163433.0,-8.14479566413346,13.260000228881836,2167121.617406845,MOMENTUM,,0.0,NONE,0.0,1.0131712259371835,7.640808510171649,1.0131712259371835,-1.065959924697876,LOSS,False,True
16.0,108.0,0.0,51.73876190185547,224.0,-997.74951171875,15.0,1000.0,1.0976104736328125,3.1779870986938477,72073000.0,0.800000011920929,51.73876190185547,61.760799407958984,69.55571746826172,16,15,108,STOP,1000.0,1000.0,1000.0,72073000.0,-7.926679174820296,56.19300079345703,4049998146.1868286,MOMENTUM,,0.0,NONE,0.0,4.464285714285714,7.9445583101971025,4.464285714285714,-0.99774951171875,LOSS,False,False
22.0,34.0,1.0,4.220999717712402,1028.0,412.2277784347534,15.0,1000.0,0.9228540658950806,7.325324058532715,2586400.0,0.5,3.499199867248535,4.220999717712402,4.782400131225586,22,15,34,TP1,1000.0,1000.0,1000.0,2586400.0,10.497376740245015,3.819999933242798,9880047.827339172,MOMENTUM,,0.0,NONE,0.0,0.9727626459143969,25.46499117576211,0.9727626459143969,0.41222777843475344,WIN,False,False
24.0,34.0,2.0,4.840000152587891,1028.0,1048.5602254867554,15.0,1000.0,0.9228540658950806,7.325324058532715,2586400.0,0.5,3.499199867248535,4.220999717712402,4.782400131225586,24,15,34,TP2,1000.0,1000.0,1000.0,2586400.0,26.70157688927535,3.819999933242798,9880047.827339172,MOMENTUM,,0.0,NONE,0.0,0.9727626459143969,25.46499117576211,0.9727626459143969,1.0485602254867554,WIN,False,False
27.0,29.0,1.0,115.76660919189453,39.0,431.0584259033203,15.0,1000.0,1.1019399166107178,2.0320515632629395,4689300.0,0.800000011920929,96.33745574951172,115.18429565429688,129.84295654296875,27,15,29,TP1,1000.0,1000.0,1000.0,4689300.0,10.55522489497489,104.71382904052734,491034558.5197449,MOMENTUM,,0.0,NONE,0.0,25.641025641025642,24.48676156336696,25.641025641025642,0.43105842590332033,WIN,False,False
27.0,99.0,1.0,55.17104721069336,82.0,431.30484771728516,15.0,1000.0,1.2665807008743286,3.820039749145508,61968500.0,0.800000011920929,45.90169906616211,54.92314910888672,61.93982696533203,27,15,99,TP1,1000.0,1000.0,1000.0,61968500.0,10.538339780173082,49.911231994628906,3092924179.8591614,MOMENTUM,,0.0,NONE,0.0,12.195121951219512,24.433622380893873,12.195121951219512,0.43130484771728517,WIN,False,False
33.0,112.0,0.0,273.2183837890625,43.0,-1051.9279174804688,28.0,1000.0,2.108309507369995,3.728736162185669,21371100.0,0.7772058844566345,274.9320068359375,326.11907958984375,365.9312438964844,33,28,112,STOP,1000.0,1000.0,1000.0,21371100.0,-8.217982419899537,297.68182373046875,6361788023.126221,MOMENTUM,,0.0,NONE,0.0,23.25581395348837,7.812305656439735,23.25581395348837,-1.0519279174804688,LOSS,False,True
34.0,4.0,1.0,24.444107055664062,186.0,421.3015937805176,15.0,1000.0,0.9673706293106079,3.0960280895233154,193300.0,0.800000011920929,20.40966796875,24.390764236450195,27.487173080444336,34,15,4,TP1,1000.0,1000.0,1000.0,193300.0,10.21262349388861,22.179044723510742,4287209.345054626,MOMENTUM,,0.0,NONE,0.0,5.376344086021505,24.240647661088616,5.376344086021505,0.42130159378051757,WIN,False,False
34.0,102.0,0.0,51.16823196411133,230.0,-996.9462585449219,28.0,1000.0,1.7396469116210938,4.097898960113525,29727000.0,0.8298529386520386,51.16823196411133,60.92096710205078,68.50643157958984,34,28,102,STOP,1000.0,1000.0,1000.0,29727000.0,-7.809606795896635,55.50278091430664,1649931168.2395935,MOMENTUM,,0.0,NONE,0.0,4.3478260869565215,7.833528366208056,4.3478260869565215,-0.9969462585449219,LOSS,False,False
34.0,109.0,0.0,13.702655792236328,821.0,-998.8602619171143,28.0,1000.0,1.601975679397583,3.0588502883911133,450828000.0,0.8525000214576721,13.702655792236328,16.440092086791992,18.569210052490234,34,28,109,STOP,1000.0,1000.0,1000.0,450828000.0,-8.154799656916696,14.919294357299805,6726035636.512756,MOMENTUM,,0.0,NONE,0.0,1.218026796589525,8.164104597839518,1.218026796589525,-0.9988602619171143,LOSS,False,False
36.0,34.0,3.0,3.809999942779541,1061.0,-10.609989881515503,15.0,1000.0,0.9228540658950806,7.325324058532715,2586400.0,0.5,3.499199867248535,4.220999717712402,4.782400131225586,36,15,34,RUNNER,1000.0,1000.0,1000.0,2586400.0,-0.2617798596338677,3.819999933242798,9880047.827339172,MOMENTUM,,0.0,NONE,0.0,0.942507068803016,24.672960347486754,0.942507068803016,-0.010609989881515503,LOSS,False,False
36.0,78.0,1.0,9.415413856506348,479.0,411.88501834869385,15.0,1000.0,1.5610040426254272,2.7855024337768555,1206100.0,0.800000011920929,7.867620468139648,9.415413856506348,10.61925220489502,36,15,78,TP1,1000.0,1000.0,1000.0,1206100.0,10.050638036134165,8.55552864074707,10318823.093605042,MOMENTUM,,0.0,NONE,0.0,2.0876826722338206,24.40156254390756,2.0876826722338206,0.41188501834869384,WIN,False,False
36.0,92.0,0.0,152.85800170898438,75.0,-1008.6376190185547,15.0,1000.0,1.0046510696411133,2.105257272720337,74996000.0,0.800000011920929,153.13050842285156,182.77650451660156,205.83450317382812,36,15,92,STOP,1000.0,1000.0,1000.0,74996000.0,-8.08657588271579,166.30650329589844,12472322521.1792,MOMENTUM,,0.0,NONE,0.0,13.333333333333334,8.017325281387338,13.333333333333334,-1.0086376190185546,LOSS,False,True
