ticker,entry_date,final_exit_date,entry_price,exit_price,total_shares,total_pnl,exit_phases,entry_signal,context_adr,context_rvol,context_trend,dist_sma20_pct,consolidation_days,sector,sector_strength,vix_regime,spy_above_ema20,base_risk_dollars,adjusted_risk_dollars,risk_reduction_factor,rvol_classification,volatility_regime,is_vcp_pattern,hold_days,r_multiple,return_pct,outcome_category,is_winner,was_stopped_out,hit_tp1,hit_tp2,had_runner
ASML,2017-03-27,2017-04-11,132.6999969482422,129.64535549708776,49,-149.6774311065668,STOP,BLUE_SKY_PLUS,0.0,2238000.0,Downtrend,5.977715112396463,20,UNKNOWN,0.0,CALM,False,150.0,149.6774311065668,0.9978495407104452,NORMAL,LOW,False,15,-1.0,-2.301915238435043,BIG_LOSS,False,True,False,False,False
ATO,2014-04-10,2014-04-11,48.9,48.165,51,-37.48499999999997,STOP,BLUE_SKY_PLUS,1.5496485054808735,2.703083823436138,Uptrend,4.222170122977902,20,UNKNOWN,0.0,CALM,False,150.0,37.48499999999997,0.4997999999999996,WARNING,LOW,False,1,-1.0,-1.5030674846625756,BIG_LOSS,False,True,False,False,False
ATO,2015-01-21,2015-01-28,58.19,57.02071428571429,96,-112.2514285714285,STOP,BLUE_SKY_PLUS,2.0343935062890344,1.2752671263376714,Uptrend,4.337379641749304,20,UNKNOWN,0.0,CALM,True,150.0,112.2514285714285,0.9977904761904756,NORMAL,LOW,True,7,-1.0,-2.0094272457221405,BIG_LOSS,False,True,False,False,False
ATO,2015-10-16,2015-10-23,60.33,59.193571428571424,98,-111.37000000000027,STOP,BLUE_SKY_PLUS,1.954684858495202,1.2720821906255944,Uptrend,4.166306956506706,19,UNKNOWN,0.0,CALM,True,150.0,111.37000000000027,0.989955555555558,NORMAL,LOW,False,7,-1.0,-1.8836873386848572,BIG_LOSS,False,True,False,False,False
ATO,2016-01-26,2016-02-29,64.99,68.47012987012987,22,76.56285714285717,"PHASE3_SMA20_BREAK,TP1,TP2",BLUE_SKY_PLUS,2.6919216905530723,1.547109030199462,Uptrend,3.674634889489751,19,UNKNOWN,0.0,CAUTION,False,150.0,37.290000000000006,0.4972000000000001,NORMAL,LOW,False,34,2.0531739646783898,5.3548697801659815,WIN,True,False,True,True,False
AVAV,2018-06-26,2018-06-27,62.23,60.13928571428571,17,-35.542142857142835,STOP,BLUE_SKY_PLUS,3.4989915317048395,2.2078759720829564,Uptrend,4.554848031720948,19,UNKNOWN,0.0,CALM,False,150.0,35.542142857142835,0.4738952380952378,WARNING,LOW,False,1,-1.0,-3.359656573540551,BIG_LOSS,False,True,False,False,False
AVB,2014-07-24,2014-09-10,149.15,151.53285714285715,28,66.71999999999974,"STOP_BE,TP1",BLUE_SKY_PLUS,1.156258057460158,2.457976963518777,Uptrend,3.269091626652649,20,UNKNOWN,0.0,CALM,True,150.0,74.43000000000063,0.4962000000000042,WARNING,LOW,False,48,0.8964127367996665,1.5976246348354903,SMALL_WIN,True,True,True,False,False
AVGO,2014-01-14,2014-01-27,5.53,5.370357142857143,939,-149.9046428571427,STOP,BLUE_SKY_PLUS,1.9995481165447928,1.343177448208789,Uptrend,4.824187280826483,18,XLK,0.1954471890341851,CALM,True,150.0,149.9046428571427,0.9993642857142848,NORMAL,LOW,False,13,-1.0,-2.886850942908806,BIG_LOSS,False,True,False,False,False
AVGO,2014-07-01,2014-07-17,7.4,7.19,769,-161.48999999999998,STOP,BLUE_SKY_PLUS,1.8064430420239384,1.290637159320697,Uptrend,3.395277350845344,20,XLK,0.2044769712664749,CALM,True,150.0,149.9550000000002,0.9997000000000014,NORMAL,LOW,True,16,-1.0769230769230753,-2.8378378378378373,BIG_LOSS,False,True,False,False,False
AVGO,2014-11-18,2015-01-02,9.14,9.992800844475722,406,346.237142857143,"PHASE3_SMA20_BREAK,TP1,TP2",BLUE_SKY_PLUS,2.6832193956803394,1.272867000694491,Uptrend,6.888083265115218,20,XLK,0.3162037573422422,CALM,True,150.0,149.6399999999999,0.9975999999999994,NORMAL,LOW,True,45,2.313800740825603,9.330424994263913,WIN,True,False,True,True,False
AVGO,2015-02-12,2015-03-25,10.97,12.171293103448278,348,418.0500000000001,"PHASE3_SMA20_BREAK,TP1,TP2",BLUE_SKY_PLUS,2.9687985521067466,1.2409976832817158,Uptrend,4.396650171298074,20,XLK,0.1503617478064696,CALM,True,150.0,112.35428571428544,0.9987047619047594,NORMAL,LOW,True,41,3.7208193469636965,10.950711973092762,BIG_WIN,True,False,True,True,False
AVGO,2016-07-27,2016-09-09,16.57,17.20480223359702,307,194.88428571428568,"RUNNER_STOP,TP1,TP2",BLUE_SKY_PLUS,1.7498396753627696,1.3180641659738324,Uptrend,4.807084123972157,20,XLK,0.4442807178276711,CALM,True,150.0,149.9914285714288,0.9999428571428588,NORMAL,LOW,True,44,1.2993028173038437,3.8310333952747246,WIN,True,True,True,True,True
AVY,2013-01-04,2013-01-11,36.44,35.845,189,-112.4549999999998,STOP,BLUE_SKY_PLUS,1.631652459871384,1.557081188792469,Uptrend,5.372737262159496,20,UNKNOWN,0.0,CALM,True,150.0,112.4549999999998,0.999599999999998,NORMAL,LOW,False,7,-1.0,-1.6328210757409412,BIG_LOSS,False,True,False,False,False
AVY,2015-08-10,2015-08-20,64.65,62.0,67,-177.55000000000038,STOP,BLUE_SKY_PLUS,2.335737296809413,1.6799164366840824,Uptrend,4.76421973748179,19,UNKNOWN,0.0,CALM,True,150.0,147.87857142857132,0.985857142857142,NORMAL,LOW,False,10,-1.200647249190942,-4.098994586233574,BIG_LOSS,False,True,False,False,False
AVY,2016-03-01,2016-04-29,66.79,70.52179927667271,79,294.8121428571428,"PHASE3_SMA20_BREAK,TP1,TP2",BLUE_SKY_PLUS,2.028087919671171,1.256065748322188,Uptrend,4.286863040542134,19,UNKNOWN,0.0,CALM,True,150.0,111.72857142857116,0.9931428571428548,NORMAL,LOW,False,59,2.6386459532029214,5.587362294763727,WIN,True,False,True,True,False
AVY,2017-07-07,2017-07-25,90.77999877929688,92.1103560583932,90,119.73215511866997,"STOP_BE,TP1",BLUE_SKY_PLUS,0.0,685100.0,Downtrend,3.880943782515134,20,UNKNOWN,0.0,CALM,True,150.0,148.78928865705163,0.9919285910470108,NORMAL,LOW,False,18,0.8047095069769692,1.4654739997636261,SMALL_WIN,True,True,True,False,False
AWK,2015-12-18,2015-12-21,59.55,58.27,37,-47.35999999999978,STOP,BLUE_SKY_PLUS,1.6755166637065897,2.25707624727383,Uptrend,3.1338488582537383,20,UNKNOWN,0.0,CAUTION,False,150.0,36.57714285714275,0.4876952380952367,WARNING,LOW,False,3,-1.2947976878612693,-2.149454240134331,BIG_LOSS,False,True,False,False,False
AWK,2016-01-22,2016-02-26,62.44,65.21489285714286,30,83.24678571428578,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BLUE_SKY_PLUS,1.9823770048286324,1.3364349889263587,Uptrend,3.5068670274929707,20,UNKNOWN,0.0,CAUTION,False,150.0,36.685714285714326,0.4891428571428576,NORMAL,LOW,True,35,2.269188084112149,4.444094902535009,WIN,True,False,True,True,False
AWK,2016-06-24,2016-08-04,79.93,80.8605875576037,31,28.848214285714207,"STOP_BE,TP1",BLUE_SKY_PLUS,1.5422723159997085,2.164944513750477,Uptrend,3.682660751579301,20,UNKNOWN,0.0,CAUTION,False,150.0,36.91214285714264,0.4921619047619018,WARNING,LOW,False,41,0.7815372409389114,1.164253168527066,SMALL_WIN,True,True,True,False,False
AWK,2018-12-04,2018-12-14,95.78,96.88625000000002,24,26.549999999999898,"STOP_BE,TP1",BLUE_SKY_PLUS,1.576586408601546,1.4500674081545082,Uptrend,3.838940144624288,20,UNKNOWN,0.0,CAUTION,False,150.0,36.360000000000014,0.4848000000000002,NORMAL,LOW,True,10,0.7301980198019771,1.1549906034662722,SMALL_WIN,True,True,True,False,False
AXP,2013-02-07,2013-02-21,62.14,61.17,115,-111.54999999999988,STOP,BLUE_SKY_PLUS,1.4442474793732047,1.8684480418710496,Uptrend,3.427900899626347,20,XLF,0.0596189797134216,CALM,True,150.0,111.54999999999988,0.9915555555555544,NORMAL,LOW,False,14,-1.0,-1.560991309945283,BIG_LOSS,False,True,False,False,False
AXP,2013-05-03,2013-06-12,70.23,74.11979103343467,94,365.64035714285757,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BLUE_SKY_PLUS,1.6161678324311326,1.230145663497096,Uptrend,5.286039817702103,20,XLF,0.1363330879594466,CALM,True,150.0,111.3228571428578,0.9895365079365138,NORMAL,LOW,True,40,3.284503888304273,5.538645925437355,BIG_WIN,True,False,True,True,False
AXP,2013-10-17,2013-11-13,80.23,81.91612244897959,35,59.014285714285776,"STOP_BE,TP1",BLUE_SKY_PLUS,1.4905920879361612,2.376219666202948,Uptrend,6.427008025469276,20,XLF,1.1344956632698984,CALM,True,150.0,74.21250000000008,0.4947500000000005,WARNING,LOW,False,27,0.7952068144084314,2.101610929801313,SMALL_WIN,True,True,True,False,False
AXP,2013-11-21,2013-12-04,83.95,85.17447368421054,95,116.3250000000004,"STOP_BE,TP1",BLUE_SKY_PLUS,1.190218731798322,1.2339867819601698,Uptrend,2.110320501125098,20,XLF,0.0984042918480048,CALM,True,150.0,149.5232142857139,0.996821428571426,NORMAL,LOW,True,13,0.7779728422485805,1.4585749663020018,SMALL_WIN,True,True,True,False,False
AXP,2013-12-18,2014-01-27,85.99,87.24517857142857,82,102.92464285714357,"STOP_BE,TP1",BLUE_SKY_PLUS,1.3476078309474802,1.5577925216057749,Uptrend,1.6111974381547176,20,XLF,0.4583263213442914,CALM,True,150.0,149.1814285714284,0.994542857142856,NORMAL,LOW,False,40,0.6899293286219137,1.4596796969747414,SMALL_WIN,True,True,True,False,False
AXP,2014-06-09,2014-06-16,95.57,93.86214285714286,87,-148.58357142857088,STOP,BLUE_SKY_PLUS,1.178336284411627,1.3054390084075538,Uptrend,5.821453287197224,20,XLF,0.091044822503413,CALM,True,150.0,148.58357142857088,0.9905571428571393,NORMAL,LOW,True,7,-1.0,-1.7870222275370267,BIG_LOSS,False,True,False,False,False
AXP,2017-07-19,2017-07-24,85.93000030517578,84.4150003705706,99,-149.98499352591338,STOP,BLUE_SKY_PLUS,0.0,5539700.0,Downtrend,2.101923982435707,20,XLF,0.2046093948780536,CALM,True,150.0,149.98499352591338,0.9998999568394226,NORMAL,LOW,False,5,-1.0,-1.7630628758579596,BIG_LOSS,False,True,False,False,False
