ticker,rs,breakout_lvl,dist_sma20_pct,dist_sma20,rvol,waiting_desc,sector_etf,excluded_by_xlv,allowed_shadow_candidate,shadow_status,source_snapshot
TVTX,81.41592920353983,48.61,9.35,9.35,1.23,Breakout > 48.61,XLV,True,False,blocked_by_sector,paper_finviz
IREN,94.69026548672566,65.61,24.6,24.6,1.53,SMA100>SMA200 (-3.91%),OTHER,False,True,shadow_allowed,paper_finviz
ERIC,80.53097345132744,13.73,4.8,4.8,1.17,Breakout > 13.73,OTHER,False,True,shadow_allowed,paper_finviz
GFS,90.7079646017699,92.55,10.98,10.98,3.31,Breakout > 92.55,OTHER,False,True,shadow_allowed,paper_finviz
TEAM,86.50442477876106,96.32,4.09,4.09,0.57,Breakout > 96.32,XLK,False,True,shadow_allowed,paper_finviz
DFTX,72.78761061946902,23.52,7.71,7.71,1.21,Breakout > 23.52,OTHER,False,True,shadow_allowed,paper_finviz
CPRX,65.2654867256637,31.36,2.28,2.28,1.16,Breakout > 31.36,OTHER,False,True,shadow_allowed,paper_finviz
ING,73.00884955752213,31.4,4.87,4.87,0.72,Breakout > 31.40,OTHER,False,True,shadow_allowed,paper_finviz
TIGO,56.415929203539825,87.05,2.5,2.5,1.2,Breakout > 87.05,OTHER,False,True,shadow_allowed,paper_finviz
KEY,39.15929203539823,22.43,0.03,0.03,0.98,Breakout > 22.43,OTHER,False,True,shadow_allowed,paper_finviz
CM,62.61061946902655,116.89,3.06,3.06,1.12,Breakout > 116.89,OTHER,False,True,shadow_allowed,paper_finviz
SAIL,89.82300884955751,16.16,18.1,18.1,0.85,Breakout > 16.16,OTHER,False,True,shadow_allowed,paper_finviz
P,84.51327433628319,93.92,8.48,8.48,1.69,Breakout > 93.92,OTHER,False,True,shadow_allowed,paper_finviz
FUN,76.10619469026548,23.81,3.79,3.79,1.84,Breakout > 23.81,OTHER,False,True,shadow_allowed,paper_finviz
TXRH,79.42477876106194,185.1,5.58,5.58,0.79,Breakout > 185.10,OTHER,False,True,shadow_allowed,paper_finviz
LUNR,96.46017699115043,45.52,29.43,29.43,1.91,Breakout > 45.52,OTHER,False,True,shadow_allowed,paper_finviz
PSO,61.06194690265486,15.48,1.08,1.08,1.03,Breakout > 15.48,OTHER,False,True,shadow_allowed,paper_finviz
WULF,87.16814159292035,25.93,16.38,16.38,1.25,Dist SMA20 <= 6.77%,OTHER,False,True,shadow_allowed,paper_finviz
LNT,53.98230088495575,75.76,1.41,1.41,0.8,Breakout > 75.76,OTHER,False,True,shadow_allowed,paper_finviz
