,day_idx,col_idx,exit_type_code,exit_price,shares,pnl,entry_day_idx,initial_risk,context_rvol,context_adr,context_volume,entry_score,stop_loss,tp1_target,tp2_target,exit_date,entry_date,symbol,exit_phase,monetary_risk,adjusted_risk_dollars,base_risk_dollars,context_vol,return_pct,entry_price,context_dollar_vol,signal_type,dist_sma20_pct,rs_percentile,pattern_confidence,pattern_type,pattern_bonus,stop_distance,stop_distance_pct,risk_per_share,r_multiple,outcome,is_big_win,is_big_loss
0,30.0,150.0,1.0,710.0001831054688,9.0,568.1292374267582,21.0,1000.0,1.9203517436981201,2.542428731918335,19065300.0,0.5705302953720093,645.4547119140625,710.0001831054688,813.27294921875,2025-02-05,2025-01-26,META,TP1,1000.0,1000.0,1000.0,19065300.0,9.758531231291167,646.8747122802733,12332860452.037096,BREAKOUT,4.846414566040039,,0.0,NONE,0.0,111.11111111111111,17.176604526622718,111.11111111111111,0.5681292374267582,WIN,False,False
1,30.0,195.0,1.0,488.44000244140625,14.0,654.9638166503908,23.0,1000.0,1.4425302743911743,2.091534376144409,1613600.0,0.5928030014038086,440.67999267578125,485.0679931640625,556.0888061523438,2025-02-05,2025-01-28,VRTX,TP1,1000.0,1000.0,1000.0,1613600.0,10.592641630773016,441.65687268066404,712657529.7575195,BREAKOUT,4.354578495025635,,0.6,CUP_AND_HANDLE,0.2,71.42857142857143,16.172865372847305,71.42857142857143,0.6549638166503907,WIN,False,False
2,31.0,92.0,1.0,1048.2852783203125,6.0,562.7778764648442,23.0,1000.0,2.214254856109619,1.7185096740722656,3044700.0,0.5705302953720093,952.3923950195312,1048.2852783203125,1201.7139892578125,2025-02-06,2025-01-28,COST,TP1,1000.0,1000.0,1000.0,3044700.0,9.826861925797234,954.4889655761718,2906132553.4897704,BREAKOUT,2.392911434173584,,0.7,POCKET_PIVOT,0.3,166.66666666666666,17.461350804203303,166.66666666666666,0.5627778764648442,WIN,False,False
3,41.0,164.0,1.0,208.27999877929688,32.0,718.1900996093752,24.0,1000.0,1.7883574962615967,2.9073379039764404,8753500.0,0.54825758934021,185.4199981689453,204.71400451660156,235.5843963623047,2025-02-18,2025-01-29,PANW,TP1,1000.0,1000.0,1000.0,8753500.0,12.076978197521468,185.8365581665039,1626720311.9104917,BREAKOUT,3.2781989574432373,,0.0,NONE,0.0,31.25,16.815851686190268,31.25,0.7181900996093752,WIN,False,False
4,44.0,72.0,0.0,216.5800018310547,52.0,-1088.0046058349612,24.0,1000.0,1.6739258766174316,2.182318925857544,41587200.0,0.5631060600280762,218.01800537109375,260.885009765625,298.989013671875,2025-02-21,2025-01-29,AMZN,STOP,1000.0,1000.0,1000.0,41587200.0,-8.80963640705518,237.50316732788087,9877091720.298048,BREAKOUT,4.349244594573975,,0.0,NONE,0.0,19.23076923076923,8.097058008586693,19.23076923076923,-1.0880046058349613,LOSS,False,True
5,46.0,150.0,0.0,645.4547119140625,10.0,-12.909094238281751,21.0,1000.0,1.9203517436981201,2.542428731918335,19065300.0,0.5705302953720093,645.4547119140625,710.0001831054688,813.27294921875,2025-02-25,2025-01-26,META,STOP,1000.0,1000.0,1000.0,19065300.0,-0.19960079840320133,646.7456213378907,12330399294.493288,BREAKOUT,4.846414566040039,,0.0,NONE,0.0,100.0,15.462029691540074,100.0,-0.012909094238281751,LOSS,False,False
6,46.0,164.0,0.0,185.4199981689453,32.0,-11.866879882812754,24.0,1000.0,1.7883574962615967,2.9073379039764404,8753500.0,0.54825758934021,185.4199981689453,204.71400451660156,235.5843963623047,2025-02-25,2025-01-29,PANW,STOP,1000.0,1000.0,1000.0,8753500.0,-0.19960079840319783,185.79083816528322,1626320101.8798068,BREAKOUT,3.2781989574432373,,0.0,NONE,0.0,31.25,16.819989784533604,31.25,-0.011866879882812754,LOSS,False,False
7,49.0,55.0,1.0,135.46812438964844,50.0,623.5000015258782,21.0,1000.0,1.9799917936325073,1.9529993534088135,9960200.0,0.7779545187950134,122.72718811035156,134.99990844726562,154.63626098632812,2025-02-28,2025-01-26,ABT,TP1,1000.0,1000.0,1000.0,9960200.0,10.138366008011278,122.99812435913087,1225085918.2418153,BREAKOUT,8.683318138122559,,0.0,NONE,0.0,20.0,16.2604105584601,20.0,0.6235000015258783,WIN,False,False
8,52.0,119.0,0.0,105.42919921875,109.0,-1019.3308173217771,42.0,1000.0,1.6596710681915283,2.972095489501953,6666600.0,0.6076514720916748,105.42919921875,125.99600219726562,144.27760314941406,2025-03-04,2025-02-19,FTNT,STOP,1000.0,1000.0,1000.0,6666600.0,-8.147402824705587,114.78085809326171,765198068.5645385,BREAKOUT,7.579989433288574,,0.0,NONE,0.0,9.174311926605505,7.992893657539304,9.174311926605505,-1.019330817321777,LOSS,False,True
9,54.0,82.0,0.0,4661.3349609375,2.0,-841.7898710937508,42.0,1000.0,1.3375366926193237,2.5881080627441406,277900.0,0.7631060481071472,4664.5908203125,5583.302734375,6399.93603515625,2025-03-06,2025-02-19,BKNG,STOP,1000.0,1000.0,1000.0,277900.0,-8.281698075839286,5082.229896484376,1412351688.2330081,BREAKOUT,4.827279090881348,,0.5,CUP_AND_HANDLE,0.2,500.0,9.838201147607945,500.0,-0.8417898710937508,LOSS,False,False
