ticker,agent_name,entry_score,proximity_score,entry_price,breakout_level,rvol,live_volume,signal_date,source_universe,decision_source,data_quality_status,sector_etf,dollar_vol_M,dist_sma20,waiting_for,primary_reason,live_trigger_status,entry_gate_status,entry_gate_reason,entry_gate_source,gate_rs_percentile,gate_adr_pct,gate_dollar_vol_M,gate_dist_sma20,gate_sector_etf_dist
UMC,Ambos,98.6725663716814,80.0,23.11899948120117,18.45,1.59,4046020,2026-05-27,finviz,finviz_live_promoter:none,ok,OTHER,0.0,33.79,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,98.6725663716814,4.56,563.44,33.79,
CRDO,Ambos,82.96460176991151,50.0,225.00100708007807,218.95,1.51,420865,2026-05-27,finviz,finviz_live_promoter:none,ok,OTHER,0.0,18.36,SMA100>SMA200 (-3.85%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,82.96460176991151,9.24,2119.3,18.36,
MOD,Ambos,81.85840707964603,87.75,303.0,294.06,3.0,198521,2026-05-27,finviz,finviz_live_promoter:none,ok,OTHER,0.0,11.67,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,81.85840707964603,6.56,1073.19,11.67,
DELL,Ambos,92.92035398230088,80.0,303.3949890136719,298.32,1.58,726622,2026-05-27,finviz,finviz_live_promoter:none,ok,OTHER,0.0,27.72,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,92.92035398230088,5.65,3132.77,27.72,
IRDM,Ambos,90.4867256637168,80.0,50.52999877929688,48.94,1.57,169666,2026-05-27,finviz,finviz_live_promoter:none,ok,OTHER,0.0,18.93,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,90.4867256637168,5.58,160.96,18.93,
WULF,Ambos,80.30973451327434,49.36,25.770000457763672,25.76,1.61,2827466,2026-05-27,finviz,finviz_live_promoter:none,ok,OTHER,0.0,11.02,Breakout > 25.76,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,80.30973451327434,7.1,1160.2,11.02,
BRZE,Ambos,70.57522123893806,50.95,25.440000534057617,25.42,1.6,146967,2026-05-27,finviz,finviz_live_promoter:none,ok,OTHER,0.0,14.39,SMA50>SMA100 (-0.53%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,70.57522123893806,6.46,118.68,14.39,
NOK,Ambos,95.57522123893806,80.0,15.94499969482422,15.78,1.56,39764393,2026-05-27,finviz,finviz_live_promoter:none,ok,OTHER,0.0,20.92,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,95.57522123893806,6.56,3109.21,20.92,
SMTC,Ambos,97.34513274336284,40.0,165.63070678710938,164.48,2.79,2618119,2026-05-27,finviz,finviz_live_promoter:none,ok,OTHER,0.0,28.88,Breakout > 164.48,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,97.34513274336284,7.1,1459.19,28.88,
LUNR,Ambos,89.38053097345133,40.04,38.82709884643555,38.55,3.6,9244311,2026-05-27,finviz,finviz_live_promoter:none,ok,OTHER,0.0,14.75,Breakout > 38.55,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,89.38053097345133,13.32,1809.34,14.75,
SNOW,Ambos,83.4070796460177,50.0,177.91000366210938,176.98,1.67,1766288,2026-05-27,finviz,finviz_live_promoter:none,ok,OTHER,0.0,15.58,SMA50>SMA100 (-10.92%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,83.4070796460177,4.6,2193.91,15.58,
NTAP,Ambos,87.38938053097345,10.0,141.9499969482422,141.75,2.33,581027,2026-05-27,finviz,finviz_live_promoter:none,ok,OTHER,0.0,17.63,Breakout > 141.75,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,87.38938053097345,3.89,842.13,17.63,
BTDR,Ambos,88.49557522123894,10.28,15.479999542236328,15.27,1.5,5007979,2026-05-27,finviz,finviz_live_promoter:none,ok,OTHER,0.0,14.66,Breakout > 15.27,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,88.49557522123894,8.37,179.54,14.66,
