symbol,entry_date,exit_date,entry_price,exit_price,shares,initial_shares,pnl,return_pct,reason,signal_type,tp1_executed,tp2_executed,final_shares_pct,R_inicial,adr_valor,entry_stage,initial_stop_loss,context_adr,context_vol,context_trend,context_price,context_sma20,context_rvol,is_profitable,signal_reason,returns_pct,position_value,monetary_risk
CRM,2024-01-12,2024-01-16,271.08193958102123,265.1229145576935,80,80,-476.7220018662192,-2.1982375633499927,STOP_LOSS | Blue Sky Breakout: Base (269.68) and AVWAP (268.12) converge within 0.6%. Trend: Uptrend. RVOL: 1.71x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,5.95902502332774,4.388677722518581,FULL,265.1229145576935,1.6955642304262066,5424010,Weak,0,0,1.7118729058874478,False,STOP_LOSS | Blue Sky Breakout: Base (269.68) and AVWAP (268.12) converge within 0.6%. Trend: Uptrend. RVOL: 1.71x. Clear path above with SMA20 support and volume confirmation.,-2.1982375633499927,21686.5551664817,500.0
AMD,2024-01-17,2024-01-17,160.56885122680663,154.6937631568753,80,80,-470.00704559450696,-3.658921406638614,STOP_LOSS | Blue Sky Breakout: Base (159.72) and AVWAP (158.74) converge within 0.6%. Trend: Uptrend. RVOL: 1.91x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,5.875088069931337,4.6460014343261715,FULL,154.6937631568753,3.130878842205446,60699050,Uptrend,0,0,1.9146059979710965,False,STOP_LOSS | Blue Sky Breakout: Base (159.72) and AVWAP (158.74) converge within 0.6%. Trend: Uptrend. RVOL: 1.91x. Clear path above with SMA20 support and volume confirmation.,-3.658921406638614,12845.50809814453,500.0
AVGO,2024-01-22,2024-01-26,119.65244903277765,119.27120905284073,93,155,153.05327612964686,-0.3186227971251007,STOP_LOSS | Blue Sky Breakout: Base (119.01) and AVWAP (118.44) converge within 0.5%. Trend: Uptrend. RVOL: 2.09x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,60.0,3.0404611978029124,2.1685316398752006,FULL,116.61198783497474,2.0332964234003015,26222550,Weak,0,0,2.0921414127876954,True,STOP_LOSS | Blue Sky Breakout: Base (119.01) and AVWAP (118.44) converge within 0.5%. Trend: Uptrend. RVOL: 2.09x. Clear path above with SMA20 support and volume confirmation.,-0.3186227971251007,11127.677760048322,500.0
QCOM,2024-01-22,2024-01-26,147.3183678017516,145.99828990710893,81,135,30.592719204056948,-0.8960714908402507,STOP_LOSS | Blue Sky Breakout: Base (146.54) and AVWAP (145.76) converge within 0.5%. Trend: Uptrend. RVOL: 2.40x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,60.0,3.4960568876504965,2.546648679076182,FULL,143.8223109141011,1.8680080091465672,7272340,Weak,0,0,2.400673627783588,True,STOP_LOSS | Blue Sky Breakout: Base (146.54) and AVWAP (145.76) converge within 0.5%. Trend: Uptrend. RVOL: 2.40x. Clear path above with SMA20 support and volume confirmation.,-0.8960714908402507,11932.78779194188,500.0
UBER,2024-02-07,2024-02-07,71.08365030670166,70.6500015258789,55,55,-23.850682945251265,-0.610054181167827,EARNINGS_EXIT (<10% Cushion) | EARNINGS_RISK (1d away) - Size reduced 75% (222->55) | Blue Sky Breakout: Base (70.68) and AVWAP (70.47) converge within 0.3%. Trend: Uptrend. RVOL: 1.70x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,2.126071930446301,1.7345996856689454,FULL,68.95757837625536,2.4660000180047135,20916355,Uptrend,0,0,1.7016061920216967,False,EARNINGS_EXIT (<10% Cushion) | EARNINGS_RISK (1d away) - Size reduced 75% (222->55) | Blue Sky Breakout: Base (70.68) and AVWAP (70.47) converge within 0.3%. Trend: Uptrend. RVOL: 1.70x. Clear path above with SMA20 support and volume confirmation.,-0.610054181167827,3909.600766868591,500.0
PANW,2024-02-08,2024-02-12,184.03560736083983,184.03560736083983,52,86,186.27321633708954,0.0,STOP_LOSS | Blue Sky Breakout: Base (183.07) and AVWAP (182.25) converge within 0.4%. Trend: Uptrend. RVOL: 2.07x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,60.46511627906976,5.478624009914398,4.09649887084961,FULL,178.55698335092544,2.4570994633255836,6649840,Weak,0,0,2.0707274100176187,True,STOP_LOSS | Blue Sky Breakout: Base (183.07) and AVWAP (182.25) converge within 0.4%. Trend: Uptrend. RVOL: 2.07x. Clear path above with SMA20 support and volume confirmation.,0.0,9569.851582763671,500.0
UBER,2024-02-15,2024-02-16,79.64624693298339,79.64624693298339,102,170,144.234777069092,0.0,STOP_LOSS | Blue Sky Breakout: Base (79.20) and AVWAP (79.15) converge within 0.1%. Trend: Uptrend. RVOL: 3.34x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,60.0,2.7724003784167905,2.121099662780762,FULL,76.8738465545666,2.9246873914556724,23428695,Uptrend,0,0,3.3363697244892987,True,STOP_LOSS | Blue Sky Breakout: Base (79.20) and AVWAP (79.15) converge within 0.1%. Trend: Uptrend. RVOL: 3.34x. Clear path above with SMA20 support and volume confirmation.,0.0,8123.917187164306,500.0
NVDA,2024-01-09,2024-02-21,52.55737405126324,67.43443298339844,96,317,1839.1742794017384,28.306320855422612,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (52.25) and AVWAP (52.22) converge within 0.0%. Trend: Uptrend. RVOL: 1.76x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.28391167192429,1.5772792449439592,1.2793371765047628,FULL,50.98009480631928,2.473356539686497,379906500,Weak,0,0,1.7587490930949574,True,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (52.25) and AVWAP (52.22) converge within 0.0%. Trend: Uptrend. RVOL: 1.76x. Clear path above with SMA20 support and volume confirmation.,28.306320855422612,5045.50790892127,500.0
CRM,2024-03-01,2024-03-05,308.3964572532994,307.57285546536974,39,65,127.78657108503944,-0.26705941931530913,STOP_LOSS | Blue Sky Breakout: Base (306.81) and AVWAP (305.11) converge within 0.6%. Trend: Uptrend. RVOL: 4.38x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,60.0,7.6931115549653555,6.150270800549831,FULL,300.70334569833403,1.9854469966948916,5820985,Weak,0,0,4.380889809671984,True,STOP_LOSS | Blue Sky Breakout: Base (306.81) and AVWAP (305.11) converge within 0.6%. Trend: Uptrend. RVOL: 4.38x. Clear path above with SMA20 support and volume confirmation.,-0.26705941931530913,12027.461832878676,500.0
AMD,2024-03-01,2024-03-11,197.91000366210938,197.91000366210938,18,57,495.0320464818201,0.0,STOP_LOSS | Blue Sky Breakout: Base (193.00) and AVWAP (192.53) converge within 0.2%. Trend: Uptrend. RVOL: 1.62x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,31.57894736842105,12.672364805903044,7.025499725341797,FULL,185.23763885620633,3.9515304700216434,63570965,Uptrend,0,0,1.6248715106970304,True,STOP_LOSS | Blue Sky Breakout: Base (193.00) and AVWAP (192.53) converge within 0.2%. Trend: Uptrend. RVOL: 1.62x. Clear path above with SMA20 support and volume confirmation.,0.0,3562.3800659179688,500.0
