ticker,rs,breakout_lvl,dist_sma20_pct,dist_sma20,rvol,waiting_desc,sector_etf,excluded_by_xlv,allowed_shadow_candidate,shadow_status,source_snapshot
CMS,41.83445190156599,76.64,0.97,0.97,0.77,Breakout > 76.64,OTHER,False,True,shadow_allowed,paper_finviz
VST,32.21476510067114,168.42,3.5,3.5,1.39,Breakout > 168.42,XLU,False,True,shadow_allowed,paper_finviz
MARA,84.56375838926175,13.8,11.04,11.04,0.92,SMA100>SMA200 (-16.37%),OTHER,False,True,shadow_allowed,paper_finviz
RLAY,17.225950782997764,15.45,4.53,4.53,1.18,Breakout > 15.45,OTHER,False,True,shadow_allowed,paper_finviz
FLEX,94.85458612975391,147.34,9.92,9.92,0.52,Breakout > 147.34,OTHER,False,True,shadow_allowed,paper_finviz
ABBV,74.27293064876957,215.8,4.04,4.04,0.88,Breakout > 215.80,XLV,True,False,blocked_by_sector,paper_finviz
EQR,69.35123042505593,66.95,1.17,1.17,0.68,Breakout > 66.95,OTHER,False,True,shadow_allowed,paper_finviz
CMG,35.123042505592835,35.1,0.25,0.25,1.04,Breakout > 35.10,XLY,False,True,shadow_allowed,paper_finviz
EWBC,52.79642058165548,126.71,0.38,0.38,0.96,Breakout > 126.71,OTHER,False,True,shadow_allowed,paper_finviz
VSAT,85.4586129753915,77.76,9.52,9.52,1.26,Breakout > 77.76,OTHER,False,True,shadow_allowed,paper_finviz
AVB,72.7069351230425,188.01,0.77,0.77,1.11,Breakout > 188.01,OTHER,False,True,shadow_allowed,paper_finviz
CDNS,79.64205816554811,365.01,6.99,6.99,0.93,SMA100>SMA200 (-4.25%),XLK,False,True,shadow_allowed,paper_finviz
DKNG,73.8255033557047,27.21,2.54,2.54,0.84,Breakout > 27.21,XLY,False,True,shadow_allowed,paper_finviz
RXO,88.36689038031321,24.98,19.6,19.6,0.76,Breakout > 24.98,OTHER,False,True,shadow_allowed,paper_finviz
ALAB,94.63087248322147,298.36,37.93,37.93,1.05,SMA100>SMA200 (-1.42%),OTHER,False,True,shadow_allowed,paper_finviz
WEC,48.09843400447427,118.2,0.64,0.64,1.07,Breakout > 118.20,OTHER,False,True,shadow_allowed,paper_finviz
WELL,62.41610738255034,221.68,0.48,0.48,0.69,Breakout > 221.68,OTHER,False,True,shadow_allowed,paper_finviz
AEP,41.61073825503356,138.43,0.16,0.16,0.71,Breakout > 138.43,XLU,False,True,shadow_allowed,paper_finviz
MET,75.6152125279642,84.38,5.63,5.63,1.15,Breakout > 84.38,OTHER,False,True,shadow_allowed,paper_finviz
GS,72.25950782997764,999.5,5.78,5.78,1.01,Breakout > 999.50,XLF,False,True,shadow_allowed,paper_finviz
BOX,69.79865771812081,26.55,4.01,4.01,0.92,Breakout > 26.55,OTHER,False,True,shadow_allowed,paper_finviz
LUV,61.521252796420576,42.39,3.95,3.95,1.09,Breakout > 42.39,OTHER,False,True,shadow_allowed,paper_finviz
LLY,85.68232662192393,1047.3,9.48,9.48,1.01,SMA50>SMA100 (-4.85%),XLV,True,False,blocked_by_sector,paper_finviz
PANW,95.30201342281879,253.1,22.67,22.67,0.84,SMA100>SMA200 (-5.53%),XLK,False,True,shadow_allowed,paper_finviz
RGTI,97.31543624161074,22.1,42.54,42.54,4.82,SMA50>SMA100 (-8.02%),OTHER,False,True,shadow_allowed,paper_finviz
COST,56.375838926174495,1096.5,0.19,0.19,1.05,Breakout > 1096.50,XLP,False,True,shadow_allowed,paper_finviz
SMTC,94.40715883668904,149.52,25.98,25.98,2.23,Dist SMA20 <= 6.77%,OTHER,False,True,shadow_allowed,paper_finviz
GFS,94.1834451901566,81.46,21.43,21.43,2.25,Dist SMA20 <= 6.77%,OTHER,False,True,shadow_allowed,paper_finviz
HON,72.03579418344519,225.31,6.0,6.0,1.27,XLI > SMA20,XLI,False,True,shadow_allowed,paper_finviz
INOD,100.0,114.77,34.28,34.28,0.54,Breakout > 114.77,OTHER,False,True,shadow_allowed,paper_finviz
NTNX,83.22147651006712,49.32,6.09,6.09,1.58,Breakout > 49.32,OTHER,False,True,shadow_allowed,paper_finviz
DRH,65.54809843400447,10.9,1.9,1.9,2.12,Breakout > 10.90,OTHER,False,True,shadow_allowed,paper_finviz
