ticker,rs,breakout_lvl,dist_sma20_pct,dist_sma20,rvol,waiting_desc,sector_etf,excluded_by_xlv,allowed_shadow_candidate,shadow_status,source_snapshot
EWTX,70.79646017699115,39.96,0.98,0.98,0.96,Breakout > 39.96,OTHER,False,True,shadow_allowed,paper_finviz
PENG,99.5575221238938,54.28,31.13,31.13,0.99,RVOL >= 1.10,OTHER,False,True,shadow_allowed,paper_finviz
DTE,38.93805309734513,153.72,0.33,0.33,0.92,Breakout > 153.72,OTHER,False,True,shadow_allowed,paper_finviz
F,84.51327433628319,14.95,19.84,19.84,1.22,SMA50>SMA100 (-4.06%),OTHER,False,True,shadow_allowed,paper_finviz
NXPI,92.69911504424779,316.81,12.6,12.6,1.06,RVOL >= 1.10,XLK,False,True,shadow_allowed,paper_finviz
AFL,52.876106194690266,119.19,1.38,1.38,1.06,Breakout > 119.19,OTHER,False,True,shadow_allowed,paper_finviz
PHG,50.88495575221239,27.28,3.92,3.92,0.8,Breakout > 27.28,OTHER,False,True,shadow_allowed,paper_finviz
GPK,66.5929203539823,11.38,2.28,2.28,0.95,Breakout > 11.38,OTHER,False,True,shadow_allowed,paper_finviz
STAG,34.95575221238938,39.84,0.42,0.42,0.91,Breakout > 39.84,OTHER,False,True,shadow_allowed,paper_finviz
UGI,31.41592920353982,37.87,3.17,3.17,0.73,Breakout > 37.87,OTHER,False,True,shadow_allowed,paper_finviz
DBX,74.11504424778761,29.1,1.4,1.4,1.07,Breakout > 29.10,OTHER,False,True,shadow_allowed,paper_finviz
BIP,67.03539823008849,40.17,3.54,3.54,1.16,Breakout > 40.17,OTHER,False,True,shadow_allowed,paper_finviz
GTX,97.12389380530973,34.34,18.81,18.81,0.71,Breakout > 34.34,OTHER,False,True,shadow_allowed,paper_finviz
ASTS,96.01769911504425,107.59,48.4,48.4,2.1,SMA20>SMA50 (-4.96%),OTHER,False,True,shadow_allowed,paper_finviz
KMX,63.93805309734514,40.48,5.76,5.76,1.09,SMA20>SMA50 (-4.94%),OTHER,False,True,shadow_allowed,paper_finviz
