ticker,rs,breakout_lvl,dist_sma20_pct,dist_sma20,rvol,waiting_desc,sector_etf,excluded_by_xlv,allowed_shadow_candidate,shadow_status,source_snapshot
BRZE,53.95033860045147,25.98,4.33,4.33,2.71,Breakout > 25.98,OTHER,False,True,shadow_allowed,paper_finviz
AFRM,77.42663656884876,71.8,9.49,9.49,0.92,SMA50>SMA100 (-1.43%),OTHER,False,True,shadow_allowed,paper_finviz
ECL,48.53273137697517,266.91,2.45,2.45,0.99,Breakout > 266.91,XLB,False,True,shadow_allowed,paper_finviz
TEM,52.595936794582386,56.41,5.02,5.02,1.6,Breakout > 56.41,OTHER,False,True,shadow_allowed,paper_finviz
WAT,86.68171557562077,357.45,8.62,8.62,1.27,SMA50>SMA100 (-4.34%),OTHER,False,True,shadow_allowed,paper_finviz
SAP,59.36794582392777,185.36,2.04,2.04,1.03,Breakout > 185.36,OTHER,False,True,shadow_allowed,paper_finviz
CRSP,72.46049661399549,56.16,8.72,8.72,1.57,SMA50>SMA100 (-2.51%),OTHER,False,True,shadow_allowed,paper_finviz
AXTA,63.20541760722348,31.59,6.24,6.24,2.15,Breakout > 31.59,OTHER,False,True,shadow_allowed,paper_finviz
HD,40.85778781038375,330.52,2.64,2.64,1.24,Breakout > 330.52,XLY,False,True,shadow_allowed,paper_finviz
LHX,34.537246049661405,326.76,2.2,2.2,1.21,Breakout > 326.76,OTHER,False,True,shadow_allowed,paper_finviz
COHU,82.84424379232506,55.06,12.18,12.18,1.09,Breakout > 55.06,OTHER,False,True,shadow_allowed,paper_finviz
TJX,41.534988713318285,160.89,0.93,0.93,1.23,Breakout > 160.89,OTHER,False,True,shadow_allowed,paper_finviz
NBIS,95.48532731376976,233.73,16.6,16.6,1.4,Breakout > 233.73,OTHER,False,True,shadow_allowed,paper_finviz
APTV,67.72009029345372,62.17,11.59,11.59,0.99,SMA20>SMA50 (-5.91%),OTHER,False,True,shadow_allowed,paper_finviz
