ticker,rs,breakout_lvl,dist_sma20_pct,dist_sma20,rvol,waiting_desc,sector_etf,excluded_by_xlv,allowed_shadow_candidate,shadow_status,source_snapshot
F,65.68848758465012,14.94,5.31,5.31,1.09,Breakout > 14.94,OTHER,False,True,shadow_allowed,paper_finviz
SNOW,78.55530474040631,159.83,11.02,11.02,1.51,SMA20>SMA50 (-3.85%),OTHER,False,True,shadow_allowed,paper_finviz
SJM,77.87810383747178,100.87,6.69,6.69,1.42,SMA50>SMA100 (-3.20%),OTHER,False,True,shadow_allowed,paper_finviz
CSCO,94.80812641083521,119.36,23.52,23.52,1.0,Breakout > 119.36,XLK,False,True,shadow_allowed,paper_finviz
OSCR,98.1941309255079,24.28,27.91,27.91,1.61,SMA100/SMA200 N/A,OTHER,False,True,shadow_allowed,paper_finviz
TTWO,81.48984198645599,246.25,8.98,8.98,1.4,Breakout > 246.25,OTHER,False,True,shadow_allowed,paper_finviz
SAIL,88.48758465011286,13.89,19.96,19.96,2.09,SMA20>SMA50 (-3.52%),OTHER,False,True,shadow_allowed,paper_finviz
SAP,57.33634311512416,180.03,3.06,3.06,0.81,Breakout > 180.03,OTHER,False,True,shadow_allowed,paper_finviz
BTDR,63.20541760722348,15.11,3.88,3.88,1.15,Breakout > 15.11,OTHER,False,True,shadow_allowed,paper_finviz
LQDA,97.51693002257336,59.75,28.83,28.83,0.92,Breakout > 59.75,OTHER,False,True,shadow_allowed,paper_finviz
HUT,89.39051918735892,112.26,8.24,8.24,1.06,Breakout > 112.26,OTHER,False,True,shadow_allowed,paper_finviz
TWLO,95.03386004514672,203.71,13.23,13.23,0.87,Breakout > 203.71,OTHER,False,True,shadow_allowed,paper_finviz
DDOG,98.87133182844244,211.28,28.83,28.83,0.83,Breakout > 211.28,XLK,False,True,shadow_allowed,paper_finviz
TXNM,63.88261851015802,59.48,0.66,0.66,1.17,Breakout > 59.48,OTHER,False,True,shadow_allowed,paper_finviz
PHG,36.56884875846501,28.34,0.43,0.43,0.9,Breakout > 28.34,OTHER,False,True,shadow_allowed,paper_finviz
LSCC,68.84875846501129,130.0,1.2,1.2,1.08,Breakout > 130.00,OTHER,False,True,shadow_allowed,paper_finviz
STX,95.48532731376976,841.31,4.5,4.5,1.02,Breakout > 841.31,XLK,False,True,shadow_allowed,paper_finviz
HUM,96.16252821670429,310.94,20.85,20.85,0.85,Breakout > 310.94,OTHER,False,True,shadow_allowed,paper_finviz
CAH,42.21218961625282,215.0,2.34,2.34,0.96,Breakout > 215.00,OTHER,False,True,shadow_allowed,paper_finviz
PSN,39.27765237020316,56.24,0.46,0.46,1.19,Breakout > 56.24,OTHER,False,True,shadow_allowed,paper_finviz
SONY,73.81489841986456,22.98,9.17,9.17,0.84,Breakout > 22.98,OTHER,False,True,shadow_allowed,paper_finviz
MET,72.46049661399549,80.97,4.01,4.01,1.22,SMA50>SMA100 (-1.72%),OTHER,False,True,shadow_allowed,paper_finviz
D,77.42663656884876,65.61,7.66,7.66,6.09,XLU > SMA20,XLU,False,True,shadow_allowed,paper_finviz
ERIC,78.1038374717833,12.85,8.09,8.09,1.63,Breakout > 12.85,OTHER,False,True,shadow_allowed,paper_finviz
DXCM,62.30248306997742,65.29,7.19,7.19,2.29,Breakout > 65.29,OTHER,False,True,shadow_allowed,paper_finviz
ZBH,26.185101580135438,96.25,0.07,0.07,0.81,Breakout > 96.25,OTHER,False,True,shadow_allowed,paper_finviz
AXTI,94.35665914221218,134.0,8.21,8.21,0.96,Breakout > 134.00,OTHER,False,True,shadow_allowed,paper_finviz
CCI,66.36568848758465,92.81,1.88,1.88,1.04,Breakout > 92.81,XLRE,False,True,shadow_allowed,paper_finviz
CPRX,88.03611738148985,32.56,5.84,5.84,1.24,Breakout > 32.56,OTHER,False,True,shadow_allowed,paper_finviz
NOW,69.07449209932281,104.5,12.3,12.3,1.7,Breakout > 104.50,XLK,False,True,shadow_allowed,paper_finviz
CHKP,34.31151241534989,142.43,2.13,2.13,0.8,Breakout > 142.43,OTHER,False,True,shadow_allowed,paper_finviz
RSG,67.72009029345372,214.1,4.14,4.14,1.06,SMA20>SMA50 (-3.43%),OTHER,False,True,shadow_allowed,paper_finviz
NXT,91.64785553047405,156.78,8.23,8.23,1.11,Breakout > 156.78,OTHER,False,True,shadow_allowed,paper_finviz
PENG,99.09706546275395,53.27,25.22,25.22,0.98,Breakout > 53.27,OTHER,False,True,shadow_allowed,paper_finviz
SWKS,86.23024830699775,72.81,6.51,6.51,1.37,Breakout > 72.81,OTHER,False,True,shadow_allowed,paper_finviz
EQH,66.81715575620768,44.78,1.87,1.87,1.11,Breakout > 44.78,OTHER,False,True,shadow_allowed,paper_finviz
COST,75.62076749435666,1057.5,6.02,6.02,1.3,OK,XLP,False,True,shadow_allowed,paper_finviz
TXN,93.00225733634312,310.29,7.05,7.05,0.72,Breakout > 310.29,OTHER,False,True,shadow_allowed,paper_finviz
EXTR,94.13092550790067,25.13,11.5,11.5,0.64,Breakout > 25.13,OTHER,False,True,shadow_allowed,paper_finviz
BGC,54.176072234762984,11.83,1.22,1.22,1.2,Breakout > 11.83,OTHER,False,True,shadow_allowed,paper_finviz
CLX,33.86004514672686,102.43,0.1,0.1,0.75,Breakout > 102.43,OTHER,False,True,shadow_allowed,paper_finviz
BIDU,75.16930022573364,152.37,3.85,3.85,1.43,Breakout > 152.37,OTHER,False,True,shadow_allowed,paper_finviz
EVRG,60.94808126410835,84.09,0.14,0.14,1.05,Breakout > 84.09,OTHER,False,True,shadow_allowed,paper_finviz
APP,60.722347629796836,512.69,4.66,4.66,0.94,Breakout > 512.69,OTHER,False,True,shadow_allowed,paper_finviz
MXL,100.0,104.27,20.22,20.22,0.53,Breakout > 104.27,OTHER,False,True,shadow_allowed,paper_finviz
AON,55.53047404063205,336.0,2.79,2.79,1.0,Breakout > 336.00,OTHER,False,True,shadow_allowed,paper_finviz
CRM,46.50112866817156,193.56,0.03,0.03,1.12,Breakout > 193.56,XLK,False,True,shadow_allowed,paper_finviz
WRB,69.52595936794582,68.72,3.23,3.23,0.93,SMA50>SMA100 (-2.27%),OTHER,False,True,shadow_allowed,paper_finviz
SNPS,76.2979683972912,519.71,0.56,0.56,1.17,Breakout > 519.71,XLK,False,True,shadow_allowed,paper_finviz
IT,58.91647855530474,161.61,3.02,3.02,0.95,Breakout > 161.61,OTHER,False,True,shadow_allowed,paper_finviz
KHC,71.78329571106094,24.15,2.69,2.69,1.39,Breakout > 24.15,OTHER,False,True,shadow_allowed,paper_finviz
ACGL,55.30474040632054,99.16,0.92,0.92,1.2,Breakout > 99.16,OTHER,False,True,shadow_allowed,paper_finviz
