ticker,fold,mode,cutoff_date
SPY,1,A_BOTH,2023-12-30
TSLA,1,A_BOTH,2023-12-30
QQQ,1,A_BOTH,2023-12-30
NVDA,1,A_BOTH,2023-12-30
HTN,1,A_BOTH,2023-12-30
AAPL,1,A_BOTH,2023-12-30
MSFT,1,A_BOTH,2023-12-30
IWM,1,A_BOTH,2023-12-30
AMD,1,A_BOTH,2023-12-30
AMZN,1,A_BOTH,2023-12-30
META,1,A_BOTH,2023-12-30
GOOGL,1,A_BOTH,2023-12-30
AVGO,1,A_BOTH,2023-12-30
GOOG,1,A_BOTH,2023-12-30
ACL,1,A_BOTH,2023-12-30
DHA,1,A_BOTH,2023-12-30
DHAI,1,A_BOTH,2023-12-30
COIN,1,A_BOTH,2023-12-30
COST,1,A_BOTH,2023-12-30
XOM,1,A_BOTH,2023-12-30
INTC,1,A_BOTH,2023-12-30
ADBE,1,A_BOTH,2023-12-30
NFLX,1,A_BOTH,2023-12-30
MARA,1,A_BOTH,2023-12-30
LLY,1,A_BOTH,2023-12-30
UNH,1,A_BOTH,2023-12-30
MU,1,A_BOTH,2023-12-30
CRM,1,A_BOTH,2023-12-30
BA,1,A_BOTH,2023-12-30
CVX,1,A_BOTH,2023-12-30
XLE,1,A_BOTH,2023-12-30
BABA,1,A_BOTH,2023-12-30
DIA,1,A_BOTH,2023-12-30
JPM,1,A_BOTH,2023-12-30
PFE,1,A_BOTH,2023-12-30
XLF,1,A_BOTH,2023-12-30
V,1,A_BOTH,2023-12-30
ORCL,1,A_BOTH,2023-12-30
HD,1,A_BOTH,2023-12-30
XLK,1,A_BOTH,2023-12-30
WMT,1,A_BOTH,2023-12-30
BAC,1,A_BOTH,2023-12-30
AFRM,1,A_BOTH,2023-12-30
NKE,1,A_BOTH,2023-12-30
SMH,1,A_BOTH,2023-12-30
JNJ,1,A_BOTH,2023-12-30
QCOM,1,A_BOTH,2023-12-30
PDD,1,A_BOTH,2023-12-30
MA,1,A_BOTH,2023-12-30
PBOK,1,A_BOTH,2023-12-30
DIS,1,A_BOTH,2023-12-30
PG,1,A_BOTH,2023-12-30
BKNG,1,A_BOTH,2023-12-30
XLI,1,A_BOTH,2023-12-30
XBI,1,A_BOTH,2023-12-30
PYPL,1,A_BOTH,2023-12-30
MDB,1,A_BOTH,2023-12-30
C,1,A_BOTH,2023-12-30
MRK,1,A_BOTH,2023-12-30
CAT,1,A_BOTH,2023-12-30
XLU,1,A_BOTH,2023-12-30
CSCO,1,A_BOTH,2023-12-30
XLV,1,A_BOTH,2023-12-30
WFC,1,A_BOTH,2023-12-30
KO,1,A_BOTH,2023-12-30
XLY,1,A_BOTH,2023-12-30
TSM,1,A_BOTH,2023-12-30
FDX,1,A_BOTH,2023-12-30
PEP,1,A_BOTH,2023-12-30
MCDT,1,A_BOTH,2023-12-30
LIN,1,A_BOTH,2023-12-30
TXN,1,A_BOTH,2023-12-30
CMCSA,1,A_BOTH,2023-12-30
GS,1,A_BOTH,2023-12-30
ABBV,1,A_BOTH,2023-12-30
XYZ,1,A_BOTH,2023-12-30
COP,1,A_BOTH,2023-12-30
SBUX,1,A_BOTH,2023-12-30
XLP,1,A_BOTH,2023-12-30
ABNB,1,A_BOTH,2023-12-30
NOW,1,A_BOTH,2023-12-30
ACN,1,A_BOTH,2023-12-30
HUM,1,A_BOTH,2023-12-30
BMY,1,A_BOTH,2023-12-30
LOW,1,A_BOTH,2023-12-30
GM,1,A_BOTH,2023-12-30
DE,1,A_BOTH,2023-12-30
SHOP,1,A_BOTH,2023-12-30
SNPS,1,A_BOTH,2023-12-30
CRWD,1,A_BOTH,2023-12-30
VZ,1,A_BOTH,2023-12-30
CI,1,A_BOTH,2023-12-30
AMAT,1,A_BOTH,2023-12-30
TMUS,1,A_BOTH,2023-12-30
MS,1,A_BOTH,2023-12-30
IBM,1,A_BOTH,2023-12-30
LRCX,1,A_BOTH,2023-12-30
OXY,1,A_BOTH,2023-12-30
NEE,1,A_BOTH,2023-12-30
AMGN,1,A_BOTH,2023-12-30
DHR,1,A_BOTH,2023-12-30
ASML,1,A_BOTH,2023-12-30
CCL,1,A_BOTH,2023-12-30
T,1,A_BOTH,2023-12-30
CVS,1,A_BOTH,2023-12-30
UNP,1,A_BOTH,2023-12-30
CVNA,1,A_BOTH,2023-12-30
HON,1,A_BOTH,2023-12-30
AXP,1,A_BOTH,2023-12-30
RTX,1,A_BOTH,2023-12-30
ADI,1,A_BOTH,2023-12-30
MRVL,1,A_BOTH,2023-12-30
REGN,1,A_BOTH,2023-12-30
BLK,1,A_BOTH,2023-12-30
DASH,1,A_BOTH,2023-12-30
SPGI,1,A_BOTH,2023-12-30
GE,1,A_BOTH,2023-12-30
UPS,1,A_BOTH,2023-12-30
MRNA,1,A_BOTH,2023-12-30
VRTX,1,A_BOTH,2023-12-30
F,1,A_BOTH,2023-12-30
