ticker,fold,mode,cutoff_date
SPY,0,A_BOTH,2021-12-30
TSLA,0,A_BOTH,2021-12-30
QQQ,0,A_BOTH,2021-12-30
HTN,0,A_BOTH,2021-12-30
AAPL,0,A_BOTH,2021-12-30
NVDA,0,A_BOTH,2021-12-30
AMZN,0,A_BOTH,2021-12-30
MSFT,0,A_BOTH,2021-12-30
AMD,0,A_BOTH,2021-12-30
META,0,A_BOTH,2021-12-30
ACL,0,A_BOTH,2021-12-30
DHA,0,A_BOTH,2021-12-30
DHAI,0,A_BOTH,2021-12-30
GOOG,0,A_BOTH,2021-12-30
BABA,0,A_BOTH,2021-12-30
MRNA,0,A_BOTH,2021-12-30
ADBE,0,A_BOTH,2021-12-30
MU,0,A_BOTH,2021-12-30
PFE,0,A_BOTH,2021-12-30
PYPL,0,A_BOTH,2021-12-30
BAC,0,A_BOTH,2021-12-30
BA,0,A_BOTH,2021-12-30
V,0,A_BOTH,2021-12-30
XYZ,0,A_BOTH,2021-12-30
AVGO,0,A_BOTH,2021-12-30
DIS,0,A_BOTH,2021-12-30
JPM,0,A_BOTH,2021-12-30
NFLX,0,A_BOTH,2021-12-30
SHOP,0,A_BOTH,2021-12-30
WMT,0,A_BOTH,2021-12-30
HD,0,A_BOTH,2021-12-30
MA,0,A_BOTH,2021-12-30
UNH,0,A_BOTH,2021-12-30
QCOM,0,A_BOTH,2021-12-30
INTC,0,A_BOTH,2021-12-30
F,0,A_BOTH,2021-12-30
C,0,A_BOTH,2021-12-30
PG,0,A_BOTH,2021-12-30
COST,0,A_BOTH,2021-12-30
CSCO,0,A_BOTH,2021-12-30
SE,0,A_BOTH,2021-12-30
T,0,A_BOTH,2021-12-30
JNJ,0,A_BOTH,2021-12-30
ORCL,0,A_BOTH,2021-12-30
CMCSA,0,A_BOTH,2021-12-30
MRVL,0,A_BOTH,2021-12-30
WFC,0,A_BOTH,2021-12-30
ABNB,0,A_BOTH,2021-12-30
XOM,0,A_BOTH,2021-12-30
KO,0,A_BOTH,2021-12-30
CVX,0,A_BOTH,2021-12-30
CCL,0,A_BOTH,2021-12-30
GM,0,A_BOTH,2021-12-30
VZ,0,A_BOTH,2021-12-30
ZS,0,A_BOTH,2021-12-30
EPAM,0,A_BOTH,2021-12-30
CHTH,0,A_BOTH,2021-12-30
CHTP,0,A_BOTH,2021-12-30
FTV,0,A_BOTH,2021-12-30
GDDY,0,A_BOTH,2021-12-30
GEN,0,A_BOTH,2021-12-30
GIS,0,A_BOTH,2021-12-30
ACN,0,A_BOTH,2021-12-30
NKE,0,A_BOTH,2021-12-30
LLY,0,A_BOTH,2021-12-30
GS,0,A_BOTH,2021-12-30
MRK,0,A_BOTH,2021-12-30
BNTX,0,A_BOTH,2021-12-30
AMAT,0,A_BOTH,2021-12-30
MDT,0,A_BOTH,2021-12-30
TGT,0,A_BOTH,2021-12-30
CRWD,0,A_BOTH,2021-12-30
LOW,0,A_BOTH,2021-12-30
JD,0,A_BOTH,2021-12-30
DHR,0,A_BOTH,2021-12-30
NOW,0,A_BOTH,2021-12-30
TSM,0,A_BOTH,2021-12-30
ABBV,0,A_BOTH,2021-12-30
MS,0,A_BOTH,2021-12-30
TXN,0,A_BOTH,2021-12-30
BKNG,0,A_BOTH,2021-12-30
AAL,0,A_BOTH,2021-12-30
LRCX,0,A_BOTH,2021-12-30
PEP,0,A_BOTH,2021-12-30
BMY,0,A_BOTH,2021-12-30
ABC,0,A_BOTH,2021-12-30
ABMD,0,A_BOTH,2021-12-30
ABT,0,A_BOTH,2021-12-30
ADS,0,A_BOTH,2021-12-30
AEE,0,A_BOTH,2021-12-30
DDOG,0,A_BOTH,2021-12-30
HON,0,A_BOTH,2021-12-30
NET,0,A_BOTH,2021-12-30
SBUX,0,A_BOTH,2021-12-30
UAL,0,A_BOTH,2021-12-30
MCDT,0,A_BOTH,2021-12-30
FTNT,0,A_BOTH,2021-12-30
CVNA,0,A_BOTH,2021-12-30
MELI,0,A_BOTH,2021-12-30
KLAC,0,A_BOTH,2021-12-30
NEE,0,A_BOTH,2021-12-30
AXP,0,A_BOTH,2021-12-30
ASML,0,A_BOTH,2021-12-30
AMGN,0,A_BOTH,2021-12-30
ISRG,0,A_BOTH,2021-12-30
DAL,0,A_BOTH,2021-12-30
IBM,0,A_BOTH,2021-12-30
CP,0,A_BOTH,2021-12-30
ADI,0,A_BOTH,2021-12-30
PLUG,0,A_BOTH,2021-12-30
TEAM,0,A_BOTH,2021-12-30
TMUS,0,A_BOTH,2021-12-30
MDB,0,A_BOTH,2021-12-30
FDX,0,A_BOTH,2021-12-30
SPGI,0,A_BOTH,2021-12-30
GE,0,A_BOTH,2021-12-30
UNP,0,A_BOTH,2021-12-30
DL1,0,A_BOTH,2021-12-30
PDD,0,A_BOTH,2021-12-30
DE,0,A_BOTH,2021-12-30
CAT,0,A_BOTH,2021-12-30
DASH,0,A_BOTH,2021-12-30
CVS,0,A_BOTH,2021-12-30
BX,0,A_BOTH,2021-12-30
EBAY,0,A_BOTH,2021-12-30
LMT,0,A_BOTH,2021-12-30
MARA,0,A_BOTH,2021-12-30
LIN,0,A_BOTH,2021-12-30
TRIP,0,A_BOTH,2021-12-30
TRMB,0,A_BOTH,2021-12-30
BILL,0,A_BOTH,2021-12-30
BIMC,0,A_BOTH,2021-12-30
GME,0,A_BOTH,2021-12-30
NXPI,0,A_BOTH,2021-12-30
TJX,0,A_BOTH,2021-12-30
COP,0,A_BOTH,2021-12-30
GILD,0,A_BOTH,2021-12-30
ADSK,0,A_BOTH,2021-12-30
ZBH,0,A_BOTH,2021-12-30
ZBRA,0,A_BOTH,2021-12-30
ZION,0,A_BOTH,2021-12-30
PM,0,A_BOTH,2021-12-30
MDLZ,0,A_BOTH,2021-12-30
PSKY,0,A_BOTH,2021-12-30
DG,0,A_BOTH,2021-12-30
EXPE,0,A_BOTH,2021-12-30
UPS,0,A_BOTH,2021-12-30
BLK,0,A_BOTH,2021-12-30
CSX,0,A_BOTH,2021-12-30
CTLT,0,A_BOTH,2021-12-30
CTRA,0,A_BOTH,2021-12-30
AMT,0,A_BOTH,2021-12-30
FIS,0,A_BOTH,2021-12-30
NEM,0,A_BOTH,2021-12-30
WDAY,0,A_BOTH,2021-12-30
VRTX,0,A_BOTH,2021-12-30
PLD,0,A_BOTH,2021-12-30
KR,0,A_BOTH,2021-12-30
CNC,0,A_BOTH,2021-12-30
CNCE,0,A_BOTH,2021-12-30
HOLX,0,A_BOTH,2021-12-30
HP,0,A_BOTH,2021-12-30
RTX,0,A_BOTH,2021-12-30
HUBB,0,A_BOTH,2021-12-30
CI,0,A_BOTH,2021-12-30
OXY,0,A_BOTH,2021-12-30
NTES,0,A_BOTH,2021-12-30
RCL,0,A_BOTH,2021-12-30
COF,0,A_BOTH,2021-12-30
EL,0,A_BOTH,2021-12-30
CMG,0,A_BOTH,2021-12-30
CL,0,A_BOTH,2021-12-30
MPC,0,A_BOTH,2021-12-30
BIKR1,0,A_BOTH,2021-12-30
BILI,0,A_BOTH,2021-12-30
AON,0,A_BOTH,2021-12-30
HCA,0,A_BOTH,2021-12-30
SHW,0,A_BOTH,2021-12-30
RH,0,A_BOTH,2021-12-30
CLF,0,A_BOTH,2021-12-30
AZO,0,A_BOTH,2021-12-30
AKAM,0,A_BOTH,2021-12-30
MMM,0,A_BOTH,2021-12-30
TYL,0,A_BOTH,2021-12-30
NSC,0,A_BOTH,2021-12-30
IT,0,A_BOTH,2021-12-30
BSX,0,A_BOTH,2021-12-30
DHI,0,A_BOTH,2021-12-30
SYK,0,A_BOTH,2021-12-30
NUE,0,A_BOTH,2021-12-30
WTW,0,A_BOTH,2021-12-30
ANET,0,A_BOTH,2021-12-30
MCHP,0,A_BOTH,2021-12-30
HUM,0,A_BOTH,2021-12-30
ZTS,0,A_BOTH,2021-12-30
BDX,0,A_BOTH,2021-12-30
MAR,0,A_BOTH,2021-12-30
EW,0,A_BOTH,2021-12-30
SNPS,0,A_BOTH,2021-12-30
VEEV,0,A_BOTH,2021-12-30
