ticker,close,sma20,gap_to_sma20_pct,rvol,gap_rvol,adr,gap_adr,dist_sma20,gap_dist,dv_M,gap_dv_M,rs_pct,gap_rs,n_blockers,blockers,proximity_score
ELVN,27.77,13.19,-110.51,1.75,0.0,6.93,0.0,110.51,103.74,15.9,4.1,92.7,0.0,2,dist(110.5>6.768) | dv(16M<20M),325.157
AEHR,35.67,15.62,-128.39,3.78,0.0,3.21,0.0,128.39,121.62,14.7,5.3,93.0,0.0,2,dist(128.4>6.768) | dv(15M<20M),378.933
DT,38.39,16.98,-126.08,3.24,0.0,1.39,0.48,126.08,119.31,61.3,0.0,91.5,0.0,2,adr(1.39<1.8714) | dist(126.1>6.768),381.175
DUOL,98.39,42.68,-130.54,3.7,0.0,1.52,0.35,130.54,123.77,62.7,0.0,91.8,0.0,2,adr(1.52<1.8714) | dist(130.5>6.768),391.883
CUZ,22.78,9.53,-139.07,1.61,0.0,5.51,0.0,139.07,132.3,13.3,6.7,86.0,0.0,2,dist(139.1>6.768) | dv(13M<20M),411.117
BEKE,16.73,5.32,-214.36,2.64,0.0,5.31,0.0,214.36,207.59,19.7,0.3,94.4,0.0,2,dist(214.4>6.768) | dv(20M<20M),636.325
CRK,20.81,5.88,-254.15,3.32,0.0,6.99,0.0,254.15,247.38,12.0,8.0,95.0,0.0,2,dist(254.2>6.768) | dv(12M<20M),756.492
EMBJ,55.83,15.39,-262.73,3.54,0.0,1.65,0.23,262.73,255.96,34.0,0.0,98.8,0.0,2,adr(1.65<1.8714) | dist(262.7>6.768),785.921
CRC,61.47,16.88,-264.15,0.69,0.42,7.07,0.0,264.15,257.38,89.6,0.0,95.9,0.0,2,rvol(0.69<1.1048) | dist(264.2>6.768),789.859
CHRW,169.39,45.0,-276.43,0.84,0.27,5.26,0.0,276.43,269.66,324.5,0.0,97.4,0.0,2,rvol(0.84<1.1048) | dist(276.4>6.768),825.192
ASO,56.34,14.63,-285.17,0.02,1.08,11.9,0.0,285.17,278.4,3301.5,0.0,96.5,0.0,2,rvol(0.02<1.1048) | dist(285.2>6.768),859.566
ALGN,164.23,42.52,-286.22,4.37,0.0,1.21,0.66,286.22,279.45,70.9,0.0,99.7,0.0,2,adr(1.21<1.8714) | dist(286.2>6.768),865.19
DVN,46.25,11.81,-291.61,0.39,0.72,6.77,0.0,291.61,284.84,1411.8,0.0,96.2,0.0,2,rvol(0.39<1.1048) | dist(291.6>6.768),875.218
BRSL,12.67,3.21,-295.28,3.18,0.0,116.17,0.0,295.28,288.51,3.6,16.4,98.0,0.0,2,dist(295.3>6.768) | dv(4M<20M),880.712
ADEA,22.79,5.73,-297.81,1.86,0.0,62.64,0.0,297.81,291.04,15.1,4.9,97.7,0.0,2,dist(297.8>6.768) | dv(15M<20M),887.152
ELS,67.89,16.9,-301.63,0.54,0.56,6.03,0.0,301.63,294.86,136.2,0.0,99.1,0.0,2,rvol(0.54<1.1048) | dist(301.6>6.768),903.728
BG,124.73,30.59,-307.73,1.39,0.0,1.01,0.86,307.73,300.97,160.7,0.0,99.4,0.0,2,adr(1.01<1.8714) | dist(307.7>6.768),933.608
CB,328.97,330.92,0.59,0.93,0.18,1.88,0.0,-0.59,0.0,591.0,0.0,56.1,1.9,3,below_SMA20(0.6%) | rvol(0.93<1.1048) | rs(56%<58%),3.871
D,63.21,63.43,0.35,0.7,0.4,2.06,0.0,-0.35,0.0,385.9,0.0,57.0,1.0,3,below_SMA20(0.3%) | rvol(0.70<1.1048) | rs(57%<58%),5.208
AMT,184.41,187.54,1.67,1.06,0.05,2.62,0.0,-1.67,0.0,553.7,0.0,54.1,3.9,3,below_SMA20(1.7%) | rvol(1.06<1.1048) | rs(54%<58%),5.791
ANET,133.57,134.51,0.7,0.68,0.42,4.28,0.0,-0.7,0.0,1046.1,0.0,57.6,0.4,3,below_SMA20(0.7%) | rvol(0.68<1.1048) | rs(58%<58%),5.818
ADC,79.2,79.64,0.56,1.08,0.02,1.64,0.23,-0.56,0.0,98.6,0.0,63.7,0.0,3,below_SMA20(0.6%) | rvol(1.08<1.1048) | adr(1.64<1.8714),5.907
CSCO,78.33,78.41,0.1,0.82,0.29,2.31,0.0,-0.1,0.0,1822.8,0.0,50.9,7.1,3,below_SMA20(0.1%) | rvol(0.82<1.1048) | rs(51%<58%),6.618
BTI,59.93,60.47,0.9,1.2,0.0,1.67,0.2,-0.9,0.0,342.0,0.0,55.8,2.2,3,below_SMA20(0.9%) | adr(1.67<1.8714) | rs(56%<58%),6.915
CTAS,194.28,198.51,2.13,0.98,0.12,2.48,0.0,-2.13,0.0,414.7,0.0,53.2,4.8,3,below_SMA20(2.1%) | rvol(0.98<1.1048) | rs(53%<58%),7.873
BRX,29.65,29.94,0.97,0.62,0.49,1.66,0.21,-0.97,0.0,89.5,0.0,67.5,0.0,3,below_SMA20(1.0%) | rvol(0.62<1.1048) | adr(1.66<1.8714),10.945
BK,116.17,117.71,1.31,0.69,0.42,2.71,0.0,-1.31,0.0,391.0,0.0,49.4,8.6,3,below_SMA20(1.3%) | rvol(0.69<1.1048) | rs(49%<58%),11.076
CCI,87.47,87.63,0.18,0.54,0.57,2.79,0.0,-0.18,0.0,281.7,0.0,47.7,10.3,3,below_SMA20(0.2%) | rvol(0.54<1.1048) | rs(48%<58%),11.218
ARR,17.08,17.79,4.01,0.97,0.13,2.48,0.0,-4.01,0.0,60.0,0.0,52.9,5.1,3,below_SMA20(4.0%) | rvol(0.97<1.1048) | rs(53%<58%),11.891
CSX,39.3,41.4,5.08,0.96,0.15,2.1,0.0,-5.08,0.0,487.8,0.0,57.3,0.7,3,below_SMA20(5.1%) | rvol(0.96<1.1048) | rs(57%<58%),11.985
CM,95.29,99.04,3.78,0.84,0.26,1.98,0.0,-3.78,0.0,115.6,0.0,52.0,6.0,3,below_SMA20(3.8%) | rvol(0.84<1.1048) | rs(52%<58%),13.19
ACI,17.27,17.68,2.3,0.64,0.47,2.98,0.0,-2.3,0.0,98.0,0.0,50.0,8.0,3,below_SMA20(2.3%) | rvol(0.64<1.1048) | rs(50%<58%),13.256
COR,349.95,361.52,3.2,0.81,0.3,2.09,0.0,-3.2,0.0,346.9,0.0,49.7,8.3,3,below_SMA20(3.2%) | rvol(0.81<1.1048) | rs(50%<58%),13.506
ALL,206.17,208.87,1.29,0.5,0.61,2.25,0.0,-1.29,0.0,309.3,0.0,45.9,12.1,3,below_SMA20(1.3%) | rvol(0.50<1.1048) | rs(46%<58%),14.703
AVGO,322.16,329.44,2.21,0.99,0.12,3.82,0.0,-2.21,0.0,8376.2,0.0,38.9,19.1,3,below_SMA20(2.2%) | rvol(0.99<1.1048) | rs(39%<58%),15.145
APLE,11.69,12.17,3.92,1.07,0.04,2.56,0.0,-3.92,0.0,28.6,0.0,44.2,13.9,3,below_SMA20(3.9%) | rvol(1.07<1.1048) | rs(44%<58%),15.147
CHTR,218.19,229.06,4.75,0.67,0.44,3.37,0.0,-4.75,0.0,323.3,0.0,55.0,3.0,3,below_SMA20(4.7%) | rvol(0.67<1.1048) | rs(55%<58%),15.4
APH,133.92,141.5,5.36,0.82,0.28,3.87,0.0,-5.36,0.0,1177.6,0.0,53.8,4.2,3,below_SMA20(5.4%) | rvol(0.82<1.1048) | rs(54%<58%),15.631
CVS,76.13,77.78,2.12,0.6,0.51,2.55,0.0,-2.12,0.0,577.9,0.0,43.9,14.2,3,below_SMA20(2.1%) | rvol(0.60<1.1048) | rs(44%<58%),16.382
CCK,105.17,110.89,5.16,0.62,0.48,2.42,0.0,-5.16,0.0,114.9,0.0,54.7,3.3,3,below_SMA20(5.2%) | rvol(0.62<1.1048) | rs(55%<58%),16.804
AMZN,207.67,209.29,0.78,0.69,0.41,2.5,0.0,-0.78,0.0,10270.2,0.0,33.6,24.4,3,below_SMA20(0.8%) | rvol(0.69<1.1048) | rs(34%<58%),17.875
BUD,72.39,76.85,5.81,0.9,0.21,1.65,0.22,-5.81,0.0,158.6,0.0,64.0,0.0,3,below_SMA20(5.8%) | rvol(0.90<1.1048) | adr(1.65<1.8714),18.147
ACM,91.06,94.22,3.35,0.85,0.25,3.35,0.0,-3.35,0.0,138.0,0.0,39.8,18.2,3,below_SMA20(3.4%) | rvol(0.85<1.1048) | rs(40%<58%),18.361
CI,267.19,279.19,4.3,0.8,0.3,2.4,0.0,-4.3,0.0,444.1,0.0,44.4,13.6,3,below_SMA20(4.3%) | rvol(0.80<1.1048) | rs(44%<58%),18.415
ECL,274.18,295.3,7.15,0.76,0.35,1.96,0.0,-7.15,0.0,389.7,0.0,56.4,1.6,3,below_SMA20(7.2%) | rvol(0.76<1.1048) | rs(56%<58%),18.572
ACGL,93.47,97.89,4.51,0.67,0.43,1.98,0.0,-4.51,0.0,155.5,0.0,47.4,10.6,3,below_SMA20(4.5%) | rvol(0.67<1.1048) | rs(47%<58%),18.662
ABNB,126.3,130.05,2.89,0.52,0.59,3.79,0.0,-2.89,0.0,675.0,0.0,43.6,14.4,3,below_SMA20(2.9%) | rvol(0.52<1.1048) | rs(44%<58%),18.861
AON,321.41,327.52,1.87,0.62,0.48,2.37,0.0,-1.87,0.0,477.5,0.0,37.1,20.9,3,below_SMA20(1.9%) | rvol(0.62<1.1048) | rs(37%<58%),19.015
AME,214.49,230.36,6.89,0.57,0.53,2.33,0.0,-6.89,0.0,308.4,0.0,56.7,1.3,3,below_SMA20(6.9%) | rvol(0.57<1.1048) | rs(57%<58%),19.749
ABBV,219.68,228.89,4.02,0.51,0.59,2.48,0.0,-4.02,0.0,1405.9,0.0,46.2,11.8,3,below_SMA20(4.0%) | rvol(0.51<1.1048) | rs(46%<58%),19.852
ALC,77.32,82.51,6.29,0.89,0.21,2.02,0.0,-6.29,0.0,137.7,0.0,47.1,10.9,3,below_SMA20(6.3%) | rvol(0.89<1.1048) | rs(47%<58%),20.17
AGNC,10.23,10.97,6.7,0.79,0.32,2.21,0.0,-6.7,0.0,225.9,0.0,50.6,7.4,3,below_SMA20(6.7%) | rvol(0.79<1.1048) | rs(51%<58%),20.313
C,105.69,110.92,4.72,0.73,0.37,3.18,0.0,-4.72,0.0,1640.3,0.0,42.1,15.9,3,below_SMA20(4.7%) | rvol(0.73<1.1048) | rs(42%<58%),21.088
APG,39.92,43.34,7.89,0.87,0.23,3.15,0.0,-7.89,0.0,116.9,0.0,51.5,6.5,3,below_SMA20(7.9%) | rvol(0.87<1.1048) | rs(51%<58%),21.39
AXON,496.18,505.65,1.87,0.49,0.61,5.09,0.0,-1.87,0.0,557.6,0.0,34.5,23.5,3,below_SMA20(1.9%) | rvol(0.49<1.1048) | rs(35%<58%),21.645
CDNS,287.03,296.06,3.05,0.61,0.49,3.93,0.0,-3.05,0.0,841.8,0.0,36.3,21.8,3,below_SMA20(3.0%) | rvol(0.61<1.1048) | rs(36%<58%),21.881
AAPL,250.12,262.75,4.81,0.83,0.28,2.24,0.0,-4.81,0.0,10325.2,0.0,38.6,19.4,3,below_SMA20(4.8%) | rvol(0.83<1.1048) | rs(39%<58%),22.085
AEE,112.04,110.55,-1.35,0.81,0.29,1.7,0.17,1.35,0.0,210.9,0.0,31.6,26.4,3,rvol(0.81<1.1048) | adr(1.70<1.8714) | rs(32%<58%),22.341
DIS,99.29,103.69,4.25,0.9,0.2,2.14,0.0,-4.25,0.0,1053.3,0.0,34.2,23.8,3,below_SMA20(4.2%) | rvol(0.90<1.1048) | rs(34%<58%),22.442
CARR,55.65,61.58,9.64,0.77,0.34,3.0,0.0,-9.64,0.0,329.7,0.0,57.9,0.1,3,below_SMA20(9.6%) | rvol(0.77<1.1048) | rs(58%<58%),22.694
AIG,76.74,79.12,3.01,0.67,0.44,2.08,0.0,-3.01,0.0,316.2,0.0,33.3,24.7,3,below_SMA20(3.0%) | rvol(0.67<1.1048) | rs(33%<58%),22.723
AMKR,42.99,45.92,6.37,0.61,0.5,4.94,0.0,-6.37,0.0,201.1,0.0,48.0,10.1,3,below_SMA20(6.4%) | rvol(0.61<1.1048) | rs(48%<58%),22.734
AMD,193.39,201.23,3.9,0.76,0.34,3.83,0.0,-3.9,0.0,6844.9,0.0,34.8,23.2,3,below_SMA20(3.9%) | rvol(0.76<1.1048) | rs(35%<58%),22.81
BDX,159.36,172.88,7.82,0.7,0.41,2.4,0.0,-7.82,0.0,444.4,0.0,51.2,6.8,3,below_SMA20(7.8%) | rvol(0.70<1.1048) | rs(51%<58%),23.152
AMTM,27.9,30.02,7.06,0.88,0.23,4.21,0.0,-7.06,0.0,54.7,0.0,43.0,15.0,3,below_SMA20(7.1%) | rvol(0.88<1.1048) | rs(43%<58%),23.914
EHC,100.37,106.55,5.8,0.71,0.4,2.87,0.0,-5.8,0.0,98.9,0.0,40.4,17.7,3,below_SMA20(5.8%) | rvol(0.71<1.1048) | rs(40%<58%),24.408
ALAB,120.31,123.01,2.2,0.72,0.38,6.29,0.0,-2.2,0.0,574.4,0.0,24.9,33.2,3,below_SMA20(2.2%) | rvol(0.72<1.1048) | rs(25%<58%),24.813
ALNY,317.23,325.66,2.59,1.01,0.09,3.45,0.0,-2.59,0.0,382.7,0.0,20.2,37.8,3,below_SMA20(2.6%) | rvol(1.01<1.1048) | rs(20%<58%),25.008
EMR,132.24,145.3,8.99,0.99,0.12,2.98,0.0,-8.99,0.0,403.3,0.0,44.7,13.3,3,below_SMA20(9.0%) | rvol(0.99<1.1048) | rs(45%<58%),25.803
BBY,62.59,64.43,2.85,0.42,0.68,3.62,0.0,-2.85,0.0,346.2,0.0,31.0,27.0,3,below_SMA20(2.8%) | rvol(0.42<1.1048) | rs(31%<58%),26.036
AER,133.04,145.71,8.69,1.06,0.04,2.89,0.0,-8.69,0.0,220.3,0.0,41.5,16.5,3,below_SMA20(8.7%) | rvol(1.06<1.1048) | rs(42%<58%),26.048
ADP,208.52,213.22,2.2,0.74,0.36,2.85,0.0,-2.2,0.0,839.1,0.0,21.3,36.7,3,below_SMA20(2.2%) | rvol(0.74<1.1048) | rs(21%<58%),26.342
CEG,301.77,311.08,2.99,0.56,0.55,4.69,0.0,-2.99,0.0,1075.8,0.0,27.5,30.5,3,below_SMA20(3.0%) | rvol(0.56<1.1048) | rs(27%<58%),26.718
AMH,28.37,29.87,5.01,0.52,0.58,2.56,0.0,-5.01,0.0,149.4,0.0,35.7,22.3,3,below_SMA20(5.0%) | rvol(0.52<1.1048) | rs(36%<58%),27.008
BILI,25.2,27.95,9.85,0.57,0.53,2.93,0.0,-9.85,0.0,63.3,0.0,52.6,5.4,3,below_SMA20(9.9%) | rvol(0.57<1.1048) | rs(53%<58%),27.739
BABA,135.21,143.69,5.9,0.64,0.46,2.35,0.0,-5.9,0.0,1350.3,0.0,35.4,22.6,3,below_SMA20(5.9%) | rvol(0.64<1.1048) | rs(35%<58%),27.751
CLS,263.46,276.39,4.68,0.58,0.52,5.33,0.0,-4.68,0.0,504.9,0.0,30.4,27.6,3,below_SMA20(4.7%) | rvol(0.58<1.1048) | rs(30%<58%),28.36
CPNG,18.45,18.67,1.15,0.66,0.45,4.53,0.0,-1.15,0.0,477.2,0.0,14.6,43.4,3,below_SMA20(1.2%) | rvol(0.66<1.1048) | rs(15%<58%),28.476
BEAM,25.16,27.6,8.84,0.86,0.25,6.65,0.0,-8.84,0.0,48.7,0.0,40.9,17.1,3,below_SMA20(8.8%) | rvol(0.86<1.1048) | rs(41%<58%),28.669
AUB,34.3,37.64,8.87,0.8,0.3,3.42,0.0,-8.87,0.0,34.4,0.0,41.2,16.8,3,below_SMA20(8.9%) | rvol(0.80<1.1048) | rs(41%<58%),29.164
CHWY,25.47,25.7,0.9,0.46,0.65,4.65,0.0,-0.9,0.0,214.1,0.0,16.1,41.9,3,below_SMA20(0.9%) | rvol(0.46<1.1048) | rs(16%<58%),29.255
CBSH,47.65,51.23,6.99,0.75,0.36,2.5,0.0,-6.99,0.0,67.1,0.0,33.9,24.1,3,below_SMA20(7.0%) | rvol(0.75<1.1048) | rs(34%<58%),29.579
AJG,207.93,217.68,4.48,0.72,0.39,3.13,0.0,-4.48,0.0,547.5,0.0,21.6,36.4,3,below_SMA20(4.5%) | rvol(0.72<1.1048) | rs(22%<58%),31.038
DHI,140.49,155.31,9.54,1.03,0.08,2.87,0.0,-9.54,0.0,340.4,0.0,35.1,22.9,3,below_SMA20(9.5%) | rvol(1.03<1.1048) | rs(35%<58%),31.321
BIRK,37.43,39.67,5.64,0.85,0.26,4.35,0.0,-5.64,0.0,89.8,0.0,22.8,35.2,3,below_SMA20(5.6%) | rvol(0.85<1.1048) | rs(23%<58%),31.435
BNTX,91.19,103.24,11.67,0.91,0.2,3.35,0.0,-11.67,0.0,141.1,0.0,45.6,12.4,3,below_SMA20(11.7%) | rvol(0.91<1.1048) | rs(46%<58%),31.492
AMCR,40.57,46.35,12.47,0.91,0.2,2.48,0.0,-12.47,0.0,207.1,0.0,48.8,9.2,3,below_SMA20(12.5%) | rvol(0.91<1.1048) | rs(49%<58%),31.517
BWIN,21.06,19.48,-8.09,0.92,0.18,6.09,0.0,8.09,1.32,39.1,0.0,32.7,25.3,3,rvol(0.92<1.1048) | dist(8.1>6.768) | rs(33%<58%),31.932
CMG,32.52,36.3,10.41,1.01,0.09,3.09,0.0,-10.41,0.0,502.0,0.0,36.0,22.0,3,below_SMA20(10.4%) | rvol(1.01<1.1048) | rs(36%<58%),32.765
ADMA,15.15,15.84,4.33,0.8,0.31,4.97,0.0,-4.33,0.0,54.7,0.0,15.8,42.2,3,below_SMA20(4.3%) | rvol(0.80<1.1048) | rs(16%<58%),32.867
BAC,46.72,50.15,6.85,0.73,0.37,2.67,0.0,-6.85,0.0,2132.6,0.0,26.9,31.1,3,below_SMA20(6.8%) | rvol(0.73<1.1048) | rs(27%<58%),32.995
CBRE,133.8,142.2,5.91,0.56,0.54,3.55,0.0,-5.91,0.0,385.9,0.0,26.3,31.7,3,below_SMA20(5.9%) | rvol(0.56<1.1048) | rs(26%<58%),33.112
CPRT,34.09,36.83,7.44,0.57,0.54,3.15,0.0,-7.44,0.0,392.1,0.0,32.2,25.8,3,below_SMA20(7.4%) | rvol(0.57<1.1048) | rs(32%<58%),33.168
DHR,187.32,203.64,8.01,0.99,0.11,2.32,0.0,-8.01,0.0,779.0,0.0,23.4,34.6,3,below_SMA20(8.0%) | rvol(0.99<1.1048) | rs(23%<58%),34.443
DOCS,24.37,25.09,2.86,0.75,0.35,4.67,0.0,-2.86,0.0,72.1,0.0,7.0,51.0,3,below_SMA20(2.9%) | rvol(0.75<1.1048) | rs(7%<58%),34.747
BBVA,20.45,22.43,8.81,0.64,0.47,2.24,0.0,-8.81,0.0,49.6,0.0,33.0,25.0,3,below_SMA20(8.8%) | rvol(0.64<1.1048) | rs(33%<58%),34.757
DOC,16.98,17.28,1.73,0.72,0.38,2.47,0.0,-1.73,0.0,129.1,0.0,2.0,56.0,3,below_SMA20(1.7%) | rvol(0.72<1.1048) | rs(2%<58%),35.239
DYN,17.92,16.23,-10.38,1.0,0.11,7.2,0.0,10.38,3.61,42.9,0.0,38.0,20.0,3,rvol(1.00<1.1048) | dist(10.4>6.768) | rs(38%<58%),35.421
CTSH,60.37,63.87,5.48,0.95,0.15,3.51,0.0,-5.48,0.0,499.9,0.0,12.0,46.0,3,below_SMA20(5.5%) | rvol(0.95<1.1048) | rs(12%<58%),35.517
DXC,11.83,12.6,6.12,0.89,0.22,4.89,0.0,-6.12,0.0,29.8,0.0,15.5,42.5,3,below_SMA20(6.1%) | rvol(0.89<1.1048) | rs(15%<58%),35.694
EIX,71.73,72.72,1.36,0.55,0.56,2.55,0.0,-1.36,0.0,275.5,0.0,3.2,54.8,3,below_SMA20(1.4%) | rvol(0.55<1.1048) | rs(3%<58%),35.694
BLSH,36.62,33.74,-8.55,0.77,0.34,5.54,0.0,8.55,1.78,49.9,0.0,30.1,27.9,3,rvol(0.77<1.1048) | dist(8.5>6.768) | rs(30%<58%),36.171
BANC,16.78,18.52,9.39,0.84,0.27,3.51,0.0,-9.39,0.0,46.9,0.0,28.4,29.6,3,below_SMA20(9.4%) | rvol(0.84<1.1048) | rs(28%<58%),36.271
COGT,34.0,37.47,9.27,0.87,0.23,5.12,0.0,-9.27,0.0,63.6,0.0,27.2,30.8,3,below_SMA20(9.3%) | rvol(0.87<1.1048) | rs(27%<58%),36.286
COIN,195.53,182.9,-6.91,0.83,0.27,6.35,0.0,6.91,0.14,2805.7,0.0,18.1,39.9,3,rvol(0.83<1.1048) | dist(6.9>6.768) | rs(18%<58%),36.623
AXP,299.96,319.06,5.99,0.58,0.52,2.75,0.0,-5.99,0.0,1355.4,0.0,19.0,39.0,3,below_SMA20(6.0%) | rvol(0.58<1.1048) | rs(19%<58%),36.68
BSX,69.13,73.45,5.88,0.76,0.35,2.53,0.0,-5.88,0.0,906.1,0.0,14.3,43.7,3,below_SMA20(5.9%) | rvol(0.76<1.1048) | rs(14%<58%),37.071
CRWD,441.78,406.12,-8.78,0.42,0.68,5.25,0.0,8.78,2.01,2327.3,0.0,36.5,21.5,3,rvol(0.42<1.1048) | dist(8.8>6.768) | rs(37%<58%),37.135
DAL,58.78,64.84,9.34,0.89,0.22,4.15,0.0,-9.34,0.0,731.6,0.0,24.0,34.0,3,below_SMA20(9.3%) | rvol(0.89<1.1048) | rs(24%<58%),37.857
ALLY,36.14,39.76,9.11,0.97,0.14,3.45,0.0,-9.11,0.0,139.3,0.0,20.8,37.2,3,below_SMA20(9.1%) | rvol(0.97<1.1048) | rs(21%<58%),38.197
AFRM,46.88,49.52,5.34,0.68,0.42,5.56,0.0,-5.34,0.0,306.5,0.0,11.4,46.6,3,below_SMA20(5.3%) | rvol(0.68<1.1048) | rs(11%<58%),38.224
EFX,184.28,197.75,6.81,0.86,0.25,3.6,0.0,-6.81,0.0,252.2,0.0,13.7,44.3,3,below_SMA20(6.8%) | rvol(0.86<1.1048) | rs(14%<58%),38.24
COF,179.79,195.36,7.97,1.0,0.1,3.34,0.0,-7.97,0.0,1051.2,0.0,14.0,44.0,3,below_SMA20(8.0%) | rvol(1.00<1.1048) | rs(14%<58%),38.951
A,111.51,120.15,7.19,0.52,0.59,2.65,0.0,-7.19,0.0,301.4,0.0,19.6,38.4,3,below_SMA20(7.2%) | rvol(0.52<1.1048) | rs(20%<58%),39.477
APO,104.44,112.33,7.02,1.09,0.01,4.55,0.0,-7.02,0.0,702.8,0.0,5.8,52.2,3,below_SMA20(7.0%) | rvol(1.09<1.1048) | rs(6%<58%),40.275
CAI,18.15,19.3,5.98,0.72,0.38,6.1,0.0,-5.98,0.0,42.5,0.0,9.1,48.9,3,below_SMA20(6.0%) | rvol(0.72<1.1048) | rs(9%<58%),40.28
ACN,196.65,208.18,5.54,0.47,0.63,4.1,0.0,-5.54,0.0,1468.6,0.0,11.7,46.3,3,below_SMA20(5.5%) | rvol(0.47<1.1048) | rs(12%<58%),40.544
BAM,42.93,47.5,9.63,0.75,0.35,3.36,0.0,-9.63,0.0,178.8,0.0,22.2,35.8,3,below_SMA20(9.6%) | rvol(0.75<1.1048) | rs(22%<58%),40.68
BX,106.78,116.2,8.1,0.94,0.17,4.38,0.0,-8.1,0.0,1084.0,0.0,12.3,45.7,3,below_SMA20(8.1%) | rvol(0.94<1.1048) | rs(12%<58%),40.73
BROS,47.3,51.51,8.17,0.65,0.46,5.85,0.0,-8.17,0.0,271.3,0.0,17.8,40.2,3,below_SMA20(8.2%) | rvol(0.65<1.1048) | rs(18%<58%),40.976
APLS,18.94,20.82,9.04,0.84,0.26,4.37,0.0,-9.04,0.0,38.3,0.0,16.7,41.3,3,below_SMA20(9.0%) | rvol(0.84<1.1048) | rs(17%<58%),41.371
BTDR,7.5,8.08,7.14,0.48,0.62,7.57,0.0,-7.14,0.0,81.0,0.0,15.2,42.8,3,below_SMA20(7.1%) | rvol(0.48<1.1048) | rs(15%<58%),41.887
EMN,69.25,73.57,5.87,0.87,0.23,3.74,0.0,-5.87,0.0,106.0,0.0,2.3,55.7,3,below_SMA20(5.9%) | rvol(0.87<1.1048) | rs(2%<58%),41.89
DEO,77.37,88.25,12.33,0.7,0.4,2.26,0.0,-12.33,0.0,190.6,0.0,31.3,26.7,3,below_SMA20(12.3%) | rvol(0.70<1.1048) | rs(31%<58%),42.045
CG,45.64,51.03,10.57,0.91,0.2,4.3,0.0,-10.57,0.0,161.3,0.0,19.9,38.1,3,below_SMA20(10.6%) | rvol(0.91<1.1048) | rs(20%<58%),42.192
APTV,70.5,75.57,6.71,0.77,0.33,3.38,0.0,-6.71,0.0,150.5,0.0,6.4,51.6,3,below_SMA20(6.7%) | rvol(0.77<1.1048) | rs(6%<58%),42.505
ARWR,55.05,61.97,11.17,0.95,0.15,4.79,0.0,-11.17,0.0,124.2,0.0,20.5,37.5,3,below_SMA20(11.2%) | rvol(0.95<1.1048) | rs(20%<58%),42.646
DASH,161.36,171.94,6.16,0.41,0.69,4.58,0.0,-6.16,0.0,1000.9,0.0,11.1,46.9,3,below_SMA20(6.2%) | rvol(0.41<1.1048) | rs(11%<58%),42.677
COO,69.92,80.26,12.88,0.84,0.27,2.65,0.0,-12.88,0.0,156.2,0.0,29.2,28.8,3,below_SMA20(12.9%) | rvol(0.84<1.1048) | rs(29%<58%),42.806
CROX,77.95,89.77,13.17,0.85,0.25,4.21,0.0,-13.17,0.0,111.7,0.0,29.8,28.2,3,below_SMA20(13.2%) | rvol(0.85<1.1048) | rs(30%<58%),42.948
EL,87.88,102.73,14.46,1.04,0.07,3.98,0.0,-14.46,0.0,361.1,0.0,30.7,27.3,3,below_SMA20(14.5%) | rvol(1.04<1.1048) | rs(31%<58%),43.227
CPT,100.61,107.0,5.97,0.62,0.49,1.88,0.0,-5.97,0.0,94.4,0.0,3.5,54.5,3,below_SMA20(6.0%) | rvol(0.62<1.1048) | rs(4%<58%),44.065
BCS,20.47,23.81,14.03,1.08,0.02,2.92,0.0,-14.03,0.0,198.7,0.0,25.7,32.3,3,below_SMA20(14.0%) | rvol(1.08<1.1048) | rs(26%<58%),44.405
BILL,39.79,43.74,9.02,0.71,0.4,5.41,0.0,-9.02,0.0,78.4,0.0,12.9,45.1,3,below_SMA20(9.0%) | rvol(0.71<1.1048) | rs(13%<58%),44.568
CSGP,43.63,46.7,6.57,0.81,0.3,4.48,0.0,-6.57,0.0,280.6,0.0,0.6,57.4,3,below_SMA20(6.6%) | rvol(0.81<1.1048) | rs(1%<58%),44.844
ARQT,22.75,25.39,10.41,0.61,0.5,5.5,0.0,-10.41,0.0,32.4,0.0,19.3,38.7,3,below_SMA20(10.4%) | rvol(0.61<1.1048) | rs(19%<58%),45.162
CVNA,300.15,327.72,8.41,0.69,0.42,6.23,0.0,-8.41,0.0,1289.9,0.0,8.2,49.8,3,below_SMA20(8.4%) | rvol(0.69<1.1048) | rs(8%<58%),45.932
CNM,48.06,51.96,7.5,3.98,0.0,0.82,1.05,-7.5,0.0,22.8,0.0,38.3,19.7,3,below_SMA20(7.5%) | adr(0.82<1.8714) | rs(38%<58%),45.947
ARE,48.41,52.54,7.86,0.72,0.39,3.59,0.0,-7.86,0.0,115.9,0.0,4.1,53.9,3,below_SMA20(7.9%) | rvol(0.72<1.1048) | rs(4%<58%),46.547
BXP,52.01,57.2,9.08,0.43,0.67,3.7,0.0,-9.08,0.0,180.0,0.0,12.6,45.4,3,below_SMA20(9.1%) | rvol(0.43<1.1048) | rs(13%<58%),47.592
AS,32.34,37.3,13.31,0.63,0.48,4.32,0.0,-13.31,0.0,191.2,0.0,24.3,33.7,3,below_SMA20(13.3%) | rvol(0.63<1.1048) | rs(24%<58%),48.254
DECK,100.78,112.13,10.12,0.91,0.2,3.19,0.0,-10.12,0.0,219.7,0.0,5.6,52.5,3,below_SMA20(10.1%) | rvol(0.91<1.1048) | rs(6%<58%),48.467
