ticker,close,sma20,gap_to_sma20_pct,rvol,gap_rvol,adr,gap_adr,dist_sma20,gap_dist,dv_M,gap_dv_M,rs_pct,gap_rs,n_blockers,blockers,proximity_score
AEP,133.61,131.6,-1.53,0.97,0.0,1.85,0.0,1.53,0.0,488.4,0.0,50.0,20.0,1,rs(50%<70%),13.059
MU,426.13,408.84,-4.23,1.23,0.0,5.16,0.0,4.23,0.0,13483.0,0.0,50.0,20.0,1,rs(50%<70%),18.456
ADM,71.98,68.64,-4.86,1.04,0.0,3.04,0.0,4.86,0.0,250.5,0.0,50.0,20.0,1,rs(50%<70%),19.724
INTC,45.77,45.49,-0.62,0.88,0.04,4.61,0.0,0.62,0.0,3510.3,0.0,50.0,20.0,2,rvol(0.88<0.92) | rs(50%<70%),11.683
COST,1008.43,999.05,-0.94,0.74,0.18,1.88,0.0,0.94,0.0,2004.9,0.0,50.0,20.0,2,rvol(0.74<0.92) | rs(50%<70%),13.694
AEE,112.04,110.55,-1.35,0.81,0.11,1.7,0.0,1.35,0.0,210.9,0.0,50.0,20.0,2,rvol(0.81<0.92) | rs(50%<70%),13.8
AVGO,322.16,329.44,2.21,0.99,0.0,3.82,0.0,-2.21,0.0,8376.2,0.0,50.0,20.0,2,below_SMA20(2.2%) | rs(50%<70%),14.417
PYPL,44.9,44.69,-0.46,0.53,0.39,4.1,0.0,0.46,0.0,1185.3,0.0,50.0,20.0,2,rvol(0.53<0.92) | rs(50%<70%),14.851
AAP,51.73,53.3,2.94,0.99,0.0,5.06,0.0,-2.94,0.0,99.9,0.0,50.0,20.0,2,below_SMA20(2.9%) | rs(50%<70%),15.889
BKNG,4241.26,4221.94,-0.46,0.38,0.54,3.79,0.0,0.46,0.0,2490.9,0.0,50.0,20.0,2,rvol(0.38<0.92) | rs(50%<70%),16.285
ADIA,0.2,0.2,-1.71,1.09,0.0,9.64,0.0,1.71,0.0,0.0,31.5,50.0,20.0,2,dv(0M<32M) | rs(50%<70%),16.576
TSLA,391.2,404.83,3.37,0.98,0.0,2.9,0.0,-3.37,0.0,22859.8,0.0,50.0,20.0,2,below_SMA20(3.4%) | rs(50%<70%),16.732
KLAC,1418.64,1468.49,3.39,1.29,0.0,4.1,0.0,-3.39,0.0,1318.6,0.0,50.0,20.0,2,below_SMA20(3.4%) | rs(50%<70%),16.79
FTNT,83.44,81.33,-2.6,0.59,0.33,3.62,0.0,2.6,0.0,523.5,0.0,50.0,20.0,2,rvol(0.59<0.92) | rs(50%<70%),18.459
AEMD,1.95,1.9,-2.85,2.85,0.0,9.07,0.0,2.85,0.0,0.2,31.4,50.0,20.0,2,dv(0M<32M) | rs(50%<70%),18.834
META,613.71,647.41,5.21,1.55,0.0,2.52,0.0,-5.21,0.0,7437.7,0.0,50.0,20.0,2,below_SMA20(5.2%) | rs(50%<70%),20.41
ADSK,251.17,241.84,-3.86,0.62,0.3,3.24,0.0,3.86,0.0,588.3,0.0,50.0,20.0,2,rvol(0.62<0.92) | rs(50%<70%),20.755
ADBE,249.32,265.36,6.05,2.81,0.0,3.48,0.0,-6.05,0.0,1541.9,0.0,50.0,20.0,2,below_SMA20(6.0%) | rs(50%<70%),22.091
AEG,6.79,7.32,7.2,1.0,0.0,2.09,0.0,-7.2,0.0,43.9,0.0,50.0,20.0,2,below_SMA20(7.2%) | rs(50%<70%),24.405
INTU,439.96,415.84,-5.8,0.45,0.47,5.08,0.0,5.8,0.0,2282.6,0.0,50.0,20.0,2,rvol(0.45<0.92) | rs(50%<70%),26.293
MELI,1670.0,1823.77,8.43,0.95,0.0,3.72,0.0,-8.43,0.0,1192.7,0.0,50.0,20.0,2,below_SMA20(8.4%) | rs(50%<70%),26.863
PANW,167.01,156.76,-6.54,0.49,0.43,3.9,0.0,6.54,0.0,2111.9,0.0,50.0,20.0,2,rvol(0.49<0.92) | rs(50%<70%),27.336
AER,133.04,145.71,8.69,1.06,0.0,2.89,0.0,-8.69,0.0,220.3,0.0,50.0,20.0,2,below_SMA20(8.7%) | rs(50%<70%),27.388
NFLX,95.31,88.83,-7.3,0.56,0.36,3.09,0.0,7.3,0.0,5107.3,0.0,50.0,20.0,2,rvol(0.56<0.92) | rs(50%<70%),28.235
AEM,207.54,229.21,9.45,1.12,0.0,4.19,0.0,-9.45,0.0,501.9,0.0,50.0,20.0,2,below_SMA20(9.5%) | rs(50%<70%),28.906
ADT,6.41,7.27,11.78,0.93,0.0,3.1,0.0,-11.78,0.0,68.3,0.0,50.0,20.0,2,below_SMA20(11.8%) | rs(50%<70%),33.567
^VIX,25.09,22.79,-10.09,0.0,0.92,16.81,0.0,10.09,0.0,,0.0,50.0,20.0,2,rvol(0.00<0.92) | rs(50%<70%),39.379
ACHC,23.52,20.44,-15.05,3.34,0.0,6.49,0.0,15.05,0.0,19.3,12.2,50.0,20.0,2,dv(19M<32M) | rs(50%<70%),41.313
ACTG,4.88,4.23,-15.48,1.12,0.0,4.43,0.0,15.48,0.0,1.9,29.6,50.0,20.0,2,dv(2M<32M) | rs(50%<70%),43.911
AAL,10.3,12.53,17.79,1.23,0.0,4.55,0.0,-17.79,0.0,868.8,0.0,50.0,20.0,2,below_SMA20(17.8%) | rs(50%<70%),45.581
AEO,17.58,8.62,-103.96,2.44,0.0,10.33,0.0,103.96,88.48,33.1,0.0,50.0,20.0,2,dist(104.0>15.48) | rs(50%<70%),306.388
CSCO,78.33,78.41,0.1,0.82,0.1,2.31,0.0,-0.1,0.0,1822.8,0.0,50.0,20.0,3,below_SMA20(0.1%) | rvol(0.82<0.92) | rs(50%<70%),11.204
MSFT,395.55,400.2,1.16,0.78,0.14,2.04,0.0,-1.16,0.0,13423.7,0.0,50.0,20.0,3,below_SMA20(1.2%) | rvol(0.78<0.92) | rs(50%<70%),13.761
AMZN,207.67,209.29,0.78,0.69,0.23,2.5,0.0,-0.78,0.0,10270.2,0.0,50.0,20.0,3,below_SMA20(0.8%) | rvol(0.69<0.92) | rs(50%<70%),13.835
VRTX,469.34,478.47,1.91,0.74,0.18,3.13,0.0,-1.91,0.0,695.5,0.0,50.0,20.0,3,below_SMA20(1.9%) | rvol(0.74<0.92) | rs(50%<70%),15.608
ACRV,1.62,1.61,-0.87,0.79,0.13,7.04,0.0,0.87,0.0,1.5,30.0,50.0,20.0,3,rvol(0.79<0.92) | dv(1M<32M) | rs(50%<70%),16.086
ACR,19.01,18.78,-1.22,0.87,0.05,2.07,0.0,1.22,0.0,0.3,31.2,50.0,20.0,3,rvol(0.87<0.92) | dv(0M<32M) | rs(50%<70%),16.099
NVDA,180.25,184.95,2.54,0.82,0.1,2.96,0.0,-2.54,0.0,34519.7,0.0,50.0,20.0,3,below_SMA20(2.5%) | rvol(0.82<0.92) | rs(50%<70%),16.11
ADP,208.52,213.22,2.2,0.74,0.18,2.85,0.0,-2.2,0.0,839.1,0.0,50.0,20.0,3,below_SMA20(2.2%) | rvol(0.74<0.92) | rs(50%<70%),16.162
ABTC,1.04,1.07,2.64,1.48,0.0,7.55,0.0,-2.64,0.0,17.0,14.5,50.0,20.0,3,below_SMA20(2.6%) | dv(17M<32M) | rs(50%<70%),16.741
ACI,17.27,17.68,2.3,0.64,0.28,2.98,0.0,-2.3,0.0,98.0,0.0,50.0,20.0,3,below_SMA20(2.3%) | rvol(0.64<0.92) | rs(50%<70%),17.403
ACT,40.49,41.66,2.81,1.0,0.0,2.48,0.0,-2.81,0.0,13.4,18.1,50.0,20.0,3,below_SMA20(2.8%) | dv(13M<32M) | rs(50%<70%),17.435
ABT,108.03,112.55,4.01,0.87,0.05,1.85,0.0,-4.01,0.0,910.6,0.0,50.0,20.0,3,below_SMA20(4.0%) | rvol(0.87<0.92) | rs(50%<70%),18.511
ACIC,11.31,11.3,-0.05,0.32,0.6,3.63,0.0,0.05,0.0,3.8,27.7,50.0,20.0,3,rvol(0.32<0.92) | dv(4M<32M) | rs(50%<70%),18.839
ACIW,39.77,40.84,2.62,0.53,0.39,4.07,0.0,-2.62,0.0,38.4,0.0,50.0,20.0,3,below_SMA20(2.6%) | rvol(0.53<0.92) | rs(50%<70%),19.13
CDNS,287.03,296.06,3.05,0.61,0.31,3.93,0.0,-3.05,0.0,841.8,0.0,50.0,20.0,3,below_SMA20(3.0%) | rvol(0.61<0.92) | rs(50%<70%),19.157
AMD,193.39,201.23,3.9,0.76,0.16,3.83,0.0,-3.9,0.0,6844.9,0.0,50.0,20.0,3,below_SMA20(3.9%) | rvol(0.76<0.92) | rs(50%<70%),19.355
ABCFF,0.03,0.03,3.23,1.04,0.0,10.83,0.0,-3.23,0.0,0.0,31.5,50.0,20.0,3,below_SMA20(3.2%) | dv(0M<32M) | rs(50%<70%),19.605
ABNB,126.3,130.05,2.89,0.52,0.4,3.79,0.0,-2.89,0.0,675.0,0.0,50.0,20.0,3,below_SMA20(2.9%) | rvol(0.52<0.92) | rs(50%<70%),19.792
ADMA,15.15,15.84,4.33,0.8,0.12,4.97,0.0,-4.33,0.0,54.7,0.0,50.0,20.0,3,below_SMA20(4.3%) | rvol(0.80<0.92) | rs(50%<70%),19.909
ABCL,3.49,3.41,-2.35,0.57,0.35,6.13,0.0,2.35,0.0,12.7,18.9,50.0,20.0,3,rvol(0.57<0.92) | dv(13M<32M) | rs(50%<70%),20.126
ABR,7.67,7.85,2.36,0.36,0.56,4.18,0.0,-2.36,0.0,37.7,0.0,50.0,20.0,3,below_SMA20(2.4%) | rvol(0.36<0.92) | rs(50%<70%),20.293
AAPL,250.12,262.75,4.81,0.83,0.09,2.24,0.0,-4.81,0.0,10325.2,0.0,50.0,20.0,3,below_SMA20(4.8%) | rvol(0.83<0.92) | rs(50%<70%),20.53
ADUS,101.35,107.01,5.29,1.05,0.0,3.52,0.0,-5.29,0.0,25.9,5.6,50.0,20.0,3,below_SMA20(5.3%) | dv(26M<32M) | rs(50%<70%),21.137
ACGL,93.47,97.89,4.51,0.67,0.25,1.98,0.0,-4.51,0.0,155.5,0.0,50.0,20.0,3,below_SMA20(4.5%) | rvol(0.67<0.92) | rs(50%<70%),21.493
ACHV,4.17,4.36,4.34,1.02,0.0,5.19,0.0,-4.34,0.0,1.5,30.0,50.0,20.0,3,below_SMA20(4.3%) | dv(1M<32M) | rs(50%<70%),21.676
SNPS,412.63,431.42,4.35,0.62,0.3,3.79,0.0,-4.35,0.0,993.7,0.0,50.0,20.0,3,below_SMA20(4.4%) | rvol(0.62<0.92) | rs(50%<70%),21.733
AEVA,15.21,14.52,-4.72,0.72,0.2,8.96,0.0,4.72,0.0,26.3,5.2,50.0,20.0,3,rvol(0.72<0.92) | dv(26M<32M) | rs(50%<70%),21.975
ACRE,4.86,5.09,4.55,1.11,0.0,3.14,0.0,-4.55,0.0,2.2,29.3,50.0,20.0,3,below_SMA20(4.5%) | dv(2M<32M) | rs(50%<70%),22.024
ABBV,219.68,228.89,4.02,0.51,0.41,2.48,0.0,-4.02,0.0,1405.9,0.0,50.0,20.0,3,below_SMA20(4.0%) | rvol(0.51<0.92) | rs(50%<70%),22.099
AMAT,341.53,359.44,4.98,0.7,0.22,4.01,0.0,-4.98,0.0,2598.4,0.0,50.0,20.0,3,below_SMA20(5.0%) | rvol(0.70<0.92) | rs(50%<70%),22.163
ACRG,8.03,7.71,-4.19,0.79,0.13,5.86,0.0,4.19,0.0,0.0,31.5,50.0,20.0,3,rvol(0.79<0.92) | dv(0M<32M) | rs(50%<70%),22.873
LRCX,212.2,227.56,6.75,0.89,0.03,4.34,0.0,-6.75,0.0,2119.4,0.0,50.0,20.0,3,below_SMA20(6.8%) | rvol(0.89<0.92) | rs(50%<70%),23.792
PCAR,115.34,123.17,6.36,0.78,0.14,2.25,0.0,-6.36,0.0,377.8,0.0,50.0,20.0,3,below_SMA20(6.4%) | rvol(0.78<0.92) | rs(50%<70%),24.143
ABR-PF,22.2,22.13,-0.32,2.13,0.0,0.9,0.52,0.32,0.0,0.1,31.4,50.0,20.0,3,adr(0.90<1.42) | dv(0M<32M) | rs(50%<70%),24.176
QCOM,129.82,138.88,6.53,0.8,0.12,2.72,0.0,-6.53,0.0,1261.6,0.0,50.0,20.0,3,below_SMA20(6.5%) | rvol(0.80<0.92) | rs(50%<70%),24.247
ABTS,2.76,2.72,-1.49,0.0,0.92,16.25,0.0,1.49,0.0,5.7,25.8,50.0,20.0,3,rvol(0.00<0.92) | dv(6M<32M) | rs(50%<70%),24.734
ADMT,0.09,0.09,-1.69,0.05,0.87,2.85,0.0,1.69,0.0,0.0,31.5,50.0,20.0,3,rvol(0.05<0.92) | dv(0M<32M) | rs(50%<70%),25.253
ACN,196.65,208.18,5.54,0.47,0.45,4.1,0.0,-5.54,0.0,1468.6,0.0,50.0,20.0,3,below_SMA20(5.5%) | rvol(0.47<0.92) | rs(50%<70%),25.539
ABG,196.46,213.42,7.95,0.88,0.04,3.4,0.0,-7.95,0.0,44.2,0.0,50.0,20.0,3,below_SMA20(7.9%) | rvol(0.88<0.92) | rs(50%<70%),26.315
