signal_date,ticker,signal_price,entry_price_actual,slippage_pct,entry_score,rs_percentile,rvol,adr_pct,dist_sma20,dollar_vol_M,stop_price,tp1,tp2
2024-01-04,VTR,46.3133,46.0407,-0.589,0.784,78.4,1.12,1.99,1.33,102.71,42.6083,50.9447,57.4285
2024-01-04,BN,25.3522,25.1613,-0.753,0.839,83.9,1.17,2.15,0.09,78.5,23.324,27.8874,31.4367
2024-01-04,INSM,29.13,28.87,-0.893,0.741,74.1,1.19,3.67,0.07,49.77,26.7996,32.043,36.1212
2024-01-04,FRPT,83.82,83.41,-0.489,0.953,95.3,1.12,3.1,0.98,52.22,77.1144,92.202,103.9368
2024-01-04,DOVA,28.0,27.6,-1.429,0.853,85.3,1.95,2.8,5.07,48.32,25.76,30.8,34.72
2024-01-04,DOVP,28.0,27.6,-1.429,0.853,85.3,1.95,2.8,5.07,48.32,25.76,30.8,34.72
2024-01-04,DOVR,28.0,27.6,-1.429,0.853,85.3,1.95,2.8,5.07,48.32,25.76,30.8,34.72
2024-01-04,DOX,28.0,27.6,-1.429,0.853,85.3,1.95,2.8,5.07,48.32,25.76,30.8,34.72
2024-01-04,BBDC,2.9654,3.0268,2.071,0.844,84.4,1.5,2.05,0.05,41.3,2.7281,3.2619,3.677
2024-01-04,BBDA,2.9654,3.0268,2.071,0.845,84.5,1.5,2.05,0.05,41.3,2.7281,3.2619,3.677
2024-01-04,AMFIQ,148.0494,147.1998,-0.574,0.616,61.6,1.19,2.05,0.47,35.25,136.2054,162.8543,183.5812
2024-01-04,CALM,49.0406,49.1887,0.302,0.769,76.9,2.18,3.13,3.0,46.27,45.1174,53.9447,60.8104
2024-01-05,BAC,32.8156,32.6917,-0.378,0.872,87.2,1.15,1.97,4.29,1404.6,30.1903,36.0971,40.6913
2024-01-05,NU,8.57,8.66,1.05,0.609,60.9,1.95,2.22,3.43,160.72,7.8844,9.427,10.6268
2024-01-05,COF,128.6306,127.6883,-0.733,0.938,93.8,1.24,2.11,3.65,364.47,118.3401,141.4936,159.5019
2024-01-05,ANF,90.54,92.69,2.375,0.971,97.1,1.28,3.31,3.43,130.88,83.2968,99.594,112.2696
2024-01-05,SEDG,13.2633,13.1727,-0.683,0.956,95.6,1.51,2.78,3.68,194.63,12.2022,14.5896,16.4464
2024-01-05,SEE,13.2633,13.1727,-0.683,0.956,95.6,1.51,2.78,3.68,194.63,12.2022,14.5896,16.4464
2024-01-05,KEX,13.1332,13.0435,-0.683,0.955,95.5,1.51,2.78,3.68,192.72,12.0826,14.4465,16.2852
2024-01-05,FOXA,30.5342,30.3054,-0.749,0.856,85.6,1.44,2.87,3.24,160.11,28.0914,33.5876,37.8624
2024-01-05,FRC,30.5342,30.3054,-0.749,0.856,85.6,1.44,2.87,3.24,160.11,28.0914,33.5876,37.8624
2024-01-05,FRT,30.5342,30.3054,-0.749,0.856,85.6,1.44,2.87,3.24,160.11,28.0914,33.5876,37.8624
2024-01-05,FTI,30.5342,30.3054,-0.749,0.856,85.6,1.44,2.87,3.24,160.11,28.0914,33.5876,37.8624
2024-01-05,EDXC,75.9628,74.0023,-2.581,0.804,80.4,1.37,4.13,1.9,169.17,69.8857,83.559,94.1938
2024-01-05,ALLY,33.0183,32.7555,-0.796,0.936,93.6,1.25,2.92,4.71,148.83,30.3768,36.3201,40.9427
2024-01-05,BROS,31.11,31.24,0.418,0.814,81.4,1.27,3.37,3.28,45.67,28.6212,34.221,38.5764
2024-01-05,MHI1,103.88,104.02,0.135,0.837,83.7,1.21,2.87,2.96,92.77,95.5696,114.268,128.8112
2024-01-05,TWTR,103.88,104.02,0.135,0.837,83.7,1.21,2.87,2.96,92.77,95.5696,114.268,128.8112
2024-01-05,BXP,63.2648,62.9411,-0.512,0.885,88.5,1.42,3.34,2.24,100.69,58.2036,69.5913,78.4484
2024-01-05,BXSL,63.2648,62.9411,-0.512,0.885,88.5,1.42,3.34,2.24,100.69,58.2036,69.5913,78.4484
2024-01-05,AZA.A,204.4377,204.587,0.073,0.663,66.3,1.51,1.95,2.65,59.35,188.0826,224.8814,253.5027
2024-01-05,AZEK,204.4377,204.587,0.073,0.663,66.3,1.51,1.95,2.65,59.35,188.0826,224.8814,253.5027
2024-01-05,AYRO,204.4377,204.5869,0.073,0.665,66.5,1.51,1.95,2.65,59.35,188.0826,224.8814,253.5027
2024-01-05,PNW,38.1242,38.1716,0.125,0.659,65.9,1.23,1.9,3.14,41.81,35.0742,41.9366,47.274
2024-01-05,PODD,38.1242,38.1716,0.125,0.659,65.9,1.23,1.9,3.14,41.81,35.0742,41.9366,47.274
2024-01-05,POOL,38.1242,38.1716,0.125,0.659,65.9,1.23,1.9,3.14,41.81,35.0742,41.9366,47.274
2024-01-05,PPG,38.1242,38.1716,0.125,0.659,65.9,1.23,1.9,3.14,41.81,35.0742,41.9366,47.274
2024-01-05,PPL,38.1242,38.1716,0.125,0.659,65.9,1.23,1.9,3.14,41.81,35.0742,41.9366,47.274
2024-01-05,CRI,67.7431,68.0436,0.444,0.629,62.9,1.35,2.09,0.24,41.45,62.3236,74.5174,84.0014
2024-01-05,CRIC,67.7431,68.0436,0.444,0.629,62.9,1.35,2.09,0.24,41.45,62.3236,74.5174,84.0014
2024-01-05,KIM,33.6188,33.533,-0.255,0.666,66.6,1.61,2.88,1.03,46.02,30.9293,36.9806,41.6873
2024-01-05,KMX,33.6188,33.533,-0.255,0.666,66.6,1.61,2.88,1.03,46.02,30.9293,36.9806,41.6873
2024-01-05,KSS,33.6188,33.533,-0.255,0.666,66.6,1.61,2.88,1.03,46.02,30.9293,36.9806,41.6873
2024-01-05,KSU,33.6188,33.533,-0.255,0.666,66.6,1.61,2.88,1.03,46.02,30.9293,36.9806,41.6873
2024-01-05,BBDC,3.0443,3.0355,-0.288,0.843,84.3,1.21,2.02,2.27,43.3,2.8008,3.3488,3.775
2024-01-05,BBDA,3.0443,3.0355,-0.288,0.844,84.4,1.21,2.02,2.27,43.3,2.8008,3.3488,3.775
2024-01-05,KD,19.59,20.32,3.726,0.855,85.5,1.17,2.6,0.18,33.11,18.0228,21.549,24.2916
2024-01-05,TKO,24.8959,24.8959,0.0,0.748,74.8,1.5,2.82,5.51,58.8,22.9042,27.3855,30.8709
2024-01-05,TMK,24.8959,24.8959,0.0,0.748,74.8,1.5,2.82,5.51,58.8,22.9042,27.3855,30.8709
2024-01-05,TMO,24.8959,24.8959,0.0,0.748,74.8,1.5,2.82,5.51,58.8,22.9042,27.3855,30.8709
2024-01-05,TPL,24.8959,24.8959,0.0,0.748,74.8,1.5,2.82,5.51,58.8,22.9042,27.3855,30.8709
2024-01-05,TPR,24.8959,24.8959,0.0,0.748,74.8,1.5,2.82,5.51,58.8,22.9042,27.3855,30.8709
2024-01-05,AMFIQ,149.3387,149.1788,-0.107,0.649,64.9,1.5,2.08,0.91,37.08,137.3916,164.2726,185.18
2024-01-05,KRHC1,35.7438,35.6905,-0.149,0.925,92.5,1.66,3.43,1.24,45.46,32.8843,39.3181,44.3223
2024-01-05,IMVT,42.78,42.12,-1.543,0.671,67.1,1.51,5.24,3.67,83.33,39.3576,47.058,53.0472
2024-01-05,IMXI,42.78,42.12,-1.543,0.671,67.1,1.51,5.24,3.67,83.33,39.3576,47.058,53.0472
2024-01-05,CACB,534.27,534.78,0.095,0.799,79.9,1.54,2.57,4.57,35.29,491.5284,587.697,662.4948
2024-01-05,CACH,534.27,534.78,0.095,0.799,79.9,1.54,2.57,4.57,35.29,491.5284,587.697,662.4948
2024-01-05,AZTR,64.3,64.37,0.109,0.835,83.5,1.39,2.82,2.66,31.03,59.156,70.73,79.732
2024-01-05,AZUL,64.3,64.37,0.109,0.835,83.5,1.39,2.82,2.66,31.03,59.156,70.73,79.732
2024-01-05,BEPC,26.6907,26.6727,-0.067,0.846,84.6,1.59,2.88,3.8,27.93,24.5555,29.3598,33.0965
2024-01-05,BEPH,26.6907,26.6727,-0.067,0.846,84.6,1.59,2.88,3.8,27.93,24.5555,29.3598,33.0965
2024-01-05,BEPI,26.6907,26.6727,-0.067,0.846,84.6,1.59,2.88,3.8,27.93,24.5555,29.3598,33.0965
2024-01-08,AMD,146.18,145.95,-0.157,0.735,73.5,1.23,3.07,2.95,8542.51,134.4856,160.798,181.2632
2024-01-08,CRWD,261.28,265.695,1.69,0.928,92.8,1.47,2.43,3.27,714.2,240.3776,287.408,323.9872
2024-01-08,ARM,72.84,72.8,-0.055,0.902,90.2,1.21,4.88,4.07,562.01,67.0128,80.124,90.3216
2024-01-08,ANET,61.4625,61.25,-0.346,0.858,85.8,1.39,2.08,5.18,395.39,56.5455,67.6088,76.2135
2024-01-08,AAL,14.58,14.51,-0.48,0.675,67.5,1.93,2.36,4.39,462.02,13.4136,16.038,18.0792
2024-01-08,DAL,40.698,40.4731,-0.552,0.648,64.8,1.33,2.15,2.06,366.82,37.4421,44.7678,50.4655
2024-01-08,FTNT,61.26,60.31,-1.551,0.643,64.3,1.36,1.94,3.84,272.77,56.3592,67.386,75.9624
2024-01-08,ELPW,150.65,149.25,-0.929,0.939,93.9,1.45,4.31,6.64,171.73,138.598,165.715,186.806
2024-01-08,ELRA,150.65,149.25,-0.929,0.939,93.9,1.45,4.31,6.64,171.73,138.598,165.715,186.806
2024-01-08,ELRC,150.65,149.25,-0.929,0.939,93.9,1.45,4.31,6.64,171.73,138.598,165.715,186.806
2024-01-08,ELRE,150.65,149.25,-0.929,0.939,93.9,1.45,4.31,6.64,171.73,138.598,165.715,186.806
2024-01-08,ALNY,196.83,196.83,0.0,0.687,68.7,1.16,3.17,5.51,114.41,181.0836,216.513,244.0692
2024-01-08,MNDY,185.47,183.39,-1.121,0.818,81.8,1.11,3.64,0.53,127.68,170.6324,204.017,229.9828
2024-01-08,CDW,38.8265,38.6164,-0.541,0.813,81.3,2.57,2.31,5.97,166.99,35.7203,42.7091,48.1448
2024-01-08,CE,38.8265,38.6164,-0.541,0.813,81.3,2.57,2.31,5.97,166.99,35.7203,42.7091,48.1448
2024-01-08,CELG,38.8265,38.6164,-0.541,0.813,81.3,2.57,2.31,5.97,166.99,35.7203,42.7091,48.1448
2024-01-08,CERN,38.8265,38.6164,-0.541,0.813,81.3,2.57,2.31,5.97,166.99,35.7203,42.7091,48.1448
2024-01-08,CF,38.8265,38.6164,-0.541,0.813,81.3,2.57,2.31,5.97,166.99,35.7203,42.7091,48.1448
2024-01-08,INSM,29.93,29.61,-1.069,0.734,73.4,1.46,3.71,2.04,50.9,27.5356,32.923,37.1132
2024-01-08,INTE,191.73,188.5,-1.685,0.659,65.9,1.2,4.89,2.8,151.81,176.3916,210.903,237.7452
2024-01-08,NICE,206.72,204.67,-0.992,0.83,83.0,1.58,2.24,3.59,62.18,190.1824,227.392,256.3328
2024-01-08,PNW,38.6369,37.6019,-2.679,0.697,69.7,2.28,1.96,3.96,45.84,35.546,42.5006,47.9098
2024-01-08,PODD,38.6369,37.6019,-2.679,0.697,69.7,2.28,1.96,3.96,45.84,35.546,42.5006,47.9098
2024-01-08,POOL,38.6369,37.6019,-2.679,0.697,69.7,2.28,1.96,3.96,45.84,35.546,42.5006,47.9098
2024-01-08,PPG,38.6369,37.6019,-2.679,0.697,69.7,2.28,1.96,3.96,45.84,35.546,42.5006,47.9098
2024-01-08,PPL,38.6369,37.6019,-2.679,0.697,69.7,2.28,1.96,3.96,45.84,35.546,42.5006,47.9098
2024-01-08,CRI,68.1073,67.5519,-0.816,0.597,59.7,1.25,2.04,0.66,42.31,62.6587,74.918,84.4531
2024-01-08,CRIC,68.1073,67.5519,-0.816,0.597,59.7,1.25,2.04,0.66,42.31,62.6587,74.918,84.4531
2024-01-08,MMSY,77.88,77.28,-0.77,0.721,72.1,1.37,2.41,5.72,55.09,71.6496,85.668,96.5712
2024-01-08,BTDR,9.08,8.695,-4.24,0.967,96.7,1.17,15.5,5.9,22.17,8.3536,9.988,11.2592
2024-01-08,CPAC,90.1095,89.6132,-0.551,0.745,74.5,1.42,2.26,0.43,22.06,82.9007,99.1204,111.7358
2024-01-08,CPA,90.1095,89.6132,-0.551,0.746,74.6,1.42,2.26,0.43,22.06,82.9007,99.1204,111.7358
2024-01-08,PFSI,85.1917,83.7873,-1.649,0.847,84.7,1.15,2.33,0.58,24.19,78.3764,93.7109,105.6378
2024-01-09,SHOP,80.11,80.69,0.724,0.949,94.9,1.17,3.11,5.25,743.72,73.7012,88.121,99.3364
2024-01-09,AAL,14.38,14.34,-0.278,0.691,69.1,1.12,2.36,2.73,459.7,13.2296,15.818,17.8312
2024-01-09,DAL,41.3725,41.2845,-0.213,0.712,71.2,1.3,2.17,3.51,379.45,38.0627,45.5098,51.3019
2024-01-09,ZS,226.26,228.31,0.906,0.872,87.2,1.41,2.55,3.77,392.68,208.1592,248.886,280.5624
2024-01-09,HUBB,138.04,137.87,-0.123,0.818,81.8,1.25,2.05,1.97,309.96,126.9968,151.844,171.1696
2024-01-09,GEHC,76.378,76.0592,-0.417,0.599,59.9,1.38,1.88,0.89,193.96,70.2678,84.0158,94.7088
2024-01-09,RMD,174.226,173.0013,-0.703,0.849,84.9,1.52,2.45,3.91,139.61,160.2879,191.6486,216.0403
2024-01-09,CCJ,44.5563,45.3233,1.721,0.761,76.1,1.3,3.23,1.98,222.02,40.9918,49.0119,55.2498
2024-01-09,ALNY,198.2,198.51,0.156,0.705,70.5,1.17,3.12,5.45,117.46,182.344,218.02,245.768
2024-01-09,MNDY,192.05,192.78,0.38,0.877,87.7,1.6,3.82,3.62,138.14,176.686,211.255,238.142
2024-01-09,TXT,44.61,44.46,-0.336,0.707,70.7,1.12,2.59,0.48,195.15,41.0412,49.071,55.3164
2024-01-09,COOL,92.8325,92.5,-0.358,0.694,69.4,1.38,2.14,1.35,102.27,85.4059,102.1157,115.1123
2024-01-09,HPQ,92.8325,92.5,-0.358,0.694,69.4,1.38,2.14,1.35,102.27,85.4059,102.1157,115.1123
2024-01-09,NICE,207.67,208.11,0.212,0.796,79.6,1.37,2.24,3.95,63.69,191.0564,228.437,257.5108
2024-01-09,CRDO,19.95,20.0,0.251,0.819,81.9,1.19,3.67,4.81,39.94,18.354,21.945,24.738
2024-01-09,CRDSQ,19.95,20.0,0.251,0.819,81.9,1.19,3.67,4.81,39.94,18.354,21.945,24.738
2024-01-09,PNW,37.8488,37.7064,-0.376,0.663,66.3,2.84,2.2,1.46,50.78,34.8209,41.6337,46.9325
2024-01-09,PODD,37.8488,37.7064,-0.376,0.663,66.3,2.84,2.2,1.46,50.78,34.8209,41.6337,46.9325
2024-01-09,POOL,37.8488,37.7064,-0.376,0.663,66.3,2.84,2.2,1.46,50.78,34.8209,41.6337,46.9325
2024-01-09,PPG,37.8488,37.7064,-0.376,0.663,66.3,2.84,2.2,1.46,50.78,34.8209,41.6337,46.9325
2024-01-09,PPL,37.8488,37.7064,-0.376,0.663,66.3,2.84,2.2,1.46,50.78,34.8209,41.6337,46.9325
2024-01-09,NXEN,7.05,7.12,0.993,0.81,81.0,1.43,4.08,3.28,40.04,6.486,7.755,8.742
2024-01-09,MMSY,77.99,77.89,-0.128,0.762,76.2,1.62,2.47,5.28,57.27,71.7508,85.789,96.7076
2024-01-09,KRHC1,36.5339,36.6227,0.243,0.916,91.6,1.13,3.33,2.7,43.0,33.6112,40.1873,45.3021
2024-01-10,XBI,92.0544,91.0296,-1.113,0.862,86.2,1.12,2.81,5.26,1091.27,84.69,101.2598,114.1474
2024-01-10,SPOT,196.79,198.27,0.752,0.814,81.4,1.21,2.27,2.27,302.23,181.0468,216.469,244.0196
2024-01-10,DDOG,120.19,121.455,1.052,0.898,89.8,1.34,2.51,0.35,378.82,110.5748,132.209,149.0356
2024-01-10,SWKS,143.4652,142.3987,-0.743,0.914,91.4,1.54,2.38,3.66,350.27,131.988,157.8118,177.8969
2024-01-10,SYF,143.4652,142.3987,-0.743,0.914,91.4,1.54,2.38,3.66,350.27,131.988,157.8118,177.8969
2024-01-10,SYMC,143.4652,142.3987,-0.743,0.914,91.4,1.54,2.38,3.66,350.27,131.988,157.8118,177.8969
2024-01-10,SPG,130.9817,130.1669,-0.622,0.901,90.1,1.11,1.88,1.55,197.46,120.5032,144.0799,162.4173
2024-01-10,RMD,173.6969,173.8145,0.068,0.796,79.6,1.17,2.49,3.18,142.91,159.8012,191.0666,215.3842
2024-01-10,CCJ,44.9746,45.1539,0.399,0.752,75.2,1.12,3.26,2.93,227.19,41.3767,49.4721,55.7685
2024-01-10,CYBR,218.8,213.69,-2.335,0.883,88.3,1.41,2.66,2.38,122.02,201.296,240.68,271.312
2024-01-10,CYBR2,218.8,213.69,-2.335,0.883,88.3,1.41,2.66,2.38,122.02,201.296,240.68,271.312
