ticker,mode,passed,entry_score,screener_score,tier2_score,reject_reason,screener_reason,signal_type,cost_model,tier2_metrics,stop_price,tp1_price,tp2_price,tp1_pct,tp2_pct,runner_pct,shares,risk_budget_usd,risk_per_share,signal_date,agent_name,combo_name,entry_price,tier1_metrics,rvol,adr_pct,dist_sma20,consol_days,volume,dollar_vol_M,rs_ret,rs_percentile,close,spy_above_sma50,spy_above_sma200
CRWD,A,True,0.62,62.0,1.0,,qullamaggie_momentum=PASS,breakout,"{'fee_rate': 0.001, 'slippage_rate': 0.0005}","{'rvol': 1.408297096719122, 'adr_pct': 4.127501196986025, 'atr': 0.0, 'dist_sma20': 12.692935611373171, 'consol_days': 17, 'volume': 7011700.0, 'dollar_vol_M': 1915.015099810791, 'rs_ret': 0.16533905034026386, 'rs_percentile': 76.89207154943195, 'close': 384.6300048828125, 'spy_above_sma50': True, 'spy_above_sma200': True}",357.7059,418.2851,472.1333,0.5,0.3,0.2,37,1000.0,26.9241,2024-06-11,A_BOTH,A_BOTH_PRO,384.6300048828125,"{'stop_price': 357.7059, 'shares': 37, 'risk_budget_usd': 1000.0, 'risk_per_share': 26.9241, 'tp1_price': 418.2851, 'tp2_price': 472.1333, 'tp1_pct': 0.5, 'tp2_pct': 0.3, 'runner_pct': 0.2}",1.41,4.13,12.69,17,7011700,1915.0,0.1653,76.9,384.63,True,True
