ticker,mode,passed,entry_score,screener_score,tier2_score,reject_reason,screener_reason,signal_type,cost_model,tier2_metrics,signal_date,agent_name,combo_name,entry_price
AVGO,A,True,0.651,65.1,1.0,,qullamaggie_momentum=PASS,breakout,"{'fee_rate': 0.001, 'slippage_rate': 0.0005}","{'rvol': 1.9615793798382564, 'adr_pct': 2.6182299176170307, 'dist_sma20': 6.758579790434266, 'consol_days': 18, 'volume': 56697000.0, 'dollar_vol_M': 4244.941463871002, 'rs_ret': 0.15832363931134208, 'rs_percentile': 84.48453608247421, 'close': 146.86473083496094, 'spy_above_sma50': True, 'spy_above_sma200': True}",2024-06-12,A_BOTH,A_BOTH_PRO,146.86473083496094
GOOG,A,True,0.631,63.1,1.0,,qullamaggie_momentum=PASS,breakout,"{'fee_rate': 0.001, 'slippage_rate': 0.0005}","{'rvol': 1.1065639844965391, 'adr_pct': 1.6386766299898752, 'dist_sma20': 1.7676550463159166, 'consol_days': 20, 'volume': 18600400.0, 'dollar_vol_M': 2999.191107131195, 'rs_ret': 0.15512647241940902, 'rs_percentile': 76.82403936269915, 'close': 178.4261016845703, 'spy_above_sma50': True, 'spy_above_sma200': True}",2024-06-12,A_BOTH,A_BOTH_PRO,178.4261016845703
TSM,A,True,0.717,71.7,1.0,,qullamaggie_momentum=PASS,breakout,"{'fee_rate': 0.001, 'slippage_rate': 0.0005}","{'rvol': 1.498705111994253, 'adr_pct': 2.450055028637769, 'dist_sma20': 9.434255771595597, 'consol_days': 17, 'volume': 20309500.0, 'dollar_vol_M': 2289.925314886246, 'rs_ret': 0.21038334808809211, 'rs_percentile': 91.23008434864104, 'close': 168.9811553955078, 'spy_above_sma50': True, 'spy_above_sma200': True}",2024-06-12,A_BOTH,A_BOTH_PRO,168.9811553955078
MU,A,True,0.699,69.9,1.0,,qullamaggie_momentum=PASS,breakout,"{'fee_rate': 0.001, 'slippage_rate': 0.0005}","{'rvol': 1.088931850980777, 'adr_pct': 3.393533259719219, 'dist_sma20': 8.467810208139012, 'consol_days': 17, 'volume': 16973600.0, 'dollar_vol_M': 2179.557910183182, 'rs_ret': 0.44673120620546003, 'rs_percentile': 87.53280224929709, 'close': 139.8283233642578, 'spy_above_sma50': True, 'spy_above_sma200': True}",2024-06-12,A_BOTH,A_BOTH_PRO,139.8283233642578
QCOM,A,True,0.741,74.1,1.0,,qullamaggie_momentum=PASS,breakout,"{'fee_rate': 0.001, 'slippage_rate': 0.0005}","{'rvol': 0.9241460731960879, 'adr_pct': 2.8021379865243308, 'dist_sma20': 5.354581638718288, 'consol_days': 20, 'volume': 9502800.0, 'dollar_vol_M': 2143.964696155548, 'rs_ret': 0.24009619647151448, 'rs_percentile': 89.74343955014058, 'close': 208.5002899169922, 'spy_above_sma50': True, 'spy_above_sma200': True}",2024-06-12,A_BOTH,A_BOTH_PRO,208.5002899169922
SMH,A,True,0.701,70.1,1.0,,qullamaggie_momentum=PASS,breakout,"{'fee_rate': 0.001, 'slippage_rate': 0.0005}","{'rvol': 1.0862438345223575, 'adr_pct': 2.081313603870058, 'dist_sma20': 7.7253136372236035, 'consol_days': 17, 'volume': 8051500.0, 'dollar_vol_M': 1935.4587378027343, 'rs_ret': 0.14971597155248673, 'rs_percentile': 88.43369259606372, 'close': 261.1165771484375, 'spy_above_sma50': True, 'spy_above_sma200': True}",2024-06-12,A_BOTH,A_BOTH_PRO,261.1165771484375
CRWD,A,True,0.696,69.6,1.0,,qullamaggie_momentum=PASS,breakout,"{'fee_rate': 0.001, 'slippage_rate': 0.0005}","{'rvol': 1.137618941185542, 'adr_pct': 4.104112473076564, 'dist_sma20': 12.54245204052695, 'consol_days': 17, 'volume': 5827800.0, 'dollar_vol_M': 1984.4209478363036, 'rs_ret': 0.15096381447836626, 'rs_percentile': 91.1410496719775, 'close': 387.3699951171875, 'spy_above_sma50': True, 'spy_above_sma200': True}",2024-06-12,A_BOTH,A_BOTH_PRO,387.3699951171875
AMAT,A,True,0.675,67.5,1.0,,qullamaggie_momentum=PASS,breakout,"{'fee_rate': 0.001, 'slippage_rate': 0.0005}","{'rvol': 0.9864453366630768, 'adr_pct': 2.849179947849913, 'dist_sma20': 8.036989846288426, 'consol_days': 16, 'volume': 5573500.0, 'dollar_vol_M': 1323.7786368780517, 'rs_ret': 0.13051624626009484, 'rs_percentile': 87.49882849109653, 'close': 234.2935791015625, 'spy_above_sma50': True, 'spy_above_sma200': True}",2024-06-12,A_BOTH,A_BOTH_PRO,234.2935791015625
