day_idx,col_idx,exit_type_code,exit_price,shares,pnl,entry_day_idx,initial_risk,context_rvol,context_adr,context_volume,entry_score,stop_loss,tp1_target,tp2_target,exit_date,entry_date,symbol,exit_phase,monetary_risk,adjusted_risk_dollars,base_risk_dollars,context_vol,return_pct,entry_price,context_dollar_vol,signal_type,dist_sma20_pct,rs_percentile,stop_distance,stop_distance_pct,risk_per_share,r_multiple,outcome,is_big_win,is_big_loss,_trial,_trial_sharpe
36.0,15.0,0.0,152.85800170898438,75.0,-1008.6376190185547,15.0,1000.0,1.0046510696411133,2.105257272720337,74996000.0,0.5,153.13050842285156,192.65850830078125,212.42250061035156,2021-02-25,2021-01-26,AMZN,STOP,1000.0,1000.0,1000.0,74996000.0,-8.08657588271579,166.30650329589844,12472322521.1792,ANY,3.4996535778045654,,13.333333333333334,8.017325281387338,13.333333333333334,-1.0086376190185546,LOSS,False,True,0,0.622
38.0,20.0,2.0,61.471534729003906,128.0,1745.20458984375,15.0,1000.0,0.9504397511482239,3.2162418365478516,125900.0,0.5,43.94157791137695,55.62821578979492,61.471534729003906,2021-03-01,2021-01-26,ARCC1,TP2,1000.0,1000.0,1000.0,125900.0,28.501736214251512,47.83712387084961,6022693.895339966,ANY,5.489266872406006,,7.8125,16.331458431932784,7.8125,1.74520458984375,WIN,False,False,0,0.622
40.0,2.0,3.0,11.220000267028809,117.0,74.8800401687622,15.0,1000.0,1.4880584478378296,2.9386420249938965,505300.0,0.5,9.721599578857422,12.296799659729004,13.584400177001953,2021-03-03,2021-01-26,ACHR,RUNNER,1000.0,1000.0,1000.0,505300.0,6.049152627012203,10.579999923706055,5346073.961448669,ANY,1.9022388458251953,,8.547008547008547,80.78458042194981,8.547008547008547,0.07488004016876221,WIN,False,False,0,0.622
41.0,12.0,0.0,103.10009002685547,115.0,-995.5678939819336,28.0,1000.0,1.5686408281326294,4.0337300300598145,12147100.0,0.5816666483879089,103.10009002685547,129.07142639160156,142.0570831298828,2021-03-04,2021-02-12,AMAT,STOP,1000.0,1000.0,1000.0,12147100.0,-7.746357241552569,111.7572021484375,1357525910.2172852,ANY,11.125411033630371,,8.695652173913043,7.780842761581804,8.695652173913043,-0.9955678939819336,LOSS,False,False,0,0.622
41.0,21.0,0.0,69.55999755859375,148.0,-1713.8402709960938,15.0,1000.0,0.8727632761001587,4.793608665466309,696500.0,0.5,74.40959930419922,94.60079956054688,104.69639587402344,2021-03-04,2021-01-26,ARWR,STOP,1000.0,1000.0,1000.0,696500.0,-14.271631646736276,81.13999938964844,56514009.57489014,ANY,1.8272167444229126,,6.756756756756757,8.327282237592376,6.756756756756757,-1.7138402709960938,LOSS,False,True,0,0.622
42.0,30.0,1.0,12.405367851257324,455.0,797.8954315185547,37.0,1000.0,1.130815029144287,3.306102991104126,7836175.0,0.5973718166351318,9.774943351745605,12.405367851257324,13.720579147338867,2021-03-05,2021-02-26,CNQ,TP1,1000.0,1000.0,1000.0,7836175.0,16.46317349783614,10.651751518249512,83468988.95351887,ANY,3.6499898433685303,,2.197802197802198,20.633246973859006,2.197802197802198,0.7978954315185547,WIN,False,False,0,0.622
48.0,14.0,2.0,6.980000019073486,1289.0,2616.6702704429626,15.0,1000.0,1.1920439004898071,5.055873870849609,1300800.0,0.5,4.561999797821045,5.72599983215332,6.307999610900879,2021-03-15,2021-01-26,AMRX,TP2,1000.0,1000.0,1000.0,1300800.0,41.01010682886709,4.949999809265137,6438959.75189209,ANY,3.372659683227539,,0.7757951900698216,15.672630706323076,0.7757951900698216,2.6166702704429627,WIN,True,False,0,0.622
48.0,17.0,2.0,35.69599914550781,221.0,1745.0159797668457,28.0,1000.0,0.9539981484413147,9.869502067565918,123600.0,0.6005128026008606,25.54399871826172,32.3120002746582,35.69599914550781,2021-03-15,2021-02-12,ANOR,TP2,1000.0,1000.0,1000.0,123600.0,28.402878148000106,27.799999237060547,3436079.9057006836,ANY,9.9031400680542,,4.524886877828054,16.27657194967066,4.524886877828054,1.7450159797668456,WIN,False,False,0,0.622
49.0,56.0,1.0,32.27473449707031,177.0,796.2771835327148,37.0,1000.0,1.182920217514038,4.64673376083374,1721900.0,0.6162179708480835,25.526622772216797,32.27473449707031,35.6487922668457,2021-03-16,2021-02-26,OLOXF,TP1,1000.0,1000.0,1000.0,1721900.0,16.196508595293977,27.77599334716797,47827482.944488525,ANY,7.585567474365234,,5.649717514124294,20.34028970092743,5.649717514124294,0.7962771835327148,WIN,False,False,0,0.622
51.0,56.0,2.0,35.6487922668457,222.0,1747.761360168457,37.0,1000.0,1.182920217514038,4.64673376083374,1721900.0,0.6162179708480835,25.526622772216797,32.27473449707031,35.6487922668457,2021-03-18,2021-02-26,OLOXF,TP2,1000.0,1000.0,1000.0,1721900.0,28.343896908660664,27.77599334716797,47827482.944488525,ANY,7.585567474365234,,4.504504504504505,16.21725800479349,4.504504504504505,1.747761360168457,WIN,False,False,0,0.622
54.0,27.0,0.0,19.002721786499023,645.0,-1063.841314315796,43.0,1000.0,0.9583588242530823,4.414853096008301,313000.0,0.6099358797073364,19.101734161376953,23.752796173095703,26.078327178955078,2021-03-23,2021-03-08,BBT,STOP,1000.0,1000.0,1000.0,313000.0,-7.986438783254932,20.652088165283203,6464103.595733643,ANY,14.395472526550293,,1.550387596899225,7.507171112630995,1.550387596899225,-1.0638413143157959,LOSS,False,True,0,0.622
54.0,54.0,0.0,1.5700000524520874,7485.0,-1197.599750161171,52.0,1000.0,1.4327001571655273,9.51541519165039,359400.0,0.7361841797828674,1.5964000225067139,1.9972000122070312,2.1975998878479004,2021-03-23,2021-03-19,OBIE,STOP,1000.0,1000.0,1000.0,359400.0,-9.248552881929333,1.7300000190734863,621762.006855011,ANY,15.064850807189941,,0.13360053440213762,7.722574157755694,0.13360053440213762,-1.197599750161171,LOSS,False,True,0,0.622
55.0,17.0,3.0,29.920000076293945,45.0,95.40003776550293,28.0,1000.0,0.9539981484413147,9.869502067565918,123600.0,0.6005128026008606,25.54399871826172,32.3120002746582,35.69599914550781,2021-03-24,2021-02-12,ANOR,RUNNER,1000.0,1000.0,1000.0,123600.0,7.625902508684955,27.799999237060547,3436079.9057006836,ANY,9.9031400680542,,22.22222222222222,79.93605335282702,22.22222222222222,0.09540003776550293,WIN,False,False,0,0.622
56.0,26.0,0.0,235.335205078125,48.0,-983.2705078125,52.0,1000.0,1.0703414678573608,5.051692008972168,24595500.0,0.7421621084213257,235.335205078125,296.78961181640625,327.5168151855469,2021-03-25,2021-03-19,BA,STOP,1000.0,1000.0,1000.0,24595500.0,-8.007505925887928,255.82000732421875,6292020990.142822,ANY,8.29964542388916,,20.833333333333332,8.143746672217775,20.833333333333332,-0.9832705078125,LOSS,False,False,0,0.622
56.0,28.0,0.0,2149.008544921875,5.0,-907.9833984375,43.0,1000.0,1.1562367677688599,3.8658738136291504,435300.0,0.5942307710647583,2149.008544921875,2693.798583984375,2966.193359375,2021-03-25,2021-03-08,BKNG,STOP,1000.0,1000.0,1000.0,435300.0,-7.7918249633177075,2330.605224609375,1014512454.2724609,ANY,4.963119029998779,,200.0,8.581461926205085,200.0,-0.9079833984375,LOSS,False,False,0,0.622
66.0,14.0,3.0,5.960000038146973,258.0,260.5800590515137,15.0,1000.0,1.1920439004898071,5.055873870849609,1300800.0,0.5,4.561999797821045,5.72599983215332,6.307999610900879,2021-04-09,2021-01-26,AMRX,RUNNER,1000.0,1000.0,1000.0,1300800.0,20.404045814130605,4.949999809265137,6438959.75189209,ANY,3.372659683227539,,3.875968992248062,78.30240690097072,3.875968992248062,0.26058005905151366,WIN,False,False,0,0.622
80.0,46.0,1.0,327.2242736816406,18.0,831.0157470703125,57.0,1000.0,1.0946952104568481,3.393380641937256,24505600.0,0.7322460412979126,258.9122314453125,325.34576416015625,358.5625305175781,2021-04-29,2021-03-26,META,TP1,1000.0,1000.0,1000.0,24505600.0,16.426413680320906,281.0567321777344,6887463856.0546875,ANY,3.6075196266174316,,55.55555555555556,19.766669570620138,55.55555555555556,0.8310157470703124,WIN,False,False,0,0.622
87.0,30.0,2.0,13.720579147338867,570.0,1749.2317485809326,37.0,1000.0,1.130815029144287,3.306102991104126,7836175.0,0.5973718166351318,9.774943351745605,12.405367851257324,13.720579147338867,2021-05-10,2021-02-26,CNQ,TP2,1000.0,1000.0,1000.0,7836175.0,28.810544667997295,10.651751518249512,83468988.95351887,ANY,3.6499898433685303,,1.7543859649122806,16.470398900185696,1.7543859649122806,1.7492317485809326,WIN,False,False,0,0.622
87.0,39.0,1.0,118.48857879638672,50.0,792.2073364257812,43.0,1000.0,0.99784255027771,2.7578909397125244,864900.0,0.5973718166351318,94.72235870361328,118.48857879638672,130.37168884277344,2021-05-10,2021-03-08,GPC,TP1,1000.0,1000.0,1000.0,864900.0,15.43595342613331,102.6444320678711,88777169.29550171,ANY,11.682965278625488,,20.0,19.484739305465197,20.0,0.7922073364257812,WIN,False,False,0,0.622
88.0,26.0,0.0,225.09478759765625,50.0,-988.7603759765625,57.0,1000.0,1.1843574047088623,4.772317409515381,27553600.0,0.7385589480400085,225.09478759765625,284.42041015625,314.08319091796875,2021-05-11,2021-03-26,BA,STOP,1000.0,1000.0,1000.0,27553600.0,-8.075798551826418,244.8699951171875,6747049897.4609375,ANY,0.6601858139038086,,20.0,8.167599297099915,20.0,-0.9887603759765625,LOSS,False,False,0,0.622
89.0,44.0,0.0,131.10064697265625,86.0,-1006.0448913574219,37.0,1000.0,1.6615904569625854,3.5669925212860107,5147300.0,0.61307692527771,131.21908569335938,165.95834350585938,183.32797241210938,2021-05-12,2021-02-26,MAR,STOP,1000.0,1000.0,1000.0,5147300.0,-8.192080645704184,142.79884338378906,735028486.5493774,ANY,11.699118614196777,,11.627906976744185,8.142857954033133,11.627906976744185,-1.0060448913574218,LOSS,False,True,0,0.622
98.0,20.0,3.0,73.94497680664062,26.0,678.8041763305664,15.0,1000.0,0.9504397511482239,3.2162418365478516,125900.0,0.5,43.94157791137695,55.62821578979492,61.471534729003906,2021-05-25,2021-01-26,ARCC1,RUNNER,1000.0,1000.0,1000.0,125900.0,54.57655231588932,47.83712387084961,6022693.895339966,ANY,5.489266872406006,,38.46153846153846,80.40102612643832,38.46153846153846,0.6788041763305664,WIN,False,False,0,0.622
105.0,16.0,1.0,30.71013641357422,191.0,855.5480346679688,52.0,1000.0,0.7925993204116821,4.578693866729736,135800.0,0.7292198538780212,24.146224975585938,30.400033950805664,33.526939392089844,2021-06-04,2021-03-19,ANDG,TP1,1000.0,1000.0,1000.0,135800.0,17.076507063293473,26.23082733154297,3562146.351623535,ANY,2.7656586170196533,,5.2356020942408374,19.959729169292903,5.2356020942408374,0.8555480346679688,WIN,False,False,0,0.622
115.0,56.0,3.0,40.24706268310547,45.0,561.1981201171875,37.0,1000.0,1.182920217514038,4.64673376083374,1721900.0,0.6162179708480835,25.526622772216797,32.27473449707031,35.6487922668457,2021-06-18,2021-02-26,OLOXF,RUNNER,1000.0,1000.0,1000.0,1721900.0,44.898733881677884,27.77599334716797,47827482.944488525,ANY,7.585567474365234,,22.22222222222222,80.00513949031455,22.22222222222222,0.5611981201171875,WIN,False,False,0,0.622
122.0,50.0,0.0,53.772220611572266,210.0,-996.4145278930664,89.0,1000.0,1.0421425104141235,2.282531499862671,6323200.0,0.928205132484436,53.772220611572266,68.0067138671875,75.12395477294922,2021-06-29,2021-05-12,NEM,STOP,1000.0,1000.0,1000.0,6323200.0,-8.108458898086258,58.517051696777344,370015021.2890625,ANY,3.598313331604004,53.16455696202531,4.761904761904762,8.137636165574298,4.761904761904762,-0.9964145278930664,LOSS,False,False,0,0.622
128.0,30.0,3.0,14.051322937011719,115.0,390.9507131576538,37.0,1000.0,1.130815029144287,3.306102991104126,7836175.0,0.5973718166351318,9.774943351745605,12.405367851257324,13.720579147338867,2021-07-08,2021-02-26,CNQ,RUNNER,1000.0,1000.0,1000.0,7836175.0,31.915609493309756,10.651751518249512,83468988.95351887,ANY,3.6499898433685303,,8.695652173913043,81.6358902009204,8.695652173913043,0.3909507131576538,WIN,False,False,0,0.622
128.0,52.0,0.0,229.42323303222656,48.0,-1211.53857421875,89.0,1000.0,1.1327003240585327,1.7210255861282349,1282500.0,0.8768283724784851,233.93182373046875,296.1272277832031,327.22491455078125,2021-07-08,2021-05-12,NSC,STOP,1000.0,1000.0,1000.0,1282500.0,-9.911265285310314,254.6636199951172,326606092.6437378,ANY,0.36398857831954956,41.77215189873418,20.833333333333332,8.180726141304667,20.833333333333332,-1.21153857421875,LOSS,False,True,0,0.622
134.0,53.0,0.0,18.12047576904297,629.0,-1185.6867389678955,129.0,1000.0,1.1285679340362549,2.5832200050354004,503300000.0,0.9521203637123108,18.41684341430664,23.182844161987305,25.56584358215332,2021-07-16,2021-07-09,NVDA,STOP,1000.0,1000.0,1000.0,503300000.0,-9.422576730330093,20.005510330200195,10068773349.189758,ANY,4.134703636169434,16.455696202531644,1.589825119236884,7.946936084089261,1.589825119236884,-1.1856867389678956,LOSS,False,True,0,0.622
135.0,16.0,0.0,23.997957229614258,288.0,-643.0665893554688,52.0,1000.0,0.7925993204116821,4.578693866729736,135800.0,0.7292198538780212,24.146224975585938,30.400033950805664,33.526939392089844,2021-07-19,2021-03-19,ANDG,STOP,1000.0,1000.0,1000.0,135800.0,-8.512389158399326,26.23082733154297,3562146.351623535,ANY,2.7656586170196533,,3.4722222222222223,13.23718149769078,3.4722222222222223,-0.6430665893554688,LOSS,False,False,0,0.622
139.0,46.0,2.0,367.22479248046875,22.0,1895.6973266601562,57.0,1000.0,1.0946952104568481,3.393380641937256,24505600.0,0.7322460412979126,258.9122314453125,325.34576416015625,358.5625305175781,2021-07-23,2021-03-26,META,TP2,1000.0,1000.0,1000.0,24505600.0,30.658600359817573,281.0567321777344,6887463856.0546875,ANY,3.6075196266174316,,45.45454545454545,16.172729648689202,45.45454545454545,1.8956973266601562,WIN,False,False,0,0.622
143.0,13.0,1.0,105.2583999633789,55.0,789.7119140625,129.0,1000.0,1.0819497108459473,2.9142885208129883,45673500.0,0.8493970036506653,83.7208023071289,105.2583999633789,116.0271987915039,2021-07-29,2021-07-09,AMD,TP1,1000.0,1000.0,1000.0,45673500.0,15.795817597882234,90.9000015258789,4151721219.69223,ANY,4.569902420043945,77.21518987341773,18.181818181818183,20.001999864259503,18.181818181818183,0.7897119140625,WIN,False,False,0,0.622
144.0,15.0,0.0,166.37950134277344,66.0,-1292.7745971679688,129.0,1000.0,1.4332727193832397,1.8503237962722778,103612000.0,0.855512797832489,171.04135131835938,215.81826782226562,238.2067413330078,2021-07-30,2021-07-09,AMZN,STOP,1000.0,1000.0,1000.0,103612000.0,-10.532779685601671,185.9669952392578,19268412310.72998,ANY,6.391196250915527,70.88607594936708,15.151515151515152,8.147421606732856,15.151515151515152,-1.2927745971679687,LOSS,False,True,0,0.622
146.0,38.0,1.0,59.551998138427734,98.0,802.6198654174805,129.0,1000.0,0.9859039783477783,2.2484772205352783,4513000.0,0.9389493465423584,47.315120697021484,59.45576095581055,65.52607727050781,2021-08-03,2021-07-09,FTNT,TP1,1000.0,1000.0,1000.0,4513000.0,15.945638223917577,51.36199951171875,231796703.79638672,ANY,6.420185089111328,41.77215189873418,10.204081632653061,19.86698674050822,10.204081632653061,0.8026198654174804,WIN,False,False,0,0.622
147.0,13.0,2.0,118.7699966430664,70.0,1950.899658203125,129.0,1000.0,1.0819497108459473,2.9142885208129883,45673500.0,0.8493970036506653,83.7208023071289,105.2583999633789,116.0271987915039,2021-08-04,2021-07-09,AMD,TP2,1000.0,1000.0,1000.0,45673500.0,30.66006012029935,90.9000015258789,4151721219.69223,ANY,4.569902420043945,77.21518987341773,14.285714285714286,15.715857036203893,14.285714285714286,1.950899658203125,WIN,False,False,0,0.622
149.0,27.0,1.0,25.659847259521484,225.0,797.1615314483643,89.0,1000.0,1.0596226453781128,3.9182350635528564,315100.0,0.964102566242218,20.345436096191406,25.659847259521484,28.317052841186523,2021-08-06,2021-05-12,BBT,TP1,1000.0,1000.0,1000.0,315100.0,16.019148249741345,22.116907119750977,6969037.433433533,ANY,8.239961624145508,13.924050632911392,4.444444444444445,20.09523492765152,4.444444444444445,0.7971615314483642,WIN,False,False,0,0.622
162.0,34.0,1.0,52.47798156738281,114.0,797.1441650390625,57.0,1000.0,1.3802188634872437,1.9834797382354736,34537700.0,0.7536538243293762,41.98924255371094,52.47798156738281,57.72235107421875,2021-08-25,2021-03-26,CSCO,TP1,1000.0,1000.0,1000.0,34537700.0,15.373018617971463,45.48548889160156,1570964169.6914673,ANY,8.614594459533691,,8.771929824561404,19.285117162236443,8.771929824561404,0.7971441650390625,WIN,False,False,0,0.622
174.0,13.0,3.0,104.80000305175781,14.0,194.6000213623047,129.0,1000.0,1.0819497108459473,2.9142885208129883,45673500.0,0.8493970036506653,83.7208023071289,105.2583999633789,116.0271987915039,2021-09-13,2021-07-09,AMD,RUNNER,1000.0,1000.0,1000.0,45673500.0,15.29153057486102,90.9000015258789,4151721219.69223,ANY,4.569902420043945,77.21518987341773,71.42857142857143,78.57928518101946,71.42857142857143,0.1946000213623047,WIN,False,False,0,0.622
179.0,46.0,3.0,353.2325439453125,5.0,360.8790588378906,57.0,1000.0,1.0946952104568481,3.393380641937256,24505600.0,0.7322460412979126,258.9122314453125,325.34576416015625,358.5625305175781,2021-09-20,2021-03-26,META,RUNNER,1000.0,1000.0,1000.0,24505600.0,25.680157599617882,281.0567321777344,6887463856.0546875,ANY,3.6075196266174316,,200.0,71.16001045423249,200.0,0.3608790588378906,WIN,False,False,0,0.622
183.0,35.0,0.0,64.79166412353516,182.0,-1083.8103332519531,145.0,1000.0,1.265072226524353,2.823928117752075,2291400.0,0.8801558017730713,65.26866912841797,81.70266723632812,89.91966247558594,2021-09-24,2021-08-02,DECK,STOP,1000.0,1000.0,1000.0,2291400.0,-8.417360381162025,70.74666595458984,162108910.36834717,ANY,7.708428382873535,51.89873417721519,5.4945054945054945,7.76645149332161,5.4945054945054945,-1.083810333251953,LOSS,False,True,0,0.622
189.0,41.0,0.0,505.8879089355469,22.0,-988.0603637695312,184.0,1000.0,1.0650688409805298,1.638274073600769,1168700.0,0.8810897469520569,505.8879089355469,640.6234130859375,707.9911499023438,2021-10-04,2021-09-27,INTU,STOP,1000.0,1000.0,1000.0,1168700.0,-8.153931666523166,550.7997436523438,643719660.4064941,ANY,0.2819167375564575,58.22784810126582,45.45454545454545,8.252463073627656,45.45454545454545,-0.9880603637695312,LOSS,False,False,0,0.622
200.0,38.0,2.0,66.42400360107422,124.0,1867.6885070800781,129.0,1000.0,0.9859039783477783,2.2484772205352783,4513000.0,0.9389493465423584,47.315120697021484,59.45576095581055,65.52607727050781,2021-10-19,2021-07-09,FTNT,TP2,1000.0,1000.0,1000.0,4513000.0,29.325190281813157,51.36199951171875,231796703.79638672,ANY,6.420185089111328,41.77215189873418,8.064516129032258,15.701328230401659,8.064516129032258,1.8676885070800782,WIN,False,False,0,0.622
213.0,33.0,0.0,373.0464172363281,30.0,-976.607666015625,145.0,1000.0,1.5787322521209717,1.6616184711456299,405600.0,0.8994871973991394,373.0464172363281,470.70721435546875,519.53759765625,2021-11-05,2021-08-02,CRL,STOP,1000.0,1000.0,1000.0,405600.0,-8.026032637405658,405.6000061035156,164511362.47558594,ANY,4.218191623687744,49.36708860759494,33.333333333333336,8.218277325377095,33.333333333333336,-0.976607666015625,LOSS,False,False,0,0.622
217.0,21.0,0.0,75.77999877929688,154.0,-1036.4205169677734,214.0,1000.0,1.4529064893722534,4.21364688873291,701100.0,0.8932148218154907,76.05160522460938,95.42680358886719,105.1144027709961,2021-11-11,2021-11-08,ARWR,STOP,1000.0,1000.0,1000.0,701100.0,-8.156590937692416,82.51000213623047,57847762.49771118,ANY,18.69637107849121,43.037974683544306,6.4935064935064934,7.8699628231559196,6.4935064935064934,-1.0364205169677734,LOSS,False,True,0,0.622
227.0,28.0,0.0,2120.857177734375,5.0,-1578.96484375,184.0,1000.0,1.0829514265060425,2.107057809829712,298900.0,0.8938021063804626,2240.55078125,2828.848876953125,3122.997802734375,2021-11-26,2021-09-27,BKNG,STOP,1000.0,1000.0,1000.0,298900.0,-12.960127624625533,2436.650146484375,728314728.7841797,ANY,5.473371505737305,7.59493670886076,200.0,8.207989985290345,200.0,-1.57896484375,LOSS,False,True,0,0.622
229.0,56.0,0.0,49.69879150390625,220.0,-1247.2711944580078,214.0,1000.0,0.7982725501060486,3.7053098678588867,1205200.0,0.892307698726654,50.82573318481445,64.4531478881836,71.26686096191406,2021-11-30,2021-11-08,OLOXF,STOP,1000.0,1000.0,1000.0,1205200.0,-10.239476637167543,55.36820602416992,66729761.90032959,ANY,9.719423294067383,98.73417721518987,4.545454545454546,8.209503019603552,4.545454545454546,-1.2472711944580077,LOSS,False,True,0,0.622
230.0,38.0,3.0,61.051998138427734,25.0,242.2499656677246,129.0,1000.0,0.9859039783477783,2.2484772205352783,4513000.0,0.9389493465423584,47.315120697021484,59.45576095581055,65.52607727050781,2021-12-01,2021-07-09,FTNT,RUNNER,1000.0,1000.0,1000.0,4513000.0,18.866085274772285,51.36199951171875,231796703.79638672,ANY,6.420185089111328,41.77215189873418,40.0,77.87858802279223,40.0,0.2422499656677246,WIN,False,False,0,0.622
235.0,32.0,1.0,149.7011260986328,38.0,797.5442504882812,145.0,1000.0,1.2758136987686157,1.8435368537902832,704600.0,0.9439102411270142,118.46614837646484,149.20706176757812,164.57752990722656,2021-12-08,2021-08-02,CPT,TP1,1000.0,1000.0,1000.0,704600.0,16.306035213980035,128.71311950683594,90691264.0045166,ANY,4.138643741607666,84.81012658227847,26.31578947368421,20.445304701271404,26.31578947368421,0.7975442504882813,WIN,False,False,0,0.622
239.0,53.0,0.0,27.889892578125,393.0,-998.6753597259521,236.0,1000.0,0.943011462688446,5.081028938293457,475551008.0,0.9129619002342224,27.889892578125,35.51336669921875,39.325103759765625,2021-12-14,2021-12-09,NVDA,STOP,1000.0,1000.0,1000.0,475551008.0,-8.350545155059956,30.43105125427246,14471517098.468933,ANY,-2.8739497661590576,82.27848101265823,2.544529262086514,8.361621295384158,2.544529262086514,-0.9986753597259521,LOSS,False,False,0,0.622
246.0,58.0,1.0,94.08586883544922,60.0,784.7520446777344,184.0,1000.0,1.4984780550003052,2.1574819087982178,12080400.0,0.9501923322677612,74.46707153320312,94.08586883544922,103.89527130126953,2021-12-23,2021-09-27,PANW,TP1,1000.0,1000.0,1000.0,12080400.0,16.145832254161117,81.00666809082031,978592953.2043457,ANY,2.7473156452178955,87.34177215189874,16.666666666666668,20.57443795612097,16.666666666666668,0.7847520446777344,WIN,False,False,0,0.622
