number,value,datetime_start,datetime_complete,duration,params_max_consolidation_range,params_max_dist_sma20,params_max_stop_pct,params_max_vix,params_min_consolidation_days,params_min_dollar_volume,params_min_volume,params_require_bullish_spy,params_rvol_danger,params_rvol_warning,params_rvol_warning_size,state
260,0.39173165785767894,2026-01-10 01:19:19.957473,2026-01-10 01:19:20.544551,0 days 00:00:00.587078,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
261,0.31749446174261636,2026-01-10 01:19:20.546809,2026-01-10 01:19:21.139853,0 days 00:00:00.593044,20.0,20.0,0.07,40.0,10,10000000.0,100000,False,3.0,2.5,0.6,COMPLETE
262,0.39173165785767894,2026-01-10 01:19:21.142368,2026-01-10 01:19:21.763010,0 days 00:00:00.620642,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
263,0.3893461629148444,2026-01-10 01:19:21.765144,2026-01-10 01:19:22.391349,0 days 00:00:00.626205,20.0,15.0,0.08,40.0,5,10000000.0,100000,False,3.0,2.0,0.7,COMPLETE
264,0.39173165785767894,2026-01-10 01:19:22.393545,2026-01-10 01:19:23.003706,0 days 00:00:00.610161,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
265,0.39173165785767894,2026-01-10 01:19:23.005689,2026-01-10 01:19:23.618782,0 days 00:00:00.613093,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
266,0.39055026222190115,2026-01-10 01:19:23.621305,2026-01-10 01:19:24.237563,0 days 00:00:00.616258,25.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.65,COMPLETE
267,0.39173165785767894,2026-01-10 01:19:24.239766,2026-01-10 01:19:24.842693,0 days 00:00:00.602927,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
268,0.39173165785767894,2026-01-10 01:19:24.844740,2026-01-10 01:19:25.443435,0 days 00:00:00.598695,20.0,25.0,0.08,40.0,10,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
269,0.37772083953648333,2026-01-10 01:19:25.445508,2026-01-10 01:19:26.055400,0 days 00:00:00.609892,20.0,20.0,0.08,50.0,10,10000000.0,200000,False,3.5,2.0,0.6,COMPLETE
270,0.39173165785767894,2026-01-10 01:19:26.057501,2026-01-10 01:19:26.657519,0 days 00:00:00.600018,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
271,0.39173165785767894,2026-01-10 01:19:26.659769,2026-01-10 01:19:27.253535,0 days 00:00:00.593766,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
272,0.39173165785767894,2026-01-10 01:19:27.255491,2026-01-10 01:19:27.855762,0 days 00:00:00.600271,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
273,0.39173165785767894,2026-01-10 01:19:27.857804,2026-01-10 01:19:28.467685,0 days 00:00:00.609881,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
274,0.39173165785767894,2026-01-10 01:19:28.469682,2026-01-10 01:19:29.072459,0 days 00:00:00.602777,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
275,0.39173165785767894,2026-01-10 01:19:29.074456,2026-01-10 01:19:29.668434,0 days 00:00:00.593978,20.0,25.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
276,0.39173165785767894,2026-01-10 01:19:29.670443,2026-01-10 01:19:30.261760,0 days 00:00:00.591317,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
277,0.39173165785767894,2026-01-10 01:19:30.263841,2026-01-10 01:19:30.862641,0 days 00:00:00.598800,15.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
278,0.39173165785767894,2026-01-10 01:19:30.864641,2026-01-10 01:19:31.459393,0 days 00:00:00.594752,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
279,0.39173165785767894,2026-01-10 01:19:31.462356,2026-01-10 01:19:32.067387,0 days 00:00:00.605031,25.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
280,0.31749446174261636,2026-01-10 01:19:32.069516,2026-01-10 01:19:32.682772,0 days 00:00:00.613256,20.0,20.0,0.07,40.0,10,5000000.0,100000,False,3.0,2.5,0.6,COMPLETE
281,0.39173165785767894,2026-01-10 01:19:32.685024,2026-01-10 01:19:33.284505,0 days 00:00:00.599481,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
282,0.3893461629148444,2026-01-10 01:19:33.286555,2026-01-10 01:19:33.875730,0 days 00:00:00.589175,20.0,20.0,0.08,50.0,5,10000000.0,100000,False,3.0,2.0,0.7,COMPLETE
283,0.39173165785767894,2026-01-10 01:19:33.877708,2026-01-10 01:19:34.463970,0 days 00:00:00.586262,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
284,0.39173165785767894,2026-01-10 01:19:34.466001,2026-01-10 01:19:35.082632,0 days 00:00:00.616631,20.0,25.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
285,0.39173165785767894,2026-01-10 01:19:35.084668,2026-01-10 01:19:35.676316,0 days 00:00:00.591648,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
286,0.39173165785767894,2026-01-10 01:19:35.678336,2026-01-10 01:19:36.262591,0 days 00:00:00.584255,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
287,0.39173165785767894,2026-01-10 01:19:36.264621,2026-01-10 01:19:36.852709,0 days 00:00:00.588088,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
288,0.3858165418595707,2026-01-10 01:19:36.854721,2026-01-10 01:19:37.458464,0 days 00:00:00.603743,20.0,15.0,0.08,40.0,10,10000000.0,200000,False,3.0,2.0,0.65,COMPLETE
289,0.3833960517967226,2026-01-10 01:19:37.460507,2026-01-10 01:19:38.062059,0 days 00:00:00.601552,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.5,2.0,0.6,COMPLETE
290,0.39173165785767894,2026-01-10 01:19:38.064247,2026-01-10 01:19:38.658644,0 days 00:00:00.594397,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
291,0.39173165785767894,2026-01-10 01:19:38.660701,2026-01-10 01:19:39.251239,0 days 00:00:00.590538,25.0,20.0,0.08,50.0,10,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
292,0.39173165785767894,2026-01-10 01:19:39.253412,2026-01-10 01:19:39.881134,0 days 00:00:00.627722,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
293,0.39173165785767894,2026-01-10 01:19:39.883284,2026-01-10 01:19:40.513710,0 days 00:00:00.630426,20.0,25.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
294,0.39173165785767894,2026-01-10 01:19:40.515874,2026-01-10 01:19:41.220882,0 days 00:00:00.705008,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
295,0.39173165785767894,2026-01-10 01:19:41.223048,2026-01-10 01:19:41.845831,0 days 00:00:00.622783,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
296,0.39173165785767894,2026-01-10 01:19:41.848098,2026-01-10 01:19:42.460437,0 days 00:00:00.612339,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
297,0.39173165785767894,2026-01-10 01:19:42.462376,2026-01-10 01:19:43.104479,0 days 00:00:00.642103,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
298,0.39173165785767894,2026-01-10 01:19:43.107211,2026-01-10 01:19:43.719676,0 days 00:00:00.612465,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
299,0.31749446174261636,2026-01-10 01:19:43.721838,2026-01-10 01:19:44.348100,0 days 00:00:00.626262,20.0,20.0,0.07,50.0,10,10000000.0,100000,False,3.0,2.5,0.6,COMPLETE
