number,value,datetime_start,datetime_complete,duration,params_max_consolidation_range,params_max_dist_sma20,params_max_stop_pct,params_max_vix,params_min_consolidation_days,params_min_dollar_volume,params_min_volume,params_require_bullish_spy,params_rvol_danger,params_rvol_warning,params_rvol_warning_size,state
127,0.37772083953648333,2026-01-10 01:17:59.590358,2026-01-10 01:18:00.217271,0 days 00:00:00.626913,20.0,20.0,0.08,50.0,10,10000000.0,200000,False,3.5,2.0,0.6,COMPLETE
128,0.39055026222190115,2026-01-10 01:18:00.219351,2026-01-10 01:18:00.849412,0 days 00:00:00.630061,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.65,COMPLETE
129,0.39173165785767894,2026-01-10 01:18:00.851554,2026-01-10 01:18:01.449866,0 days 00:00:00.598312,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
130,0.39173165785767894,2026-01-10 01:18:01.452250,2026-01-10 01:18:02.088401,0 days 00:00:00.636151,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
131,0.39173165785767894,2026-01-10 01:18:02.090651,2026-01-10 01:18:02.679987,0 days 00:00:00.589336,20.0,25.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
132,0.39173165785767894,2026-01-10 01:18:02.681961,2026-01-10 01:18:03.261360,0 days 00:00:00.579399,20.0,25.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
133,0.39173165785767894,2026-01-10 01:18:03.263368,2026-01-10 01:18:03.840028,0 days 00:00:00.576660,20.0,25.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
134,0.39173165785767894,2026-01-10 01:18:03.842738,2026-01-10 01:18:04.424053,0 days 00:00:00.581315,20.0,25.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
135,0.39173165785767894,2026-01-10 01:18:04.426395,2026-01-10 01:18:05.063712,0 days 00:00:00.637317,20.0,15.0,0.08,50.0,10,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
136,0.39173165785767894,2026-01-10 01:18:05.065783,2026-01-10 01:18:05.676055,0 days 00:00:00.610272,25.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
137,0.31749446174261636,2026-01-10 01:18:05.678016,2026-01-10 01:18:06.261906,0 days 00:00:00.583890,20.0,25.0,0.07,50.0,10,10000000.0,100000,False,3.0,2.5,0.6,COMPLETE
138,0.39173165785767894,2026-01-10 01:18:06.263883,2026-01-10 01:18:06.858654,0 days 00:00:00.594771,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
139,0.39173165785767894,2026-01-10 01:18:06.861042,2026-01-10 01:18:07.445454,0 days 00:00:00.584412,20.0,15.0,0.08,40.0,5,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
140,0.39173165785767894,2026-01-10 01:18:07.447886,2026-01-10 01:18:08.030549,0 days 00:00:00.582663,15.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
141,0.39173165785767894,2026-01-10 01:18:08.032615,2026-01-10 01:18:08.608865,0 days 00:00:00.576250,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
142,0.39173165785767894,2026-01-10 01:18:08.610785,2026-01-10 01:18:09.197194,0 days 00:00:00.586409,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
143,0.39173165785767894,2026-01-10 01:18:09.199214,2026-01-10 01:18:09.790236,0 days 00:00:00.591022,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
144,0.39173165785767894,2026-01-10 01:18:09.792145,2026-01-10 01:18:10.369607,0 days 00:00:00.577462,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
145,0.39173165785767894,2026-01-10 01:18:10.371746,2026-01-10 01:18:10.955220,0 days 00:00:00.583474,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
146,0.38428957205537734,2026-01-10 01:18:10.957270,2026-01-10 01:18:11.537616,0 days 00:00:00.580346,20.0,20.0,0.08,50.0,10,10000000.0,200000,False,3.0,2.0,0.7,COMPLETE
147,0.3833960517967226,2026-01-10 01:18:11.539610,2026-01-10 01:18:12.116595,0 days 00:00:00.576985,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.5,2.0,0.6,COMPLETE
148,0.39173165785767894,2026-01-10 01:18:12.118397,2026-01-10 01:18:12.700267,0 days 00:00:00.581870,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
149,0.39173165785767894,2026-01-10 01:18:12.702234,2026-01-10 01:18:13.276129,0 days 00:00:00.573895,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
150,0.39055026222190115,2026-01-10 01:18:13.278014,2026-01-10 01:18:13.853190,0 days 00:00:00.575176,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.65,COMPLETE
151,0.39173165785767894,2026-01-10 01:18:13.855171,2026-01-10 01:18:14.447282,0 days 00:00:00.592111,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
152,0.39173165785767894,2026-01-10 01:18:14.449401,2026-01-10 01:18:15.090383,0 days 00:00:00.640982,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
153,0.39173165785767894,2026-01-10 01:18:15.092851,2026-01-10 01:18:15.683620,0 days 00:00:00.590769,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
154,0.39173165785767894,2026-01-10 01:18:15.685647,2026-01-10 01:18:16.276531,0 days 00:00:00.590884,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
155,0.39173165785767894,2026-01-10 01:18:16.278641,2026-01-10 01:18:16.883007,0 days 00:00:00.604366,20.0,25.0,0.08,40.0,10,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
156,0.39173165785767894,2026-01-10 01:18:16.885200,2026-01-10 01:18:17.483413,0 days 00:00:00.598213,25.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
157,0.31749446174261636,2026-01-10 01:18:17.485514,2026-01-10 01:18:18.086329,0 days 00:00:00.600815,20.0,20.0,0.07,40.0,10,10000000.0,100000,False,3.0,2.5,0.6,COMPLETE
158,0.39173165785767894,2026-01-10 01:18:18.088399,2026-01-10 01:18:18.686547,0 days 00:00:00.598148,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
159,0.39173165785767894,2026-01-10 01:18:18.688711,2026-01-10 01:18:19.293331,0 days 00:00:00.604620,20.0,20.0,0.08,50.0,5,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
160,0.39173165785767894,2026-01-10 01:18:19.295396,2026-01-10 01:18:19.887422,0 days 00:00:00.592026,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
161,0.39173165785767894,2026-01-10 01:18:19.889638,2026-01-10 01:18:20.513017,0 days 00:00:00.623379,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
162,0.39173165785767894,2026-01-10 01:18:20.516066,2026-01-10 01:18:21.119157,0 days 00:00:00.603091,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
163,0.39173165785767894,2026-01-10 01:18:21.121237,2026-01-10 01:18:21.718791,0 days 00:00:00.597554,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
164,0.39173165785767894,2026-01-10 01:18:21.720902,2026-01-10 01:18:22.314297,0 days 00:00:00.593395,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
165,0.39173165785767894,2026-01-10 01:18:22.316360,2026-01-10 01:18:22.907849,0 days 00:00:00.591489,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
166,0.39173165785767894,2026-01-10 01:18:22.909940,2026-01-10 01:18:23.504928,0 days 00:00:00.594988,15.0,25.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
167,0.37772083953648333,2026-01-10 01:18:23.506954,2026-01-10 01:18:24.102606,0 days 00:00:00.595652,20.0,15.0,0.08,50.0,10,10000000.0,200000,False,3.5,2.0,0.6,COMPLETE
168,0.39173165785767894,2026-01-10 01:18:24.104564,2026-01-10 01:18:24.695762,0 days 00:00:00.591198,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
169,0.3893461629148444,2026-01-10 01:18:24.698274,2026-01-10 01:18:25.285399,0 days 00:00:00.587125,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.7,COMPLETE
170,0.39173165785767894,2026-01-10 01:18:25.287535,2026-01-10 01:18:25.875489,0 days 00:00:00.587954,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
171,0.39173165785767894,2026-01-10 01:18:25.877533,2026-01-10 01:18:26.467463,0 days 00:00:00.589930,20.0,15.0,0.08,40.0,10,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
172,0.39173165785767894,2026-01-10 01:18:26.469406,2026-01-10 01:18:27.049377,0 days 00:00:00.579971,20.0,15.0,0.08,40.0,10,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
173,0.39173165785767894,2026-01-10 01:18:27.051446,2026-01-10 01:18:27.640131,0 days 00:00:00.588685,20.0,15.0,0.08,40.0,10,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
174,0.39173165785767894,2026-01-10 01:18:27.642114,2026-01-10 01:18:28.225574,0 days 00:00:00.583460,20.0,15.0,0.08,40.0,10,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
175,0.39173165785767894,2026-01-10 01:18:28.227704,2026-01-10 01:18:28.812258,0 days 00:00:00.584554,20.0,25.0,0.08,40.0,10,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
176,0.39173165785767894,2026-01-10 01:18:28.814317,2026-01-10 01:18:29.402624,0 days 00:00:00.588307,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
177,0.39173165785767894,2026-01-10 01:18:29.404760,2026-01-10 01:18:29.999663,0 days 00:00:00.594903,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
178,0.39173165785767894,2026-01-10 01:18:30.001650,2026-01-10 01:18:30.575591,0 days 00:00:00.573941,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
179,0.31905768694146386,2026-01-10 01:18:30.577746,2026-01-10 01:18:31.164580,0 days 00:00:00.586834,20.0,20.0,0.07,40.0,10,10000000.0,100000,False,3.0,2.5,0.65,COMPLETE
180,0.39173165785767894,2026-01-10 01:18:31.167038,2026-01-10 01:18:31.748661,0 days 00:00:00.581623,25.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
181,0.39173165785767894,2026-01-10 01:18:31.750794,2026-01-10 01:18:32.329497,0 days 00:00:00.578703,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
182,0.39173165785767894,2026-01-10 01:18:32.331660,2026-01-10 01:18:32.907551,0 days 00:00:00.575891,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
183,0.39173165785767894,2026-01-10 01:18:32.909538,2026-01-10 01:18:33.495969,0 days 00:00:00.586431,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
184,0.39173165785767894,2026-01-10 01:18:33.497940,2026-01-10 01:18:34.083677,0 days 00:00:00.585737,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
185,0.39173165785767894,2026-01-10 01:18:34.085487,2026-01-10 01:18:34.658685,0 days 00:00:00.573198,20.0,20.0,0.08,50.0,5,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
186,0.39173165785767894,2026-01-10 01:18:34.660919,2026-01-10 01:18:35.254727,0 days 00:00:00.593808,20.0,25.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
187,0.39173165785767894,2026-01-10 01:18:35.256865,2026-01-10 01:18:35.857156,0 days 00:00:00.600291,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
188,0.39173165785767894,2026-01-10 01:18:35.859282,2026-01-10 01:18:36.478749,0 days 00:00:00.619467,20.0,15.0,0.08,50.0,10,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
189,0.39173165785767894,2026-01-10 01:18:36.481049,2026-01-10 01:18:37.073982,0 days 00:00:00.592933,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
190,0.37772083953648333,2026-01-10 01:18:37.076018,2026-01-10 01:18:37.681517,0 days 00:00:00.605499,15.0,15.0,0.08,50.0,10,10000000.0,200000,False,3.5,2.0,0.6,COMPLETE
191,0.39173165785767894,2026-01-10 01:18:37.684632,2026-01-10 01:18:38.294348,0 days 00:00:00.609716,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
192,0.39173165785767894,2026-01-10 01:18:38.296451,2026-01-10 01:18:38.894948,0 days 00:00:00.598497,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
193,0.39173165785767894,2026-01-10 01:18:38.896986,2026-01-10 01:18:39.496954,0 days 00:00:00.599968,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
194,0.39173165785767894,2026-01-10 01:18:39.498927,2026-01-10 01:18:40.113657,0 days 00:00:00.614730,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
195,0.39173165785767894,2026-01-10 01:18:40.116659,2026-01-10 01:18:40.730167,0 days 00:00:00.613508,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
196,0.39173165785767894,2026-01-10 01:18:40.732464,2026-01-10 01:18:41.334513,0 days 00:00:00.602049,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
197,0.39173165785767894,2026-01-10 01:18:41.337326,2026-01-10 01:18:41.932336,0 days 00:00:00.595010,20.0,25.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
198,0.39173165785767894,2026-01-10 01:18:41.934278,2026-01-10 01:18:42.535803,0 days 00:00:00.601525,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
199,0.3893461629148444,2026-01-10 01:18:42.537789,2026-01-10 01:18:43.154862,0 days 00:00:00.617073,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.7,COMPLETE
200,0.39173165785767894,2026-01-10 01:18:43.157335,2026-01-10 01:18:43.782392,0 days 00:00:00.625057,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
201,0.39173165785767894,2026-01-10 01:18:43.784816,2026-01-10 01:18:44.379762,0 days 00:00:00.594946,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
202,0.39173165785767894,2026-01-10 01:18:44.381686,2026-01-10 01:18:44.987734,0 days 00:00:00.606048,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
203,0.39173165785767894,2026-01-10 01:18:44.990268,2026-01-10 01:18:45.610293,0 days 00:00:00.620025,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
204,0.39173165785767894,2026-01-10 01:18:45.612709,2026-01-10 01:18:46.202913,0 days 00:00:00.590204,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
205,0.39173165785767894,2026-01-10 01:18:46.205101,2026-01-10 01:18:46.804646,0 days 00:00:00.599545,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
206,0.39173165785767894,2026-01-10 01:18:46.806871,2026-01-10 01:18:47.427864,0 days 00:00:00.620993,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
207,0.31905768694146386,2026-01-10 01:18:47.429950,2026-01-10 01:18:48.046649,0 days 00:00:00.616699,20.0,15.0,0.07,50.0,10,5000000.0,100000,False,3.0,2.5,0.65,COMPLETE
208,0.39173165785767894,2026-01-10 01:18:48.048769,2026-01-10 01:18:48.654772,0 days 00:00:00.606003,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
209,0.39173165785767894,2026-01-10 01:18:48.656841,2026-01-10 01:18:49.294843,0 days 00:00:00.638002,20.0,25.0,0.08,50.0,5,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
210,0.39173165785767894,2026-01-10 01:18:49.297052,2026-01-10 01:18:49.939448,0 days 00:00:00.642396,25.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
211,0.39173165785767894,2026-01-10 01:18:49.941471,2026-01-10 01:18:50.584495,0 days 00:00:00.643024,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
212,0.39173165785767894,2026-01-10 01:18:50.586526,2026-01-10 01:18:51.193311,0 days 00:00:00.606785,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
213,0.39173165785767894,2026-01-10 01:18:51.195348,2026-01-10 01:18:51.798135,0 days 00:00:00.602787,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
214,0.39173165785767894,2026-01-10 01:18:51.800321,2026-01-10 01:18:52.397660,0 days 00:00:00.597339,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
215,0.39173165785767894,2026-01-10 01:18:52.399816,2026-01-10 01:18:53.008091,0 days 00:00:00.608275,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
216,0.39173165785767894,2026-01-10 01:18:53.010226,2026-01-10 01:18:53.609541,0 days 00:00:00.599315,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
217,0.39173165785767894,2026-01-10 01:18:53.611427,2026-01-10 01:18:54.200288,0 days 00:00:00.588861,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
218,0.39173165785767894,2026-01-10 01:18:54.202146,2026-01-10 01:18:54.824998,0 days 00:00:00.622852,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
219,0.37772083953648333,2026-01-10 01:18:54.827141,2026-01-10 01:18:55.488001,0 days 00:00:00.660860,20.0,20.0,0.08,40.0,10,10000000.0,200000,False,3.5,2.0,0.6,COMPLETE
220,0.39173165785767894,2026-01-10 01:18:55.489911,2026-01-10 01:18:56.094837,0 days 00:00:00.604926,20.0,25.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
221,0.39173165785767894,2026-01-10 01:18:56.097070,2026-01-10 01:18:56.704798,0 days 00:00:00.607728,25.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
222,0.39173165785767894,2026-01-10 01:18:56.706885,2026-01-10 01:18:57.332733,0 days 00:00:00.625848,25.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
223,0.39173165785767894,2026-01-10 01:18:57.334795,2026-01-10 01:18:57.960279,0 days 00:00:00.625484,25.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
224,0.39173165785767894,2026-01-10 01:18:57.962273,2026-01-10 01:18:58.568138,0 days 00:00:00.605865,25.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
225,0.39173165785767894,2026-01-10 01:18:58.570837,2026-01-10 01:18:59.187960,0 days 00:00:00.617123,15.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
226,0.39173165785767894,2026-01-10 01:18:59.189793,2026-01-10 01:18:59.833774,0 days 00:00:00.643981,20.0,20.0,0.08,40.0,10,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
227,0.39173165785767894,2026-01-10 01:18:59.835853,2026-01-10 01:19:00.476669,0 days 00:00:00.640816,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
228,0.39173165785767894,2026-01-10 01:19:00.478619,2026-01-10 01:19:01.081753,0 days 00:00:00.603134,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
229,0.39173165785767894,2026-01-10 01:19:01.083903,2026-01-10 01:19:01.685764,0 days 00:00:00.601861,25.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
230,0.3893461629148444,2026-01-10 01:19:01.687873,2026-01-10 01:19:02.289335,0 days 00:00:00.601462,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.7,COMPLETE
231,0.39173165785767894,2026-01-10 01:19:02.291366,2026-01-10 01:19:02.935552,0 days 00:00:00.644186,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
232,0.39173165785767894,2026-01-10 01:19:02.938019,2026-01-10 01:19:03.599388,0 days 00:00:00.661369,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
233,0.39173165785767894,2026-01-10 01:19:03.601859,2026-01-10 01:19:04.271561,0 days 00:00:00.669702,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
234,0.39173165785767894,2026-01-10 01:19:04.273780,2026-01-10 01:19:04.992020,0 days 00:00:00.718240,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
235,0.39173165785767894,2026-01-10 01:19:04.995471,2026-01-10 01:19:05.744554,0 days 00:00:00.749083,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
236,0.39173165785767894,2026-01-10 01:19:05.747119,2026-01-10 01:19:06.439176,0 days 00:00:00.692057,20.0,25.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
237,0.39173165785767894,2026-01-10 01:19:06.441377,2026-01-10 01:19:07.022966,0 days 00:00:00.581589,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
238,0.36783366015466984,2026-01-10 01:19:07.024987,2026-01-10 01:19:07.604994,0 days 00:00:00.580007,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.5,0.6,COMPLETE
239,0.34471560333106377,2026-01-10 01:19:07.606905,2026-01-10 01:19:08.190239,0 days 00:00:00.583334,20.0,20.0,0.07,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
240,0.39055026222190115,2026-01-10 01:19:08.192107,2026-01-10 01:19:08.770480,0 days 00:00:00.578373,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.65,COMPLETE
241,0.39173165785767894,2026-01-10 01:19:08.772548,2026-01-10 01:19:09.357556,0 days 00:00:00.585008,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
242,0.39173165785767894,2026-01-10 01:19:09.359615,2026-01-10 01:19:09.936681,0 days 00:00:00.577066,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
243,0.39173165785767894,2026-01-10 01:19:09.938600,2026-01-10 01:19:10.522622,0 days 00:00:00.584022,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
244,0.39173165785767894,2026-01-10 01:19:10.524724,2026-01-10 01:19:11.120564,0 days 00:00:00.595840,20.0,15.0,0.08,40.0,5,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
245,0.39173165785767894,2026-01-10 01:19:11.122483,2026-01-10 01:19:11.709989,0 days 00:00:00.587506,20.0,15.0,0.08,40.0,10,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
246,0.39173165785767894,2026-01-10 01:19:11.712068,2026-01-10 01:19:12.299906,0 days 00:00:00.587838,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
247,0.39173165785767894,2026-01-10 01:19:12.301962,2026-01-10 01:19:12.890145,0 days 00:00:00.588183,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
248,0.39173165785767894,2026-01-10 01:19:12.892060,2026-01-10 01:19:13.473706,0 days 00:00:00.581646,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
249,0.39173165785767894,2026-01-10 01:19:13.475774,2026-01-10 01:19:14.060255,0 days 00:00:00.584481,20.0,25.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
250,0.39173165785767894,2026-01-10 01:19:14.062158,2026-01-10 01:19:14.650632,0 days 00:00:00.588474,20.0,20.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
251,0.38733155441013667,2026-01-10 01:19:14.652681,2026-01-10 01:19:15.232159,0 days 00:00:00.579478,20.0,15.0,0.08,50.0,10,10000000.0,200000,False,3.0,2.0,0.6,COMPLETE
252,0.3833960517967226,2026-01-10 01:19:15.234121,2026-01-10 01:19:15.817039,0 days 00:00:00.582918,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.5,2.0,0.6,COMPLETE
253,0.39173165785767894,2026-01-10 01:19:15.818969,2026-01-10 01:19:16.409582,0 days 00:00:00.590613,20.0,15.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
254,0.39173165785767894,2026-01-10 01:19:16.411505,2026-01-10 01:19:17.000094,0 days 00:00:00.588589,25.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
255,0.39173165785767894,2026-01-10 01:19:17.002013,2026-01-10 01:19:17.588726,0 days 00:00:00.586713,20.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
256,0.39173165785767894,2026-01-10 01:19:17.590748,2026-01-10 01:19:18.186380,0 days 00:00:00.595632,20.0,20.0,0.08,40.0,10,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
257,0.39173165785767894,2026-01-10 01:19:18.188615,2026-01-10 01:19:18.780597,0 days 00:00:00.591982,15.0,15.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
258,0.39173165785767894,2026-01-10 01:19:18.782544,2026-01-10 01:19:19.366326,0 days 00:00:00.583782,20.0,25.0,0.08,40.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
259,0.39173165785767894,2026-01-10 01:19:19.368344,2026-01-10 01:19:19.955487,0 days 00:00:00.587143,20.0,20.0,0.08,50.0,10,10000000.0,100000,False,3.0,2.0,0.6,COMPLETE
