number,value,datetime_start,datetime_complete,duration,params_max_exposure_pct,params_min_adr,params_min_rvol,params_risk_dollars,params_rvol_danger_size,params_signal_type,params_tp1_r,params_tp2_r,state
298,0.3852358658177621,2026-01-10 01:01:19.799489,2026-01-10 01:01:20.799575,0 days 00:00:01.000086,0.25,1.0,1.5,250,0.25,breakout,1.5,3.5,COMPLETE
299,0.41005311031611213,2026-01-10 01:01:20.801916,2026-01-10 01:01:21.521183,0 days 00:00:00.719267,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
300,0.41005311031611213,2026-01-10 01:01:21.523455,2026-01-10 01:01:22.168649,0 days 00:00:00.645194,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
301,0.41005311031611213,2026-01-10 01:01:22.170706,2026-01-10 01:01:22.817610,0 days 00:00:00.646904,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
302,-999.0,2026-01-10 01:01:22.819738,2026-01-10 01:01:23.042530,0 days 00:00:00.222792,0.2,1.0,1.5,250,0.25,any,2.0,3.5,COMPLETE
303,0.41005311031611213,2026-01-10 01:01:23.044888,2026-01-10 01:01:23.740593,0 days 00:00:00.695705,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
304,0.4050714412118891,2026-01-10 01:01:23.743260,2026-01-10 01:01:24.445754,0 days 00:00:00.702494,0.25,1.0,1.5,250,0.4,breakout,2.0,4.0,COMPLETE
305,0.35661117126952596,2026-01-10 01:01:24.448113,2026-01-10 01:01:25.172462,0 days 00:00:00.724349,0.2,1.0,1.5,200,0.25,breakout,2.0,3.5,COMPLETE
306,0.41005311031611213,2026-01-10 01:01:25.175065,2026-01-10 01:01:25.884124,0 days 00:00:00.709059,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
307,0.143421264436882,2026-01-10 01:01:25.886276,2026-01-10 01:01:27.307203,0 days 00:00:01.420927,0.25,2.0,2.0,250,0.25,breakout,2.0,3.5,COMPLETE
308,0.41005311031611213,2026-01-10 01:01:27.309533,2026-01-10 01:01:28.074305,0 days 00:00:00.764772,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
309,0.41005311031611213,2026-01-10 01:01:28.076553,2026-01-10 01:01:28.825591,0 days 00:00:00.749038,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
310,0.27480479081594655,2026-01-10 01:01:28.828242,2026-01-10 01:01:29.585465,0 days 00:00:00.757223,0.25,1.0,1.5,150,0.25,breakout,2.0,3.5,COMPLETE
311,0.41005311031611213,2026-01-10 01:01:29.587915,2026-01-10 01:01:30.350692,0 days 00:00:00.762777,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
312,0.41005311031611213,2026-01-10 01:01:30.353033,2026-01-10 01:01:31.096342,0 days 00:00:00.743309,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
313,0.3678389348603048,2026-01-10 01:01:31.098624,2026-01-10 01:01:32.013373,0 days 00:00:00.914749,0.25,1.0,1.5,250,0.25,breakout,1.25,3.5,COMPLETE
314,0.23107184979417453,2026-01-10 01:01:32.016866,2026-01-10 01:01:33.228793,0 days 00:00:01.211927,0.25,1.0,1.0,250,0.3,breakout,2.0,3.5,COMPLETE
315,0.35433044338637054,2026-01-10 01:01:33.231440,2026-01-10 01:01:33.929194,0 days 00:00:00.697754,0.3,1.5,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
316,0.41005311031611213,2026-01-10 01:01:33.931429,2026-01-10 01:01:34.607146,0 days 00:00:00.675717,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
317,0.41005311031611213,2026-01-10 01:01:34.609227,2026-01-10 01:01:35.244642,0 days 00:00:00.635415,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
318,0.41005311031611213,2026-01-10 01:01:35.246697,2026-01-10 01:01:35.903144,0 days 00:00:00.656447,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
319,0.3971557529158919,2026-01-10 01:01:35.905251,2026-01-10 01:01:36.610339,0 days 00:00:00.705088,0.25,1.0,1.5,250,0.25,breakout,1.75,3.0,COMPLETE
320,0.41005311031611213,2026-01-10 01:01:36.612522,2026-01-10 01:01:37.295602,0 days 00:00:00.683080,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
321,0.41005311031611213,2026-01-10 01:01:37.297720,2026-01-10 01:01:37.950752,0 days 00:00:00.653032,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
322,0.41005311031611213,2026-01-10 01:01:37.953006,2026-01-10 01:01:39.084514,0 days 00:00:01.131508,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
323,-999.0,2026-01-10 01:01:39.090956,2026-01-10 01:01:39.347168,0 days 00:00:00.256212,0.2,1.0,1.5,250,0.25,any,1.5,3.5,COMPLETE
324,0.39533671224425965,2026-01-10 01:01:39.349596,2026-01-10 01:01:40.069386,0 days 00:00:00.719790,0.25,1.0,1.5,250,0.25,breakout,2.0,2.5,COMPLETE
325,0.41005311031611213,2026-01-10 01:01:40.072094,2026-01-10 01:01:40.850010,0 days 00:00:00.777916,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
326,0.41005311031611213,2026-01-10 01:01:40.852536,2026-01-10 01:01:41.654143,0 days 00:00:00.801607,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
327,0.35661117126952596,2026-01-10 01:01:41.656647,2026-01-10 01:01:42.520750,0 days 00:00:00.864103,0.25,1.0,1.5,200,0.25,breakout,2.0,3.5,COMPLETE
328,0.4050714412118891,2026-01-10 01:01:42.523361,2026-01-10 01:01:43.323643,0 days 00:00:00.800282,0.25,1.0,1.5,250,0.4,breakout,2.0,4.0,COMPLETE
329,0.3825849660911299,2026-01-10 01:01:43.326275,2026-01-10 01:01:44.160705,0 days 00:00:00.834430,0.25,2.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
330,0.1911613539771066,2026-01-10 01:01:44.163309,2026-01-10 01:01:45.591175,0 days 00:00:01.427866,0.2,1.0,2.0,250,0.25,breakout,2.0,3.5,COMPLETE
331,0.41005311031611213,2026-01-10 01:01:45.593706,2026-01-10 01:01:46.396843,0 days 00:00:00.803137,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
332,0.27480479081594655,2026-01-10 01:01:46.400143,2026-01-10 01:01:47.186252,0 days 00:00:00.786109,0.25,1.0,1.5,150,0.25,breakout,2.0,3.5,COMPLETE
333,0.41005311031611213,2026-01-10 01:01:47.189239,2026-01-10 01:01:48.053582,0 days 00:00:00.864343,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
334,0.41005311031611213,2026-01-10 01:01:48.056306,2026-01-10 01:01:48.937844,0 days 00:00:00.881538,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
335,0.23113785396776518,2026-01-10 01:01:48.941100,2026-01-10 01:01:49.719603,0 days 00:00:00.778503,0.25,1.0,1.0,250,0.25,breakout,2.0,3.5,COMPLETE
336,0.4090776616329641,2026-01-10 01:01:49.721883,2026-01-10 01:01:50.394041,0 days 00:00:00.672158,0.2,1.0,1.5,250,0.3,breakout,2.0,3.5,COMPLETE
337,0.35433044338637054,2026-01-10 01:01:50.396203,2026-01-10 01:01:51.056529,0 days 00:00:00.660326,0.3,1.5,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
338,0.3678389348603048,2026-01-10 01:01:51.058511,2026-01-10 01:01:51.697314,0 days 00:00:00.638803,0.25,1.0,1.5,250,0.25,breakout,1.25,3.5,COMPLETE
339,0.41005311031611213,2026-01-10 01:01:51.699384,2026-01-10 01:01:52.332806,0 days 00:00:00.633422,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
340,-999.0,2026-01-10 01:01:52.334861,2026-01-10 01:01:52.544659,0 days 00:00:00.209798,0.25,1.0,1.5,250,0.25,any,2.0,3.5,COMPLETE
341,0.41005311031611213,2026-01-10 01:01:52.546956,2026-01-10 01:01:53.239215,0 days 00:00:00.692259,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
342,0.4035470067751414,2026-01-10 01:01:53.241507,2026-01-10 01:01:53.944603,0 days 00:00:00.703096,0.25,1.0,1.5,250,0.25,breakout,2.0,3.0,COMPLETE
343,0.40378867354022413,2026-01-10 01:01:53.946882,2026-01-10 01:01:54.632963,0 days 00:00:00.686081,0.25,1.0,1.5,250,0.25,breakout,1.75,3.5,COMPLETE
344,0.41005311031611213,2026-01-10 01:01:54.635469,2026-01-10 01:01:55.327972,0 days 00:00:00.692503,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
345,0.41005311031611213,2026-01-10 01:01:55.330186,2026-01-10 01:01:56.036552,0 days 00:00:00.706366,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
346,0.41005311031611213,2026-01-10 01:01:56.038803,2026-01-10 01:01:56.741928,0 days 00:00:00.703125,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
347,0.3852358658177621,2026-01-10 01:01:56.744350,2026-01-10 01:01:57.435642,0 days 00:00:00.691292,0.2,1.0,1.5,250,0.25,breakout,1.5,3.5,COMPLETE
348,0.41005311031611213,2026-01-10 01:01:57.438523,2026-01-10 01:01:58.140154,0 days 00:00:00.701631,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
349,0.39533671224425965,2026-01-10 01:01:58.142019,2026-01-10 01:01:58.828483,0 days 00:00:00.686464,0.25,1.0,1.5,250,0.25,breakout,2.0,2.5,COMPLETE
350,0.35661117126952596,2026-01-10 01:01:58.830841,2026-01-10 01:01:59.507633,0 days 00:00:00.676792,0.25,1.0,1.5,200,0.25,breakout,2.0,3.5,COMPLETE
351,0.1911613539771066,2026-01-10 01:01:59.510036,2026-01-10 01:02:00.203377,0 days 00:00:00.693341,0.2,1.0,2.0,250,0.25,breakout,2.0,3.5,COMPLETE
352,0.40708484019650254,2026-01-10 01:02:00.205622,2026-01-10 01:02:00.887060,0 days 00:00:00.681438,0.25,1.0,1.5,250,0.4,breakout,2.0,3.5,COMPLETE
353,0.3831923335459688,2026-01-10 01:02:00.889367,2026-01-10 01:02:01.558195,0 days 00:00:00.668828,0.25,2.0,1.5,250,0.25,breakout,2.0,4.0,COMPLETE
354,0.27480479081594655,2026-01-10 01:02:01.560433,2026-01-10 01:02:02.197576,0 days 00:00:00.637143,0.2,1.0,1.5,150,0.25,breakout,2.0,3.5,COMPLETE
355,0.41005311031611213,2026-01-10 01:02:02.199626,2026-01-10 01:02:02.816561,0 days 00:00:00.616935,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
356,0.41005311031611213,2026-01-10 01:02:02.818544,2026-01-10 01:02:03.452952,0 days 00:00:00.634408,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
357,0.2310023728709176,2026-01-10 01:02:03.454899,2026-01-10 01:02:04.113999,0 days 00:00:00.659100,0.2,1.0,1.0,250,0.35,breakout,2.0,3.5,COMPLETE
358,0.41005311031611213,2026-01-10 01:02:04.115989,2026-01-10 01:02:04.746781,0 days 00:00:00.630792,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
359,-999.0,2026-01-10 01:02:04.749063,2026-01-10 01:02:04.962255,0 days 00:00:00.213192,0.25,1.5,1.5,250,0.25,any,2.0,3.5,COMPLETE
360,0.41005311031611213,2026-01-10 01:02:04.964576,2026-01-10 01:02:05.595760,0 days 00:00:00.631184,0.3,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
361,0.4090776616329641,2026-01-10 01:02:05.598221,2026-01-10 01:02:06.330341,0 days 00:00:00.732120,0.25,1.0,1.5,250,0.3,breakout,2.0,3.5,COMPLETE
362,0.3678389348603048,2026-01-10 01:02:06.332966,2026-01-10 01:02:07.048025,0 days 00:00:00.715059,0.2,1.0,1.5,250,0.25,breakout,1.25,3.5,COMPLETE
363,0.41005311031611213,2026-01-10 01:02:07.050656,2026-01-10 01:02:08.294780,0 days 00:00:01.244124,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
364,0.41005311031611213,2026-01-10 01:02:08.297967,2026-01-10 01:02:09.197743,0 days 00:00:00.899776,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
365,0.41005311031611213,2026-01-10 01:02:09.200299,2026-01-10 01:02:09.991339,0 days 00:00:00.791040,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
366,0.4035470067751414,2026-01-10 01:02:09.993237,2026-01-10 01:02:10.827701,0 days 00:00:00.834464,0.25,1.0,1.5,250,0.25,breakout,2.0,3.0,COMPLETE
367,0.41005311031611213,2026-01-10 01:02:10.830649,2026-01-10 01:02:11.612421,0 days 00:00:00.781772,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
368,0.40378867354022413,2026-01-10 01:02:11.615430,2026-01-10 01:02:12.405085,0 days 00:00:00.789655,0.2,1.0,1.5,250,0.25,breakout,1.75,3.5,COMPLETE
369,0.41005311031611213,2026-01-10 01:02:12.407334,2026-01-10 01:02:13.189218,0 days 00:00:00.781884,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
370,0.41005311031611213,2026-01-10 01:02:13.191667,2026-01-10 01:02:13.916313,0 days 00:00:00.724646,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
371,0.35661117126952596,2026-01-10 01:02:13.918450,2026-01-10 01:02:14.618409,0 days 00:00:00.699959,0.25,1.0,1.5,200,0.25,breakout,2.0,3.5,COMPLETE
372,0.3852358658177621,2026-01-10 01:02:14.622113,2026-01-10 01:02:15.299309,0 days 00:00:00.677196,0.2,1.0,1.5,250,0.25,breakout,1.5,3.5,COMPLETE
373,0.15992964496605536,2026-01-10 01:02:15.301293,2026-01-10 01:02:15.937669,0 days 00:00:00.636376,0.25,1.0,2.0,250,0.25,breakout,2.0,2.5,COMPLETE
374,0.3825849660911299,2026-01-10 01:02:15.939865,2026-01-10 01:02:16.582235,0 days 00:00:00.642370,0.25,2.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
375,0.40708484019650254,2026-01-10 01:02:16.584283,2026-01-10 01:02:17.251377,0 days 00:00:00.667094,0.2,1.0,1.5,250,0.4,breakout,2.0,3.5,COMPLETE
376,0.41005311031611213,2026-01-10 01:02:17.253349,2026-01-10 01:02:17.904038,0 days 00:00:00.650689,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
377,0.41005311031611213,2026-01-10 01:02:17.906054,2026-01-10 01:02:18.584092,0 days 00:00:00.678038,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
378,-999.0,2026-01-10 01:02:18.586000,2026-01-10 01:02:18.801694,0 days 00:00:00.215694,0.2,1.0,1.5,150,0.25,any,2.0,4.0,COMPLETE
379,0.23113785396776518,2026-01-10 01:02:18.804056,2026-01-10 01:02:19.849707,0 days 00:00:01.045651,0.25,1.0,1.0,250,0.25,breakout,2.0,3.5,COMPLETE
380,0.41005311031611213,2026-01-10 01:02:19.854854,2026-01-10 01:02:20.892885,0 days 00:00:01.038031,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
381,0.3573731163225285,2026-01-10 01:02:20.895348,2026-01-10 01:02:21.645435,0 days 00:00:00.750087,0.3,1.5,1.5,250,0.35,breakout,2.0,3.5,COMPLETE
382,0.41005311031611213,2026-01-10 01:02:21.648041,2026-01-10 01:02:22.436142,0 days 00:00:00.788101,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
383,0.41005311031611213,2026-01-10 01:02:22.439353,2026-01-10 01:02:23.220017,0 days 00:00:00.780664,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
384,0.41005311031611213,2026-01-10 01:02:23.222392,2026-01-10 01:02:23.989258,0 days 00:00:00.766866,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
385,0.4090776616329641,2026-01-10 01:02:23.991360,2026-01-10 01:02:24.767424,0 days 00:00:00.776064,0.25,1.0,1.5,250,0.3,breakout,2.0,3.5,COMPLETE
386,0.3678389348603048,2026-01-10 01:02:24.769970,2026-01-10 01:02:25.957644,0 days 00:00:01.187674,0.2,1.0,1.5,250,0.25,breakout,1.25,3.5,COMPLETE
387,0.41005311031611213,2026-01-10 01:02:25.961338,2026-01-10 01:02:26.958412,0 days 00:00:00.997074,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
388,0.41005311031611213,2026-01-10 01:02:26.960772,2026-01-10 01:02:27.752124,0 days 00:00:00.791352,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
389,0.41005311031611213,2026-01-10 01:02:27.754500,2026-01-10 01:02:28.527958,0 days 00:00:00.773458,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
390,0.41005311031611213,2026-01-10 01:02:28.530309,2026-01-10 01:02:29.229747,0 days 00:00:00.699438,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
391,0.4035470067751414,2026-01-10 01:02:29.232106,2026-01-10 01:02:29.906386,0 days 00:00:00.674280,0.25,1.0,1.5,250,0.25,breakout,2.0,3.0,COMPLETE
392,0.40378867354022413,2026-01-10 01:02:29.908541,2026-01-10 01:02:30.546231,0 days 00:00:00.637690,0.25,1.0,1.5,250,0.25,breakout,1.75,3.5,COMPLETE
393,0.35661117126952596,2026-01-10 01:02:30.548579,2026-01-10 01:02:31.188027,0 days 00:00:00.639448,0.2,1.0,1.5,200,0.25,breakout,2.0,3.5,COMPLETE
394,0.41005311031611213,2026-01-10 01:02:31.190049,2026-01-10 01:02:31.821264,0 days 00:00:00.631215,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
395,0.41005311031611213,2026-01-10 01:02:31.823282,2026-01-10 01:02:32.485159,0 days 00:00:00.661877,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
396,0.143421264436882,2026-01-10 01:02:32.487427,2026-01-10 01:02:33.130254,0 days 00:00:00.642827,0.2,2.0,2.0,250,0.25,breakout,2.0,3.5,COMPLETE
397,0.39533671224425965,2026-01-10 01:02:33.132319,2026-01-10 01:02:34.374220,0 days 00:00:01.241901,0.25,1.0,1.5,250,0.25,breakout,2.0,2.5,COMPLETE
398,0.3852358658177621,2026-01-10 01:02:34.376312,2026-01-10 01:02:35.062545,0 days 00:00:00.686233,0.25,1.0,1.5,250,0.25,breakout,1.5,3.5,COMPLETE
399,0.2743664893684497,2026-01-10 01:02:35.064769,2026-01-10 01:02:35.725423,0 days 00:00:00.660654,0.2,1.0,1.5,150,0.4,breakout,2.0,3.5,COMPLETE
