number,value,datetime_start,datetime_complete,duration,params_max_consolidation_range,params_max_dist_sma20,params_max_stop_pct,params_max_vix,params_min_consolidation_days,params_min_dollar_volume,params_min_volume,params_require_bullish_spy,params_rvol_danger,params_rvol_warning,params_rvol_warning_size,state
132,0.30541251470330066,2026-01-10 01:04:40.551866,2026-01-10 01:04:40.993623,0 days 00:00:00.441757,15.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
133,0.30541251470330066,2026-01-10 01:04:40.995580,2026-01-10 01:04:41.658356,0 days 00:00:00.662776,15.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
134,0.30541251470330066,2026-01-10 01:04:41.662001,2026-01-10 01:04:42.507290,0 days 00:00:00.845289,15.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
135,0.30541251470330066,2026-01-10 01:04:42.509543,2026-01-10 01:04:42.964551,0 days 00:00:00.455008,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
136,0.30541251470330066,2026-01-10 01:04:42.967247,2026-01-10 01:04:43.420345,0 days 00:00:00.453098,20.0,15.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
137,0.30541251470330066,2026-01-10 01:04:43.422433,2026-01-10 01:04:43.874701,0 days 00:00:00.452268,15.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
138,0.30541251470330066,2026-01-10 01:04:43.876851,2026-01-10 01:04:44.326885,0 days 00:00:00.450034,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
139,0.30541251470330066,2026-01-10 01:04:44.329078,2026-01-10 01:04:44.786295,0 days 00:00:00.457217,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
140,0.2738385362444876,2026-01-10 01:04:44.788975,2026-01-10 01:04:45.254942,0 days 00:00:00.465967,20.0,20.0,0.08,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
141,0.30541251470330066,2026-01-10 01:04:45.257392,2026-01-10 01:04:45.712648,0 days 00:00:00.455256,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
142,0.30541251470330066,2026-01-10 01:04:45.714773,2026-01-10 01:04:46.171220,0 days 00:00:00.456447,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
143,0.30541251470330066,2026-01-10 01:04:46.173778,2026-01-10 01:04:46.656270,0 days 00:00:00.482492,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
144,0.30541251470330066,2026-01-10 01:04:46.658208,2026-01-10 01:04:47.107894,0 days 00:00:00.449686,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
145,0.30541251470330066,2026-01-10 01:04:47.110207,2026-01-10 01:04:47.708041,0 days 00:00:00.597834,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
146,0.013388916887115078,2026-01-10 01:04:47.718445,2026-01-10 01:04:48.672593,0 days 00:00:00.954148,20.0,25.0,0.07,50.0,5,5000000.0,100000,False,3.0,2.0,0.7,COMPLETE
147,0.30330794203156053,2026-01-10 01:04:48.674772,2026-01-10 01:04:49.140634,0 days 00:00:00.465862,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.5,2.0,0.6,COMPLETE
148,0.2933228688781211,2026-01-10 01:04:49.142705,2026-01-10 01:04:49.596177,0 days 00:00:00.453472,25.0,25.0,0.07,50.0,10,10000000.0,200000,False,3.0,2.5,0.6,COMPLETE
149,0.30541251470330066,2026-01-10 01:04:49.598105,2026-01-10 01:04:50.080252,0 days 00:00:00.482147,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
150,0.30368970813167717,2026-01-10 01:04:50.082292,2026-01-10 01:04:50.544092,0 days 00:00:00.461800,20.0,25.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.65,COMPLETE
151,0.30541251470330066,2026-01-10 01:04:50.546125,2026-01-10 01:04:51.025743,0 days 00:00:00.479618,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
152,0.30541251470330066,2026-01-10 01:04:51.027799,2026-01-10 01:04:51.481134,0 days 00:00:00.453335,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
153,0.30541251470330066,2026-01-10 01:04:51.483180,2026-01-10 01:04:51.954312,0 days 00:00:00.471132,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
154,0.30541251470330066,2026-01-10 01:04:51.956690,2026-01-10 01:04:52.424979,0 days 00:00:00.468289,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
155,0.30541251470330066,2026-01-10 01:04:52.426993,2026-01-10 01:04:52.900959,0 days 00:00:00.473966,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
156,0.30541251470330066,2026-01-10 01:04:52.903219,2026-01-10 01:04:53.376727,0 days 00:00:00.473508,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
157,0.30541251470330066,2026-01-10 01:04:53.378778,2026-01-10 01:04:53.832115,0 days 00:00:00.453337,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
158,0.30541251470330066,2026-01-10 01:04:53.834149,2026-01-10 01:04:54.304116,0 days 00:00:00.469967,15.0,15.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
159,0.30541251470330066,2026-01-10 01:04:54.306440,2026-01-10 01:04:55.397164,0 days 00:00:01.090724,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
160,0.30541251470330066,2026-01-10 01:04:55.399521,2026-01-10 01:04:55.885178,0 days 00:00:00.485657,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
161,0.30541251470330066,2026-01-10 01:04:55.887205,2026-01-10 01:04:56.375869,0 days 00:00:00.488664,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
162,0.30541251470330066,2026-01-10 01:04:56.378219,2026-01-10 01:04:56.836696,0 days 00:00:00.458477,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
163,0.30541251470330066,2026-01-10 01:04:56.838830,2026-01-10 01:04:57.289938,0 days 00:00:00.451108,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
164,0.30541251470330066,2026-01-10 01:04:57.292058,2026-01-10 01:04:57.748598,0 days 00:00:00.456540,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
165,0.30541251470330066,2026-01-10 01:04:57.750572,2026-01-10 01:04:58.218121,0 days 00:00:00.467549,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
166,0.2738385362444876,2026-01-10 01:04:58.220243,2026-01-10 01:04:58.673258,0 days 00:00:00.453015,20.0,25.0,0.08,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
167,0.02668259047609771,2026-01-10 01:04:58.675411,2026-01-10 01:04:59.166827,0 days 00:00:00.491416,20.0,25.0,0.07,50.0,5,5000000.0,100000,False,3.5,2.5,0.6,COMPLETE
168,0.30541251470330066,2026-01-10 01:04:59.169148,2026-01-10 01:04:59.645441,0 days 00:00:00.476293,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
169,0.30196379586654803,2026-01-10 01:04:59.647730,2026-01-10 01:05:00.293178,0 days 00:00:00.645448,20.0,25.0,0.07,50.0,10,10000000.0,200000,False,3.0,2.0,0.7,COMPLETE
170,0.30541251470330066,2026-01-10 01:05:00.296827,2026-01-10 01:05:01.243306,0 days 00:00:00.946479,15.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
171,0.30541251470330066,2026-01-10 01:05:01.245535,2026-01-10 01:05:01.735771,0 days 00:00:00.490236,15.0,15.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
172,0.30541251470330066,2026-01-10 01:05:01.738089,2026-01-10 01:05:02.208789,0 days 00:00:00.470700,15.0,15.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
173,0.30541251470330066,2026-01-10 01:05:02.211257,2026-01-10 01:05:02.698487,0 days 00:00:00.487230,15.0,15.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
174,0.30541251470330066,2026-01-10 01:05:02.700712,2026-01-10 01:05:03.154115,0 days 00:00:00.453403,15.0,15.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
175,0.30541251470330066,2026-01-10 01:05:03.156370,2026-01-10 01:05:03.624617,0 days 00:00:00.468247,25.0,15.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
176,0.30541251470330066,2026-01-10 01:05:03.626734,2026-01-10 01:05:04.117038,0 days 00:00:00.490304,20.0,25.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
177,0.30541251470330066,2026-01-10 01:05:04.119452,2026-01-10 01:05:04.601796,0 days 00:00:00.482344,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
178,0.30541251470330066,2026-01-10 01:05:04.603821,2026-01-10 01:05:05.065338,0 days 00:00:00.461517,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
179,0.30368970813167717,2026-01-10 01:05:05.067822,2026-01-10 01:05:05.538441,0 days 00:00:00.470619,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.65,COMPLETE
180,0.30541251470330066,2026-01-10 01:05:05.540740,2026-01-10 01:05:06.404691,0 days 00:00:00.863951,15.0,20.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
181,0.30541251470330066,2026-01-10 01:05:06.408371,2026-01-10 01:05:07.142633,0 days 00:00:00.734262,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
182,0.30541251470330066,2026-01-10 01:05:07.144929,2026-01-10 01:05:07.629978,0 days 00:00:00.485049,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
183,0.30541251470330066,2026-01-10 01:05:07.632138,2026-01-10 01:05:08.105556,0 days 00:00:00.473418,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
184,0.30541251470330066,2026-01-10 01:05:08.107708,2026-01-10 01:05:08.563644,0 days 00:00:00.455936,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
185,0.30541251470330066,2026-01-10 01:05:08.565663,2026-01-10 01:05:09.034628,0 days 00:00:00.468965,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
186,0.30541251470330066,2026-01-10 01:05:09.036830,2026-01-10 01:05:09.503571,0 days 00:00:00.466741,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
187,0.30541251470330066,2026-01-10 01:05:09.505769,2026-01-10 01:05:09.977983,0 days 00:00:00.472214,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
188,0.2738385362444876,2026-01-10 01:05:09.980271,2026-01-10 01:05:10.443867,0 days 00:00:00.463596,20.0,25.0,0.08,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
189,0.011653648138299747,2026-01-10 01:05:10.446255,2026-01-10 01:05:10.947554,0 days 00:00:00.501299,20.0,25.0,0.07,50.0,5,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
190,0.2916750663605062,2026-01-10 01:05:10.949715,2026-01-10 01:05:11.429461,0 days 00:00:00.479746,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.5,2.5,0.6,COMPLETE
191,0.30541251470330066,2026-01-10 01:05:11.431967,2026-01-10 01:05:11.902803,0 days 00:00:00.470836,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
192,0.30541251470330066,2026-01-10 01:05:11.904847,2026-01-10 01:05:12.754709,0 days 00:00:00.849862,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
193,0.30541251470330066,2026-01-10 01:05:12.758474,2026-01-10 01:05:13.457212,0 days 00:00:00.698738,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
194,0.30541251470330066,2026-01-10 01:05:13.459741,2026-01-10 01:05:13.933665,0 days 00:00:00.473924,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
195,0.30541251470330066,2026-01-10 01:05:13.936066,2026-01-10 01:05:14.412667,0 days 00:00:00.476601,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
196,0.30541251470330066,2026-01-10 01:05:14.414809,2026-01-10 01:05:14.876724,0 days 00:00:00.461915,20.0,25.0,0.07,50.0,10,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
197,0.30541251470330066,2026-01-10 01:05:14.879219,2026-01-10 01:05:15.352175,0 days 00:00:00.472956,15.0,20.0,0.07,50.0,5,10000000.0,200000,False,3.0,2.0,0.6,COMPLETE
198,0.30541251470330066,2026-01-10 01:05:15.354229,2026-01-10 01:05:15.796909,0 days 00:00:00.442680,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
199,0.30196379586654803,2026-01-10 01:05:15.799226,2026-01-10 01:05:16.276208,0 days 00:00:00.476982,20.0,15.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.7,COMPLETE
200,0.30541251470330066,2026-01-10 01:05:16.278436,2026-01-10 01:05:16.782052,0 days 00:00:00.503616,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
201,0.30541251470330066,2026-01-10 01:05:16.784281,2026-01-10 01:05:17.265914,0 days 00:00:00.481633,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
202,0.30541251470330066,2026-01-10 01:05:17.268251,2026-01-10 01:05:17.732750,0 days 00:00:00.464499,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
203,0.30541251470330066,2026-01-10 01:05:17.734990,2026-01-10 01:05:18.175613,0 days 00:00:00.440623,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
204,0.30541251470330066,2026-01-10 01:05:18.177595,2026-01-10 01:05:18.624636,0 days 00:00:00.447041,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
205,0.30541251470330066,2026-01-10 01:05:18.626587,2026-01-10 01:05:19.480560,0 days 00:00:00.853973,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
206,0.30541251470330066,2026-01-10 01:05:19.488348,2026-01-10 01:05:20.201019,0 days 00:00:00.712671,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
207,0.30368970813167717,2026-01-10 01:05:20.203281,2026-01-10 01:05:20.672027,0 days 00:00:00.468746,25.0,25.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.65,COMPLETE
208,0.30541251470330066,2026-01-10 01:05:20.674129,2026-01-10 01:05:21.133539,0 days 00:00:00.459410,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
209,0.30541251470330066,2026-01-10 01:05:21.135649,2026-01-10 01:05:21.610571,0 days 00:00:00.474922,15.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
210,0.30541251470330066,2026-01-10 01:05:21.612656,2026-01-10 01:05:22.115072,0 days 00:00:00.502416,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
211,0.30541251470330066,2026-01-10 01:05:22.117361,2026-01-10 01:05:22.623864,0 days 00:00:00.506503,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
212,0.30541251470330066,2026-01-10 01:05:22.626236,2026-01-10 01:05:23.147951,0 days 00:00:00.521715,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
213,0.30541251470330066,2026-01-10 01:05:23.150516,2026-01-10 01:05:23.664736,0 days 00:00:00.514220,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
214,0.30541251470330066,2026-01-10 01:05:23.667262,2026-01-10 01:05:24.178978,0 days 00:00:00.511716,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
215,0.30541251470330066,2026-01-10 01:05:24.181571,2026-01-10 01:05:24.673969,0 days 00:00:00.492398,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
216,0.30541251470330066,2026-01-10 01:05:24.676172,2026-01-10 01:05:25.188083,0 days 00:00:00.511911,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
217,0.2738385362444876,2026-01-10 01:05:25.190625,2026-01-10 01:05:25.701732,0 days 00:00:00.511107,20.0,15.0,0.08,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
218,0.30541251470330066,2026-01-10 01:05:25.704258,2026-01-10 01:05:26.207181,0 days 00:00:00.502923,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
219,0.02668259047609771,2026-01-10 01:05:26.209779,2026-01-10 01:05:26.706231,0 days 00:00:00.496452,20.0,20.0,0.07,50.0,5,5000000.0,100000,False,3.5,2.5,0.6,COMPLETE
220,0.30541251470330066,2026-01-10 01:05:26.708657,2026-01-10 01:05:27.203887,0 days 00:00:00.495230,20.0,25.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
221,0.30541251470330066,2026-01-10 01:05:27.206092,2026-01-10 01:05:27.751472,0 days 00:00:00.545380,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
222,0.30541251470330066,2026-01-10 01:05:27.753707,2026-01-10 01:05:28.886136,0 days 00:00:01.132429,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
223,0.30541251470330066,2026-01-10 01:05:28.888626,2026-01-10 01:05:29.384836,0 days 00:00:00.496210,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
224,0.30541251470330066,2026-01-10 01:05:29.386995,2026-01-10 01:05:29.894217,0 days 00:00:00.507222,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
225,0.30541251470330066,2026-01-10 01:05:29.896752,2026-01-10 01:05:30.444893,0 days 00:00:00.548141,15.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
226,0.30541251470330066,2026-01-10 01:05:30.447458,2026-01-10 01:05:31.008807,0 days 00:00:00.561349,20.0,25.0,0.07,50.0,10,10000000.0,200000,False,3.0,2.0,0.6,COMPLETE
227,0.30541251470330066,2026-01-10 01:05:31.010998,2026-01-10 01:05:31.569787,0 days 00:00:00.558789,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
228,0.30541251470330066,2026-01-10 01:05:31.572326,2026-01-10 01:05:32.047724,0 days 00:00:00.475398,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
229,0.30541251470330066,2026-01-10 01:05:32.050232,2026-01-10 01:05:32.564852,0 days 00:00:00.514620,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
230,0.30196379586654803,2026-01-10 01:05:32.567210,2026-01-10 01:05:33.099053,0 days 00:00:00.531843,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.7,COMPLETE
231,0.30541251470330066,2026-01-10 01:05:33.101662,2026-01-10 01:05:33.640291,0 days 00:00:00.538629,20.0,15.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
232,0.30541251470330066,2026-01-10 01:05:33.642785,2026-01-10 01:05:34.182988,0 days 00:00:00.540203,20.0,15.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
233,0.30541251470330066,2026-01-10 01:05:34.185785,2026-01-10 01:05:34.667136,0 days 00:00:00.481351,20.0,15.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
234,0.30541251470330066,2026-01-10 01:05:34.669423,2026-01-10 01:05:35.172643,0 days 00:00:00.503220,20.0,15.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
235,0.30541251470330066,2026-01-10 01:05:35.174737,2026-01-10 01:05:35.656605,0 days 00:00:00.481868,20.0,15.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
236,0.30541251470330066,2026-01-10 01:05:35.658737,2026-01-10 01:05:36.141283,0 days 00:00:00.482546,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
237,0.30541251470330066,2026-01-10 01:05:36.143351,2026-01-10 01:05:37.448875,0 days 00:00:01.305524,15.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
238,0.30541251470330066,2026-01-10 01:05:37.451604,2026-01-10 01:05:37.976386,0 days 00:00:00.524782,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
239,0.30541251470330066,2026-01-10 01:05:37.978807,2026-01-10 01:05:38.506071,0 days 00:00:00.527264,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
240,0.30368970813167717,2026-01-10 01:05:38.508304,2026-01-10 01:05:39.032643,0 days 00:00:00.524339,25.0,25.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.65,COMPLETE
241,0.30541251470330066,2026-01-10 01:05:39.034769,2026-01-10 01:05:39.537163,0 days 00:00:00.502394,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
242,0.30541251470330066,2026-01-10 01:05:39.539187,2026-01-10 01:05:40.010974,0 days 00:00:00.471787,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
243,0.30541251470330066,2026-01-10 01:05:40.013126,2026-01-10 01:05:40.530301,0 days 00:00:00.517175,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
244,0.30541251470330066,2026-01-10 01:05:40.532768,2026-01-10 01:05:41.045209,0 days 00:00:00.512441,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
245,0.30541251470330066,2026-01-10 01:05:41.047651,2026-01-10 01:05:41.561002,0 days 00:00:00.513351,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
246,0.30541251470330066,2026-01-10 01:05:41.563450,2026-01-10 01:05:42.038061,0 days 00:00:00.474611,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
247,0.30541251470330066,2026-01-10 01:05:42.040438,2026-01-10 01:05:42.509275,0 days 00:00:00.468837,20.0,15.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
248,0.2738385362444876,2026-01-10 01:05:42.511317,2026-01-10 01:05:43.002422,0 days 00:00:00.491105,20.0,20.0,0.08,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
249,0.30541251470330066,2026-01-10 01:05:43.004518,2026-01-10 01:05:43.485444,0 days 00:00:00.480926,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
