ticker,agent_name,entry_score,proximity_score,entry_price,breakout_level,rvol,live_volume,signal_date,source_universe,decision_source,data_quality_status,sector_etf,dollar_vol_M,dist_sma20,waiting_for,primary_reason,live_trigger_status,entry_gate_status,entry_gate_reason,entry_gate_source,gate_rs_percentile,gate_adr_pct,gate_dollar_vol_M,gate_dist_sma20,gate_sector_etf_dist
RGTI,Ambos,97.31543624161074,50.0,25.40999984741211,22.1,4.82,10841353,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,42.54,SMA50>SMA100 (-8.02%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,97.31543624161074,9.68,5370.92,42.54,
NTAP,Ambos,89.26174496644296,50.0,140.1699981689453,124.22,2.77,47467,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,19.52,SMA100>SMA200 (-4.24%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,89.26174496644296,3.76,929.21,19.52,
RYAAY,Ambos,66.8903803131991,30.0,61.6150016784668,60.75,1.54,85826,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,6.74,Breakout > 60.75,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,66.8903803131991,2.58,155.34,6.74,
IONQ,Ambos,95.9731543624161,50.0,62.665000915527344,61.12,1.54,4280079,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,25.55,SMA100>SMA200 (-12.99%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,95.9731543624161,9.6,3339.91,25.55,
GFS,Ambos,94.1834451901566,80.0,84.26000213623047,81.46,2.25,532999,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,21.43,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,94.1834451901566,5.51,1008.49,21.43,
HPQ,Ambos,89.03803131991052,50.0,24.70009994506836,22.78,2.88,2225257,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,19.05,SMA100>SMA200 (-13.01%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,89.03803131991052,4.57,1227.96,19.05,
DELL,Ambos,93.73601789709171,80.0,303.4800109863281,263.99,2.43,1163288,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,25.93,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,93.73601789709171,5.69,4503.68,25.93,
EL,Ambos,80.31319910514542,64.48,88.02999877929688,87.9,2.12,147901,2026-05-26,finviz,finviz_live_promoter:none,ok,XLP,0.0,8.98,SMA50>SMA100 (-16.11%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,80.31319910514542,4.11,715.91,8.98,0.6
F,Ambos,87.02460850111858,10.0,14.940099716186523,14.94,1.54,7453342,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,18.17,Breakout > 14.94,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,87.02460850111858,4.55,1636.53,18.17,
LION,Ambos,90.6040268456376,80.0,14.670000076293944,13.03,2.67,84857,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,18.68,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,90.6040268456376,4.19,168.08,18.68,
HPE,Ambos,92.39373601789708,80.0,37.837501525878906,34.69,1.94,826001,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,20.5,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,92.39373601789708,3.88,1153.97,20.5,
SAN,Ambos,56.82326621923938,30.0,12.530099868774414,12.52,2.15,1072212,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,0.36,Breakout > 12.52,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,56.82326621923938,1.95,203.7,0.36,
VSH,Ambos,98.2102908277405,80.0,49.095001220703125,42.79,1.7,243413,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,37.02,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,98.2102908277405,6.04,430.02,37.02,
QBTS,Ambos,97.0917225950783,50.0,27.32999992370605,25.83,3.9,7551108,2026-05-26,finviz,finviz_live_promoter:none,ok,XLK,0.0,37.13,SMA50>SMA100 (-10.09%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,97.0917225950783,9.6,4152.27,37.13,5.76
ROST,Ambos,61.96868008948546,70.0,232.3500061035156,231.16,1.62,93568,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,6.02,EMA10>SMA20 (-0.70%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,61.96868008948546,2.45,1077.47,6.02,
SMTC,Ambos,94.40715883668904,80.0,155.71499633789062,149.52,2.23,568979,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,25.98,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,94.40715883668904,7.04,1004.52,25.98,
BBY,Ambos,57.49440715883669,70.0,62.60499954223633,61.6,1.57,108501,2026-05-26,finviz,finviz_live_promoter:none,ok,OTHER,0.0,5.04,SMA20>SMA50 (-4.42%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,57.49440715883669,3.06,339.09,5.04,
