number,value,datetime_start,datetime_complete,duration,params_max_exposure_pct,params_min_adr,params_min_rvol,params_risk_dollars,params_rvol_danger_size,params_signal_type,params_tp1_r,params_tp2_r,state
0,0.8223762947967073,2026-01-15 22:55:05.337387,2026-01-15 22:55:08.250886,0 days 00:00:02.913499,0.2,2.0,1.0,150,0.3,any,1.5,4.0,COMPLETE
1,0.8171270967932476,2026-01-15 22:55:08.255085,2026-01-15 22:55:10.722311,0 days 00:00:02.467226,0.25,1.5,1.5,150,0.4,any,1.5,3.0,COMPLETE
2,0.8041272905272578,2026-01-15 22:55:10.725575,2026-01-15 22:55:12.330458,0 days 00:00:01.604883,0.2,1.0,1.5,200,0.4,any,1.5,3.0,COMPLETE
3,0.8351761377554353,2026-01-15 22:55:12.332560,2026-01-15 22:55:13.625990,0 days 00:00:01.293430,0.25,2.0,1.0,150,0.4,any,2.0,4.0,COMPLETE
4,0.7535780003214402,2026-01-15 22:55:13.627865,2026-01-15 22:55:14.941823,0 days 00:00:01.313958,0.2,2.0,2.0,150,0.3,any,2.0,4.0,COMPLETE
5,0.8460580364931191,2026-01-15 22:55:14.943978,2026-01-15 22:55:16.280178,0 days 00:00:01.336200,0.2,1.0,1.5,150,0.4,any,2.0,4.0,COMPLETE
6,0.8309227942330163,2026-01-15 22:55:16.282215,2026-01-15 22:55:17.579939,0 days 00:00:01.297724,0.3,1.5,1.0,150,0.4,any,1.5,3.0,COMPLETE
7,0.7194901786143701,2026-01-15 22:55:17.581765,2026-01-15 22:55:18.775352,0 days 00:00:01.193587,0.25,1.5,2.0,200,0.4,any,1.5,3.0,COMPLETE
8,0.8255316186953668,2026-01-15 22:55:18.777461,2026-01-15 22:55:19.992455,0 days 00:00:01.214994,0.25,2.0,1.0,200,0.4,any,1.5,3.0,COMPLETE
9,0.8396208026491712,2026-01-15 22:55:19.994831,2026-01-15 22:55:21.317967,0 days 00:00:01.323136,0.3,1.0,1.0,150,0.4,any,1.5,4.0,COMPLETE
10,0.8460580364931191,2026-01-15 22:55:21.319842,2026-01-15 22:55:22.598041,0 days 00:00:01.278199,0.2,1.0,1.5,200,0.3,any,2.0,4.0,COMPLETE
11,0.8460580364931191,2026-01-15 22:55:22.599916,2026-01-15 22:55:24.074698,0 days 00:00:01.474782,0.2,1.0,1.5,200,0.3,any,2.0,4.0,COMPLETE
12,0.8460580364931191,2026-01-15 22:55:24.077063,2026-01-15 22:55:25.698979,0 days 00:00:01.621916,0.2,1.0,1.5,200,0.3,any,2.0,4.0,COMPLETE
13,0.8460580364931191,2026-01-15 22:55:25.700864,2026-01-15 22:55:27.046749,0 days 00:00:01.345885,0.2,1.0,1.5,200,0.3,any,2.0,4.0,COMPLETE
14,0.8460580364931191,2026-01-15 22:55:27.049138,2026-01-15 22:55:28.397702,0 days 00:00:01.348564,0.2,1.0,1.5,150,0.3,any,2.0,4.0,COMPLETE
15,0.8460580364931191,2026-01-15 22:55:28.399716,2026-01-15 22:55:29.706954,0 days 00:00:01.307238,0.2,1.0,1.5,200,0.3,any,2.0,4.0,COMPLETE
16,0.8432420879131539,2026-01-15 22:55:29.709081,2026-01-15 22:55:31.041737,0 days 00:00:01.332656,0.3,1.0,1.5,200,0.3,any,2.0,4.0,COMPLETE
17,0.7109169763455807,2026-01-15 22:55:31.043797,2026-01-15 22:55:32.296807,0 days 00:00:01.253010,0.2,1.0,2.0,150,0.4,any,2.0,4.0,COMPLETE
18,0.8460580364931191,2026-01-15 22:55:32.298909,2026-01-15 22:55:33.626418,0 days 00:00:01.327509,0.2,1.0,1.5,150,0.4,any,2.0,4.0,COMPLETE
19,0.8563744313514321,2026-01-15 22:55:33.628380,2026-01-15 22:55:34.901170,0 days 00:00:01.272790,0.3,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
20,0.7594437419756774,2026-01-15 22:55:34.903106,2026-01-15 22:55:36.193154,0 days 00:00:01.290048,0.3,1.5,2.0,150,0.4,any,2.0,4.0,COMPLETE
21,0.8563744313514321,2026-01-15 22:55:36.195121,2026-01-15 22:55:37.663413,0 days 00:00:01.468292,0.3,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
22,0.8563744313514321,2026-01-15 22:55:37.667850,2026-01-15 22:55:39.202814,0 days 00:00:01.534964,0.3,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
23,0.8563744313514321,2026-01-15 22:55:39.204721,2026-01-15 22:55:40.505649,0 days 00:00:01.300928,0.3,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
24,0.8563744313514321,2026-01-15 22:55:40.507807,2026-01-15 22:55:42.484439,0 days 00:00:01.976632,0.3,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
25,0.8563744313514321,2026-01-15 22:55:42.487308,2026-01-15 22:55:43.853216,0 days 00:00:01.365908,0.3,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
26,0.8561102776786436,2026-01-15 22:55:43.856450,2026-01-15 22:55:45.282271,0 days 00:00:01.425821,0.3,1.5,1.5,200,0.3,any,2.0,3.0,COMPLETE
27,0.8563744313514321,2026-01-15 22:55:45.284506,2026-01-15 22:55:46.553785,0 days 00:00:01.269279,0.3,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
28,0.7594437419756774,2026-01-15 22:55:46.555690,2026-01-15 22:55:47.905289,0 days 00:00:01.349599,0.3,1.5,2.0,200,0.3,any,2.0,4.0,COMPLETE
29,0.8563744313514321,2026-01-15 22:55:47.908629,2026-01-15 22:55:49.663801,0 days 00:00:01.755172,0.3,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
30,0.8366122013398246,2026-01-15 22:55:49.669684,2026-01-15 22:55:52.454931,0 days 00:00:02.785247,0.3,1.5,1.0,200,0.3,any,2.0,4.0,COMPLETE
31,0.8563744313514321,2026-01-15 22:55:52.457945,2026-01-15 22:55:54.522437,0 days 00:00:02.064492,0.3,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
32,0.8563744313514321,2026-01-15 22:55:54.524802,2026-01-15 22:55:55.972904,0 days 00:00:01.448102,0.3,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
33,0.8563744313514321,2026-01-15 22:55:55.975067,2026-01-15 22:55:57.377219,0 days 00:00:01.402152,0.3,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
34,0.8155651969414205,2026-01-15 22:55:57.381879,2026-01-15 22:55:58.991460,0 days 00:00:01.609581,0.3,1.5,1.5,200,0.3,any,1.5,3.0,COMPLETE
35,0.849907745203569,2026-01-15 22:55:58.995525,2026-01-15 22:56:00.472849,0 days 00:00:01.477324,0.3,2.0,1.5,200,0.3,any,2.0,4.0,COMPLETE
36,0.857741687843059,2026-01-15 22:56:00.474889,2026-01-15 22:56:01.769436,0 days 00:00:01.294547,0.25,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
37,0.8171270967932476,2026-01-15 22:56:01.771460,2026-01-15 22:56:03.092413,0 days 00:00:01.320953,0.25,1.5,1.5,200,0.3,any,1.5,3.0,COMPLETE
38,0.8351761377554353,2026-01-15 22:56:03.094721,2026-01-15 22:56:04.478905,0 days 00:00:01.384184,0.25,2.0,1.0,200,0.3,any,2.0,4.0,COMPLETE
39,0.7608067019988668,2026-01-15 22:56:04.482326,2026-01-15 22:56:05.831976,0 days 00:00:01.349650,0.25,1.5,2.0,200,0.3,any,2.0,4.0,COMPLETE
40,0.8171270967932476,2026-01-15 22:56:05.834040,2026-01-15 22:56:07.139569,0 days 00:00:01.305529,0.25,1.5,1.5,200,0.3,any,1.5,3.0,COMPLETE
41,0.857741687843059,2026-01-15 22:56:07.141786,2026-01-15 22:56:08.513715,0 days 00:00:01.371929,0.25,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
42,0.857741687843059,2026-01-15 22:56:08.516353,2026-01-15 22:56:09.871831,0 days 00:00:01.355478,0.25,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
43,0.857741687843059,2026-01-15 22:56:09.874207,2026-01-15 22:56:11.210292,0 days 00:00:01.336085,0.25,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
44,0.857741687843059,2026-01-15 22:56:11.212402,2026-01-15 22:56:12.571419,0 days 00:00:01.359017,0.25,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
45,0.8351761377554353,2026-01-15 22:56:12.573759,2026-01-15 22:56:13.938691,0 days 00:00:01.364932,0.25,2.0,1.0,200,0.3,any,2.0,4.0,COMPLETE
46,0.8179754057087859,2026-01-15 22:56:13.940601,2026-01-15 22:56:16.022182,0 days 00:00:02.081581,0.25,1.5,1.5,200,0.3,any,1.5,4.0,COMPLETE
47,0.857741687843059,2026-01-15 22:56:16.024198,2026-01-15 22:56:17.380801,0 days 00:00:01.356603,0.25,1.5,1.5,200,0.3,any,2.0,4.0,COMPLETE
48,0.857479825452506,2026-01-15 22:56:17.383644,2026-01-15 22:56:18.761972,0 days 00:00:01.378328,0.25,1.5,1.5,150,0.4,any,2.0,3.0,COMPLETE
49,0.8511070913687077,2026-01-15 22:56:18.764123,2026-01-15 22:56:20.126001,0 days 00:00:01.361878,0.25,2.0,1.5,200,0.3,any,2.0,4.0,COMPLETE
