number,value,datetime_start,datetime_complete,duration,params_max_exposure_pct,params_min_adr,params_min_rvol,params_risk_dollars,params_rvol_danger_size,params_signal_type,params_tp1_r,params_tp2_r,state
27,0.8545396522738004,2026-01-15 23:01:38.889274,2026-01-15 23:01:40.217162,0 days 00:00:01.327888,0.25,1.5,1.0,150,0.4,any,1.5,4.0,COMPLETE
28,0.7321162088976276,2026-01-15 23:01:40.219150,2026-01-15 23:01:41.579193,0 days 00:00:01.360043,0.2,2.0,1.5,150,0.4,any,1.5,4.0,COMPLETE
29,0.6961605001558318,2026-01-15 23:01:41.581480,2026-01-15 23:01:42.868589,0 days 00:00:01.287109,0.3,1.5,2.0,150,0.4,any,1.5,4.0,COMPLETE
30,0.85646517136443,2026-01-15 23:01:42.870708,2026-01-15 23:01:44.948542,0 days 00:00:02.077834,0.25,1.0,1.0,150,0.4,any,1.5,4.0,COMPLETE
31,0.85646517136443,2026-01-15 23:01:44.950328,2026-01-15 23:01:46.247205,0 days 00:00:01.296877,0.25,1.0,1.0,150,0.4,any,1.5,4.0,COMPLETE
32,0.85646517136443,2026-01-15 23:01:46.249593,2026-01-15 23:01:47.732929,0 days 00:00:01.483336,0.25,1.0,1.0,150,0.4,any,1.5,4.0,COMPLETE
33,0.85646517136443,2026-01-15 23:01:47.734856,2026-01-15 23:01:49.030117,0 days 00:00:01.295261,0.25,1.0,1.0,150,0.4,any,1.5,4.0,COMPLETE
34,0.85646517136443,2026-01-15 23:01:49.032117,2026-01-15 23:01:50.417418,0 days 00:00:01.385301,0.25,1.0,1.0,150,0.4,any,1.5,4.0,COMPLETE
35,0.8523302699405159,2026-01-15 23:01:50.420319,2026-01-15 23:01:51.821387,0 days 00:00:01.401068,0.25,1.0,1.0,150,0.3,any,2.0,4.0,COMPLETE
36,0.8445780700996516,2026-01-15 23:01:51.823447,2026-01-15 23:01:53.308999,0 days 00:00:01.485552,0.2,1.0,1.0,200,0.4,any,1.5,3.0,COMPLETE
37,0.85646517136443,2026-01-15 23:01:53.311121,2026-01-15 23:01:54.653009,0 days 00:00:01.341888,0.25,1.0,1.0,150,0.4,any,1.5,4.0,COMPLETE
38,0.7284694704466548,2026-01-15 23:01:54.655392,2026-01-15 23:01:55.996241,0 days 00:00:01.340849,0.25,1.0,1.5,150,0.4,any,1.5,4.0,COMPLETE
39,0.8462764949104553,2026-01-15 23:01:55.998198,2026-01-15 23:01:57.374058,0 days 00:00:01.375860,0.3,1.0,1.0,200,0.3,any,2.0,3.0,COMPLETE
40,0.6574412527929011,2026-01-15 23:01:57.376046,2026-01-15 23:01:58.723112,0 days 00:00:01.347066,0.25,1.0,2.0,150,0.4,any,1.5,4.0,COMPLETE
41,0.85646517136443,2026-01-15 23:01:58.725131,2026-01-15 23:02:00.060833,0 days 00:00:01.335702,0.25,1.0,1.0,150,0.4,any,1.5,4.0,COMPLETE
42,0.85646517136443,2026-01-15 23:02:00.062762,2026-01-15 23:02:01.390541,0 days 00:00:01.327779,0.25,1.0,1.0,150,0.4,any,1.5,4.0,COMPLETE
43,0.85646517136443,2026-01-15 23:02:01.392564,2026-01-15 23:02:02.756282,0 days 00:00:01.363718,0.25,1.0,1.0,150,0.4,any,1.5,4.0,COMPLETE
44,0.85646517136443,2026-01-15 23:02:02.759856,2026-01-15 23:02:04.160814,0 days 00:00:01.400958,0.25,1.0,1.0,150,0.4,any,1.5,4.0,COMPLETE
45,0.8445780700996516,2026-01-15 23:02:04.162702,2026-01-15 23:02:05.776851,0 days 00:00:01.614149,0.2,1.0,1.0,150,0.4,any,1.5,3.0,COMPLETE
46,0.85646517136443,2026-01-15 23:02:05.779265,2026-01-15 23:02:07.222600,0 days 00:00:01.443335,0.25,1.0,1.0,150,0.3,any,1.5,4.0,COMPLETE
47,0.8523302699405159,2026-01-15 23:02:07.224760,2026-01-15 23:02:08.534366,0 days 00:00:01.309606,0.25,1.0,1.0,150,0.4,any,2.0,4.0,COMPLETE
48,0.7318199587776494,2026-01-15 23:02:08.536274,2026-01-15 23:02:09.789297,0 days 00:00:01.253023,0.25,2.0,1.5,200,0.4,any,1.5,4.0,COMPLETE
49,0.85646517136443,2026-01-15 23:02:09.791121,2026-01-15 23:02:11.071479,0 days 00:00:01.280358,0.25,1.0,1.0,150,0.4,any,1.5,4.0,COMPLETE
