number,value,datetime_start,datetime_complete,duration,params_max_exposure_pct,params_min_adr,params_min_rvol,params_risk_dollars,params_rvol_danger_size,params_signal_type,params_tp1_r,params_tp2_r,state
24,0.9627753897361025,2026-01-15 22:53:07.545532,2026-01-15 22:53:08.786308,0 days 00:00:01.240776,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
25,0.9627753897361025,2026-01-15 22:53:08.788157,2026-01-15 22:53:10.192732,0 days 00:00:01.404575,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
26,0.9627753897361025,2026-01-15 22:53:10.194942,2026-01-15 22:53:11.482902,0 days 00:00:01.287960,0.25,1.5,1.0,200,0.3,any,2.0,3.0,COMPLETE
27,0.9627753897361025,2026-01-15 22:53:11.485028,2026-01-15 22:53:12.782812,0 days 00:00:01.297784,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
28,0.9151368715043532,2026-01-15 22:53:12.785037,2026-01-15 22:53:14.100468,0 days 00:00:01.315431,0.25,2.0,1.5,150,0.3,any,2.0,3.0,COMPLETE
29,0.7948129065865277,2026-01-15 22:53:14.102518,2026-01-15 22:53:15.483444,0 days 00:00:01.380926,0.25,1.5,2.0,200,0.3,any,1.5,3.0,COMPLETE
30,0.9627753897361025,2026-01-15 22:53:15.485402,2026-01-15 22:53:16.783261,0 days 00:00:01.297859,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
31,0.9627753897361025,2026-01-15 22:53:16.785171,2026-01-15 22:53:18.301873,0 days 00:00:01.516702,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
32,0.9627753897361025,2026-01-15 22:53:18.304214,2026-01-15 22:53:19.760407,0 days 00:00:01.456193,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
33,0.9627753897361025,2026-01-15 22:53:19.762852,2026-01-15 22:53:21.073652,0 days 00:00:01.310800,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
34,0.9276193558885182,2026-01-15 22:53:21.075576,2026-01-15 22:53:22.391781,0 days 00:00:01.316205,0.25,1.5,1.5,150,0.3,any,1.5,3.0,COMPLETE
35,0.9589094490310851,2026-01-15 22:53:22.395314,2026-01-15 22:53:23.663544,0 days 00:00:01.268230,0.25,1.0,1.0,150,0.3,any,2.0,3.0,COMPLETE
36,0.9627753897361025,2026-01-15 22:53:23.665628,2026-01-15 22:53:24.893870,0 days 00:00:01.228242,0.25,1.5,1.0,150,0.4,any,2.0,3.0,COMPLETE
37,0.9111020539021765,2026-01-15 22:53:24.895798,2026-01-15 22:53:26.394093,0 days 00:00:01.498295,0.25,2.0,1.5,200,0.3,any,1.5,3.0,COMPLETE
38,0.9582631768203955,2026-01-15 22:53:26.396270,2026-01-15 22:53:27.836288,0 days 00:00:01.440018,0.3,1.0,1.0,150,0.3,any,2.0,3.0,COMPLETE
39,0.7948129065865277,2026-01-15 22:53:27.839061,2026-01-15 22:53:30.017868,0 days 00:00:02.178807,0.25,1.5,2.0,150,0.4,any,1.5,3.0,COMPLETE
40,0.9582631768203955,2026-01-15 22:53:30.020763,2026-01-15 22:53:31.350775,0 days 00:00:01.330012,0.3,1.0,1.0,200,0.3,any,2.0,3.0,COMPLETE
41,0.9627753897361025,2026-01-15 22:53:31.352723,2026-01-15 22:53:32.712821,0 days 00:00:01.360098,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
42,0.9627753897361025,2026-01-15 22:53:32.714823,2026-01-15 22:53:34.001151,0 days 00:00:01.286328,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
43,0.9627753897361025,2026-01-15 22:53:34.003422,2026-01-15 22:53:35.269593,0 days 00:00:01.266171,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
44,0.9487228310146268,2026-01-15 22:53:35.271453,2026-01-15 22:53:37.476432,0 days 00:00:02.204979,0.25,2.0,1.0,150,0.4,any,2.0,3.0,COMPLETE
45,0.7661622324511825,2026-01-15 22:53:37.479640,2026-01-15 22:53:39.428741,0 days 00:00:01.949101,0.25,1.5,2.0,150,0.3,any,2.0,3.0,COMPLETE
46,0.9291172486427487,2026-01-15 22:53:39.431042,2026-01-15 22:53:42.507462,0 days 00:00:03.076420,0.25,1.5,1.5,150,0.3,any,2.0,3.0,COMPLETE
47,0.9627753897361025,2026-01-15 22:53:42.521558,2026-01-15 22:53:44.533821,0 days 00:00:02.012263,0.25,1.5,1.0,150,0.4,any,2.0,3.0,COMPLETE
48,0.9514532208334947,2026-01-15 22:53:44.535985,2026-01-15 22:53:46.205361,0 days 00:00:01.669376,0.3,1.0,1.0,200,0.3,any,1.5,3.0,COMPLETE
49,0.9627753897361025,2026-01-15 22:53:46.207653,2026-01-15 22:53:47.750070,0 days 00:00:01.542417,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
