number,value,datetime_start,datetime_complete,duration,params_max_exposure_pct,params_min_adr,params_min_rvol,params_risk_dollars,params_rvol_danger_size,params_signal_type,params_tp1_r,params_tp2_r,state
0,0.9523609037894587,2026-01-15 22:52:32.346598,2026-01-15 22:52:36.267745,0 days 00:00:03.921147,0.3,1.5,1.0,200,0.4,any,1.5,4.0,COMPLETE
1,0.904125631181184,2026-01-15 22:52:36.270162,2026-01-15 22:52:37.766267,0 days 00:00:01.496105,0.3,2.0,1.5,150,0.4,any,1.5,4.0,COMPLETE
2,0.9145526784917094,2026-01-15 22:52:37.768310,2026-01-15 22:52:39.035797,0 days 00:00:01.267487,0.2,1.0,1.5,150,0.3,any,2.0,4.0,COMPLETE
3,0.9072844455494883,2026-01-15 22:52:39.037941,2026-01-15 22:52:40.275647,0 days 00:00:01.237706,0.25,1.0,1.5,200,0.4,any,1.5,3.0,COMPLETE
4,0.9552261922360136,2026-01-15 22:52:40.278360,2026-01-15 22:52:41.518024,0 days 00:00:01.239664,0.3,1.0,1.0,150,0.4,any,2.0,4.0,COMPLETE
5,0.7339619673362183,2026-01-15 22:52:41.520113,2026-01-15 22:52:42.735852,0 days 00:00:01.215739,0.3,1.0,2.0,150,0.4,any,1.5,4.0,COMPLETE
6,0.7319860717360894,2026-01-15 22:52:42.737676,2026-01-15 22:52:43.931212,0 days 00:00:01.193536,0.3,2.0,2.0,200,0.3,any,1.5,3.0,COMPLETE
7,0.7214070118960337,2026-01-15 22:52:43.933465,2026-01-15 22:52:45.197585,0 days 00:00:01.264120,0.25,1.0,2.0,200,0.4,any,2.0,3.0,COMPLETE
8,0.9055646400330188,2026-01-15 22:52:45.199725,2026-01-15 22:52:46.559740,0 days 00:00:01.360015,0.2,2.0,1.5,200,0.4,any,1.5,4.0,COMPLETE
9,0.7028714103365898,2026-01-15 22:52:46.561897,2026-01-15 22:52:47.849675,0 days 00:00:01.287778,0.3,2.0,2.0,150,0.4,any,2.0,3.0,COMPLETE
10,0.9569111881315775,2026-01-15 22:52:47.851654,2026-01-15 22:52:49.123052,0 days 00:00:01.271398,0.2,1.5,1.0,150,0.3,any,2.0,4.0,COMPLETE
11,0.9569111881315775,2026-01-15 22:52:49.125896,2026-01-15 22:52:50.411566,0 days 00:00:01.285670,0.2,1.5,1.0,150,0.3,any,2.0,4.0,COMPLETE
12,0.9569111881315775,2026-01-15 22:52:50.413767,2026-01-15 22:52:51.839360,0 days 00:00:01.425593,0.2,1.5,1.0,150,0.3,any,2.0,4.0,COMPLETE
13,0.9569111881315775,2026-01-15 22:52:51.842016,2026-01-15 22:52:53.386407,0 days 00:00:01.544391,0.2,1.5,1.0,150,0.3,any,2.0,4.0,COMPLETE
14,0.9569111881315775,2026-01-15 22:52:53.389312,2026-01-15 22:52:54.785782,0 days 00:00:01.396470,0.2,1.5,1.0,150,0.3,any,2.0,4.0,COMPLETE
15,0.9569111881315775,2026-01-15 22:52:54.787738,2026-01-15 22:52:56.922540,0 days 00:00:02.134802,0.2,1.5,1.0,150,0.3,any,2.0,4.0,COMPLETE
16,0.9569111881315775,2026-01-15 22:52:56.924527,2026-01-15 22:52:58.301645,0 days 00:00:01.377118,0.2,1.5,1.0,150,0.3,any,2.0,4.0,COMPLETE
17,0.9569111881315775,2026-01-15 22:52:58.303905,2026-01-15 22:52:59.595208,0 days 00:00:01.291303,0.2,1.5,1.0,150,0.3,any,2.0,4.0,COMPLETE
18,0.9627753897361025,2026-01-15 22:52:59.597176,2026-01-15 22:53:00.929366,0 days 00:00:01.332190,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
19,0.9627753897361025,2026-01-15 22:53:00.931383,2026-01-15 22:53:02.260762,0 days 00:00:01.329379,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
20,0.9627753897361025,2026-01-15 22:53:02.263211,2026-01-15 22:53:03.508284,0 days 00:00:01.245073,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
21,0.9627753897361025,2026-01-15 22:53:03.510268,2026-01-15 22:53:04.886995,0 days 00:00:01.376727,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
22,0.9627753897361025,2026-01-15 22:53:04.889348,2026-01-15 22:53:06.329292,0 days 00:00:01.439944,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
23,0.9627753897361025,2026-01-15 22:53:06.331140,2026-01-15 22:53:07.543297,0 days 00:00:01.212157,0.25,1.5,1.0,150,0.3,any,2.0,3.0,COMPLETE
