symbol,entry_date,exit_date,entry_price,exit_price,shares,initial_shares,pnl,return_pct,reason,signal_type,tp1_executed,tp2_executed,final_shares_pct,R_inicial,adr_valor,entry_stage,initial_stop_loss,context_adr,context_vol,context_trend,context_price,context_sma20,context_rvol
NVDA,2024-01-09,2024-02-21,52.55737405126324,67.43443298339844,143,475,2744.3445897467122,28.306320855422612,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (52.25) and AVWAP (52.22) converge within 0.0%. Trend: Uptrend. RVOL: 1.76x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.105263157894736,1.5772792449439592,1.2793371765047628,FULL,50.98009480631928,2.473356539686497,379906500,Weak,0,0,1.7587490930949574
NVDA,2024-02-23,2024-02-27,80.7450180977802,78.65716552734375,323,323,-674.3763802509744,-2.5857354665623036,MOMENTUM_FAIL (3-Day Rule) | Blue Sky Breakout: Base (78.53) and AVWAP (78.49) converge within 0.0%. Trend: Uptrend. RVOL: 1.69x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,4.943669226340262,2.535036331501272,FULL,75.80134887143994,3.4532230098680556,526112000,Weak,0,0,1.6933839697747306
AAPL,2024-06-12,2024-06-21,206.84152223758508,206.84152223758508,38,123,622.2770743567571,0.0,STOP_LOSS | Blue Sky Breakout: Base (205.76) and AVWAP (205.75) converge within 0.0%. Trend: Uptrend. RVOL: 3.22x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.89430894308943,4.476813484580987,3.738608926965533,FULL,202.3647087530041,1.6443172688435606,58567360,Weak,0,0,3.2188662999068085
TSLA,2024-07-02,2024-07-24,218.88999938964844,218.88999938964844,34,109,714.598831939697,0.0,STOP_LOSS | Blue Sky Breakout: Base (213.23) and AVWAP (216.85) converge within 1.7%. Trend: Uptrend. RVOL: 1.84x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,31.19266055045872,13.945045824547805,7.4129997253417965,FULL,204.94495356510063,3.876937827399827,77038440,Weak,0,0,1.84314231536167
TSLA,2024-10-28,2024-10-30,270.5359524536133,257.54998779296875,67,67,-870.0596322631833,-4.8000883220396116,"MOMENTUM_FAIL (3-Day Rule) | VWAP Reclaim: Weak open, price reclaimed VWAP at 269.19. Institutions defending position. RVOL: 2.03x",VWAP_RECLAIM,False,False,100.0,15.215945129394527,8.563502502441406,FULL,255.32000732421875,3.5060526408199224,84138460,Weak,0,0,2.0301148375016504
TSLA,2024-12-18,2024-12-18,486.4601901855468,461.92218898000124,41,41,-1006.0580494273689,-5.04419512646785,STOP_LOSS | Blue Sky Breakout: Base (483.99) and AVWAP (479.86) converge within 0.9%. Trend: Uptrend. RVOL: 1.62x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,24.538001205545584,19.459996032714844,FULL,461.92218898000124,4.467618996980017,81289500,Uptrend,0,0,1.619384684910264
