ticker,price,avg_volume,dollar_volume,adr_pct
MDLZ,54.619998931884766,7086466.666666667,387062801.76417035,1.3986757273590134
BLK,1088.9599609375,345333.3333333333,376054173.1770833,1.362095800838968
DDOG,138.0399932861328,2712966.6666666665,374497900.45216876,2.779761777914492
WDAY,216.85000610351562,1716700.0,372266405.4779053,1.5470419054597502
MDB,435.510009765625,853600.0,371751344.3359375,1.646544712193233
AEM,181.33999633789062,2024600.0,367140956.58569336,2.181936578140327
DLTR,122.01000213623047,2969766.6666666665,362341237.344106,3.914086372249866
LOW,243.0,1476100.0,358692300.0,1.1701798059693145
NXPI,225.25999450683594,1567833.3333333333,353170128.0543009,1.7237937151195217
ORLY,92.4000015258789,3802533.3333333335,351354085.80220544,0.9961042005065356
SO,87.16999816894531,3727566.6666666665,324931979.5079549,1.16093779814659
ROST,181.67999267578125,1751533.3333333333,318218563.1713867,1.5676927158727867
MMC,187.60000610351562,1670300.0,313348290.19470215,1.0521941818012768
VRTX,462.989990234375,666066.6666666666,308382199.4954427,1.2957435277420069
MAR,315.1600036621094,971133.3333333334,306062384.88972986,1.2993930673012812
MRNA,32.75,9300600.0,304594650.0,6.1882697271885805
CB,313.32000732421875,965333.3333333334,302458247.0703125,0.8806117542272557
ELV,343.29998779296875,873133.3333333334,299746662.67496747,1.4608242341794775
CSX,36.779998779296875,8065300.0,296641724.1546631,1.064452040176806
AAOI,41.0,7162133.333333333,293647466.6666666,13.002684817433193
APD,245.83999633789062,1163933.3333333333,286141366.40421546,1.6065585950323134
ADSK,298.2099914550781,953800.0,284432689.8498535,1.2705938825963314
DUK,117.4800033569336,2388533.3333333335,280604904.0181478,0.9272263572385907
CI,274.8599853515625,1003833.3333333334,275913615.29541016,1.5690721761204018
PAYX,114.58000183105469,2388200.0,273639960.3729248,1.4273720016020426
MNST,77.41999816894531,3504100.0,271287415.58380127,1.6766005860735276
AEP,115.30999755859375,2341566.6666666665,270006046.6166178,0.7705692264774635
MMM,160.33999633789062,1672633.3333333333,268190022.54130045,1.5146304824076355
IDXX,688.1799926757812,386533.3333333333,266004506.50227863,2.1150605522009083
ON,55.08000183105469,4819133.333333333,265437872.82409665,2.2585506169318923
