symbol,entry_date,exit_date,entry_price,exit_price,shares,initial_shares,pnl,return_pct,reason,signal_type,tp1_executed,tp2_executed,final_shares_pct,R_inicial,adr_valor,entry_stage,initial_stop_loss,context_adr,context_vol,context_trend,context_price,context_sma20,context_rvol,is_profitable,signal_reason,returns_pct,position_value,monetary_risk,sector,market_health_score,market_health_status,market_health_reasons,sector_momentum_20d,sector_ranking,sector_momentum_class
RUN,2021-01-07,2021-01-14,89.22000122070312,89.22000122070312,4.0,11.0,40.06639251708987,0.0,STOP_LOSS | HIGH_VOLATILITY (ADR 6.8%) - Size reduced to 1/4 (75% reduction) (45->11) | Blue Sky Breakout: Base (86.00) and AVWAP (85.17) converge within 1.0%. Trend: Uptrend. RVOL: 2.71x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,36.36363636363637,9.209910381017238,4.556599044799805,FULL,80.01009083968589,6.803506207528858,5520030,Uptrend,0,0,2.707547320949383,True,STOP_LOSS | HIGH_VOLATILITY (ADR 6.8%) - Size reduced to 1/4 (75% reduction) (45->11) | Blue Sky Breakout: Base (86.00) and AVWAP (85.17) converge within 1.0%. Trend: Uptrend. RVOL: 2.71x. Clear path above with SMA20 support and volume confirmation.,0.0,356.8800048828125,500.0,Other,0,RED,,,,
CME,2021-01-08,2021-01-14,165.7570675557264,164.00544545744123,19.0,31.0,4.995018118950895,-1.0567405203981932,STOP_LOSS | Blue Sky Breakout: Base (164.88) and AVWAP (164.48) converge within 0.2%. Trend: Uptrend. RVOL: 1.71x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,61.29032258064516,4.345769571844585,3.1896531655307685,FULL,161.4112979838818,2.1012419767593795,1690945,Weak,0,0,1.7121912585416168,True,STOP_LOSS | Blue Sky Breakout: Base (164.88) and AVWAP (164.48) converge within 0.2%. Trend: Uptrend. RVOL: 1.71x. Clear path above with SMA20 support and volume confirmation.,-1.0567405203981932,3149.3842835588016,500.0,Other,0,RED,,,,
CROX,2021-01-12,2021-01-14,76.81214723968505,76.01000213623047,39.0,39.0,-31.28365903472853,-1.0442945969881037,MOMENTUM_FAIL (3-Day Rule) | Blue Sky Breakout: Base (76.38) and AVWAP (74.97) converge within 1.8%. Trend: Uptrend. RVOL: 3.69x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,3.4305069283706477,2.680500602722168,FULL,73.3816403113144,3.958438985420897,1045415,Weak,0,0,3.6915549699201833,False,MOMENTUM_FAIL (3-Day Rule) | Blue Sky Breakout: Base (76.38) and AVWAP (74.97) converge within 1.8%. Trend: Uptrend. RVOL: 3.69x. Clear path above with SMA20 support and volume confirmation.,-1.0442945969881037,2995.6737423477166,500.0,Other,0,RED,,,,
GH,2021-01-12,2021-01-14,157.45334509277345,157.27000427246094,16.0,16.0,-2.933453125000142,-0.1164413624902552,MOMENTUM_FAIL (3-Day Rule) | Blue Sky Breakout: Base (156.62) and AVWAP (154.57) converge within 1.3%. Trend: Uptrend. RVOL: 2.54x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,8.087437890717496,6.048999404907226,FULL,149.36590720205595,4.576818160599776,1212130,Uptrend,0,0,2.543904912723973,False,MOMENTUM_FAIL (3-Day Rule) | Blue Sky Breakout: Base (156.62) and AVWAP (154.57) converge within 1.3%. Trend: Uptrend. RVOL: 2.54x. Clear path above with SMA20 support and volume confirmation.,-0.1164413624902552,2519.253521484375,500.0,Other,0,RED,,,,
UBER,2021-01-13,2021-01-14,59.73719938659667,56.9779644364982,80.0,80.0,-220.7387960078779,-4.618955991294041,STOP_LOSS | Blue Sky Breakout: Base (59.39) and AVWAP (58.54) converge within 1.4%. Trend: Uptrend. RVOL: 2.82x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,2.759234950098474,2.1767498016357423,FULL,56.9779644364982,4.083753570219694,20255505,Uptrend,0,0,2.819265992031364,False,STOP_LOSS | Blue Sky Breakout: Base (59.39) and AVWAP (58.54) converge within 1.4%. Trend: Uptrend. RVOL: 2.82x. Clear path above with SMA20 support and volume confirmation.,-4.618955991294041,4778.975950927734,500.0,Other,0,RED,,,,
DECK,2021-01-07,2021-01-15,52.68880035781859,52.68880035781859,47.0,153.0,239.97450384575984,0.0,STOP_LOSS | Blue Sky Breakout: Base (52.38) and AVWAP (52.06) converge within 0.6%. Trend: Uptrend. RVOL: 1.62x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.71895424836601,1.9068924938979064,1.4895002365112304,FULL,50.78190786392069,3.092594944015993,1842900,Weak,0,0,1.616259134111224,True,STOP_LOSS | Blue Sky Breakout: Base (52.38) and AVWAP (52.06) converge within 0.6%. Trend: Uptrend. RVOL: 1.62x. Clear path above with SMA20 support and volume confirmation.,0.0,2476.3736168174737,500.0,Other,0,RED,,,,
CFG,2021-01-07,2021-01-20,32.11653473127937,32.11653473127937,85.0,279.0,205.75955956265864,0.0,STOP_LOSS | Blue Sky Breakout: Base (31.91) and AVWAP (31.37) converge within 1.7%. Trend: Uptrend. RVOL: 2.03x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.46594982078853,1.0467552236538324,0.81371575678587,FULL,31.06977950762554,2.7821421711288226,3224115,Weak,0,0,2.026141897524534,True,STOP_LOSS | Blue Sky Breakout: Base (31.91) and AVWAP (31.37) converge within 1.7%. Trend: Uptrend. RVOL: 2.03x. Clear path above with SMA20 support and volume confirmation.,0.0,2729.905452158747,500.0,Other,0,RED,,,,
AXP,2021-01-20,2021-01-22,121.464794383483,118.05546204405864,86.0,86.0,-293.2025811904944,-2.806848154421245,STOP_LOSS | Blue Sky Breakout: Base (120.81) and AVWAP (119.57) converge within 1.0%. Trend: Uptrend. RVOL: 1.63x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,3.4093323394243527,2.601964783831666,FULL,118.05546204405864,2.307687009753608,3666870,Weak,0,0,1.6329056375025257,False,STOP_LOSS | Blue Sky Breakout: Base (120.81) and AVWAP (119.57) converge within 1.0%. Trend: Uptrend. RVOL: 1.63x. Clear path above with SMA20 support and volume confirmation.,-2.806848154421245,10445.972316979538,500.0,Financial,0,RED,,9.00556581859715,2.0,Moderate (5-10%)
LLY,2021-01-20,2021-01-22,190.33723010161208,190.33723010161208,33.0,54.0,80.81029507513881,0.0,STOP_LOSS | Blue Sky Breakout: Base (189.34) and AVWAP (188.35) converge within 0.5%. Trend: Uptrend. RVOL: 1.98x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,61.11111111111112,5.416319646632587,3.8481092892923288,FULL,184.9209104549795,2.3354383463700583,4112645,Weak,0,0,1.9806803519512488,True,STOP_LOSS | Blue Sky Breakout: Base (189.34) and AVWAP (188.35) converge within 0.5%. Trend: Uptrend. RVOL: 1.98x. Clear path above with SMA20 support and volume confirmation.,0.0,6281.128593353199,500.0,Healthcare,0,RED,,5.299631249287695,5.0,Moderate (5-10%)
CG,2021-01-11,2021-01-25,27.715317165491573,28.19361686706543,60.0,198.0,156.49599990342125,1.7257594373460357,TIME_EXPIRATION (10-Day Rule) | Blue Sky Breakout: Base (27.53) and AVWAP (27.47) converge within 0.2%. Trend: Uptrend. RVOL: 1.81x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.303030303030305,0.7820851125271275,0.625196213577088,FULL,26.93323205296445,2.311698380194286,1145840,Weak,0,0,1.806311398550534,True,TIME_EXPIRATION (10-Day Rule) | Blue Sky Breakout: Base (27.53) and AVWAP (27.47) converge within 0.2%. Trend: Uptrend. RVOL: 1.81x. Clear path above with SMA20 support and volume confirmation.,1.7257594373460357,1662.9190299294944,500.0,Other,0,RED,,,,
F,2021-01-21,2021-01-25,8.558713830821112,8.558713830821112,432.0,720.0,148.12827078082745,0.0,STOP_LOSS | Blue Sky Breakout: Base (8.25) and AVWAP (8.24) converge within 0.1%. Trend: Uptrend. RVOL: 1.78x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,60.0,0.5143342735445398,0.2439384928796734,FULL,8.044379557276573,2.993428473443624,72500525,Weak,0,0,1.781427198262017,True,STOP_LOSS | Blue Sky Breakout: Base (8.25) and AVWAP (8.24) converge within 0.1%. Trend: Uptrend. RVOL: 1.78x. Clear path above with SMA20 support and volume confirmation.,0.0,3697.36437491472,500.0,Other,0,RED,,,,
CAR,2021-01-21,2021-01-25,40.13517904693754,37.809784146085846,30.0,30.0,-69.76184702555095,-5.793906881870841,STOP_LOSS | HIGH_VOLATILITY (ADR 5.3%) - Size reduced to 1/3 (67% reduction) (91->30) | Blue Sky Breakout: Base (39.89) and AVWAP (39.16) converge within 1.8%. Trend: Uptrend. RVOL: 2.07x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,2.3253949008516983,1.9410691933324564,FULL,37.809784146085846,5.2541502497551855,1163225,Weak,0,0,2.070753170334004,False,STOP_LOSS | HIGH_VOLATILITY (ADR 5.3%) - Size reduced to 1/3 (67% reduction) (91->30) | Blue Sky Breakout: Base (39.89) and AVWAP (39.16) converge within 1.8%. Trend: Uptrend. RVOL: 2.07x. Clear path above with SMA20 support and volume confirmation.,-5.793906881870841,1204.0553714081263,500.0,Other,0,RED,,,,
PLTR,2021-01-25,2021-01-25,34.459999084472656,30.123469692993165,28.0,28.0,-121.42282296142577,-12.584241168577076,"STOP_LOSS | Risk Clamped: 21.1% -> 8.0% (Max 2xADR/8%) | HIGH_VOLATILITY (ADR 7.4%) - Size reduced to 1/4 (75% reduction) (115->28) | VWAP Reclaim: Weak open, price reclaimed VWAP at 32.58. Institutions defending position. RVOL: 3.64x",VWAP_RECLAIM,False,False,100.0,4.336529391479491,2.403100299835205,FULL,30.123469692993165,7.449743830164978,47592700,Uptrend,0,0,3.6431353438576313,False,"STOP_LOSS | Risk Clamped: 21.1% -> 8.0% (Max 2xADR/8%) | HIGH_VOLATILITY (ADR 7.4%) - Size reduced to 1/4 (75% reduction) (115->28) | VWAP Reclaim: Weak open, price reclaimed VWAP at 32.58. Institutions defending position. RVOL: 3.64x",-12.584241168577076,964.8799743652344,500.0,Technology,0,RED,,4.469221891418096,7.0,Weak (0-5%)
GS,2021-01-06,2021-01-26,245.3455282965611,250.20291137695312,23.0,73.0,682.8863091187766,1.97981316966196,TIME_EXPIRATION (10-Day Rule) | Blue Sky Breakout: Base (242.87) and AVWAP (240.59) converge within 0.9%. Trend: Uptrend. RVOL: 1.55x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,31.506849315068493,8.044598567179719,5.630361915197244,FULL,237.30092972938135,2.2974040552893475,2802280,Weak,0,0,1.5521061029486365,True,TIME_EXPIRATION (10-Day Rule) | Blue Sky Breakout: Base (242.87) and AVWAP (240.59) converge within 0.9%. Trend: Uptrend. RVOL: 1.55x. Clear path above with SMA20 support and volume confirmation.,1.97981316966196,5642.947150820905,500.0,Financial,0,RED,,6.544814567449486,2.0,Moderate (5-10%)
TGT,2021-01-06,2021-01-26,159.225412374208,163.37059020996094,45.0,146.0,608.5276798440793,2.6033393626961017,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (158.38) and AVWAP (156.99) converge within 0.9%. Trend: Uptrend. RVOL: 1.52x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.82191780821918,3.4154034470125225,2.7595423702418813,FULL,155.81000892719547,1.653691822352256,3284275,Weak,0,0,1.5188019674526756,True,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (158.38) and AVWAP (156.99) converge within 0.9%. Trend: Uptrend. RVOL: 1.52x. Clear path above with SMA20 support and volume confirmation.,2.6033393626961017,7165.14355683936,500.0,Consumer Cyclical,0,RED,,3.095538698447897,5.0,Weak (0-5%)
TER,2021-01-12,2021-01-26,134.43969316998778,135.3378448486328,19.0,31.0,67.96430613341875,0.6680703127679694,TIME_EXPIRATION (10-Day Rule) | Blue Sky Breakout: Base (133.72) and AVWAP (132.99) converge within 0.5%. Trend: Uptrend. RVOL: 1.58x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,61.29032258064516,4.241618686596922,3.173234819608082,FULL,130.19807448339083,2.637601402525456,1359720,Weak,0,0,1.5791503622849226,True,TIME_EXPIRATION (10-Day Rule) | Blue Sky Breakout: Base (133.72) and AVWAP (132.99) converge within 0.5%. Trend: Uptrend. RVOL: 1.58x. Clear path above with SMA20 support and volume confirmation.,0.6680703127679694,2554.354170229768,500.0,Other,0,RED,,,,
ENTG,2021-01-14,2021-01-26,104.94038628034843,104.94038628034843,20.0,64.0,206.6497602173924,0.0,STOP_LOSS | Blue Sky Breakout: Base (104.37) and AVWAP (103.01) converge within 1.3%. Trend: Uptrend. RVOL: 2.21x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,31.25,3.2801549240855934,2.6540962907652266,FULL,101.66023135626286,2.7346030887211783,715720,Weak,0,0,2.213092222081888,True,STOP_LOSS | Blue Sky Breakout: Base (104.37) and AVWAP (103.01) converge within 1.3%. Trend: Uptrend. RVOL: 2.21x. Clear path above with SMA20 support and volume confirmation.,0.0,2098.807725606969,500.0,Other,0,RED,,,,
DD,2021-01-06,2021-01-27,28.38943891391888,29.608295440673828,195.0,650.0,663.9740011544002,4.293344896497288,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (28.20) and AVWAP (28.04) converge within 0.6%. Trend: Uptrend. RVOL: 2.20x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.0,0.7682179256183268,0.6267531499163418,FULL,27.62122098830055,2.1972044529332058,15166641,Weak,0,0,2.204952198646258,True,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (28.20) and AVWAP (28.04) converge within 0.6%. Trend: Uptrend. RVOL: 2.20x. Clear path above with SMA20 support and volume confirmation.,4.293344896497288,5535.940588214181,500.0,Other,0,RED,,,,
NRG,2021-01-11,2021-01-27,34.1425319388439,34.3804931640625,45.0,147.0,142.89828333331792,0.6969642018489841,TIME_EXPIRATION (10-Day Rule) | Blue Sky Breakout: Base (33.92) and AVWAP (33.70) converge within 0.7%. Trend: Uptrend. RVOL: 1.58x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.612244897959183,1.0501039455952892,0.810274078460405,FULL,33.09242799324861,2.5692366373340567,2180870,Weak,0,0,1.5825373870407475,True,TIME_EXPIRATION (10-Day Rule) | Blue Sky Breakout: Base (33.92) and AVWAP (33.70) converge within 0.7%. Trend: Uptrend. RVOL: 1.58x. Clear path above with SMA20 support and volume confirmation.,0.6969642018489841,1536.4139372479756,500.0,Other,0,RED,,,,
PODD,2021-01-14,2021-01-27,275.4906073608398,275.4906073608398,6.0,17.0,159.0282971805632,0.0,STOP_LOSS | Blue Sky Breakout: Base (274.07) and AVWAP (270.40) converge within 1.3%. Trend: Uptrend. RVOL: 1.87x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,35.294117647058826,11.87189916998642,9.941502380371094,FULL,263.6187081908534,3.780633982422837,491750,Uptrend,0,0,1.870776279481439,True,STOP_LOSS | Blue Sky Breakout: Base (274.07) and AVWAP (270.40) converge within 1.3%. Trend: Uptrend. RVOL: 1.87x. Clear path above with SMA20 support and volume confirmation.,0.0,1652.943644165039,500.0,Other,0,RED,,,,
PSKY,2021-01-26,2021-01-28,42.89049109904839,42.89049109904839,44.0,143.0,284.896024813408,0.0,"STOP_LOSS | VWAP Reclaim: Weak open, price reclaimed VWAP at 42.42. Institutions defending position. RVOL: 1.84x",VWAP_RECLAIM,True,True,30.76923076923077,2.5872961528029563,1.6893023554005429,FULL,40.30319494624543,4.034963302798252,13721065,Uptrend,0,0,1.8367934136431243,True,"STOP_LOSS | VWAP Reclaim: Weak open, price reclaimed VWAP at 42.42. Institutions defending position. RVOL: 1.84x",0.0,1887.181608358129,500.0,Other,0,RED,,,,
BILI,2021-01-06,2021-01-29,104.21850153350827,113.88999938964844,6.0,16.0,161.93988323265532,9.280020067291575,FASE_3_MA20_BREACH | HIGH_VOLATILITY (ADR 6.5%) - Size reduced to 1/4 (75% reduction) (67->16) | Blue Sky Breakout: Base (103.65) and AVWAP (102.46) converge within 1.1%. Trend: Uptrend. RVOL: 1.69x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,37.5,7.422206863986744,5.556851959228515,FULL,96.79629466952154,6.513390492737591,5953580,Uptrend,0,0,1.6863336920747132,True,FASE_3_MA20_BREACH | HIGH_VOLATILITY (ADR 6.5%) - Size reduced to 1/4 (75% reduction) (67->16) | Blue Sky Breakout: Base (103.65) and AVWAP (102.46) converge within 1.1%. Trend: Uptrend. RVOL: 1.69x. Clear path above with SMA20 support and volume confirmation.,9.280020067291575,625.3110092010497,500.0,Other,0,RED,,,,
KEYS,2021-01-07,2021-01-29,138.11413389587403,141.58999633789062,26.0,83.0,388.8557383851893,2.516659478628804,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (137.38) and AVWAP (136.11) converge within 0.9%. Trend: Uptrend. RVOL: 1.51x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,31.32530120481928,3.493296839348289,2.6935001373291017,FULL,134.62083705652574,2.03518403142746,1335220,Weak,0,0,1.5116190126516438,True,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (137.38) and AVWAP (136.11) converge within 0.9%. Trend: Uptrend. RVOL: 1.51x. Clear path above with SMA20 support and volume confirmation.,2.516659478628804,3590.967481292725,500.0,Other,0,RED,,,,
ROKU,2021-01-08,2021-01-29,391.3500061035156,389.0299987792969,1.0,1.0,-2.32000732421875,-0.5928215888682232,TIME_EXPIRATION (10-Day Rule) | HIGH_VOLATILITY (ADR 5.2%) - Size reduced to 1/3 (67% reduction) (6->1) | Blue Sky Breakout: Base (379.39) and AVWAP (379.29) converge within 0.0%. Trend: Uptrend. RVOL: 1.58x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,32.05912426513373,16.8466064453125,FULL,359.2908818383819,5.150900087441625,5386810,Uptrend,0,0,1.582587043754395,False,TIME_EXPIRATION (10-Day Rule) | HIGH_VOLATILITY (ADR 5.2%) - Size reduced to 1/3 (67% reduction) (6->1) | Blue Sky Breakout: Base (379.39) and AVWAP (379.29) converge within 0.0%. Trend: Uptrend. RVOL: 1.58x. Clear path above with SMA20 support and volume confirmation.,-0.5928215888682232,391.3500061035156,500.0,Other,0,RED,,,,
ALNY,2021-01-11,2021-01-29,148.55999755859375,148.55999755859375,6.0,16.0,64.12201995849603,0.0,"STOP_LOSS | VWAP Reclaim: Weak open, price reclaimed VWAP at 146.66. Institutions defending position. RVOL: 1.55x",VWAP_RECLAIM,True,True,37.5,10.839996337890623,5.306998443603516,FULL,137.72000122070312,3.663304434987892,549695,Weak,0,0,1.5515806599407194,True,"STOP_LOSS | VWAP Reclaim: Weak open, price reclaimed VWAP at 146.66. Institutions defending position. RVOL: 1.55x",0.0,891.3599853515625,500.0,Other,0,RED,,,,
KR,2021-01-26,2021-01-29,31.230632629394528,31.230632629394528,81.0,266.0,297.9763103621764,0.0,"STOP_LOSS | VWAP Reclaim: Weak open, price reclaimed VWAP at 31.08. Institutions defending position. RVOL: 3.38x",VWAP_RECLAIM,True,True,30.451127819548876,1.2520453882606937,0.8337372128987557,FULL,29.978587241133837,2.4522980007750457,10780935,Weak,0,0,3.382314756536569,True,"STOP_LOSS | VWAP Reclaim: Weak open, price reclaimed VWAP at 31.08. Institutions defending position. RVOL: 3.38x",0.0,2529.6812429809565,500.0,Other,0,RED,,,,
KDP,2021-01-27,2021-01-29,29.32606143723315,28.34695190749203,326.0,543.0,-195.5775087264236,-3.338701079368319,STOP_LOSS | Blue Sky Breakout: Base (29.13) and AVWAP (29.04) converge within 0.3%. Trend: Uptrend. RVOL: 1.79x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,60.03683241252303,0.713658013518689,0.5696414652957665,FULL,28.61240342371446,1.9282500160175955,4225310,Weak,0,0,1.7898114457511447,False,STOP_LOSS | Blue Sky Breakout: Base (29.13) and AVWAP (29.04) converge within 0.3%. Trend: Uptrend. RVOL: 1.79x. Clear path above with SMA20 support and volume confirmation.,-3.338701079368319,9560.296028538009,500.0,Other,0,RED,,,,
ILMN,2021-01-28,2021-01-29,425.2591007080078,423.8618774414063,12.0,20.0,93.85591601562533,-0.3285581106378031,STOP_LOSS | Blue Sky Breakout: Base (423.09) and AVWAP (420.31) converge within 0.7%. Trend: Uptrend. RVOL: 2.09x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,60.0,17.355908245237003,13.82782440185547,FULL,407.9031924627708,3.5297435905089847,1183305,Uptrend,0,0,2.088792352398438,True,STOP_LOSS | Blue Sky Breakout: Base (423.09) and AVWAP (420.31) converge within 0.7%. Trend: Uptrend. RVOL: 2.09x. Clear path above with SMA20 support and volume confirmation.,-0.3285581106378031,5103.109208496094,500.0,Other,0,RED,,,,
NBIX,2021-01-08,2021-02-01,104.12804754638672,106.0199966430664,11.0,35.0,153.98257326068648,1.8169447533690424,TIME_EXPIRATION (10-Day Rule) | Blue Sky Breakout: Base (103.56) and AVWAP (103.81) converge within 0.2%. Trend: Uptrend. RVOL: 1.93x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,31.428571428571427,3.9167980352120537,3.4885009765625,FULL,100.21124951117466,3.225489343720114,756790,Uptrend,0,0,1.9319183798157369,True,TIME_EXPIRATION (10-Day Rule) | Blue Sky Breakout: Base (103.56) and AVWAP (103.81) converge within 0.2%. Trend: Uptrend. RVOL: 1.93x. Clear path above with SMA20 support and volume confirmation.,1.8169447533690424,1145.4085230102537,500.0,Other,0,RED,,,,
IRM,2021-01-26,2021-02-02,26.15126784324646,26.15126784324646,62.0,202.0,311.4986333013613,0.0,"STOP_LOSS | Risk Clamped: 6.6% -> 6.3% (Max 2xADR/8%) | VWAP Reclaim: Weak open, price reclaimed VWAP at 26.02. Institutions defending position. RVOL: 4.98x",VWAP_RECLAIM,True,True,30.69306930693069,1.6474825822744492,0.804703074502425,FULL,24.50378526097201,3.0584249745110967,3346510,Weak,0,0,4.984808088037935,True,"STOP_LOSS | Risk Clamped: 6.6% -> 6.3% (Max 2xADR/8%) | VWAP Reclaim: Weak open, price reclaimed VWAP at 26.02. Institutions defending position. RVOL: 4.98x",0.0,1621.3786062812803,500.0,Other,0,RED,,,,
AVY,2021-02-04,2021-02-04,155.32347105420402,150.33871698481357,88.0,88.0,-438.6583581063594,-3.209272903546492,STOP_LOSS | Blue Sky Breakout: Base (154.50) and AVWAP (153.08) converge within 0.9%. Trend: Uptrend. RVOL: 1.91x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,4.984754069390448,4.019598225130103,FULL,150.33871698481357,2.699635646313622,490150,Weak,0,0,1.9073625637590808,False,STOP_LOSS | Blue Sky Breakout: Base (154.50) and AVWAP (153.08) converge within 0.9%. Trend: Uptrend. RVOL: 1.91x. Clear path above with SMA20 support and volume confirmation.,-3.209272903546492,13668.465452769951,500.0,Other,0,RED,,,,
WSM,2021-01-13,2021-02-10,54.122744891329255,58.02902221679688,32.0,105.0,299.2840029204932,7.217441268566232,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (53.80) and AVWAP (53.75) converge within 0.1%. Trend: Uptrend. RVOL: 1.70x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.47619047619048,2.117330040661457,1.7215569804267854,FULL,52.0054148506678,3.356135167758076,1852290,Weak,0,0,1.7018505334150151,True,FASE_3_MA20_BREACH | Blue Sky Breakout: Base (53.80) and AVWAP (53.75) converge within 0.1%. Trend: Uptrend. RVOL: 1.70x. Clear path above with SMA20 support and volume confirmation.,7.217441268566232,1731.9278365225362,500.0,Other,0,RED,,,,
GTM,2021-02-04,2021-02-10,55.92824846649169,52.584193608572896,43.0,43.0,-143.79435889050805,-5.979187529754873,STOP_LOSS | HIGH_VOLATILITY (ADR 5.4%) - Size reduced to 1/3 (67% reduction) (132->43) | Blue Sky Breakout: Base (55.60) and AVWAP (54.58) converge within 1.8%. Trend: Uptrend. RVOL: 3.62x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,False,False,100.0,3.344054857918792,2.6079004287719725,FULL,52.584193608572896,5.386349690075059,2262485,Weak,0,0,3.6156164411456255,False,STOP_LOSS | HIGH_VOLATILITY (ADR 5.4%) - Size reduced to 1/3 (67% reduction) (132->43) | Blue Sky Breakout: Base (55.60) and AVWAP (54.58) converge within 1.8%. Trend: Uptrend. RVOL: 3.62x. Clear path above with SMA20 support and volume confirmation.,-5.979187529754873,2404.9146840591425,500.0,Other,0,RED,,,,
MARA,2021-02-09,2021-02-10,35.5099983215332,34.65999984741211,21.0,35.0,25.291032123565717,-2.3936877338731275,STOP_LOSS | Risk Clamped: 15.8% -> 8.0% (Max 2xADR/8%) | HIGH_VOLATILITY (ADR 14.0%) - Size reduced to 1/4 (75% reduction) (141->35) | Blue Sky Breakout: Base (32.07) and AVWAP (32.07) converge within 0.0%. Trend: Uptrend. RVOL: 1.75x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,60.0,5.811846603698733,3.081500005722046,FULL,29.69815171783447,13.97801725767125,40494985,Weak,0,0,1.752299678160732,True,STOP_LOSS | Risk Clamped: 15.8% -> 8.0% (Max 2xADR/8%) | HIGH_VOLATILITY (ADR 14.0%) - Size reduced to 1/4 (75% reduction) (141->35) | Blue Sky Breakout: Base (32.07) and AVWAP (32.07) converge within 0.0%. Trend: Uptrend. RVOL: 1.75x. Clear path above with SMA20 support and volume confirmation.,-2.3936877338731275,745.7099647521973,500.0,Other,0,RED,,,,
MSTR,2021-02-09,2021-02-10,113.77400207519533,113.77400207519533,3.0,10.0,107.13907822998044,0.0,STOP_LOSS | Risk Clamped: 9.8% -> 8.0% (Max 2xADR/8%) | HIGH_VOLATILITY (ADR 8.8%) - Size reduced to 1/4 (75% reduction) (43->10) | Blue Sky Breakout: Base (105.00) and AVWAP (104.10) converge within 0.9%. Trend: Uptrend. RVOL: 2.11x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,True,30.0,16.64477207519532,6.660150146484375,FULL,97.12923,8.766377200299019,10192700,Uptrend,0,0,2.107069389393408,True,STOP_LOSS | Risk Clamped: 9.8% -> 8.0% (Max 2xADR/8%) | HIGH_VOLATILITY (ADR 8.8%) - Size reduced to 1/4 (75% reduction) (43->10) | Blue Sky Breakout: Base (105.00) and AVWAP (104.10) converge within 0.9%. Trend: Uptrend. RVOL: 2.11x. Clear path above with SMA20 support and volume confirmation.,0.0,341.32200622558594,500.0,Other,0,RED,,,,
RIOT,2021-02-09,2021-02-10,35.560001373291016,35.560001373291016,21.0,34.0,66.22758951202394,0.0,STOP_LOSS | Risk Clamped: 14.7% -> 8.0% (Max 2xADR/8%) | HIGH_VOLATILITY (ADR 13.2%) - Size reduced to 1/4 (75% reduction) (137->34) | Blue Sky Breakout: Base (32.90) and AVWAP (32.79) converge within 0.3%. Trend: Uptrend. RVOL: 1.95x. Clear path above with SMA20 support and volume confirmation.,BLUE_SKY,True,False,61.76470588235294,5.09442996246338,3.247749996185303,FULL,30.46557141082764,13.175462864927004,25678340,Uptrend,0,0,1.953668161469456,True,STOP_LOSS | Risk Clamped: 14.7% -> 8.0% (Max 2xADR/8%) | HIGH_VOLATILITY (ADR 13.2%) - Size reduced to 1/4 (75% reduction) (137->34) | Blue Sky Breakout: Base (32.90) and AVWAP (32.79) converge within 0.3%. Trend: Uptrend. RVOL: 1.95x. Clear path above with SMA20 support and volume confirmation.,0.0,746.7600288391113,500.0,Other,0,RED,,,,
