ticker,rs,breakout_lvl,dist_sma20_pct,dist_sma20,rvol,waiting_desc,sector_etf,excluded_by_xlv,allowed_shadow_candidate,shadow_status,source_snapshot
AES,61.32478632478633,14.47,0.95,0.95,0.79,Breakout > 14.47,OTHER,False,True,shadow_allowed,paper_finviz
ASTS,53.41880341880342,91.77,11.2,11.2,1.06,Breakout > 91.77,OTHER,False,True,shadow_allowed,paper_finviz
FCX,29.059829059829063,70.97,1.32,1.32,0.95,Breakout > 70.97,XLB,False,True,shadow_allowed,paper_finviz
HUT,93.16239316239316,112.26,16.42,16.42,0.92,Breakout > 112.26,OTHER,False,True,shadow_allowed,paper_finviz
ALL,59.401709401709404,222.23,0.78,0.78,0.97,Breakout > 222.23,OTHER,False,True,shadow_allowed,paper_finviz
WRBY,82.05128205128204,29.95,15.47,15.47,1.39,Breakout > 29.95,OTHER,False,True,shadow_allowed,paper_finviz
JCI,62.39316239316239,147.32,0.5,0.5,0.97,Breakout > 147.32,OTHER,False,True,shadow_allowed,paper_finviz
MMM,44.01709401709402,158.14,0.7,0.7,1.22,Breakout > 158.14,XLI,False,True,shadow_allowed,paper_finviz
LOGI,63.034188034188034,110.47,2.17,2.17,0.73,Breakout > 110.47,OTHER,False,True,shadow_allowed,paper_finviz
MTSI,92.52136752136752,401.25,19.71,19.71,1.19,Breakout > 401.25,OTHER,False,True,shadow_allowed,paper_finviz
NTNX,82.26495726495726,46.26,7.95,7.95,0.76,SMA50>SMA100 (-4.60%),OTHER,False,True,shadow_allowed,paper_finviz
AMAT,75.21367521367522,448.45,6.13,6.13,1.75,Breakout > 448.45,XLK,False,True,shadow_allowed,paper_finviz
BE,91.66666666666666,310.0,4.46,4.46,0.98,Breakout > 310.00,XLI,False,True,shadow_allowed,paper_finviz
FLNC,97.64957264957265,27.39,29.92,29.92,1.17,Breakout > 27.39,OTHER,False,True,shadow_allowed,paper_finviz
HMC,67.3076923076923,25.81,6.78,6.78,2.03,SMA20>SMA50 (-1.09%),OTHER,False,True,shadow_allowed,paper_finviz
VSH,95.08547008547008,40.07,19.75,19.75,1.13,Breakout > 40.07,OTHER,False,True,shadow_allowed,paper_finviz
ZM,80.76923076923077,111.56,1.01,1.01,1.35,Breakout > 111.56,OTHER,False,True,shadow_allowed,paper_finviz
AAPL,77.77777777777779,300.92,6.71,6.71,1.13,Breakout > 300.92,XLK,False,True,shadow_allowed,paper_finviz
EQNR,80.12820512820514,41.28,3.19,3.19,0.87,Breakout > 41.28,OTHER,False,True,shadow_allowed,paper_finviz
BW,85.68376068376068,21.36,32.51,32.51,3.13,SMA100/SMA200 N/A,OTHER,False,True,shadow_allowed,paper_finviz
WMB,74.14529914529915,77.79,5.29,5.29,1.47,Breakout > 77.79,OTHER,False,True,shadow_allowed,paper_finviz
KHC,63.46153846153846,24.15,1.05,1.05,0.82,Breakout > 24.15,OTHER,False,True,shadow_allowed,paper_finviz
SONY,64.31623931623932,22.98,7.57,7.57,0.99,Breakout > 22.98,OTHER,False,True,shadow_allowed,paper_finviz
WTTR,90.38461538461539,18.81,11.68,11.68,1.15,SMA100/SMA200 N/A,OTHER,False,True,shadow_allowed,paper_finviz
DD,66.66666666666666,51.44,3.55,3.55,1.2,Breakout > 51.44,XLB,False,True,shadow_allowed,paper_finviz
JOBY,79.48717948717949,11.19,8.15,8.15,0.78,Breakout > 11.19,OTHER,False,True,shadow_allowed,paper_finviz
VRT,86.53846153846155,379.93,10.22,10.22,0.84,Breakout > 379.93,XLI,False,True,shadow_allowed,paper_finviz
AVGO,66.88034188034187,442.36,1.59,1.59,0.98,Breakout > 442.36,XLK,False,True,shadow_allowed,paper_finviz
BRKR,68.37606837606837,45.24,7.51,7.51,1.14,Breakout > 45.24,OTHER,False,True,shadow_allowed,paper_finviz
AXTI,97.00854700854701,134.0,28.28,28.28,0.8,Breakout > 134.00,OTHER,False,True,shadow_allowed,paper_finviz
MKSI,73.71794871794873,326.84,4.16,4.16,0.9,Breakout > 326.84,OTHER,False,True,shadow_allowed,paper_finviz
EPD,72.86324786324786,39.3,3.5,3.5,0.55,Breakout > 39.30,OTHER,False,True,shadow_allowed,paper_finviz
NUE,82.6923076923077,235.45,1.67,1.67,0.83,Breakout > 235.45,XLB,False,True,shadow_allowed,paper_finviz
TXNM,60.89743589743589,59.48,0.43,0.43,1.17,Breakout > 59.48,OTHER,False,True,shadow_allowed,paper_finviz
UMC,96.15384615384616,17.32,23.35,23.35,1.02,Breakout > 17.32,OTHER,False,True,shadow_allowed,paper_finviz
ASML,64.52991452991454,1603.49,1.63,1.63,1.07,Breakout > 1603.49,XLK,False,True,shadow_allowed,paper_finviz
PRM,86.11111111111111,34.89,7.41,7.41,1.01,Breakout > 34.89,OTHER,False,True,shadow_allowed,paper_finviz
RKLB,95.94017094017094,133.18,33.17,33.17,0.85,Breakout > 133.18,OTHER,False,True,shadow_allowed,paper_finviz
ADI,79.7008547008547,435.72,3.5,3.5,1.06,Breakout > 435.72,XLK,False,True,shadow_allowed,paper_finviz
APA,74.78632478632478,42.09,1.74,1.74,1.29,Breakout > 42.09,OTHER,False,True,shadow_allowed,paper_finviz
ATAT,61.53846153846154,41.25,0.28,0.28,1.06,Breakout > 41.25,OTHER,False,True,shadow_allowed,paper_finviz
